"ch27","1","1","1","2","7","7","6","1","1","10","1","10","9","11","3","9","1","1","1","1","2","9","7","8","15","9","2","5","6","7","2","3","5","4","1","1","3","7","2","7","6","1","6","1","1","1","1","5","1","1","5","5","3","9","3","3","3","9","9","9","3","9","9","2","9","1","9","1","2","6","5","7","3","7","1","4","5","3","3","8","3","4","2"
"Ch3","0","0","0","3","7","7","8","6","1","10","1","10","2","6","3","9","1","1","1","1","2","9","12","5","15","9","3","5","6","7","8","2","4","4","1","1","3","7","2","7","6","1","7","7","7","8","1","9","1","9","6","4","3","4","4","4","9","3","10","9","10","9","9","5","9","1","9","1","1","6","5","7","1","7","1","1","5","2","7","8","11","4","2"
"Ch4","0","0","2","3","5","7","8","1","1","6","2","6","9","11","3","9","1","1","1","1","1","9","7","8","15","9","4","5","6","6","5","3","2","4","2","1","3","7","2","7","6","1","6","8","1","1","1","9","1","9","4","3","3","9","9","9","3","9","10","9","10","9","9","3","9","1","9","1","1","6","4","5","3","5","3","2","5","2","3","8","8","5","2"
"Ch5","0","0","0","2","8","6","8","7","1","10","1","10","2","6","3","9","1","1","1","1","1","9","7","2","15","9","2","5","6","7","8","3","4","4","1","1","3","7","2","7","6","1","6","8","8","8","1","9","1","1","4","4","3","9","9","9","9","9","10","9","9","9","9","5","9","1","9","1","1","6","5","4","1","4","1","2","5","2","9","9","11","1","2"
"Ch6","0","0","1","3","6","7","8","6","1","2","2","2","9","6","3","9","1","1","1","1","2","9","12","5","15","9","3","5","5","7","7","3","5","4","1","1","3","7","2","7","6","1","7","1","8","8","1","9","1","1","4","2","3","4","9","9","9","9","9","9","9","9","9","5","9","1",NA,"1","1","6","4","7","1","7","1","2","5","2","3","8","8","3","2"
"Ch9","0","0","1","4","5","7","8","7","1","10","1","10","2","6","3","9","1","1","1","1","2","9","8","7","15","9","3","5","6","7","8","3","4","4","1","1","3","7","2","7","6","1","7","8","8","8","1","9","1","1","5","2","3","4","9","9","9","9","10","9","3","9","9","5","9","2","9","1","1","7","5","7","1","7","1","3","5","2","2","8","8","3","2"
"Ci1","0","1","1","7","1","4","8","8","1","8","1","8","2","6","6","1","5","4","1","1","9","9","7","8","15","9","6","2","6","2","3","4","4","4","6","1","1","7","2","4","1","1","6","6","6","9","4","6","1","9","2","1","3","3","9","9","10","9","9","9","10","9","9","4","9","1","9","1","1","1","1","1","9","7","1","6","2","2","6","2","6","8","2"
"Ci10","0","0","0","3","7","7","8","8","1","12","2","12","3","9","3","9","1","1","1","1","1","9","7","8","15","9","2","5","6","7","8","3","4","4","1","1","3","7","2","7","6","1","8","1","6","9","1","9","1","9","6","1","3","9","9","9","10","9","9","9","10","9","9","2","9","1","9","1","1","6","5","7","1","4","1","6","5","2","1","7","11","8","2"
"Ci11","0","0","1","4","5","1","8","2","2","8","1","8","9","11","1","9","4","1","1","1","2","9","10","1","7","4","8","6","6","3","3","3","3","4","5","1","3","7","2","7","7","1","2","8","6","9","1","9","1","1","2","2","3","3","9","9","10","3","10","9","9","9","9","4","9","1","9","1","1","1","1","7","1","7","1","2","5","2","1","7","9","5","2"
"Ci12","1","0","0","6","3","4","8","8","2","8","1","8","9","11","6","1","4","4","1","1","9","9","10","1","15","9","6","5","6","5","4","2","2","4","5","1","3","7","2","4","1","1","6","6","9","9","4","8","1","8","1","2","3","9","9","10","10","9","9","9","9","9","9","5","9","1","9","4","2","4","5","4","1","4","1","2","5","2","7","4","8","6","2"
"Ci4","0","1","0","4","5","1","8","7","6","8","1","8","2","6","3","9","4","4","1","1","9","9","7","8","15","9","3","5","6","6","7","3","2","4","10","4","3","7","2","7","1","1","8","6","8","1","1","9","1","9","1","2","3","3","9","3","3","9","10","9","10","9","9","4","9","1","9","3","2","1","1","4","1","4","1","1","5","2","2","8","8","8","2"
"Ci5","0","0","0","4","6","1","7","7","2","8","1","8","9","11","3","9","3","1","1","1","9","9","10","1","15","9","2","5","6","7","8","4","4","4","10","1","3","7","2","7","1","1","6","9","9","9","1","9","9","9","1","1","3","9","10","10","10","3","10","10","10","9","9","5","2","1","9","1","1","6","5","7","1","4","1","2","5","2","1","8","3","5","2"
"Cj3","0","2","1","3","4","1","2","7","2","8","1","8","9","11","3","9","5","1","1","1","9","9","10","1","7","4","3","5","6","7","7","3","3","4","2","1","3","7","2","7","1","1","5","1","1","1","1","9","1","1","2","1","3","9","3","3","3","3","10","3","9","9","9","4","9","1","9","4","3","3","5","7","4","7","4","2","5","2","1","7","2","4","2"
"Ea1","0","0","2","3","5","1","7","7","2","8","1","8","9","11","1","9","3","1","1","1","9","9","10","1","15","9","2","6","6","7","8","3","4","4","10","1","3","7","2","7","1","1","8","1","8","9","1","6","1","1","1","1","3","9","3","9","10","3","10","3","9","9","9","3","9","4","9","4","2","1","5","7","1","7","1","2","5","2","9","8","11","3","2"
"Ea13","0","0","0","2","8","7","1","7","1","7","1","8","9","11","2","9","4","1","1","1","9","9","10","1","9","2","2","5","6","8","8","4","5","4","1","1","3","7","2","7","1","2","3","6","3","9","1","9","1","1","2","1","3","3","4","3","10","9","10","3","3","9","9","4","9","4","9","1","1","1","1","7","1","7","1","2","6","2","2","7","2","4","1"
"Eb1","0","1","0","8","1","1","7","7","6","8","1","8","9","11","6","1","5","4","1","1","9","9","7","8","15","9","6","2","6","2","2","3","4","4","5","2","1","4","2","4","1","1","6","8","9","9","6","9","1","9","2","4","3","9","9","10","10","9","10","9","10","9","9","4","9","1","9","4","2","4","5","1","9","7","3","3","2","2","6","2","6","6","2"
"Ec2","1","2","2","4","1","4","2","7","5","9","1","8","9","11","6","1","5","5","1","1","9","9","13","2","15","9","7","2","6","2","2","3","3","3","1","1","1","7","2","4","1","1","1","6","6","1","1","6","1","1","2","6","3","3","9","9","9","9","9","9","9","9","9","2","9","1","9","3","2","6","5","6","4","7","1","6","5","1","11","9","9","4","1"
"Ed1","0","0","2","2","6","6","8","6","1","8","1","8","2","6","4","9","4","4","1","1","9","9","8","7","15","9","3","6","6","7","8","3","3","1","1","1","3","7","1","7","1","1","6","8","1","8","1","9","1","2","1","4","3","9","9","9","9","9","10","9","9","9","9","5","9","2","9","4","2","4","5","7","4","7","4","3","5","3","3","9","8","4","2"
"Ed10","0","0","1","2","7","7","8","7","1","8","1","8","9","11","2","9","4","4","1","1","9","9","13","2","15","9","2","5","5","7","8","4","5","2","1","1","3","7","1","7","1","1","8","6","8","1","4","9","9","1","1","4","3","9","3","9","9","3","10","10","9","9","9","5","9","1","9","1","1","3","5","7","1","7","1","2","5","2","2","8","11","2","2"
"Ed2","0","1","0","3","6","1","8","2","2","7","1","8","9","11","6","1","5","5","1","1","9","9","1","3","2","2","2","5","6","7","3","3","1","1","1","1","3","7","1","7","1","1","8","8","9","1","1","9","1","9","4","4","3","9","9","10","3","9","10","9","10","9","9","4","9","1",NA,"4","3","1","1","7","1","7","1","6","5","2","1","8","3","6","1"
"Ed5","0","0","0","1","9","4","8","6","1","10","1","10","2","6","4","9","1","1","1","1","1","9","13","2","15","9","3","6","6","8","8","2","5","2","1","1","3","7","2","7","6","7","6","7","7","9","1","9","9","1","1","1","4","9","3","4","10","3","10","10","9","9","9","5","9","2","9","1","1","6","5","7","4","7","4","2","5","2","3","9","8","6","2"
"Ee4","0","0","0","4","6","7","1","6","7","8","1","8","9","11","3","9","4","4","1","1","9","9","13","2","15","9","3","6","6","7","7","3","5","1","1","1","3","7","2","7","1","1","1","8","6","8","1","9","1","1","3","4","3","3","9","9","9","3","10","9","3","9","9","5","9","1",NA,"3","3","6","5","7","2","7","2","2","5","2","1","7","9","4","2"
"Ef2","0","0","2","2","6","7","1","8","2","8","1","8","9","11","2","9","3","3","1","1","2","9","7","8","15","9","4","6","6","7","8","4","5","1","1","1","3","7","2","7","7","1","1","2","3","1","1","9","9","1","2","2","3","3","3","3","3","3","10","9","3","9","9","5","9","4","9","1","1","1","1","7","1","7","1","1","6","3","9","8","11","4","2"
"Ef8","1","0","1","2","6","1","8","7","2","8","1","8","9","11","3","9","5","1","1","1","9","9","10","1","15","9","2","6","6","7","8","4","4","4","4","1","3","7","2","7","1","1","1","4","1","1","1","5","1","1","1","2","3","3","3","3","3","3","9","9","3","9","9","5","9","4","9","1","2","6","5","7","1","7","1","1","5","3","1","8","8","1","2"
"Ef9","0","0","1","2","7","1","7","2","2","8","1","8","9","11","5","9","5","5","1","1","9","9","1","3","1","1","4","5","6","7","8","3","4","1","1","1","3","7","2","7","1","1","4","1","1","9","1","9","9","6","3","4","3","3","3","3","10","3","10","10","9","9","9","5","9","4","9","2","2","1","5","7","1","7","1","1","5","2","3","8","3","2","2"
"Eg10","0","0","0","3","7","7","8","7","2","8","1","8","9","11","3","9","4","4","1","1","9","9","1","3","2","2","5","6","6","7","8","4","4","1","1","1","3","7","2","7","1","1","8","1","1","9","1","9","1","1","3","2","3","3","3","3","10","3","10","3","9","9","9","5","9","4","9","1","1","1","5","7","1","7","1","3","5","2","2","8","8","6","2"
"Eg2","0","0","2","2","6","7","8","7","2","8","1","8","9","11","3","9","3","3","1","1","9","9","1","3","1","1","5","6","6","7","8","4","4","1","1","1","3","7","2","7","1","1","1","1","1","8","1","9","9","1","1","2","3","3","3","3","9","3","10","10","9","9","9","5","9","4","9","1","1","1","5","7","1","7","1","3","5","2","2","8","8","6","2"
"Eg6","0","0","1","3","6","6","8","8","2","7","9","7","9","11","3","9","1","1","4","4","9","9","1","3","2","2","5","6","6","5","8","4","3","3","1","3","3","7","2","7","3","1","7","8","7","1","1","9","1","1","2","2","3","4","3","4","3","9","10","9","3","9","9","5","9","4","9","1","1","2","4","7","1","2","1","1","6","3","9","8","11","6","2"
"Eh6","0","0","1","3","6","7","8","1","1","12","2","12","3","9","3","9","1","1","1","1","6","9","1","3","2","2","5","6","6","7","8","3","4","1","1","1","3","7","2","7","4","1","3","6","3","8","1","9","1","6","5","2","3","9","3","9","9","9","10","3","9","9","9","5","9","4","9","1","1","1","5","5","1","5","1","6","5","2","2","8","8","4","2"
"Ei3","0","0","0","2","8","7","8","1","1","9","2","6","1","10","1","9","1","1","1","1","2","9","10","1","15","9","4","6","6","7","8","2","4","1","1","1","3","7","1","7","6","1","6","1","1","1","1","9","1","1","1","2","3","9","10","3","9","3","10","3","3","9","9","5","9","1","9","3","2","3","5","5","1","5","1","3","5","4","3","8","8","4","1"
"Ej4","0","0","2","2","6","3","8","7","6","8","1","8","9","11","2","9","4","4","1","1","9","9","8","7","15","9","4","6","6","7","8","3","5","1","1","1","3","7","1","7","1","1","8","1","8","1","1","9","9","2","1","2","3","3","3","3","9","3","10","10","9","10","9","5","9","1","9","3","2","6","5","5","1","5","1","2","6","3","2","8","8","4","2"
"Ej5","1","0","2","1","6","1","8","2","2","9","2","6","9","2","3","9","1","1","1","1","2","9","10","1","15","9","3","6","6","7","8","2","4","1","1","1","3","7","1","7","6","1","6","1","8","1","1","6","1","2","6","4","3","9","3","9","9","9","9","9","9","9","9","5","4","1","9","3","2","6","5","7","1","5","1","2","5","4","3","8","8","3","1"
"Ej8","0","0","2","2","6","1","8","7","2","9","1","10","2","6","3","9","1","1","1","1","2","9","10","1","15","9","4","6","6","7","7","3","3","4","10","1","3","7","1","7","6","1","6","1","8","1","1","9","1","1","2","4","3","9","9","9","9","9","10","9","9","9","9","4","9","1","9","2","2","6","5","7","1","5","1","2","5","4","7","8","8","4","1"
"Ej9","0","0","1","1","8","3","8","2","2","2","2","6","9","11","3","9","1","1","1","1","2","9","10","1","15","9","4","6","6","7","6","3","5","2","1","1","3","7","1","7","6","1","8","8","6","1","1","9","1","1","4","2","3","3","9","9","9","9","9","9","9","9","9","2","9","1","9","1","1","6","5","5","1","5","1","3","5","3","3","8","8","4","1"
"Ia12","0","0","2","1","7","1","8","1","1","6","2","6","9","11","3","9","1","1","1","1","1","9","8","7","15","9","3","6","6","7","8","2","5","4","1","1","3","7","1","7","6","1","6","8","6","1","1","9","1","2","1","4","3","9","3","9","9","9","9","9","9","9","9","5","9","1","9","1","1","6","5","5","1","5","1","2","5","4","3","8","8","5","2"
"Ib2","0","0","0","2","8","6","3","2","2","9","2","6","9","11","3","9","1","1","1","1","1","9","13","2","15","9","3","6","6","8","7","3","5","1","6","1","3","7","1","7","6","1","9","9","4","9","2","9","9","9","2","3","3","10","10","9","10","9","9","10","10","9","9","5","9","1","9","1","1","6","5","5","2","5","1","2","5","2","7","8","8","4","1"
"Ib6","0","0","1","2","7","6","8","8","2","7","9","7","3","5","2","9","1","1","5","4","9","9","1","3","1","1","4","6","6","7","3","4","3","4","10","2","3","7","1","7","3","1","6","8","8","8","2","9","1","1","2","2","3","9","4","9","9","9","10","9","9","1","9","4","9","1","9","4","2","2","4","1","9","3","1","5","5","4","3","8","8","7","2"
"Ic3","0","0","0","3","7","1","8","8","6","5","3","5","9","11","2","9","1","1","3","3","9","9","6","4","5","2","4","3","6","6","4","4","2","4","10","1","1","7","1","6","3","1","8","8","8","8","1","9","1","9","2","3","3","9","10","9","9","9","10","9","10","9","9","4","9","3","9","4","2","2","4","1","9","7","2","2","5","2","3","8","8","5","2"
"If13","0","0","4","0","6","6","8","7","2","5","3","5","9","11","3","9","1","1","4","4","2","9","1","3","1","1","5","4","4","5","4","3","2","1","1","1","1","1","1","6","7","9","9","9","9","8","1","9","1","3","9","4","10","10","10","10","9","9","10","9","9","10","9","4","9","1","9","1","1","6","2","1","4","3","4","2","5","2","2","8","8","2","2"
"If8","0","0","1","2","7","6","8","1","1","6","2","6","9","11","3","9","1","1","1","1","1","9","7","8","15","9","3","3","6","7","5","2","2","4","1","1","1","7","2","6","6","1","9","9","9","1","1","9","9","1","1","4","3","10","10","10","9","3","10","10","9","9","9","1","9","1","9","1","1","6","5","5","1","5","1","2","5","4","3","8","8","1","2"
"Ii1","0","0","3","1","6","4","8","8","2","2","2","2","9","11","2","9","1","1","1","1","5","9","7","8","15","9","4","4","5","7","2","4","3","2","5","1","1","2","1","6","5","9","9","9","9","1","1","9","9","3","4","3","10","10","10","10","9","3","10","10","9","9","9","4","9","1","9","1","1","1","1","7","4","5","2","6","3","3","7","8","8","6","2"
