"Cf3","1","0","3","2","4","6","8","1","1","6","2","6","9","11","1","9","1","1","1","1","2","9",NA,NA,NA,NA,"3","5","5","7","3","2","1","4",NA,NA,"1","1","3","7","2","7","6","1","9","1","9","1","1","1","1","1","3","1","9","10","9","10","9","9","9","9","9","9","9","1","9","1","9","1","1","9","9","5","1","5","1","3","5","3","1","8","8",NA,NA,NA,NA,NA,NA,NA,NA,"2","indo1319","Europe"
"Cf4","0","1","1","2","6","6","8","1","1","6","2","6","1","10","3","9","1","1","1","1","1","9","8","7","15","9","3","5","6","7","8","2","5","4",NA,NA,"1","1","3","7","2","7","6","1","7","1","6",NA,"1",NA,"1","1","2","2","3","4","9","9",NA,"9",NA,"9","9","9","9","5","9","3","9","4","2","6","5","5","1","5","1","3","5","2","9","8","11",NA,NA,NA,NA,NA,"8",NA,"6","2","indo1319","NE South America"
"Cf5","0","0","1","2","7","7","8","1","1","6","2","6","1","10","3","9","1","1","1","1","2","9","7","8","15","9","3","5","6","7","8","2","4","4","8",NA,"1","1","3","7","2","7","6","1","7","7","7","8",NA,NA,"1","1","3","2","3","4","4","4","9",NA,NA,"9","9","9","9","5","9","1","9","1","1","6","5","7","2",NA,NA,"2","5","3","3","8","3",NA,NA,NA,NA,NA,NA,NA,NA,"2","indo1319","Europe"
"Cg1","0","0","1","3","6","6","8","7","1","2","2","2","9","6","3","9","1","1","1","1","2","9","10","1","15","9","3","5","6","7","8","3","4","4","8",NA,"1","1","3","7","2","7","6","1","7","7","7","7","1","9","9","1","2","2","3","4","4","4","4","3","10","10","3","9","9","5","9","1","9","1","1","6","5","5","1","5","1","5","5","3","1","8","11",NA,NA,NA,NA,NA,"6","69",NA,"2","indo1319","Europe"
"Cg2","0","2","3","4","1","7","8","7","1","10","1","10","2","6","3","9","1","1","1","1","2","9",NA,NA,NA,NA,"2","2","6","7",NA,"3","3","4",NA,NA,"1","1","1","7","2","4","6","1","6",NA,NA,"1","1","9","1","1","1","2","3","9",NA,NA,"9","9","10","9","9","9","9","3","2","1","9","4","3",NA,NA,"7","1","7","1",NA,"5","3","1","8","3",NA,NA,NA,NA,NA,"5","13","1","2","indo1319","Europe"
"Cg3","0","1","0","4","5","7","8","6","1","10","1","10","2","6","3","9","1","1","1","1","2","9","7","8","15","9","3","5","5","5","8","2","3","4","8",NA,"1","1","3","7","2","7","6","1",NA,NA,NA,NA,"1","9","1",NA,"2","2","3",NA,NA,NA,NA,"9","10","9",NA,"9","9","5","9","1","9","1","1",NA,NA,"7","2","7","2","2","5","2","1","8","8",NA,NA,NA,NA,NA,"6","49","8","2","indo1319","Europe"
"Cg4","0","2","2","6","0","6","8","1","1","12","2","12","3","9","4","9","1","1","1","1","2","9","12","5","15","9","3","1","1","1","1","2","1","4","2","3","1","1","1","5","2","4","6","9","6","6","9","9","1","6","1","4","4","9","10","9","9","10","10","9","9","9","9","9","10","2","9","1","9","1","1",NA,NA,"7","3","5","1","4","5","2","6","8","6",NA,NA,NA,NA,NA,"2","11","1","2","ural1272","Europe"
"Ch1","0","0","0","4","6","7","8","7","1","8","1","8","2","6","2","9","3","3","1","1","9","9",NA,NA,NA,NA,"4","5","6","8","8","3","4","4","8",NA,"1","1","3","7","2","7","1","1","6","8","1","8","1","9","1","9","5","4","3","9","9","3","9","3","10","9","10","9","9","5","9","1","9","1","1","6","5",NA,NA,NA,NA,"2","6","3","2","9","11",NA,NA,NA,NA,NA,"6","69","1","2","indo1319","Europe"
"Ch11","0","0","0","3","7","4","7","1","1","10","2","6","9","11","3","9","1","1","1","1","2","9",NA,NA,NA,NA,"3","6","6","7","8","2","5","4",NA,NA,"1","1","3","7","2","7","6","8",NA,NA,NA,"9","8","9","9","9","2","2","4",NA,NA,NA,"10","9","10","10","10","9","9","5","9","1","9","1","1","3","5","1","9",NA,NA,"3","5","2","3","9","8","5","3","3","8","3",NA,NA,NA,"1","indo1319","Inner Asia"
"ch12","0","0","0","5","5","1","7","2","2","7","1","10","9","8","1","9","3","3","1","1","2","9","7","8","15","9","8","5","6","7","8","3","5","4","6",NA,"10",NA,"2","4","2","8","7","9","6","3","9","1","1","6","1","1","3","1","10","9","9","10","9","3","9","9","9","9","9","5","2","1","9","1","1","6","5","7","3","7","3","2","5","2","3","8","3","2","2","6","2","6",NA,NA,NA,"1","turk1311","Inner Asia"
"ch13","0","0","0","1","9","4","6","8","1","8","1","8","9","11","3","9","3","1","1","1","2","9",NA,NA,NA,NA,NA,"5","6","7","4","3","5","4","8",NA,"1",NA,"3","4","2","7","7","9","6","9","9","9","1","9","9","9","3","2","10","9","10","10","10","9","10","10","10","9","9","2","9","1","9","1","1","6","5","7","1","7","1","4","5","3","3","8","3","5","3","3","8","8",NA,NA,NA,"2","ural1272","Inner Asia"
"ch14","0","0","0","1","9","4","6","1","1","10","1","10","9","8","2","9","1","1","2","2","2","9","7","8","15","9","3","5","6","7","4","2","5","4","5",NA,"1","1","3","3","2","7","6","9","6","8","9","1","1","6","1","8","5","2","10","9","3","10","3","3","9","9","9","9","9","2","3","1","9","1","1","6","5","7","3","7","3","3","5","2","3","8","8","5","2","3","9","8",NA,NA,NA,"2","turk1311","Inner Asia"
"ch15","0","0","0","2","8","7","1","1","1","10","1","10","9","11","3","9","4","3","1","1","2","9","7","8","15","9","3","5","6","7","6","2","5","4","8",NA,"1",NA,"3","7","2","7","7","9","5","8","1","1","1","6","1","1","5","2","10","9","9","9","3","9","9","9","9","9","9","3","2","1","9","1","2","6","5","7","1","7","1","4","5","3","3","8","3","5","2","9","9","8",NA,NA,NA,"2","ural1272","Inner Asia"
"ch16","0","0","1","3","6","7","8","1","1","12","2","12","3","9","3","9","1","1","1","1","1","9",NA,NA,NA,NA,"2","5","6","5","8","2","5","4","8",NA,"1","2","3","7","2","7","6","1","3","1","9","1","1","6","1","1","3","2","3","4","9","10","9","9","9","9","9","9","9","5","2","1","9","1","1","6","5","7","4","5","2","2","5","2","3","9","8",NA,NA,NA,NA,NA,NA,NA,NA,"2","ural1272","Inner Asia"
"ch17","0","0","0","3","7","4","6","7","1","6","2","6","9","11","1","9","1","1","1","1","2","9","7","8","15","9",NA,"5","6","7","7","3","5","4","8","2","1","1","2","7","2","7","6","1","6","8","9","9","2","9","9","1","1","2","3","9","9","10","10","9","10","10","9","3","9","2","9","1","9","1","2","6","5","7","3","7","1","5","5","2","2","9","8","5","1","2","7","3",NA,NA,NA,"2","turk1311","Europe"
"ch18","0","0","2","1","7","7","8","1","1","10","1","10","9","11","3","9","1","1","1","1","1","2","7","8","15","9","2","5","6","7","2","2","5","4",NA,NA,"1",NA,"3","7","2","7","6","1","6",NA,"8","1","1","5","1","4","2","2","3","9",NA,"9","3","9","9","9","3","9","9","2","9","1","9","1","1","6","5","7","1","7","1","3","5","3","3","8","8",NA,NA,NA,NA,NA,NA,NA,NA,"2","ural1272","Inner Asia"
"ch19","0","2","3","2","3","7","8","8","1","8","1","8","9","11","2","9","3","1","1","1","1","2",NA,NA,NA,NA,"2","3","6","7","2","3","5","4","8","4","1","1","3","7","2","8","7","1","6","1","1","1","1","5","1","1","3","3","3","9","3","3","3","9","9","9","9","9","9","2","9","1","9","1","2","6","5","7","1","7","1","3","5","3","3","8","3","3","3","8","8","3",NA,NA,NA,"2","ural1272","Inner Asia"
"Ch2","0","1","1","4","4","7","8","1","1","10","2","6","9","11","1","9","1","1","1","1","2","9",NA,NA,NA,NA,"3","5","6","5","7",NA,NA,"4","3",NA,"1","1","3","7","2","8","6","1","6","1","8",NA,"1","9","1",NA,"3","2","3","9","9","9",NA,"9","10","9",NA,"9","9","2","9","1","9","1","1",NA,NA,"7","1","7","1","6","5","2","2","9","8",NA,NA,NA,NA,NA,"8","99","8","1","indo1319","Europe"
"ch20","0","0","0","4","6","1","7","2","2","7","1","10","9","11","3","9","1","1","1","1","2","9","8","7","15","9","3","5","6","7","8","2","5","4","6","2","4","1","3","4","2","7","6","9","6","5","9","9","1","9","1","1","3","1","10","9","3","10","10","9","10","9","9","9","9","5","2","1","9","1","2","6","5","7","3","7","3","2","5","2","3","8","8","5","3","3","9","3",NA,NA,NA,"1","turk1311","Inner Asia"
"ch21","0","0","1","2","7","7","8","1","1","10","1","10","9","11","3","9","1","1","1","1","2","9",NA,NA,NA,NA,"2","5","6","5","8","2","5","4","8",NA,"1",NA,"3","7","2","7","6","1","3","1","1","1","1","6","9","1","3","2","3","4","3","3","3","9","9","10","3","9","9","5","2","1","9","1","2","6","5","7","4","4","1","2","5","2","3","8","3","5","2","3","9","3",NA,NA,NA,"2","indo1319","Inner Asia"
"ch22","0","0","0","1","8","7","8","2","2","10","1","10","9","11","1","9","1","1","1","1","2","9",NA,NA,NA,NA,NA,"4","3","8","5","2","5","4","8","5","2",NA,"2","4","2","6","6","1","6",NA,"9","9","1","9","9","9","8","8","3","9",NA,"10","10","9","10","10","10","9","9","5","9","1","9","1","2","6","5","7","1","7","1","2","5","2","3","8","3",NA,NA,NA,NA,NA,NA,NA,NA,"2","turk1311","Inner Asia"
"ch23","0","0","0","1","9","7","8","1","1","12","2","12","3","9","1","9","1","1","1","1","2","9","11","6","15","9","3","4","3","8","3","2","5","4","8",NA,"1",NA,"2","4","2","6","6","1","9","1","9","9","1","9","9","9","2","3","3","10","3","10","10","9","10","10","10","9","9","5","4","1","9","1","1","6","5","7","1","7","1","2","5","2","3","8","3",NA,NA,NA,NA,NA,NA,NA,NA,"2","turk1311","Inner Asia"
"ch24","0","0","8","1","1","7","8","1","1","10","1","10","9","11","6","1","1","1","1","1","1","9","7","8","15","9","2","5","6","7","3","2","5","4",NA,NA,"1",NA,"3","7","2","2","6","1","6","1","1","1","1","6","1","4","4","4","3","9","9","3","9","9","9","9","9","9","9","2","9","1","9","1","2","3","5","1","9","7","1","2","5","2","3","8","3",NA,NA,NA,NA,NA,NA,NA,NA,"2","ural1272","Inner Asia"
"ch25","0","0","0","4","6","7","6","1","1","10","1","10","9","11","3","9","1","1","1","1","2","9",NA,NA,NA,NA,"3","5","6","7","7","2","5","4","8",NA,"1",NA,"3","7","2","7","6","1","6","1","1","1","3","9","1","1","2","2","3","9","3","3","3","9","10","9","9","3","9","5","2","1","9","1","2","6","5","7","3","7","1","3","5","2","3","9","8","5","3","1","8","8",NA,NA,NA,"2","indo1319","Europe"
"ch26","0","0","0","1","9","1","7","1","1","7","2","12","3","9","4","9","4","3","4","3","2","9","7","8","15","9","6","5","6","7","4","2","5","4","8",NA,"1",NA,"3","7","2","7","7","9","6","8",NA,"1","1","6","1","1","5","2","10","9","3",NA,"3","9","9","9","9","9","9","2","3","1","9","1","1","6","5","7","2","7","2","6","5","3","3","8","3","5","3","3","8","3",NA,NA,NA,"1","ural1272","Inner Asia"
"ch27","1","1","1","2","7","7","6","1","1","10","1","10","9","11",NA,NA,"1","1","1","1","2","9","7","8","15","9","2","5","6","7","2","3","5","4","8","2","1","1","3","7","2","7","6","1","6","1","1","1","1","5","1","1","5","5","3","9","3","3","3","9","9","9","3","9","9","2","9","1","9","1","2","6","5","7","3","7","1","4","5","3","3","8","3","5","2","3","8","8",NA,NA,NA,"2","ural1272","Inner Asia"
"ch28","0","0","2","1","7","6","6","1","1","10","1","10","9","11","3","9","1","1","1","1","1","2","7","8","15","9","2","5","6","7","2","2","5","4",NA,NA,"1",NA,"3","7","2","7","6","1","6","1",NA,"1","1","5","1","4","2","2","3","9","3",NA,"3","9","9","9","3","9","9","2","9","1","9","1","1","6","5","7","1","7","1","3","5","3","3","8","8",NA,NA,NA,NA,NA,NA,NA,NA,"2","ural1272","Inner Asia"
"Ch3","0","0","0","3","7","7","8","6","1","10","1","10","2","6","3","9","1","1","1","1","2","9","12","5","15","9","3","5","6","7","8","2","4","4","8",NA,"1","1","3","7","2","7","6","1","7","7","7","8","1","9","1","9","6","4","3","4","4","4","9","3","10","9","10","9","9","5","9","1","9","1","1",NA,NA,"7","1","7","1",NA,"5","2",NA,NA,NA,NA,NA,NA,NA,NA,"6","49",NA,"2","indo1319","Europe"
"Ch5","0","0","0","2","8","6","8","7","1","10","1","10","2","6","3","9","1","1","1","1","1","9",NA,NA,NA,NA,"2","5","6","7","8","3","4","4",NA,"2","1","1","3","7","2","7","6","1","6","8","8","8","1","9","1","1","4","4","3","9","9","9","9","9","10","9","9","9","9","5","9","1","9","1","1",NA,NA,"4","1","4","1",NA,"5","2","9","9","11",NA,NA,NA,NA,NA,"6",NA,"1","2","indo1319","Europe"
"Ch7","0","0","1","3","6","7","8","6","1","10","1","10","2","6","1","9","1","1","1","1","2","9","7","8","15","9","3","5","6","7","8","3","5","4",NA,NA,"1","1","3","7","2","7","6","1","7",NA,"8","8",NA,"6","1","1","5","2","3","4",NA,"9","9",NA,"9","9","9","9","9","5","9","1","9","1","1","6","5","7","3","7","1",NA,"5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","indo1319","Inner Asia"
"Ch9","0","0","1","4","5","7","8","7","1","10","1","10","2","6","3","9","1","1","1","1","2","9","8","7","15","9","3","5","6","7","8","3","4","4","8",NA,"1","1","3","7","2","7","6","1","7","8","8","8",NA,NA,"1","1","5","2","3","4","9","9","9",NA,NA,"9","3","9","9","5","9","2","9","1","1","7","5","7","1","7","1",NA,"5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","indo1319","Inner Asia"
"Ci1","0","1","1","7","1","4","8","8","1","8","1","8","2","6","6","1","5","4","1","1","9","9","7","8","15","9","6","2","6","2",NA,"4","4",NA,NA,NA,NA,"1","1","7","2","4","1","1",NA,"6",NA,"9","4","6","1","9","2","1","3",NA,"9",NA,"10","9","9","9","10","9","9","4","9","1","9",NA,NA,"1","1","1","9","7","1",NA,"2","2","6","2","6",NA,NA,NA,NA,NA,"5","13",NA,"2","mong1329","Inner Asia"
"Ci10","0","0","0","3","7","7","8","8","1","12","2","12","3","9","3","9","1","1","1","1","1","9","7","8","15","9","2","5","6","7","8","3","4","4",NA,NA,"1","1","3","7","2","7","6","1","8","1","6",NA,"1",NA,"1","9","6","1","3","9","9","9",NA,"9",NA,"9","10","9","9","2","9","1","9","1","1","6","5","7","1","4","1","6","5","2","1","7",NA,NA,NA,NA,NA,NA,NA,NA,"8","2","indo1319","Greater Mesopotamia"
"Ci11","0","0","1","4","5","1","8","2","2","8","1","8","9","11","1","9","4","1","1","1","2","9","10","1","7","4","8","6","6","3",NA,"3","3","4",NA,NA,"5","1","3","7","2","7","7","1","2","8","6","9","1","9","1","1","2","2","3","3","9","9","10","3","10","9","9","9","9","4","9","1","9","1","1","1","1","7","1",NA,NA,"2","5","2","1","7","9","5","2","6","8","6",NA,NA,"5","2","indo1319","Greater Mesopotamia"
"Ci12","1","0","0","6","3","4","8","8","2","8","1","8","9","11","6","1","4","4","1","1","9","9",NA,NA,NA,NA,NA,"5","6","5","4","2","2","4","2",NA,NA,NA,"3","7","2","4","1","1","6","6","9","9","4","8","1","8","1","2","3","9","9","10","10","9","9","9","9","9","9","5","9","1","9","4","2","4","5","4","1","4","1","2","5","2","7","4","8",NA,NA,NA,NA,NA,NA,NA,NA,"2","abkh1242","Greater Mesopotamia"
"Ci5","0","0","0","4","6","1","7","7","2","8","1","8","9","11","3","9","3","1","1","1","9","9","10","1","15","9","2","5","6","7","8","4","4","4","8",NA,"10","1","3","7","2","7","1","1","6","9","9","9","1","9","9","9","1","1","3","9","10","10","10","3","10","10","10","9","9","5","2","1","9","1","1","6","5","7","1","4","1","2","5","2","1","8",NA,NA,NA,NA,NA,NA,NA,NA,"5","2","turk1311","Greater Mesopotamia"
"Cj1","0","0","0","4","6","1","8","7","2","8","1","8","2","6","3","9","3","1","1","1","9","9","10","1","7","4","2","6","6","7","8","3","3","4","8",NA,"3","1","3","7","2","7","1","1","7","8","6",NA,"2","9","1","9","2","2","3","4","9","9",NA,"9","10","9","10","9","9","3","5",NA,NA,"1","1","6","5",NA,NA,NA,NA,NA,"6","3","9","2","2","6","3","9","8","8",NA,NA,"8","2","afro1255","Greater Mesopotamia"
"Cj2","1","1","0","8","0","1","8","5","5","8","1","8","9","11","3","9","5","1","1","1","2","9","10","1","7","4","2","1","1","1",NA,"3","2","4","2",NA,"4","1","1","6","2","4","7","1","6","6",NA,"9","6","6","1","9","1","9","3","9","9",NA,"10","9","9","9","10","9","10","2","9","2","9","4","3",NA,NA,"1","9","7","1","2","5","2","6","8","6",NA,NA,NA,NA,NA,"5","13","7","2","afro1255","Greater Mesopotamia"
"Cj3","0","2","1","3","4","1","2","7","2","8","1","8","9","11","3","9","5","1","1","1","9","9","10","1","7","4","3","5","6","7","7","3","3","4",NA,"3","2","1","3","7","2","7","1","1","5","1","1","1","1","9","1","1","2","1","3","9","3","3","3","3","10","3","9","9","9","4","9","1","9","4","3","3","5","7","4","7","4","2","5","2","1","7","2",NA,NA,NA,NA,NA,"6",NA,"4","2","afro1255","Greater Mesopotamia"
"Cj4","0","0","2","2","6","3","7","2","2","2","2","2","9","11",NA,NA,"1","1","1","1","1","9",NA,NA,NA,NA,NA,"6","6","7","8","2","4","1",NA,NA,"1","1","3","7","2","7","6","1","8","1","8","8","1","9","1","1","1","1","3","3","9","3","9","3","10","3","3","9","9","5","9","1","9","4","3","1","1","7","1","7","1","2","5","2","9","7","9",NA,NA,NA,NA,NA,NA,NA,"6","2","afro1255","Greater Mesopotamia"
"Cj5","0","1","0","9","0","1","8","2","2","8","1","8","9","11","1","9","4","1","1","1","9","9","10","1","7","4","2","1","1","1",NA,"3","2","4",NA,NA,"5",NA,"1","6","2","4","1","1","6",NA,NA,"9","6","9","1","9","1","9","3","9",NA,NA,"10","9","10","9","10","9","10",NA,NA,"1","9","4","3",NA,NA,"4","1","4","1","2","5","2","6","7","6",NA,NA,NA,NA,NA,NA,NA,"8","2","afro1255","Greater Mesopotamia"
"Cj7","0","0","1","2","7","6","8","1","1","8","1","8","2","6","1","9","3","1","1","1","9","9","12","5","15","9","2","5","4","7","8","3","4","4",NA,NA,NA,NA,"3","7","2","7","1","1","7",NA,"8","8","1",NA,NA,"1",NA,"1","3","4",NA,"9","9","3",NA,NA,"9",NA,"9","5","9","1","9","1","1","6","5","7","1","7","1",NA,"5","2","1","7","9","5","2","1","9","11",NA,NA,"8","2","afro1255","Greater Mesopotamia"
"Cj8","0","0","0","1","9","1","8","7","1","8","1","8","9","11","2","9","3","1","1","1","9","9","10","1","7","4","2","5","6","7","5","3","2","4","2","3","6","1","3","7","2","7","1","1","9","1","6","9","1","4","1","9","2","2","3","10","3","9","10","9","9","9","10","9","9","1","9","1","9","4","3","3","5","4","1","4","1","2","5","2","1","7","9",NA,NA,NA,NA,NA,NA,NA,"8","2","afro1255","Greater Mesopotamia"
"Ea10","1","0","0","5","4","1","5","7","6","8","1","8","9","11","6","1","5","1","1","1","9","9","10","1","7","4","2","5","6","2","1","3","3","4",NA,"3","10",NA,"3","7","2","4","1","1",NA,"8",NA,"9","6","6",NA,"9","3","2","3",NA,"9",NA,"10","9","9",NA,"10","9","9","4","9","2","9","4","2","1","1","7","1","4","1","2",NA,NA,NA,NA,NA,"2","2","1","2","8",NA,NA,NA,"2","indo1319","Indic"
"Ea13","0","0","0","2","8","7","1","7","1","7","1","8","9","11","2","9","4","1","1","1","9","9","10","1","9","2","2","5","6","8","8","4","5","4",NA,NA,"1","1","3","7","2","7","1","2","3",NA,"3","9","1","9","1","1","2","1","3","3",NA,"3","10","9","10","3","3","9","9","4","9","4","9","1","1","1","1","7","1","7","1","2","6","2","2","7","2","6","2","1","7","2",NA,NA,NA,"1","indo1319","Indic"
"Ea2","0","0","0","3","7","1","8","2","2","8","1","8","9","11","3","9","5","1","1","1","2","9","10","1","7","4","4","6","6","7","5","4","3","4",NA,NA,"4",NA,"3","7","2","7","7","1","1",NA,"8",NA,NA,"9","9","9","2","1","3","3",NA,"9",NA,NA,"10","10","10","9","9","5","9","2","9","3","2","5","5","4","1","4","1",NA,"5","2","1","7","9",NA,NA,NA,NA,NA,NA,NA,"8","2","indo1319","Indic"
"Ea3","0","0","0","5","5","1","7","7","2","8","1","8","9","11","3","9","5","1","1","1","9","9","10","1","7","4","2","6","6","3","3","3","2","4",NA,NA,"10","1","3","7","2","8","1","1","8","6","8",NA,"2","9","9","9","2","2","3","9","9","9",NA,"9","10","10","10","9","9","2","9","2","9","3","2","1","1","7","4","7","4","2","6","3","9","7","9","2","3","1","7","8","4","11","4","2","indo1319","Inner Asia"
"Ea5","0","1","0","3","6","1","8","7","5","8","1","8","9","11","3","9","4","4","1","1","9","9","8","7","15","9",NA,"6","6","7","5","3","2",NA,NA,NA,NA,"1","3","7","2","7","1","1","1","1",NA,"9","1",NA,"1","9","1","5","3","3","9",NA,"10","3",NA,"9","10","9","9","2","9","2","9","4","3","1","1","7","1","7","1",NA,"6","2","9","7","9",NA,NA,NA,NA,NA,"4","11","7","2","indo1319","Indic"
"Ea6","0","1","0","8","1","1","2","2","2","8","1","8","2","6","1","9","5","1","1","1","9","9","10","1","7","4",NA,"2","6","1","5","2","2","4","8",NA,"3","1","1","3","2","4","1","1","6","8","9","9","4","6","1","9","2",NA,"3","9","9","10","10","9","9","9","10","9",NA,"2","9","2","9","1","1","1","1","1","9","7","1","2","5","2","6","7","6","5","2","6","8","6",NA,NA,NA,"2","indo1319","Greater Mesopotamia"
"Ea7","0","0","0","4","6","1","8","7","2","8","1","8","9","11","1","9","4","1","1","1","9","9","10","1","15","9","2","6","6","6","3","3",NA,"4",NA,NA,"4","1","3","7","2","7","1","1","6",NA,NA,"9","1",NA,"9","9","2","1","3","9",NA,NA,"10","9",NA,"10","10","9","9","2","9","2","9",NA,NA,"7","5","7","1","4","1","2","5","2","9","8","2","5","2","6","1","6",NA,NA,"8","2","mong1329","Inner Asia"
"Eb1","0","1","0","8","1","1","7","7","6","8","1","8","9","11","6","1","5","4","1","1","9","9","7","8","15","9","6","2",NA,"2","2","3","4","4","8",NA,"5","2","1","4","2","4","1","1","6","8","9","9","6","9","1","9","2","4","3","9","9","10","10","9","10","9","10","9","9","4","9","1","9","4","2",NA,NA,"1","9","7","3","3","2","2","6","2","6","6","2","9","7","9","6","13","6","2","turk1311","Inner Asia"
"Eb2","0","0","1","3","6","1","8","7","2","8","1","8","9","11","2","9","4","4","1","1","9","9","1","3","15","9",NA,"5","6","6",NA,"3","2",NA,NA,NA,"1","1","3","7","2","7","1","1","1","8","9","9",NA,"9","1","1","3","4","3","3","9","10","10",NA,"10","9","9","9","9","4","9",NA,NA,"3","3","1","1","7","1","7","1","4","5","2","9",NA,"8",NA,NA,NA,NA,NA,"4","11","3","2","mong1329","Inner Asia"
"Eb3","0","1","0","8","1","1","7","6","1","8","1","8","2","6","3","9","4","3","1","1","2","9","7","8","15","9","6","2",NA,"2","1","3","4",NA,NA,NA,"1","1","3","7","2","4","7","1","9","1","9","9","2","9","1","9","3","1","3","10","9","10","10","9","10","9","10","9","9","4","9","1","9","4","2","1","1","7","1","7","1",NA,"2","2","6","4","6",NA,NA,NA,NA,NA,"5","11","8","2","mong1329","Inner Asia"
"Ec1","2","3","5","0","0","1","8","2","2","8","1","8","9","11","2","9","4","4","1","1","9","9","6","4","5","2","5","1","1","2","2","2","1","2",NA,NA,"1","1","1","1","1","2","1","1","9","6","9","8","1","6","1","1","9","9","3","10","9","10","9","9","9","9","9","10","10","1","9","1","9","1","1","1","2","1","9","7","1","3","5","1","3","7","9","5","4","3","8","8","1","99","5","2","gily1242","N Coast Asia"
"Ec10","0","3","4","3","0","1","8","2","2","8","1","8","9","11","3","9","4","4","1","1","9","9","7","8","15","9","6","1","1","2",NA,"3","1","4",NA,NA,"1","1","1","5","1","2","1",NA,"6","8","6","8",NA,NA,"1","1","1","9",NA,"9","9","9","9",NA,NA,"9","9","9","10","2","9","1","9","3","2",NA,NA,NA,NA,"4","1",NA,"2","2","11","4","4","5","1","3",NA,"9",NA,NA,"1","2","ural1272","Inner Asia"
"ec12","0","8","2","0","0","1","5","8","2","10","1","8","3","5","1","9","1","1","1","1","6","9","7","8","15","9","8","1","1","1","1","2","1","2","8","2","1","1","1","5","1","3","4","1","9","6","9","9","6","9","2","1","1","9","9","10","9","10","10","9","10","9","9","9","10","1","9","1","9","1","1","9","9","1","9","7",NA,"6","2","2","5","4","5","2","2","5","4","5",NA,NA,NA,"1","ural1272","Inner Asia"
"ec13","3","2","5","0","0","2","8","7","2","9","1","8","2","3","3","9","1","1","1","1","2","9","1","3","15","9","3","1","1","7","2","2","1","2",NA,"2","1","1","1","1","1","2","6","9","9","6","9","1","2","6","1","2","9","9","10","10","9","10","9","9","9","9","9","10","10","1","9","1","9","2","3","5","5","1","9",NA,NA,"6","5","1","3","8","9","5","3","8","4","8",NA,NA,NA,"1","chuk1271","N Coast Asia"
"ec14","1","2","7","0","0","2","5","8","2","9","1","8","2","3","1","9","1","1","1","1","2","9","7","8","15","9","7","1","1","7","2","2","1","2","6","2","1","1","1","1","1","2","6","9","9","6","9","1","2","6","1","1","9","9","10","10","9","10","9","9","9","9","9","10","10","2","9","1","9","2","3","5","5","1","9","7",NA,"6","3","2","5","2","5","3","2","5","2","5",NA,NA,NA,"1","eski1264","N Coast Asia"
"ec15","2","3","5","0","0","1","8","1","1","10","1","10","9","11","4","9","6","6","1","1","1","9","7","8","15","9","8","1","1","3","2","3","1","2","6","2","1","1","1","5","1","2","7","1","9","6","9","1","1","6","1","1","1","9","9","10","9","10","9","9","9","9","9","9","10","1","9","1","9","1","1","5","5","1","9","7",NA,"3","5","2","3","8","3","2","2","4","4","4",NA,NA,NA,"2","ural1272","Inner Asia"
"ec16","2","5","2","1","0","1","5","1","1","10","1","10","9","11","6","1","4","4","1","1","9","9","1","3","2","2","8","1","1","1","1","3","1","2","6","2","1","1","1","5","2","3","1","1","9","6","9","1","6","6","1","2","5","9","9","10","9","10","9","9","9","9","9","9","10","1","9","1","9","1","1","9","9","1","9","7",NA,"6","2","2","5","4","5","2","2","4","4","4",NA,NA,NA,"2","tung1282","Inner Asia"
"ec17","2","3","5","0","0","1","5","2","2","10","1","10","9","11","6","1","4","4","1","1","9","9","1","3","2","2","8","1","1","2","2","3","1","2","6",NA,"1","1","1","5","2","2","1","1","9","6","9","1","2","6","1","2","5","9","9","10","9","10","9","9","9","9","9","9","10","2","9","1","9","1","1","9","9","1","9","7",NA,"4","5","1","3","8","4","5","2","3","8","4",NA,NA,NA,"2","tung1282","N Coast Asia"
"ec18","2","3","5","0","0","1","2","2","2","10","1","10","2","3","6","1","4","4","1","1","9","9","1","3","2","2","3","1","1","3","2","3","1","2","6","2","1","1","1","1","1","2","1","1","9","6","9","1","1","6","1","2","9","9","9","10","9","10","9","9","9","9","9","10","10","2","9","1","9","2","3","9","9","1","9","7",NA,"3","5","2","3","8","8","5","2","3","8","4",NA,NA,NA,"2","tung1282","N Coast Asia"
"ec19","2","3","5","0","0","1","2","2","2","10","1","10","3","5","6","1","4","4","1","1","9","9","1","3","2","2","8","1","1","2","2","3","1","2","6","2","1","1","1","5","2","2","1",NA,"9","6","9","1","2","6","1","2","9","9",NA,"10","9","10","9","9","9","9","9","10","10","1","9","1","9","1","1","9","9","1","9","7",NA,"4","2","2","5","4","5","5","2","3","8","4",NA,NA,NA,"2","tung1282","N Coast Asia"
"Ec2","1","2","2","4","1","4","2","7","5","9","1","8","9","11","6","1","5","5","1","1","9","9","13","2","15","9","7","2","6","2","2","3","3","3","8",NA,"1","1","1","7","2","4","1","1","1","6","6","1","1","6","1","1","2","6","3","3","9","9","9","9","9","9","9","9","9","2","9","1","9","3","2","6","5","6","4","7","1","6","5","1","11","9","9","2","2","11","4","4","5","13","4","1","turk1311","Inner Asia"
