"Ab14","1","0","0","3","6","1","8","5","5","8","1","8","9","11","6","1","4","3","1","1","9","9","1","3","2","2","5","5","6","6","5","3","3","2",NA,"3","6","1","2","7","2","7","1","1","9","1","6","9","2","6","1","9","2","3","3","10","9","9","10",NA,"9","9","10","9","9","4","9","1","9","1","1",NA,NA,NA,NA,"6",NA,"4","2","2",NA,"4","8",NA,NA,NA,NA,NA,NA,NA,"6","2","atla1278","S Africa"
"Ab15","0","1","0","3","6","1","8","5","5","9","1","8","9","11","6","1","4","4","1","1","9","9","6","4","5","2","5","3","6","7","4","3","3",NA,NA,NA,"6","2","1","7","2","6","1","1","9","1","6",NA,NA,"9","1","9","1","5","3","10","9","9",NA,NA,"10","9","10","9","9","2","9","1","9",NA,NA,"1","1","7","4","7","4","2","2","2","9","4","8",NA,NA,NA,NA,NA,NA,NA,NA,"1","atla1278","S Africa"
"Ab19","0","1","1","3","5","1","8","5","5","2","1","10","2","6",NA,NA,"1","1","4","4","9","9","12","5","15","9","4","3","6","5",NA,"3","3",NA,"6","4","6","2","1","7","2","6","3","1","9","1","6","9","1","5","1","2","2","6","3","10","9","9","10","9","9","9","9","1","9","4","2","1","9","4","2","3","5","1","9","3","1",NA,"2","2","3","4","8",NA,NA,NA,NA,NA,NA,NA,"6","1","atla1278","S Africa"
"Ab2","1","1","0","2","6","1","8","8","4","8","1","8","2","6","6","2","4","4","1","1","9","9","1","3","15","9","5","3","6","6",NA,"3","4","1",NA,NA,"6","2","2","7","2","6","1","1","9","1",NA,NA,"4","6","1","9","1","5","3","10","9",NA,NA,"9","9","9","10","9","9","4","9","1","9","1","1","1","1","7","4","7","4",NA,"2","2","11","3","8","2","2","2","4","8",NA,NA,"6","2","atla1278","S Africa"
"Ab3","1","2","1","2","4","3","2","5","5","9","1","10","9","1","3","9","1","1","1","1","4","2","7","8","15","9","4","5","6","3","2","2","4","2",NA,NA,"1",NA,"1","7","2","7","5","1","9","1","6","1","3","5","1","2","1","5","3","10","9","9","9","9","9","9","9","9","9","4","9","1","9","4","3","1","1","7","2","7","2",NA,"2","2","2","4","8","5","2",NA,"8","8","6","13","6","1","atla1278","S Africa"
"Ab4","0","1","1","3","5","1","8","8","4","8","1","8","9","11","6","1","4","3","1","1","9","9","12","5","15","9","6","3","6","7",NA,"2","3",NA,"8","5","6","3","1","7","2","6","1","1","9","9","6","1","1","6","1","1","1","5","3","10","10","9","9","9","9","9","9","9","9","4","9","1","9","1","1","1","2","1","9","7","1","6","2","2","2","4","8",NA,NA,NA,NA,NA,"5","12","6","2","atla1278","S Africa"
"Ab5","1","1","1","2","5","1","8","5","5","8","1","8","9","1","6","2","3","1","3","1","9","9","1","3","2","2","5","3","6","7","4","3","3","2","6",NA,"1","2","1","7","1","6","2","1","9","8","6","1","1","6","1","2","1","5","3","10","9","9","9","9","9","9","9","9","9","4","9","1","9","4","3","1","1","7",NA,"2",NA,NA,"2","2","2","4","8",NA,NA,NA,NA,NA,"5","13","6","2","atla1278","S Africa"
"Ab6","1","1","0","2","6","1","8","8","4","8","1","8","9","11","2","9","4","3","3","1","9","9","1","3","2","2","5","5","6","7","4","3","3","3","8","6","7","4","1","7","2","7","2","1","8","8","6","9","3","5","1","9","1","5","3","9","9","3","10","9","9","9","10","9","9","4","9","1","9","2","2","1","1","1","9","7","4","4","2","2","2","4","8",NA,NA,NA,NA,NA,NA,NA,"6","2","atla1278","S Africa"
"Ab8","1","1","0","3","5","1","8","5","5","9","1","8","9","11","3","9","4","1","1","1","9","9","10","1","8","1","5","5","6","6","4","3","4","1",NA,NA,"1",NA,"2","7","2","7","1","1","9",NA,"6",NA,"1","6","1","9","1","5","3","10",NA,"9",NA,"9","9","9","10","9","9","4","9","1","9","1","1","1","1","1","9","7","4",NA,"2","2","2","4","8",NA,NA,NA,NA,NA,"6","11","4","1","atla1278","S Africa"
"Ab9","0","1","0","4","5","1","8","5","5","8","1","8","9","11","3","9","4","4","1","1","9","9","7","8","15","9","5","3","6","8","7","3","4","2",NA,NA,"1","5","1","7","2","6","1","1","9","1","6",NA,"2","6","1","9","1","5","3","10","3","9",NA,"9","9","9","10","9","9","3","9","3","9","1","1","3","5","7","4","7","4",NA,"2","2","11","3","8","2","2","2","4","8",NA,NA,"1","2","atla1278","S Africa"
"Ac1","1","0","0","3","6","1","8","7","5","10","1","10","9","1","3","9","3","3","4","4","9","9","9","4","6","3","5","3","6","3","4","3","2","2","6","6","1","2","1","7","2","6","2","1","9","5","6","1","3","6","1","1","1","5","3","10","9","9","9","9","9","9","9","9","9","2","9","1","9","4","2","2","3","1","9","3","2","6","2","2","2","4","8",NA,NA,NA,NA,NA,"2","26","6","2","atla1278","S Africa"
"Ac10","1","2","1","1","5","2","3","5","5","9","1","1","3","9","2","9","1","1","4","4","9","9","1","3","1","1","5","3","6","7","3","3","3","1",NA,"3","1","2","1","7","2","6","3","1","9","8","6","8",NA,"6","1","1","2","5","3","10","9","9","9",NA,"9","9","9","9","9","1","9","1","9","3","2","2","4","3",NA,"3",NA,"1","2","2","8","4","8",NA,NA,NA,NA,NA,NA,NA,"8","1","atla1278","S Africa"
"Ac11","0","1","3","0","6","3","8","7","5","1","1","1","9","10","6","1","1","1","4","4","9","9","1","3","1","1","5","3","6","7",NA,"3","2","2",NA,NA,"6","3","1","3","1","6","3","1","8",NA,"8",NA,NA,NA,"1","3",NA,"2","3","9",NA,"9",NA,NA,NA,"3","9",NA,"9","1","9","1","9","4","3","2","3",NA,NA,"2",NA,"6","5","2","2","8","8","2","2","2","4","8",NA,NA,"6","2","atla1278","S Africa"
"Ac14","1","1","1","1","6","1","8","2","2","1","1","1","9","11","6","1","1","1","4","4","9","9","1","3","15","9",NA,"3","5","7",NA,"3","2",NA,NA,NA,"6","3","1","3","1","6","3","1",NA,NA,NA,NA,NA,"3","1","2",NA,"5","3",NA,NA,NA,NA,NA,"9","9","9",NA,"9","4","9","1","9","4","2","2","4","3","4","3","4","6","5","2","7","8","8","5","4","8","8","8",NA,NA,"6","2","atla1278","S Africa"
"Ac23","0","1","1","1","7","1","8","5","5","10","1","1","2","6","3","9","1","1","4","4","9","9","8","7","15","9","5","3","6","7","3","3","2","1",NA,NA,NA,"5","1","3","1","6","3","1","1",NA,"6",NA,"1","6","1","6",NA,"5","3","9",NA,"9",NA,"9","9","9","9",NA,"9","4","9","2","9","3","2","2","4",NA,NA,"3","1",NA,"5","2","3","8","8",NA,NA,NA,NA,NA,NA,NA,"2","1","atla1278","S Africa"
"Ac3","1","1","1","0","7","2","3","4","4","9","2","3","1","10","3","9","1","1","4","4","2","9","1","3","1","1","5","3","6","4","3","3","3","3",NA,"3","1","3","1","3","1","6","7","1","9","8","6","8","3","5","1","2",NA,"5","3","10","9","9","9","9","9","9","9",NA,"9","4","9","1","9","2","2","2","4","3","4","3","2","1","2","2","2","4","8",NA,NA,NA,NA,NA,"6","25","6","1","atla1278","S Africa"
"Ac30","0","1","1","2","6","1","8","7","5","9","1","4","2","6","3","9","1","1","4","4","9","9","1","3","15","9","5","3","6","6","4","3","1","3",NA,"5","1","2","1","7","2","6","3","1",NA,NA,"6",NA,"1","6","1","2","1","5","3",NA,NA,"9",NA,"9","9","9","9","9","9","1","9","1","9","2","2","2","4","3","2","3","2","6","2","2","2","4","8",NA,NA,NA,NA,NA,NA,NA,"6","1","atla1278","S Africa"
"Ac34","0","1","3","1","5","2","3","2","2","9","1","1","2","6","3","9","1","1","4","3","9","9","1","3","1","1","5","3","5","7","5","3","3","3",NA,NA,"6",NA,"1","3","1","6","3","1","9","1","6","1",NA,NA,"1","1",NA,"5","3","10","9","9","9",NA,NA,"9","9",NA,"9","4","9","1","9","3","2","2","4","3","2","3","2",NA,"2","2","7","4","8",NA,NA,NA,NA,NA,NA,NA,NA,"1","atla1278","S Africa"
"Ac4","0","1","2","1","6","1","8","7","2","10","1","1","9","11","2","9","1","1","4","4","9","9","7","8","15","9","4","3","6","4","3","3","3","2","8","3","2","2","1","3","1","6","3","1","1","8","9",NA,NA,"9","1","2","9","5","3","9","9","10",NA,NA,"10","9","9","10","9","4","9","3","9","4","3","4","5","1","9","3","4",NA,"5","2","8","8","8",NA,NA,NA,NA,NA,"5","26","2","1","atla1278","S Africa"
"Ac5","0","2","2","0","6","2","3","2","2","9","2","3","3","9","3","9","1","1","4","4","9","9","1","3","2","2","5","3","6","7",NA,"2","3","2","6","2","1",NA,"1","1","1","6","3","1",NA,NA,"6","1",NA,"9","1","2","9","4","3",NA,NA,"9","9",NA,"10","9","9","10","9","1","9","1","9","3","3","2","3",NA,NA,"3","4",NA,"2","2","2","4","8",NA,NA,NA,NA,NA,"4","26","6","1","atla1278","S Africa"
"Ac7","0","1","2","1","6","6","8","8","2","5","3","5","1","1","2","9","1","1","4","3","9","9","1","3","3","3","5","3","6","6","3","3","2","1","6","5","5",NA,"1","1","1","6","3","1","9","9","6","8","1","9","1","1",NA,"5","3","10","10","9","9","9","10","9","9",NA,"9","1","9","1","9","4","2","2","3",NA,NA,"3","4","4","2","2",NA,"4","8","5","2",NA,NA,"8","4","24","3","2","atla1278","S Africa"
"Ad1","0","1","4","1","4","1","8","1","1","9","2","6","3","9","3","9","3","1","1","1","9","9","10","1","7","4","2","3","6","7",NA,"2","1",NA,NA,NA,"6","1","1","7","2","8","1","9",NA,"9","9",NA,NA,"9","1","1","2","4","10",NA,"10","10",NA,NA,"10","9","9","9","9","1","9","2","9","4","2","1","1","5","1","5","1",NA,"5","2","3","8","8","2","2",NA,"4","8",NA,NA,NA,"1","atla1278","S Africa"
"Ad10","0","1","0","3","6","1","8","5","5","8","1","8","9","11","6","1","4","4","1","1","9","9","8","7","15","9","4","5","4","7","3","3","3",NA,NA,NA,"4","5","1","7","2","7","1","1",NA,NA,"6",NA,NA,NA,"1","6","1","5","3",NA,NA,"9",NA,NA,NA,"9","9","9","9","4","9",NA,NA,"4","3","1","1","7","1","7","1",NA,"2","2","11","4","8","5","2","2","9","8",NA,NA,NA,"2","atla1278","S Africa"
"Ad11","0","1","0","3","6","1","2","5","5","9","2","6","3","9","3","9","4","4","1","1","2","9","1","3","15","9","5","6","6","7",NA,"2","3","4",NA,"5","1","5","1","7","2","7","7","1","9",NA,"6","1","1","5","1","1","1","5","3","10",NA,"9","9","9","9","9","9","9","9","4","9","1","9","4","2","3","5","7","1","7","1",NA,"5","2","7","8","8","5","2",NA,"7","9",NA,NA,NA,"1","atla1278","S Africa"
"Ad13","0","2","0","2","6","1","8","8","5","8","1","8","9","11","6","1","4","4","1","1","9","9","6","4","5","2","5","3","6","5",NA,"3","1","2",NA,NA,"1","1","1","7","2","6","1","1",NA,"1","6","1","1","9","1","1","1","5","3",NA,"9","9","3","9","10","9","9","9","9","1","9","1","9","2","2",NA,NA,"7","1","7","1","2","5","2","7","8","8","5","2",NA,"7","9",NA,NA,"6","2","atla1278","S Africa"
"Ad14","0","1","1","1","7","1","2","2","2","5","3","5","1","1","2","9","1","1","4","4","9","9","1","3","2","2","1","3","6","6",NA,"3","1","2",NA,"4","6",NA,"1","3","1","6","3","1","9",NA,"6",NA,"3",NA,NA,NA,NA,"4","3","10",NA,"9",NA,"9",NA,NA,NA,NA,"9","1","9","2","9","3","2","2","3","2","1","5","1","6","5","2","3","8","8","5","2",NA,"8","8",NA,NA,NA,"2","atla1278","S Africa"
"Ad16","0","1","1","2","6","1","8","4","4","6","2","6","9","11","4","9","3","1","1","1","9","9","8","7","15","9","4","5","4","7",NA,"2","3","1",NA,NA,"1","5","1","7","2","7","1","1","8",NA,"8","8",NA,NA,"1","2","1","2","3","9",NA,"9","9",NA,NA,"9","9","9","9","4","9","1","9","2","2","3","5","6","4","6","4",NA,"2","2",NA,"4","8",NA,NA,NA,NA,NA,NA,NA,"4","2","atla1278","S Africa"
"Ad19","0","0","3","1","6","1","2","5","5","8","1","8","9","11",NA,NA,"4","3","1","1","9","9","8","7","15","9","5","3","6","7","3","2","3","2",NA,NA,"1","5","1","7","2","6","1","1","1",NA,"6",NA,"1",NA,"1","2","2","5","3","9",NA,"9",NA,"9",NA,"9","9","9","9","4","9","1","9","3","2","6","5",NA,NA,NA,NA,NA,"5","2","9","8","8","2","2","2","4","8",NA,NA,"4","2","atla1278","S Africa"
"Ad2","0","1","1","2","6","1","8","5","5","8","1","8","9","11","2","9","4","4","1","1","9","9","8","7","15","9","6","5","6","5","5","2","4","2","6",NA,"1","1","1","7","2","7","1","1","9","1","1","1","3","9","1","1","2","5","3","10","3","3","3","9","10","9","3","9","9","4","9","1","9","4","2","1","1","7","4","7","4",NA,"2","2","11","3","8",NA,NA,NA,NA,NA,"6",NA,"4","2","atla1278","S Africa"
"Ad20","1","1","0","1","7","1","8","5","5","9","1","10","9","1","4","9","1","1","1","1","4","9","7","8","15","9","5","3","6","6","2","2","3","2",NA,"5","1","5","1","7","2","6","5","1","8",NA,"6",NA,"1","5","1",NA,"2","5","3","9",NA,"9",NA,"9","9","9",NA,"9","9","4","9","1","9","2","3","1","1","7","1","7","1","4","2","2","2","4","8","5","2","2","7","9",NA,NA,"4","1","atla1278","S Africa"
"Ad29","0","0","2","2","6","1","8","5","5","8","1","8","9","11",NA,NA,"1","1","1","1","4","9","10","1","15","9","4","3","5","7",NA,"2","4","4",NA,NA,"6",NA,"1","7","2","6","5","1","9","9","1","1","1",NA,"1","3","2","4","3","10","10","9","3","3",NA,"9","9","9","9","4","9",NA,NA,"4","2","6","5","4","1","4","1",NA,"5","2","8","9","8",NA,NA,NA,NA,NA,NA,NA,"5","2","atla1278","S Africa"
"Ad3","0","1","0","3","6","1","8","5","5","8","1","8","2","6","6","1","4","4","1","1","9","9","7","8","15","9","6","6","6","5","5","2","2","1","8","3","6","5","1","7","2","7","1","1","9","8","9","9","2","9","1","9","3","3","3","10","9","10","10","9","10","9","10","9","9","4","9","1","9","1","1","1","1","7","4","7","4","3","2","2","7","4","8",NA,NA,NA,NA,NA,"4","39","2","2","atla1278","S Africa"
"Ad35","0","1","0","3","6","1","8","5","5","8","1","8","9","11","6","1","4","4","1","1","9","9","8","7","15","9",NA,"3","6","5",NA,"3","1",NA,NA,NA,"6","5","1","7","2","6","1","1","9","1","6",NA,"3",NA,"1","9","1","5","3","10","9","9",NA,"9",NA,"9","10","9","9","1","9","1","9","3","2","9","9","7","1","7","1",NA,"2","2","2","4","8",NA,NA,NA,NA,NA,NA,NA,NA,"2","atla1278","S Africa"
"Ad39","0","0","0","2","8","1","8","2","2","8","1","8","9","11","2","9","4","4","1","1","9","9","8","7","15","9",NA,"6","6","7","5","2","1",NA,NA,NA,"6",NA,"1","3","2","7","1","1",NA,NA,"6","9",NA,"9","1","9","3","3","3",NA,NA,"3","10",NA,"10","9","10","9","9","3","9","2","9","1","1","6","5","7","1","7","1","2","2","2","3","4","8",NA,NA,NA,NA,NA,NA,NA,NA,"2","atla1278","S Africa"
"Ad4","0","0","0","3","7","1","8","5","5","8","1","8","9","11","6","1","4","4","1","1","9","9","7","8","15","9","6","5","6","7","4","3","1","3","6","3","7","5","1","7","2","7","1","1","9","1","6","9","3","9","1","9","1","5","3","10","9","3","10","9","10","9","10","9","9","2","9","1","9","1","1","2","4","7","4","7","4",NA,"5","2",NA,"7","9","2","2","2","4","8","2","69","5","2","atla1278","S Africa"
"Ad46","0","0","2","2","6","1","8","5","5","8","1","8","9","11","3","9","4","4","1","1","9","9","7","8","15","9","6","5","4","5",NA,"2","3",NA,NA,NA,"1","3","1","7","2","7","1","1","3","9","1","1",NA,NA,"1","1","1","5","3","9","10","3","3",NA,NA,"3","9","9","9","4","9","1","9","4","2","3","5","7","1","7","1",NA,"2","2","9","4","8","2","2","11","3","8",NA,NA,"6","2","atla1278","S Africa"
"Ad6","0","1","1","2","6","1","8","5","5","6","2","6","9","11","3","9","3","1","1","1","2","9","7","8","15","9","5","5","4","7","3","2","3","2","1",NA,"1","5","1","7","2","7","7","1","8","9","8","1","1","9","1","2","1","2","3","9","10","9","9","9","10","9","9","9","9","1","9","1","9","2","2","6","5","6","4","6","4","1","2","2","9","4","8","5","2","9","8","8","4","39","6","2","atla1278","S Africa"
"Ad7","0","1","1","1","7","1","8","5","5","6","2","6","1","10","4","9","4","4","1","1","9","9","8","7","15","9","5","5","4","7","7","2","4","2","6","5","1","2","1","7","2","7","1","1","9","1","1","1","1","9","1","1","1","5","3","10","3","3","3","9","10","9","9","9","9","4","9","1","9","4","2","3","5","7","2","7","2","3","2","2","11","3","8",NA,NA,NA,NA,NA,"6","39","6","2","atla1278","S Africa"
"Ad9","0","1","1","2","6","1","8","5","5","8","1","8","2","6","6","1","4","3","1","1","9","9","7","8","15","9","4","3","4","5",NA,"3","2","2",NA,NA,"7","2","1","7","2","6","1","1","9","8","5","9",NA,"9","1",NA,"2","5","3","10","9","9","10",NA,"10","9",NA,"9","9","2","9","1","9","2","2","1","2","7","1","7","1","4","2","2","2","4","8",NA,NA,NA,NA,NA,NA,NA,"3","2","atla1278","S Africa"
"Ae1","1","1","1","1","6","5","1","5","5","8","1","8","9","1","6","1","4","4","1","1","9","9","7","8","15","9","6","3","4","6","3","3","1","1",NA,NA,"1","1","1","3","1","6","1","1","9",NA,"6","9","1",NA,"1","1","1","5","3","10",NA,"9","10","9",NA,"9","9","9","9","1","9","3","9","1","1","9","9","7","4","7","1","6","2","2","11","3","8","5","2","2",NA,"8",NA,NA,"1","2","atla1278","S Africa"
"Ae10","0","1","0","3","6","1","8","5","5","8","1","8","9","11","2","9","4","3","1","1","9","9","1","3","15","9","5","5","6","5","3","3","4","2","6","6","1","1","1","7","2","7","1","1","9","1","6","1","1","3","1","1","1","5","3","10","9","9","9","9","9","3","9","9","9","5","9","3","9","2","2","1","1","7","1","7","1","2","2","2","11","3","8",NA,NA,NA,NA,NA,NA,NA,"3","2","atla1278","S Africa"
"Ae14","0","0","1","4","5","1","8","7","5","8","1","8","9","11","6","1","4","4","1","1","9","9","1","3","15","9","5","5","6","5",NA,"3","3","2",NA,NA,"1","2","1","7","2","7","1","1",NA,"6","1","8","1",NA,"1",NA,"1","5","3",NA,"9","3","9","9",NA,"9",NA,"9","9","4","9","1","9","3","2","1","1","7","4","7","4",NA,"2","2","11","3","8",NA,NA,NA,NA,NA,NA,NA,NA,"2","atla1278","S Africa"
"Ae17","0","2","2","1","5","1","8","5","5","8","1","8","9","11","3","9","4","4","1","1","9","9","8","7","15","9","5","3","4","8",NA,"2","2","2",NA,"5","6",NA,"1","3","1","6","1","1","9",NA,"6",NA,NA,"5","1","2",NA,"5","3","10",NA,"9",NA,NA,"9","9","9",NA,"9","1","9","1","9","1","1","1","2","6","1","6","1","2","5","2","4","1","8",NA,NA,NA,NA,NA,NA,NA,NA,"2","atla1278","S Africa"
"Ae18","0","1","1","1","7","1","8","5","5","8","1","8","9","11","3","9","4","4","1","1","9","9","8","7","15","9",NA,"3","5","8",NA,"3","1","2",NA,NA,"4",NA,"1","3","1","6","1","1","1",NA,"1","8",NA,"6","1","2","1","5","3","9",NA,"3","9",NA,"9","9","9","9","9","2","9","1","9","4","3","1","1","7","4","7","4","6","2","2","2","4","8","5","2","8","9","8",NA,NA,"2","2","atla1278","S Africa"
"Ae2","0","1","1","3","5","1","8","5","5","8","1","8","9","1","2","9","4","3","3","3","9","9","7","8","15","9",NA,"3","5","7","2","3","1","2",NA,"5","5",NA,"1","7","1","6","2","1",NA,NA,"8","1",NA,"2","1","6","1","5","3",NA,NA,"9","9",NA,"9","9","9","9","9","2","9","1","9","2","2","9","9","7","4",NA,NA,NA,"5","2","7","8","8",NA,NA,NA,NA,NA,"2","11","1","2","atla1278","African Savannah"
"Ae3","1","1","2","1","5","1","8","7","5","8","1","8","9","11","6","2","4","4","1","1","9","9","7","8","15","9","6","3","5","7","2","3","1","2","2","5","6","1","1","3","1","6","1","1","9",NA,"6","8",NA,"5","1","2","1","5","3","10",NA,"9","9",NA,"9","9","9","9","9","2","9","3","9","1","1","1","1","1","9","7","4","6","5","2","4","8","8",NA,NA,NA,NA,NA,"2","11","5","2","atla1278","S Africa"
"Ae39","0","2","2","0","6","1","8","8","5","8","1","8","9","11","2","9","4","3","1","1","9","9","7","8","15","9","8","3","5","7","3","4","2","1","1","4","4","1","1","1","1","6","1","1","9","9","9","9","2","6","1","4","5","5","3","10","10","10","10","9","9","9","9","9","9","1","9","1","9","2","2","7","5","6","2","1","9","6","5","2","2","8","8",NA,NA,NA,NA,NA,NA,NA,NA,"2","atla1278","S Africa"
"Ae4","1","1","2","0","6","1","8","8","5","8","1","8","9","1","6","2","4","4","2","2","9","9","7","8","15","9","1","3","5","6",NA,"4","3","2",NA,"2","5","2","1","3","1","6","2","1","1","9","6","1","1","6","1","2","9","5","3","9","10","9","9","9","9","9","9","10","9","1","9","3","9","2","2","1","2","6","4","6","4","6","5","2","3","8","8",NA,NA,NA,NA,NA,"4","12",NA,"2","atla1278","S Africa"
"Ae5","0","1","0","1","8","1","8","5","5","8","1","8","9","11","2","9","3","3","1","1","9","9","7","8","15","9",NA,"3","6","6",NA,"4","3",NA,NA,NA,"1","2","1","1","1","6","1","1","1",NA,"6",NA,"1","9","1","9",NA,"5","9","3",NA,"9",NA,"9","10","9","10",NA,"9","4","9","1","9","4","2","1","1","7","2","7","2",NA,"5","2","9","4","8",NA,NA,NA,NA,NA,NA,NA,"2","2","atla1278","African Savannah"
"Ae50","0","1","1","1","7","1","8","7","5","8","1","8","9","11","2","9","3","3","1","1","9","9",NA,NA,NA,NA,NA,"3","6","7",NA,"4","4","3",NA,NA,"10",NA,"1","3","1","6","1","1","8","8","6","8","3",NA,"1",NA,"3","5","3","9","9","9","9","9",NA,"9",NA,"9","9","4","9","1","9","4","3","1","1","7","2","7","2","1","5","2","2","2","8","2","2","2","4","8",NA,NA,NA,"2","atla1278","African Savannah"
"Ae7","0","2","1","0","7","1","8","7","5","8","1","8","9","11","6","2","3","3","1","1","9","9",NA,NA,NA,NA,"4","3","4","6",NA,"4","3","1","6",NA,"1","2","1","7","1","6","1","1","1","9","6",NA,NA,NA,"1","5",NA,"5","3","9","10","9",NA,NA,NA,"9","9",NA,"9","1","9","1","9","2","3",NA,NA,"7","4","7","4","6","2","2",NA,"4","8","5","2",NA,"8","8","4","11","1","2","atla1278","S Africa"
"Ae8","0","0","1","3","6","3","8","5","5","8","1","8","2","6","2","9","4","4","1","1","9","9","1","3","1","1","5","5","4","5",NA,"3","4","2","6","3","1","1","1","7","2","7","1","1","9","8","3","1","2","9","1","1","1","4","3","10","9","3","9","9","10","3","9","9","9","5","9","3","9","2","2","1","1","7","4","7","4","2","2","2","11","3","8",NA,NA,NA,NA,NA,NA,NA,"2","2","atla1278","S Africa"
