"Var1","Var2","value"
"Norwegian (Bokmål)","Gujarati",12798.0624791546
"Danish","Gujarati",12798.0624791546
"Faroese","Gujarati",12798.0624791546
"Icelandic","Gujarati",12798.0624791546
"Gothic","Gujarati",11150.1093048412
"Czech","Gujarati",12798.0624791546
"Czech","Gujarati",12798.0624791546
"Slovak","Gujarati",12798.0624791546
"Upper Sorbian","Gujarati",12798.0624791546
"Lower Sorbian","Gujarati",12798.0624791546
"Polish","Gujarati",12798.0624791546
"Belarusian","Gujarati",12798.0624791546
"Ukrainian","Gujarati",12798.0624791546
"Russian","Gujarati",12798.0624791546
"Bulgarian","Gujarati",12798.0624791546
"Macedonian","Gujarati",12798.0624791546
"Serbian","Gujarati",12798.0624791546
"Old Church Slavonic","Gujarati",11826.371263074
"Slovenian","Gujarati",12798.0624791546
"Latvian","Gujarati",12798.0624791546
"Lithuanian","Gujarati",12798.0624791546
"Western Punjabi","Gujarati",3400.23645940442
"Urdu","Gujarati",3400.23645940442
"Hindi","Gujarati",3400.2364594044
"Bihari","Gujarati",3400.2364594044
"Gujarati","Gujarati",0
"Marathi","Gujarati",1986.719873874
"Sindhi","Gujarati",3962.42016691776
"Assamese","Gujarati",4603.5042785563
"Oriya","Gujarati",4603.5042785563
"Bengali","Gujarati",4603.5042785563
"Kashmiri","Gujarati",5803.17599114416
"Sinhalese","Gujarati",5803.17599114416
"Romani","Gujarati",7108.6903826766
"Sanskrit","Gujarati",5898.57672179108
"Tajik","Gujarati",9768.38625615772
"Persian","Gujarati",9768.38625615772
"Kurdish (Sorani)","Gujarati",9768.38625615774
"Ossetian","Gujarati",9768.38625615772
"Albanian","Gujarati",12004.6564016883
"Anglo Saxon","Gujarati",12004.6564016883
"Greek","Gujarati",12004.6564016883
"Armenian","Gujarati",13663.9058346533
"Armenian","Gujarati",13663.9058346533
"Friulian","Marathi",12798.0624791546
"Italian","Marathi",12798.0624791546
"Romansh","Marathi",12798.0624791546
"Walloon","Marathi",12798.0624791546
"French","Marathi",12798.0624791546
"Occitan","Marathi",12798.0624791546
"Spanish","Marathi",12798.0624791546
"Portuguese","Marathi",12798.0624791546
"Catalan","Marathi",12798.0624791546
"Aromanian","Marathi",12798.0624791546
"Romanian","Marathi",12798.0624791546
"Latin","Marathi",10830.9396609964
"Breton","Marathi",12798.0624791546
"Breton","Marathi",12798.0624791546
"Breton","Marathi",12798.0624791546
"Cornish","Marathi",12798.0624791546
"Welsh","Marathi",12798.0624791546
"Welsh","Marathi",12798.0624791546
"Irish","Marathi",12798.0624791546
"Scottish Gaelic","Marathi",12798.0624791546
"Luxembourgish","Marathi",12798.0624791546
"German","Marathi",12798.0624791546
"West Flemish","Marathi",12798.0624791546
"Dutch","Marathi",12798.0624791546
"English","Marathi",12798.0624791546
"Swedish","Marathi",12798.0624791546
"Swedish","Marathi",12798.0624791546
"Swedish","Marathi",12798.0624791546
"Norwegian (Bokmål)","Marathi",12798.0624791546
"Danish","Marathi",12798.0624791546
"Faroese","Marathi",12798.0624791546
"Icelandic","Marathi",12798.0624791546
"Gothic","Marathi",11150.1093048412
"Czech","Marathi",12798.0624791546
"Czech","Marathi",12798.0624791546
"Slovak","Marathi",12798.0624791546
"Upper Sorbian","Marathi",12798.0624791546
"Lower Sorbian","Marathi",12798.0624791546
"Polish","Marathi",12798.0624791546
"Belarusian","Marathi",12798.0624791546
"Ukrainian","Marathi",12798.0624791546
"Russian","Marathi",12798.0624791546
"Bulgarian","Marathi",12798.0624791546
"Macedonian","Marathi",12798.0624791546
"Serbian","Marathi",12798.0624791546
"Old Church Slavonic","Marathi",11826.371263074
"Slovenian","Marathi",12798.0624791546
"Latvian","Marathi",12798.0624791546
"Lithuanian","Marathi",12798.0624791546
"Western Punjabi","Marathi",3400.23645940442
"Urdu","Marathi",3400.23645940442
"Hindi","Marathi",3400.2364594044
"Bihari","Marathi",3400.2364594044
"Gujarati","Marathi",1986.719873874
"Marathi","Marathi",0
"Sindhi","Marathi",3962.42016691776
"Assamese","Marathi",4603.5042785563
"Oriya","Marathi",4603.5042785563
"Bengali","Marathi",4603.5042785563
"Kashmiri","Marathi",5803.17599114416
"Sinhalese","Marathi",5803.17599114416
"Romani","Marathi",7108.6903826766
"Sanskrit","Marathi",5898.57672179108
"Tajik","Marathi",9768.38625615772
"Persian","Marathi",9768.38625615772
"Kurdish (Sorani)","Marathi",9768.38625615774
"Ossetian","Marathi",9768.38625615772
"Albanian","Marathi",12004.6564016883
"Anglo Saxon","Marathi",12004.6564016883
"Greek","Marathi",12004.6564016883
"Armenian","Marathi",13663.9058346533
"Armenian","Marathi",13663.9058346533
"Friulian","Sindhi",12798.0624791546
"Italian","Sindhi",12798.0624791546
"Romansh","Sindhi",12798.0624791546
"Walloon","Sindhi",12798.0624791546
"French","Sindhi",12798.0624791546
"Occitan","Sindhi",12798.0624791546
"Spanish","Sindhi",12798.0624791546
"Portuguese","Sindhi",12798.0624791546
"Catalan","Sindhi",12798.0624791546
"Aromanian","Sindhi",12798.0624791546
"Romanian","Sindhi",12798.0624791546
"Latin","Sindhi",10830.9396609964
"Breton","Sindhi",12798.0624791546
"Breton","Sindhi",12798.0624791546
"Breton","Sindhi",12798.0624791546
"Cornish","Sindhi",12798.0624791546
"Welsh","Sindhi",12798.0624791546
"Welsh","Sindhi",12798.0624791546
"Irish","Sindhi",12798.0624791546
"Scottish Gaelic","Sindhi",12798.0624791546
"Luxembourgish","Sindhi",12798.0624791546
"German","Sindhi",12798.0624791546
"West Flemish","Sindhi",12798.0624791546
"Dutch","Sindhi",12798.0624791546
"English","Sindhi",12798.0624791546
"Swedish","Sindhi",12798.0624791546
"Swedish","Sindhi",12798.0624791546
"Swedish","Sindhi",12798.0624791546
"Norwegian (Bokmål)","Sindhi",12798.0624791546
"Danish","Sindhi",12798.0624791546
"Faroese","Sindhi",12798.0624791546
"Icelandic","Sindhi",12798.0624791546
"Gothic","Sindhi",11150.1093048412
"Czech","Sindhi",12798.0624791546
"Czech","Sindhi",12798.0624791546
"Slovak","Sindhi",12798.0624791546
"Upper Sorbian","Sindhi",12798.0624791546
"Lower Sorbian","Sindhi",12798.0624791546
"Polish","Sindhi",12798.0624791546
"Belarusian","Sindhi",12798.0624791546
"Ukrainian","Sindhi",12798.0624791546
"Russian","Sindhi",12798.0624791546
"Bulgarian","Sindhi",12798.0624791546
"Macedonian","Sindhi",12798.0624791546
"Serbian","Sindhi",12798.0624791546
"Old Church Slavonic","Sindhi",11826.371263074
"Slovenian","Sindhi",12798.0624791546
"Latvian","Sindhi",12798.0624791546
"Lithuanian","Sindhi",12798.0624791546
"Western Punjabi","Sindhi",3962.42016691778
"Urdu","Sindhi",3962.42016691778
"Hindi","Sindhi",3962.42016691776
"Bihari","Sindhi",3962.42016691776
"Gujarati","Sindhi",3962.42016691776
"Marathi","Sindhi",3962.42016691776
"Sindhi","Sindhi",0
"Assamese","Sindhi",4603.5042785563
"Oriya","Sindhi",4603.5042785563
"Bengali","Sindhi",4603.5042785563
"Kashmiri","Sindhi",5803.17599114416
"Sinhalese","Sindhi",5803.17599114416
"Romani","Sindhi",7108.6903826766
"Sanskrit","Sindhi",5898.57672179108
"Tajik","Sindhi",9768.38625615772
"Persian","Sindhi",9768.38625615772
"Kurdish (Sorani)","Sindhi",9768.38625615774
"Ossetian","Sindhi",9768.38625615772
"Albanian","Sindhi",12004.6564016883
"Anglo Saxon","Sindhi",12004.6564016883
"Greek","Sindhi",12004.6564016883
"Armenian","Sindhi",13663.9058346533
"Armenian","Sindhi",13663.9058346533
"Friulian","Assamese",12798.0624791546
"Italian","Assamese",12798.0624791546
"Romansh","Assamese",12798.0624791546
"Walloon","Assamese",12798.0624791546
"French","Assamese",12798.0624791546
"Occitan","Assamese",12798.0624791546
"Spanish","Assamese",12798.0624791546
"Portuguese","Assamese",12798.0624791546
"Catalan","Assamese",12798.0624791546
"Aromanian","Assamese",12798.0624791546
"Romanian","Assamese",12798.0624791546
"Latin","Assamese",10830.9396609964
"Breton","Assamese",12798.0624791546
"Breton","Assamese",12798.0624791546
"Breton","Assamese",12798.0624791546
"Cornish","Assamese",12798.0624791546
"Welsh","Assamese",12798.0624791546
"Welsh","Assamese",12798.0624791546
"Irish","Assamese",12798.0624791546
"Scottish Gaelic","Assamese",12798.0624791546
"Luxembourgish","Assamese",12798.0624791546
"German","Assamese",12798.0624791546
"West Flemish","Assamese",12798.0624791546
"Dutch","Assamese",12798.0624791546
"English","Assamese",12798.0624791546
"Swedish","Assamese",12798.0624791546
"Swedish","Assamese",12798.0624791546
"Swedish","Assamese",12798.0624791546
"Norwegian (Bokmål)","Assamese",12798.0624791546
"Danish","Assamese",12798.0624791546
"Faroese","Assamese",12798.0624791546
"Icelandic","Assamese",12798.0624791546
"Gothic","Assamese",11150.1093048412
"Czech","Assamese",12798.0624791546
"Czech","Assamese",12798.0624791546
"Slovak","Assamese",12798.0624791546
"Upper Sorbian","Assamese",12798.0624791546
"Lower Sorbian","Assamese",12798.0624791546
"Polish","Assamese",12798.0624791546
"Belarusian","Assamese",12798.0624791546
"Ukrainian","Assamese",12798.0624791546
"Russian","Assamese",12798.0624791546
"Bulgarian","Assamese",12798.0624791546
"Macedonian","Assamese",12798.0624791546
"Serbian","Assamese",12798.0624791546
"Old Church Slavonic","Assamese",11826.371263074
"Slovenian","Assamese",12798.0624791546
"Latvian","Assamese",12798.0624791546
"Lithuanian","Assamese",12798.0624791546
"Western Punjabi","Assamese",4603.50427855632
"Urdu","Assamese",4603.50427855632
"Hindi","Assamese",4603.5042785563
"Bihari","Assamese",4603.5042785563
"Gujarati","Assamese",4603.5042785563
"Marathi","Assamese",4603.5042785563
"Sindhi","Assamese",4603.5042785563
"Assamese","Assamese",0
"Oriya","Assamese",1758.18748734736
"Bengali","Assamese",2288.0226187927
"Kashmiri","Assamese",5803.17599114416
"Sinhalese","Assamese",5803.17599114416
"Romani","Assamese",7108.6903826766
"Sanskrit","Assamese",5898.57672179108
"Tajik","Assamese",9768.38625615772
"Persian","Assamese",9768.38625615772
"Kurdish (Sorani)","Assamese",9768.38625615774
"Ossetian","Assamese",9768.38625615772
"Albanian","Assamese",12004.6564016883
"Anglo Saxon","Assamese",12004.6564016883
"Greek","Assamese",12004.6564016883
"Armenian","Assamese",13663.9058346533
"Armenian","Assamese",13663.9058346533
"Friulian","Oriya",12798.0624791546
"Italian","Oriya",12798.0624791546
"Romansh","Oriya",12798.0624791546
"Walloon","Oriya",12798.0624791546
"French","Oriya",12798.0624791546
"Occitan","Oriya",12798.0624791546
"Spanish","Oriya",12798.0624791546
"Portuguese","Oriya",12798.0624791546
"Catalan","Oriya",12798.0624791546
"Aromanian","Oriya",12798.0624791546
"Romanian","Oriya",12798.0624791546
"Latin","Oriya",10830.9396609964
"Breton","Oriya",12798.0624791546
"Breton","Oriya",12798.0624791546
"Breton","Oriya",12798.0624791546
"Cornish","Oriya",12798.0624791546
"Welsh","Oriya",12798.0624791546
"Welsh","Oriya",12798.0624791546
"Irish","Oriya",12798.0624791546
"Scottish Gaelic","Oriya",12798.0624791546
"Luxembourgish","Oriya",12798.0624791546
"German","Oriya",12798.0624791546
"West Flemish","Oriya",12798.0624791546
"Dutch","Oriya",12798.0624791546
"English","Oriya",12798.0624791546
"Swedish","Oriya",12798.0624791546
"Swedish","Oriya",12798.0624791546
"Swedish","Oriya",12798.0624791546
"Norwegian (Bokmål)","Oriya",12798.0624791546
"Danish","Oriya",12798.0624791546
"Faroese","Oriya",12798.0624791546
"Icelandic","Oriya",12798.0624791546
"Gothic","Oriya",11150.1093048412
"Czech","Oriya",12798.0624791546
"Czech","Oriya",12798.0624791546
"Slovak","Oriya",12798.0624791546
"Upper Sorbian","Oriya",12798.0624791546
"Lower Sorbian","Oriya",12798.0624791546
"Polish","Oriya",12798.0624791546
"Belarusian","Oriya",12798.0624791546
"Ukrainian","Oriya",12798.0624791546
"Russian","Oriya",12798.0624791546
"Bulgarian","Oriya",12798.0624791546
"Macedonian","Oriya",12798.0624791546
"Serbian","Oriya",12798.0624791546
"Old Church Slavonic","Oriya",11826.371263074
"Slovenian","Oriya",12798.0624791546
"Latvian","Oriya",12798.0624791546
"Lithuanian","Oriya",12798.0624791546
"Western Punjabi","Oriya",4603.50427855632
"Urdu","Oriya",4603.50427855632
"Hindi","Oriya",4603.5042785563
"Bihari","Oriya",4603.5042785563
"Gujarati","Oriya",4603.5042785563
"Marathi","Oriya",4603.5042785563
"Sindhi","Oriya",4603.5042785563
"Assamese","Oriya",1758.18748734736
"Oriya","Oriya",0
"Bengali","Oriya",2288.0226187927
"Kashmiri","Oriya",5803.17599114416
"Sinhalese","Oriya",5803.17599114416
"Romani","Oriya",7108.6903826766
"Sanskrit","Oriya",5898.57672179108
"Tajik","Oriya",9768.38625615772
"Persian","Oriya",9768.38625615772
"Kurdish (Sorani)","Oriya",9768.38625615774
"Ossetian","Oriya",9768.38625615772
"Albanian","Oriya",12004.6564016883
"Anglo Saxon","Oriya",12004.6564016883
"Greek","Oriya",12004.6564016883
"Armenian","Oriya",13663.9058346533
"Armenian","Oriya",13663.9058346533
"Friulian","Bengali",12798.0624791546
"Italian","Bengali",12798.0624791546
"Romansh","Bengali",12798.0624791546
"Walloon","Bengali",12798.0624791546
"French","Bengali",12798.0624791546
"Occitan","Bengali",12798.0624791546
"Spanish","Bengali",12798.0624791546
"Portuguese","Bengali",12798.0624791546
"Catalan","Bengali",12798.0624791546
"Aromanian","Bengali",12798.0624791546
"Romanian","Bengali",12798.0624791546
"Latin","Bengali",10830.9396609964
"Breton","Bengali",12798.0624791546
"Breton","Bengali",12798.0624791546
"Breton","Bengali",12798.0624791546
"Cornish","Bengali",12798.0624791546
"Welsh","Bengali",12798.0624791546
"Welsh","Bengali",12798.0624791546
"Irish","Bengali",12798.0624791546
"Scottish Gaelic","Bengali",12798.0624791546
"Luxembourgish","Bengali",12798.0624791546
"German","Bengali",12798.0624791546
"West Flemish","Bengali",12798.0624791546
"Dutch","Bengali",12798.0624791546
"English","Bengali",12798.0624791546
"Swedish","Bengali",12798.0624791546
"Swedish","Bengali",12798.0624791546
"Swedish","Bengali",12798.0624791546
"Norwegian (Bokmål)","Bengali",12798.0624791546
"Danish","Bengali",12798.0624791546
"Faroese","Bengali",12798.0624791546
"Icelandic","Bengali",12798.0624791546
"Gothic","Bengali",11150.1093048412
"Czech","Bengali",12798.0624791546
"Czech","Bengali",12798.0624791546
"Slovak","Bengali",12798.0624791546
"Upper Sorbian","Bengali",12798.0624791546
"Lower Sorbian","Bengali",12798.0624791546
"Polish","Bengali",12798.0624791546
"Belarusian","Bengali",12798.0624791546
"Ukrainian","Bengali",12798.0624791546
"Russian","Bengali",12798.0624791546
"Bulgarian","Bengali",12798.0624791546
"Macedonian","Bengali",12798.0624791546
"Serbian","Bengali",12798.0624791546
"Old Church Slavonic","Bengali",11826.371263074
"Slovenian","Bengali",12798.0624791546
"Latvian","Bengali",12798.0624791546
"Lithuanian","Bengali",12798.0624791546
"Western Punjabi","Bengali",4603.50427855632
"Urdu","Bengali",4603.50427855632
"Hindi","Bengali",4603.5042785563
"Bihari","Bengali",4603.5042785563
"Gujarati","Bengali",4603.5042785563
"Marathi","Bengali",4603.5042785563
"Sindhi","Bengali",4603.5042785563
"Assamese","Bengali",2288.0226187927
"Oriya","Bengali",2288.0226187927
"Bengali","Bengali",0
"Kashmiri","Bengali",5803.17599114416
"Sinhalese","Bengali",5803.17599114416
"Romani","Bengali",7108.6903826766
"Sanskrit","Bengali",5898.57672179108
"Tajik","Bengali",9768.38625615772
"Persian","Bengali",9768.38625615772
"Kurdish (Sorani)","Bengali",9768.38625615774
"Ossetian","Bengali",9768.38625615772
"Albanian","Bengali",12004.6564016883
"Anglo Saxon","Bengali",12004.6564016883
"Greek","Bengali",12004.6564016883
"Armenian","Bengali",13663.9058346533
"Armenian","Bengali",13663.9058346533
"Friulian","Kashmiri",12798.0624791546
"Italian","Kashmiri",12798.0624791546
"Romansh","Kashmiri",12798.0624791546
"Walloon","Kashmiri",12798.0624791546
"French","Kashmiri",12798.0624791546
"Occitan","Kashmiri",12798.0624791546
"Spanish","Kashmiri",12798.0624791546
"Portuguese","Kashmiri",12798.0624791546
"Catalan","Kashmiri",12798.0624791546
"Aromanian","Kashmiri",12798.0624791546
"Romanian","Kashmiri",12798.0624791546
"Latin","Kashmiri",10830.9396609964
"Breton","Kashmiri",12798.0624791546
"Breton","Kashmiri",12798.0624791546
"Breton","Kashmiri",12798.0624791546
"Cornish","Kashmiri",12798.0624791546
"Welsh","Kashmiri",12798.0624791546
"Welsh","Kashmiri",12798.0624791546
"Irish","Kashmiri",12798.0624791546
"Scottish Gaelic","Kashmiri",12798.0624791546
"Luxembourgish","Kashmiri",12798.0624791546
"German","Kashmiri",12798.0624791546
"West Flemish","Kashmiri",12798.0624791546
"Dutch","Kashmiri",12798.0624791546
"English","Kashmiri",12798.0624791546
"Swedish","Kashmiri",12798.0624791546
"Swedish","Kashmiri",12798.0624791546
"Swedish","Kashmiri",12798.0624791546
"Norwegian (Bokmål)","Kashmiri",12798.0624791546
"Danish","Kashmiri",12798.0624791546
"Faroese","Kashmiri",12798.0624791546
"Icelandic","Kashmiri",12798.0624791546
"Gothic","Kashmiri",11150.1093048412
"Czech","Kashmiri",12798.0624791546
"Czech","Kashmiri",12798.0624791546
"Slovak","Kashmiri",12798.0624791546
"Upper Sorbian","Kashmiri",12798.0624791546
"Lower Sorbian","Kashmiri",12798.0624791546
"Polish","Kashmiri",12798.0624791546
"Belarusian","Kashmiri",12798.0624791546
"Ukrainian","Kashmiri",12798.0624791546
"Russian","Kashmiri",12798.0624791546
"Bulgarian","Kashmiri",12798.0624791546
"Macedonian","Kashmiri",12798.0624791546
"Serbian","Kashmiri",12798.0624791546
"Old Church Slavonic","Kashmiri",11826.371263074
"Slovenian","Kashmiri",12798.0624791546
"Latvian","Kashmiri",12798.0624791546
"Lithuanian","Kashmiri",12798.0624791546
"Western Punjabi","Kashmiri",5803.17599114418
"Urdu","Kashmiri",5803.17599114418
"Hindi","Kashmiri",5803.17599114416
"Bihari","Kashmiri",5803.17599114416
"Gujarati","Kashmiri",5803.17599114416
"Marathi","Kashmiri",5803.17599114416
"Sindhi","Kashmiri",5803.17599114416
"Assamese","Kashmiri",5803.17599114416
"Oriya","Kashmiri",5803.17599114416
"Bengali","Kashmiri",5803.17599114416
"Kashmiri","Kashmiri",0
"Sinhalese","Kashmiri",4169.1415029803
"Romani","Kashmiri",7108.6903826766
"Sanskrit","Kashmiri",5898.57672179108
"Tajik","Kashmiri",9768.38625615772
"Persian","Kashmiri",9768.38625615772
"Kurdish (Sorani)","Kashmiri",9768.38625615774
"Ossetian","Kashmiri",9768.38625615772
"Albanian","Kashmiri",12004.6564016883
"Anglo Saxon","Kashmiri",12004.6564016883
"Greek","Kashmiri",12004.6564016883
"Armenian","Kashmiri",13663.9058346533
"Armenian","Kashmiri",13663.9058346533
"Friulian","Sinhalese",12798.0624791546
"Italian","Sinhalese",12798.0624791546
"Romansh","Sinhalese",12798.0624791546
"Walloon","Sinhalese",12798.0624791546
"French","Sinhalese",12798.0624791546
"Occitan","Sinhalese",12798.0624791546
"Spanish","Sinhalese",12798.0624791546
"Portuguese","Sinhalese",12798.0624791546
"Catalan","Sinhalese",12798.0624791546
"Aromanian","Sinhalese",12798.0624791546
"Romanian","Sinhalese",12798.0624791546
"Latin","Sinhalese",10830.9396609964
"Breton","Sinhalese",12798.0624791546
"Breton","Sinhalese",12798.0624791546
"Breton","Sinhalese",12798.0624791546
"Cornish","Sinhalese",12798.0624791546
"Welsh","Sinhalese",12798.0624791546
"Welsh","Sinhalese",12798.0624791546
"Irish","Sinhalese",12798.0624791546
"Scottish Gaelic","Sinhalese",12798.0624791546
"Luxembourgish","Sinhalese",12798.0624791546
"German","Sinhalese",12798.0624791546
"West Flemish","Sinhalese",12798.0624791546
"Dutch","Sinhalese",12798.0624791546
"English","Sinhalese",12798.0624791546
"Swedish","Sinhalese",12798.0624791546
"Swedish","Sinhalese",12798.0624791546
"Swedish","Sinhalese",12798.0624791546
"Norwegian (Bokmål)","Sinhalese",12798.0624791546
"Danish","Sinhalese",12798.0624791546
"Faroese","Sinhalese",12798.0624791546
"Icelandic","Sinhalese",12798.0624791546
"Gothic","Sinhalese",11150.1093048412
"Czech","Sinhalese",12798.0624791546
"Czech","Sinhalese",12798.0624791546
"Slovak","Sinhalese",12798.0624791546
"Upper Sorbian","Sinhalese",12798.0624791546
"Lower Sorbian","Sinhalese",12798.0624791546
"Polish","Sinhalese",12798.0624791546
"Belarusian","Sinhalese",12798.0624791546
"Ukrainian","Sinhalese",12798.0624791546
"Russian","Sinhalese",12798.0624791546
"Bulgarian","Sinhalese",12798.0624791546
"Macedonian","Sinhalese",12798.0624791546
"Serbian","Sinhalese",12798.0624791546
"Old Church Slavonic","Sinhalese",11826.371263074
"Slovenian","Sinhalese",12798.0624791546
"Latvian","Sinhalese",12798.0624791546
"Lithuanian","Sinhalese",12798.0624791546
"Western Punjabi","Sinhalese",5803.17599114418
"Urdu","Sinhalese",5803.17599114418
"Hindi","Sinhalese",5803.17599114416
"Bihari","Sinhalese",5803.17599114416
"Gujarati","Sinhalese",5803.17599114416
"Marathi","Sinhalese",5803.17599114416
"Sindhi","Sinhalese",5803.17599114416
"Assamese","Sinhalese",5803.17599114416
"Oriya","Sinhalese",5803.17599114416
"Bengali","Sinhalese",5803.17599114416
"Kashmiri","Sinhalese",4169.1415029803
"Sinhalese","Sinhalese",0
"Romani","Sinhalese",7108.6903826766
"Sanskrit","Sinhalese",5898.57672179108
"Tajik","Sinhalese",9768.38625615772
"Persian","Sinhalese",9768.38625615772
"Kurdish (Sorani)","Sinhalese",9768.38625615774
"Ossetian","Sinhalese",9768.38625615772
"Albanian","Sinhalese",12004.6564016883
"Anglo Saxon","Sinhalese",12004.6564016883
"Greek","Sinhalese",12004.6564016883
"Armenian","Sinhalese",13663.9058346533
"Armenian","Sinhalese",13663.9058346533
"Friulian","Romani",12798.0624791546
"Italian","Romani",12798.0624791546
"Romansh","Romani",12798.0624791546
"Walloon","Romani",12798.0624791546
"French","Romani",12798.0624791546
"Occitan","Romani",12798.0624791546
"Spanish","Romani",12798.0624791546
"Portuguese","Romani",12798.0624791546
"Catalan","Romani",12798.0624791546
"Aromanian","Romani",12798.0624791546
"Romanian","Romani",12798.0624791546
"Latin","Romani",10830.9396609964
"Breton","Romani",12798.0624791546
"Breton","Romani",12798.0624791546
"Breton","Romani",12798.0624791546
"Cornish","Romani",12798.0624791546
"Welsh","Romani",12798.0624791546
"Welsh","Romani",12798.0624791546
"Irish","Romani",12798.0624791546
"Scottish Gaelic","Romani",12798.0624791546
"Luxembourgish","Romani",12798.0624791546
"German","Romani",12798.0624791546
"West Flemish","Romani",12798.0624791546
"Dutch","Romani",12798.0624791546
"English","Romani",12798.0624791546
"Swedish","Romani",12798.0624791546
"Swedish","Romani",12798.0624791546
"Swedish","Romani",12798.0624791546
"Norwegian (Bokmål)","Romani",12798.0624791546
"Danish","Romani",12798.0624791546
"Faroese","Romani",12798.0624791546
"Icelandic","Romani",12798.0624791546
"Gothic","Romani",11150.1093048412
"Czech","Romani",12798.0624791546
"Czech","Romani",12798.0624791546
"Slovak","Romani",12798.0624791546
"Upper Sorbian","Romani",12798.0624791546
"Lower Sorbian","Romani",12798.0624791546
"Polish","Romani",12798.0624791546
"Belarusian","Romani",12798.0624791546
"Ukrainian","Romani",12798.0624791546
"Russian","Romani",12798.0624791546
"Bulgarian","Romani",12798.0624791546
"Macedonian","Romani",12798.0624791546
"Serbian","Romani",12798.0624791546
"Old Church Slavonic","Romani",11826.371263074
"Slovenian","Romani",12798.0624791546
"Latvian","Romani",12798.0624791546
"Lithuanian","Romani",12798.0624791546
"Western Punjabi","Romani",7108.69038267662
"Urdu","Romani",7108.69038267662
"Hindi","Romani",7108.6903826766
"Bihari","Romani",7108.6903826766
"Gujarati","Romani",7108.6903826766
"Marathi","Romani",7108.6903826766
"Sindhi","Romani",7108.6903826766
"Assamese","Romani",7108.6903826766
"Oriya","Romani",7108.6903826766
"Bengali","Romani",7108.6903826766
"Kashmiri","Romani",7108.6903826766
"Sinhalese","Romani",7108.6903826766
"Romani","Romani",0
"Sanskrit","Romani",5898.57672179108
"Tajik","Romani",9768.38625615772
"Persian","Romani",9768.38625615772
"Kurdish (Sorani)","Romani",9768.38625615774
"Ossetian","Romani",9768.38625615772
"Albanian","Romani",12004.6564016883
"Anglo Saxon","Romani",12004.6564016883
"Greek","Romani",12004.6564016883
"Armenian","Romani",13663.9058346533
"Armenian","Romani",13663.9058346533
"Friulian","Sanskrit",9803.91638087458
"Italian","Sanskrit",9803.91638087458
"Romansh","Sanskrit",9803.91638087458
"Walloon","Sanskrit",9803.91638087458
"French","Sanskrit",9803.91638087458
"Occitan","Sanskrit",9803.91638087458
"Spanish","Sanskrit",9803.91638087458
"Portuguese","Sanskrit",9803.91638087458
"Catalan","Sanskrit",9803.91638087458
"Aromanian","Sanskrit",9803.91638087458
"Romanian","Sanskrit",9803.91638087458
"Latin","Sanskrit",7836.79356271638
"Breton","Sanskrit",9803.91638087458
"Breton","Sanskrit",9803.91638087458
"Breton","Sanskrit",9803.91638087458
"Cornish","Sanskrit",9803.91638087458
"Welsh","Sanskrit",9803.91638087458
"Welsh","Sanskrit",9803.91638087458
"Irish","Sanskrit",9803.91638087458
"Scottish Gaelic","Sanskrit",9803.91638087458
"Luxembourgish","Sanskrit",9803.91638087458
"German","Sanskrit",9803.91638087458
"West Flemish","Sanskrit",9803.91638087458
"Dutch","Sanskrit",9803.91638087458
"English","Sanskrit",9803.91638087458
"Swedish","Sanskrit",9803.91638087458
"Swedish","Sanskrit",9803.91638087458
"Swedish","Sanskrit",9803.91638087458
"Norwegian (Bokmål)","Sanskrit",9803.91638087458
"Danish","Sanskrit",9803.91638087458
"Faroese","Sanskrit",9803.91638087458
"Icelandic","Sanskrit",9803.91638087458
"Gothic","Sanskrit",8155.96320656118
"Czech","Sanskrit",9803.91638087458
"Czech","Sanskrit",9803.91638087458
"Slovak","Sanskrit",9803.91638087458
"Upper Sorbian","Sanskrit",9803.91638087461
"Lower Sorbian","Sanskrit",9803.91638087461
"Polish","Sanskrit",9803.91638087458
"Belarusian","Sanskrit",9803.91638087458
"Ukrainian","Sanskrit",9803.91638087458
"Russian","Sanskrit",9803.91638087458
"Bulgarian","Sanskrit",9803.91638087461
"Macedonian","Sanskrit",9803.91638087461
"Serbian","Sanskrit",9803.91638087461
"Old Church Slavonic","Sanskrit",8832.22516479398
"Slovenian","Sanskrit",9803.91638087458
"Latvian","Sanskrit",9803.91638087458
"Lithuanian","Sanskrit",9803.91638087458
"Western Punjabi","Sanskrit",5898.5767217911
"Urdu","Sanskrit",5898.5767217911
"Hindi","Sanskrit",5898.57672179108
"Bihari","Sanskrit",5898.57672179108
"Gujarati","Sanskrit",5898.57672179108
"Marathi","Sanskrit",5898.57672179108
"Sindhi","Sanskrit",5898.57672179108
"Assamese","Sanskrit",5898.57672179108
"Oriya","Sanskrit",5898.57672179108
"Bengali","Sanskrit",5898.57672179108
"Kashmiri","Sanskrit",5898.57672179108
"Sinhalese","Sanskrit",5898.57672179108
"Romani","Sanskrit",5898.57672179108
"Sanskrit","Sanskrit",0
"Tajik","Sanskrit",6774.2401578777
"Persian","Sanskrit",6774.2401578777
"Kurdish (Sorani)","Sanskrit",6774.24015787772
"Ossetian","Sanskrit",6774.2401578777
"Albanian","Sanskrit",9010.51030340828
"Anglo Saxon","Sanskrit",9010.51030340828
"Greek","Sanskrit",9010.51030340828
"Armenian","Sanskrit",10669.7597363733
"Armenian","Sanskrit",10669.7597363733
