,imputed_semantic_domain,l1,l2,Unnamed: 0,overlap,p,rho
2795,Food and drink,pt,he,263826.058824,9.61764705882,0.263975522911,0.43232939169
2796,Food and drink,pt,it,264606.970588,15.1764705882,0.184722364672,0.430710822826
2797,Food and drink,pt,ja,265367.931034,9.72413793103,0.370455984225,0.143192970753
2798,Food and drink,pt,ka,266090.7,9.93333333333,0.361412115169,0.191981144697
2799,Food and drink,pt,kk,266842.75,11.3611111111,0.34750958232,0.33564505127
2800,Food and drink,pt,ro,267620.363636,13.303030303,0.383241677763,0.308899934526
2801,Food and drink,ro,be,268345.416667,12.2916666667,0.330143336093,0.29543239316
2802,Food and drink,ro,es,269160.727273,15.3333333333,0.287244841821,0.370715029848
2803,Food and drink,ro,eu,269953.769231,8.88461538462,0.460069858006,0.112875596643
2804,Food and drink,ro,he,270664.5625,9.5625,0.308299670734,0.235925208676
2805,Food and drink,ro,ja,271390.466667,8.73333333333,0.329015210684,0.208451500221
2806,Food and drink,ro,ka,272093.428571,11.3214285714,0.411767464936,0.117407543297
2807,Food and drink,ro,kk,272813.21875,11.4375,0.398125879276,0.295318130893
2808,Food and drink,ru,be,273529.333333,16.6296296296,0.307183167167,0.279160076991
2809,Food and drink,ru,ca,274286.666667,14.7407407407,0.273889349931,0.369495799907
2810,Food and drink,ru,da,275058.310345,11.8965517241,0.337593600518,0.207075904475
2811,Food and drink,ru,de,275869.645161,15.6129032258,0.281837877591,0.375044654346
2812,Food and drink,ru,en,276693.612903,13.2580645161,0.358384875178,0.227174992492
2813,Food and drink,ru,es,277498.766667,14.8666666667,0.326846488974,0.333028775373
2814,Food and drink,ru,eu,278281.565217,8.86956521739,0.452851855612,0.185641889121
2815,Food and drink,ru,fr,279032.1,12.4,0.338284795791,0.269596959041
2816,Food and drink,ru,he,279770.428571,10.9642857143,0.470865104128,0.220813529643
2817,Food and drink,ru,it,280517.103448,14.0344827586,0.336521908938,0.240238171671
2818,Food and drink,ru,ja,281214.73913,9.4347826087,0.437239100429,0.167235343136
2819,Food and drink,ru,ka,281916.2,12.16,0.386110673754,0.219176867761
2820,Food and drink,ru,kk,282657.758621,11.4827586207,0.348691602232,0.153361520324
2821,Food and drink,ru,la,283361.285714,6.80952380952,0.439058174109,0.0483237860045
2822,Food and drink,ru,lt,284140.821429,14.3214285714,0.219859362409,0.367624499831
2823,Food and drink,ru,nl,284940.964286,12.5357142857,0.321155444557,0.378420064542
2824,Food and drink,ru,no,285769.407407,12.962962963,0.367842362756,0.265532804217
2825,Food and drink,ru,pt,286538.892857,13.0,0.347376104627,0.244014203694
2826,Food and drink,ru,ro,287317.346154,12.3461538462,0.463973122364,0.214902185099
2827,Food and drink,sk,be,288108.807692,15.5,0.308703012308,0.329199689528
2828,Food and drink,sk,ca,288829.037037,11.8148148148,0.398840407279,0.163090058612
2829,Food and drink,sk,cs,289571.482759,17.2413793103,0.211064670381,0.469705079737
2830,Food and drink,sk,da,290315.785714,10.1071428571,0.372855289575,0.218131130474
2831,Food and drink,sk,de,291088.310345,11.7931034483,0.403226098926,0.33307063466
2832,Food and drink,sk,en,291872.172414,11.5862068966,0.271100451926,0.139508848964
2833,Food and drink,sk,es,292637.857143,11.7857142857,0.308133020186,0.204458118866
2834,Food and drink,sk,eu,293379.73913,8.91304347826,0.394952361574,0.303061842586
2835,Food and drink,sk,fr,294102.740741,10.9259259259,0.43369895523,0.201507853288
2836,Food and drink,sk,he,294800.37037,9.2962962963,0.362936031925,0.19413871474
2837,Food and drink,sk,it,295505.541667,11.75,0.367046647921,0.254350644956
2838,Food and drink,sk,ja,296193.666667,8.04166666667,0.414954978081,0.158501548497
2839,Food and drink,sk,ka,296819.958333,12.5416666667,0.439185629546,0.152807606888
2840,Food and drink,sk,kk,297545.222222,10.1851851852,0.428479699049,0.108329832635
2841,Food and drink,sk,la,298220.0,7.20833333333,0.515592447024,-0.0184457294903
2842,Food and drink,sk,lt,298976.807692,12.6923076923,0.261304548987,0.361318859719
2843,Food and drink,sk,nl,299744.576923,10.6538461538,0.437267510955,0.191704546105
2844,Food and drink,sk,no,300532.888889,11.0,0.313010143915,0.248327403357
2845,Food and drink,sk,pl,301250.269231,15.8076923077,0.232441220802,0.394882134031
2846,Food and drink,sk,pt,301996.16,11.88,0.341211334603,0.294277653158
2847,Food and drink,sk,ro,302750.32,12.0,0.306272800854,0.268066409242
2848,Food and drink,sk,ru,303515.538462,15.6153846154,0.338036563384,0.338367104918
2849,Kinship,be,es,283.846153846,15.3461538462,0.147970614908,0.572609185401
2850,Kinship,bg,be,1019.32,14.48,0.138368238916,0.613730506488
2851,Kinship,bg,ca,1702.85185185,15.5555555556,0.174579750714,0.587775686292
2852,Kinship,bg,cs,2371.33333333,17.2592592593,0.11834836327,0.612289877624
2853,Kinship,bg,da,3083.84615385,17.0,0.108962893378,0.572007684563
2854,Kinship,bg,de,3803.92592593,16.5555555556,0.172789660689,0.565977708722
2855,Kinship,bg,en,4538.40740741,17.5925925926,0.0627375874245,0.626795093903
2856,Kinship,bg,es,5261.44444444,17.2592592593,0.129876711969,0.593940413302
2857,Kinship,bg,eu,5939.28,13.44,0.154523018175,0.47618619325
2858,Kinship,bg,fr,6643.92,16.28,0.226809258852,0.549891807808
2859,Kinship,bg,he,7312.07692308,11.0769230769,0.348536299832,0.250965068092
2860,Kinship,bg,hr,7977.22222222,15.6296296296,0.133884179548,0.609722613614
2861,Kinship,bg,it,8653.76923077,17.0769230769,0.145415871928,0.6636369184
2862,Kinship,bg,ja,9302.39130435,13.2173913043,0.165455198643,0.598276413982
2863,Kinship,bg,ka,9938.23076923,13.3846153846,0.119987006702,0.544829949967
2864,Kinship,bg,kk,10592.9130435,10.3043478261,0.370805136395,0.356038979577
2865,Kinship,bg,la,11258.037037,12.7777777778,0.168155792543,0.530951472257
2866,Kinship,bg,lt,11944.4074074,15.4074074074,0.221452757238,0.488444512077
2867,Kinship,bg,nl,12643.8846154,16.3076923077,0.12094900864,0.581644266544
2868,Kinship,bg,no,13378.2962963,16.4074074074,0.181865962819,0.615611198366
2869,Kinship,bg,pl,14077.6296296,17.1111111111,0.151777688656,0.638614660218
2870,Kinship,bg,pt,14772.4444444,17.2592592593,0.0936586890344,0.681764678801
2871,Kinship,bg,ro,15476.7777778,16.6666666667,0.112138038675,0.533049822165
2872,Kinship,bg,ru,16182.0,16.8148148148,0.114894515009,0.615325277373
2873,Kinship,bg,sk,16890.1538462,14.9615384615,0.20073900381,0.467448407408
2874,Kinship,ca,be,17581.7307692,15.3461538462,0.109704942361,0.615739526235
2875,Kinship,ca,es,18307.7777778,23.2962962963,0.0483150707636,0.748652184967
2876,Kinship,ca,eu,19112.037037,14.4444444444,0.197046925473,0.497377576397
2877,Kinship,ca,he,19811.72,11.12,0.293420475073,0.362006950927
2878,Kinship,ca,it,20528.0384615,19.1923076923,0.111341758979,0.720171127276
2879,Kinship,ca,ja,21268.5416667,13.7916666667,0.0819388989289,0.617160234514
2880,Kinship,ca,ka,21952.037037,13.037037037,0.216979625118,0.46862632909
2881,Kinship,ca,kk,22627.84,9.44,0.339482904937,0.3016924112
2882,Kinship,ca,pt,23370.8148148,19.6666666667,0.122046512029,0.627996697448
2883,Kinship,ca,ro,24183.5185185,16.0740740741,0.102241814463,0.570366741938
2884,Kinship,cs,be,24953.0769231,15.1538461538,0.103710629361,0.544106813435
2885,Kinship,cs,ca,25670.4074074,16.2962962963,0.153015002358,0.619558666612
2886,Kinship,cs,da,26406.5,18.4230769231,0.160786249434,0.54114997938
2887,Kinship,cs,de,27188.5555556,18.8518518519,0.143111389907,0.666144498546
2888,Kinship,cs,en,27990.6666667,18.5925925926,0.100996839849,0.66856099602
2889,Kinship,cs,es,28776.8518519,17.8888888889,0.121179434127,0.60250305062
2890,Kinship,cs,eu,29531.1111111,13.1481481481,0.322371326826,0.414127142528
2891,Kinship,cs,fr,30265.68,17.0,0.0844991185131,0.677936963358
2892,Kinship,cs,he,30991.3076923,12.0384615385,0.35027302258,0.317145803913
2893,Kinship,cs,it,31689.0384615,17.5384615385,0.0804693404132,0.630517728873
2894,Kinship,cs,ja,32396.5,13.25,0.138331926752,0.579157472474
2895,Kinship,cs,ka,33068.0384615,14.5,0.144697766996,0.548758530895
2896,Kinship,cs,kk,33772.96,9.92,0.40146700274,0.220387054071
2897,Kinship,cs,la,34447.5,13.0,0.259195105931,0.438680388265
2898,Kinship,cs,lt,35191.7777778,16.1111111111,0.121302172893,0.599844738483
2899,Kinship,cs,nl,35963.3703704,17.6666666667,0.102715044479,0.633683950305
2900,Kinship,cs,no,36749.4814815,18.037037037,0.19085616106,0.586435798505
2901,Kinship,cs,pl,37514.7777778,21.7407407407,0.0773178952691,0.696181529387
2902,Kinship,cs,pt,38266.5925926,17.5925925926,0.11819591499,0.665418230376
2903,Kinship,cs,ro,39032.8888889,16.7037037037,0.156499467203,0.542246989433
2904,Kinship,cs,ru,39792.7777778,19.5185185185,0.118481634874,0.631179197258
2905,Kinship,da,be,40553.24,15.6,0.0996716100773,0.669725618597
2906,Kinship,da,ca,41305.3076923,17.8076923077,0.0880926797025,0.704760633769
2907,Kinship,da,de,42116.6153846,19.8076923077,0.138581050409,0.660174935019
2908,Kinship,da,en,42995.9615385,19.9230769231,0.0599309825031,0.706915205317
2909,Kinship,da,es,43877.5,19.1153846154,0.0706001630315,0.716841486025
2910,Kinship,da,eu,44691.8,14.08,0.144506970963,0.561453368866
2911,Kinship,da,fr,45504.7083333,16.9166666667,0.182162127864,0.542122853731
2912,Kinship,da,he,46315.4,12.2,0.326440069665,0.295452100429
2913,Kinship,da,it,47060.48,18.52,0.104326526771,0.632390554095
2914,Kinship,da,ja,47827.3478261,14.4347826087,0.111047564083,0.606394778083
2915,Kinship,da,ka,48558.6923077,13.0384615385,0.204498547351,0.505891542763
2916,Kinship,da,kk,49289.0434783,10.4782608696,0.378929172633,0.247718710745
2917,Kinship,da,la,50002.625,14.7083333333,0.15100742836,0.549939863843
2918,Kinship,da,nl,50780.24,18.8,0.0719312904723,0.621947634595
2919,Kinship,da,pt,51660.7307692,18.5,0.127408985792,0.674194047595
2920,Kinship,da,ro,52500.6153846,16.8076923077,0.0750285143466,0.525901768958
2921,Kinship,de,be,53305.0384615,14.9230769231,0.204236958317,0.501352314676
2922,Kinship,de,ca,54073.6666667,16.4074074074,0.111173576604,0.603962793905
2923,Kinship,de,en,54910.4074074,21.037037037,0.115669214219,0.654106575947
2924,Kinship,de,es,55822.037037,19.2222222222,0.158691230308,0.603449276943
2925,Kinship,de,eu,56682.7777778,13.1481481481,0.165029216344,0.575785463371
2926,Kinship,de,fr,57508.84,17.2,0.168886157613,0.532345800521
2927,Kinship,de,he,58353.4615385,12.1153846154,0.261116982784,0.231063975178
2928,Kinship,de,it,59133.6538462,19.8846153846,0.18893259913,0.644897797021
2929,Kinship,de,ja,59932.9166667,14.7083333333,0.108847551927,0.592121948289
2930,Kinship,de,ka,60676.2222222,13.1851851852,0.262859924327,0.421361258669
2931,Kinship,de,kk,61412.9166667,10.2083333333,0.32449958812,0.199001359176
2932,Kinship,de,la,62198.9230769,12.3461538462,0.242577957531,0.423241363738
2933,Kinship,de,nl,63004.1111111,21.1111111111,0.0776698668405,0.708017113222
2934,Kinship,de,pt,63920.7037037,18.6666666667,0.139678174851,0.653892212134
2935,Kinship,de,ro,64799.8518519,16.7037037037,0.164695823141,0.445804823743
2936,Kinship,en,be,65628.1153846,15.4230769231,0.157159621865,0.571843397495
2937,Kinship,en,ca,66384.7037037,19.0740740741,0.0704332594947,0.642171464506
2938,Kinship,en,es,67221.2222222,20.9259259259,0.0712945423835,0.630689913157
2939,Kinship,en,eu,68071.5555556,14.7037037037,0.215530680896,0.426123213747
2940,Kinship,en,fr,68881.6,18.92,0.173387570857,0.508817767275
2941,Kinship,en,he,69714.6538462,12.3076923077,0.378861507482,0.267454880684
2942,Kinship,en,it,70493.1923077,20.0769230769,0.11613441864,0.68226226472
2943,Kinship,en,ja,71287.5833333,14.7083333333,0.151098891324,0.496718661603
2944,Kinship,en,ka,72037.9259259,13.7777777778,0.199442556795,0.507644775608
2945,Kinship,en,kk,72780.04,9.8,0.408033276666,0.144036267007
2946,Kinship,en,la,73545.6923077,13.3076923077,0.193768946645,0.401581454776
2947,Kinship,en,pt,74319.962963,20.5185185185,0.092002806919,0.615767700926
2948,Kinship,en,ro,75186.0,17.0740740741,0.116989600443,0.490406070903
2949,Kinship,en,ru,76013.3333333,18.5925925926,0.104792481222,0.597865760773
2950,Kinship,eu,be,76791.92,12.72,0.175483263975,0.518767230766
2951,Kinship,eu,es,77488.4074074,15.037037037,0.191553929999,0.493884333653
2952,Kinship,eu,he,78251.12,9.76,0.512712961612,0.184583830387
2953,Kinship,fi,be,78964.3461538,15.4230769231,0.144799701821,0.549396118117
2954,Kinship,fi,bg,79707.3703704,17.037037037,0.1764801289,0.484050308486
2955,Kinship,fi,ca,80411.8518519,16.2222222222,0.155889414515,0.478446697444
2956,Kinship,fi,cs,81189.8518519,19.3333333333,0.106576095083,0.540771538476
2957,Kinship,fi,da,81969.3076923,18.1538461538,0.128921828541,0.534762696456
2958,Kinship,fi,de,82794.1538462,19.0384615385,0.206839103965,0.479653892821
2959,Kinship,fi,en,83660.3703704,18.962962963,0.139921481606,0.603828065454
2960,Kinship,fi,es,84503.5185185,17.8888888889,0.139084681448,0.522734506925
2961,Kinship,fi,eu,85326.2222222,14.4814814815,0.304016190082,0.455407717455
2962,Kinship,fi,fr,86118.12,17.48,0.0976535700182,0.589196541367
2963,Kinship,fi,he,86895.72,12.24,0.280253716721,0.415117066114
2964,Kinship,fi,hi,87657.44,11.68,0.3136105755,0.345538029563
2965,Kinship,fi,hr,88379.6296296,17.1481481481,0.0869202939285,0.5819059847
2966,Kinship,fi,hu,89146.6153846,15.9615384615,0.139276509668,0.498483531724
2967,Kinship,fi,hy,89918.5384615,13.7692307692,0.233347647956,0.444131625882
2968,Kinship,fi,it,90674.1153846,18.3076923077,0.150731143859,0.562999898449
2969,Kinship,fi,ja,91438.6666667,14.25,0.177122516132,0.462782795808
2970,Kinship,fi,ka,92157.6666667,14.2222222222,0.192385469131,0.482011517059
2971,Kinship,fi,kk,92870.375,12.0,0.288685203626,0.358426930725
2972,Kinship,fi,la,93610.1851852,13.5555555556,0.221875803257,0.461100310628
2973,Kinship,fi,lt,94372.3703704,16.3703703704,0.081163987433,0.582206887368
2974,Kinship,fi,nl,95190.4444444,18.2962962963,0.0749379597338,0.598493199988
2975,Kinship,fi,no,96026.1481481,18.4444444444,0.195816423379,0.54306171578
2976,Kinship,fi,pl,96831.6296296,19.1111111111,0.0917691390975,0.628981367522
2977,Kinship,fi,pt,97598.8518519,18.1851851852,0.171474722096,0.511223729669
2978,Kinship,fi,ro,98417.7037037,18.0740740741,0.0821894712773,0.514653587143
2979,Kinship,fi,ru,99214.7407407,18.1851851852,0.129102663288,0.584123075656
2980,Kinship,fi,sk,100008.846154,16.4230769231,0.137367410721,0.544637973752
2981,Kinship,fr,be,100791.583333,13.3333333333,0.201730851312,0.528271707656
2982,Kinship,fr,ca,101544.16,17.08,0.0906474432394,0.658938348427
2983,Kinship,fr,es,102386.76,20.36,0.0480464786492,0.676646060703
2984,Kinship,fr,eu,103229.6,13.24,0.227619486201,0.401706037275
2985,Kinship,fr,he,103984.708333,12.9166666667,0.217656702442,0.526050144871
2986,Kinship,fr,it,104737.916667,20.8333333333,0.0907047756203,0.691663912826
2987,Kinship,fr,ja,105518.136364,12.9545454545,0.189984301721,0.480366452776
2988,Kinship,fr,ka,106243.56,12.56,0.208130433506,0.550273469568
2989,Kinship,fr,kk,106947.818182,9.86363636364,0.367216957561,0.354059259815
2990,Kinship,fr,pt,107743.6,19.4,0.126668410737,0.636778891105
2991,Kinship,fr,ro,108604.32,16.6,0.0692990863993,0.556207346997
2992,Kinship,he,be,109379.0,9.56,0.419294830702,0.226908357394
2993,Kinship,he,es,110068.076923,12.4230769231,0.341332442917,0.283490264638
2994,Kinship,hi,be,110832.791667,10.2916666667,0.254203431343,0.436259344317
2995,Kinship,hi,bg,111481.608696,11.8260869565,0.129418315087,0.503602073604
2996,Kinship,hi,ca,112144.88,11.44,0.147054810995,0.542703103045
2997,Kinship,hi,cs,112830.72,11.52,0.253425084005,0.356534188773
2998,Kinship,hi,da,113516.0,12.5217391304,0.175259672328,0.484641627738
2999,Kinship,hi,de,114268.68,11.68,0.207134289491,0.365535720037
3000,Kinship,hi,en,115027.4,12.0,0.237054401749,0.466560348395
3001,Kinship,hi,es,115782.6,12.52,0.170030733634,0.503803683951
3002,Kinship,hi,eu,116513.6,10.2,0.240195068085,0.497940000605
3003,Kinship,hi,fr,117216.608696,10.9565217391,0.345052568045,0.314052165556
3004,Kinship,hi,he,117918.130435,8.65217391304,0.302825426313,0.374147894916
3005,Kinship,hi,hr,118575.56,10.92,0.200680611104,0.462481740523
3006,Kinship,hi,hy,119232.708333,9.41666666667,0.265743975956,0.429067694529
3007,Kinship,hi,it,119899.041667,11.5416666667,0.152998124581,0.458690029295
3008,Kinship,hi,ja,120567.590909,10.3636363636,0.180303076778,0.578975556159
3009,Kinship,hi,ka,121208.75,9.66666666667,0.226612939625,0.307468570495
3010,Kinship,hi,kk,121865.25,9.16666666667,0.403606448515,0.168678073385
3011,Kinship,hi,la,122528.4,9.44,0.201575185433,0.460480484066
3012,Kinship,hi,lt,123195.24,9.68,0.204487052373,0.494820171185
3013,Kinship,hi,nl,123912.08,11.44,0.182368821171,0.515514602368
3014,Kinship,hi,no,124647.96,12.32,0.216663674388,0.458840752848
3015,Kinship,hi,pl,125362.24,12.08,0.140963586678,0.40855827847
3016,Kinship,hi,pt,126051.04,12.16,0.261355754071,0.39773390119
3017,Kinship,hi,ro,126780.4,11.92,0.196242924295,0.333669198968
3018,Kinship,hi,ru,127484.44,12.48,0.207571354091,0.490203534521
3019,Kinship,hi,sk,128181.375,10.4583333333,0.23762575485,0.403599047927
3020,Kinship,hr,be,128858.153846,15.2692307692,0.10874415263,0.626163863937
3021,Kinship,hr,ca,129564.333333,15.0,0.124644503426,0.572185534438
3022,Kinship,hr,cs,130280.740741,18.1111111111,0.10621548733,0.658153024041
3023,Kinship,hr,da,131027.384615,17.1923076923,0.148367965557,0.571702903974
3024,Kinship,hr,de,131787.481481,16.962962963,0.12669339231,0.608793189134
3025,Kinship,hr,en,132567.851852,17.1851851852,0.087356265497,0.570504748949
3026,Kinship,hr,es,133327.814815,17.4074074074,0.0853963196734,0.559887393932
3027,Kinship,hr,eu,134068.037037,13.037037037,0.266178696938,0.336426527581
3028,Kinship,hr,fr,134790.64,16.0,0.103314939358,0.610010552947
3029,Kinship,hr,he,135499.653846,11.5,0.325723219781,0.410366363477
3030,Kinship,hr,it,136177.692308,17.1923076923,0.155566050019,0.549534439581
3031,Kinship,hr,ja,136869.375,12.0,0.121790086211,0.538246123957
3032,Kinship,hr,ka,137518.444444,12.962962963,0.216478558926,0.405190182577
3033,Kinship,hr,kk,138196.92,9.84,0.376433377214,0.187084503261
3034,Kinship,hr,la,138883.074074,12.4814814815,0.25382156072,0.4765298184
3035,Kinship,hr,lt,139604.777778,14.9259259259,0.213666634272,0.526962541027
3036,Kinship,hr,nl,140348.444444,15.5555555556,0.107619365623,0.62341729835
3037,Kinship,hr,no,141118.222222,16.6666666667,0.0862358790357,0.614981382957
3038,Kinship,hr,pl,141867.148148,18.7037037037,0.0301836467383,0.732834151212
3039,Kinship,hr,pt,142603.37037,17.0740740741,0.113800600903,0.615150630528
3040,Kinship,hr,ro,143355.518519,15.5925925926,0.154558002772,0.480339278763
3041,Kinship,hr,ru,144101.962963,17.9259259259,0.131245901042,0.612686771683
3042,Kinship,hr,sk,144842.384615,15.8461538462,0.160396361492,0.565749858636
3043,Kinship,hu,be,145590.12,13.24,0.32196351946,0.341415455823
3044,Kinship,hu,bg,146314.24,14.48,0.23272399195,0.342303410078
3045,Kinship,hu,ca,147031.076923,13.6153846154,0.281822257455,0.41569115836
3046,Kinship,hu,cs,147769.884615,15.0769230769,0.228764374253,0.339277377383
3047,Kinship,hu,da,148530.68,14.84,0.210977054827,0.342689193332
3048,Kinship,hu,de,149340.153846,15.5384615385,0.271981310932,0.357351256439
3049,Kinship,hu,en,150178.192308,15.7307692308,0.244405936799,0.374776479194
3050,Kinship,hu,es,151011.807692,15.2692307692,0.28150197116,0.367553741105
3051,Kinship,hu,eu,151802.846154,11.6538461538,0.289114203939,0.414140141664
3052,Kinship,hu,fr,152558.32,15.24,0.194245986958,0.47480685482
3053,Kinship,hu,he,153313.32,10.44,0.384489992548,0.354346814302
3054,Kinship,hu,hi,154044.208333,10.5,0.358765865393,0.325907320483
3055,Kinship,hu,hr,154747.192308,14.8076923077,0.267735440869,0.306742907805
3056,Kinship,hu,hy,155475.0,11.88,0.272777868455,0.422555258117
3057,Kinship,hu,it,156209.68,16.24,0.165102129415,0.463749037308
3058,Kinship,hu,ja,156954.347826,11.7826086957,0.240770651413,0.446326967681
3059,Kinship,hu,ka,157656.0,13.08,0.143557036545,0.54250636646
3060,Kinship,hu,kk,158386.166667,9.375,0.255383732197,0.274624955862
3061,Kinship,hu,la,159095.32,11.0,0.312305098673,0.420375524668
3062,Kinship,hu,lt,159864.423077,13.8076923077,0.291615810383,0.425851370554
3063,Kinship,hu,nl,160664.384615,14.8076923077,0.258982830038,0.333538520096
3064,Kinship,hu,no,161482.0,14.7307692308,0.297529400927,0.341464720831
3065,Kinship,hu,pl,162266.730769,15.5769230769,0.246389173088,0.403624043305
3066,Kinship,hu,pt,163023.384615,15.8461538462,0.265563103091,0.38743816718
3067,Kinship,hu,ro,163820.846154,14.0384615385,0.191755219609,0.458508100004
3068,Kinship,hu,ru,164595.769231,15.5769230769,0.257841304835,0.390453782136
3069,Kinship,hu,sk,165374.88,13.68,0.276342098914,0.37541487876
3070,Kinship,hy,be,166094.8,11.92,0.313489548603,0.388255052775
3071,Kinship,hy,bg,166783.307692,12.2692307692,0.183691766102,0.415988120556
3072,Kinship,hy,ca,167427.730769,12.6923076923,0.240214716955,0.476333056502
3073,Kinship,hy,cs,168133.615385,12.1538461538,0.220187183748,0.43808442021
3074,Kinship,hy,da,168849.68,12.4,0.172378764386,0.421382779828
3075,Kinship,hy,de,169599.230769,12.5769230769,0.280711926848,0.388369181187
3076,Kinship,hy,en,170363.384615,14.0384615385,0.197581833408,0.470498299298
3077,Kinship,hy,es,171127.846154,13.7307692308,0.138522246969,0.515023448478
3078,Kinship,hy,eu,171878.384615,11.0,0.304974691989,0.361719441377
3079,Kinship,hy,fr,172589.083333,13.75,0.13921711041,0.547337833287
3080,Kinship,hy,he,173300.92,10.48,0.301546774451,0.345586490136
3081,Kinship,hy,hr,173983.923077,12.0,0.207532369125,0.464954156382
3082,Kinship,hy,it,174656.88,13.8,0.167220381641,0.438040499932
3083,Kinship,hy,ja,175347.26087,9.95652173913,0.290205772261,0.384439383442
3084,Kinship,hy,ka,176003.0,11.2692307692,0.193667162325,0.526264403858
3085,Kinship,hy,kk,176673.916667,9.0,0.450183948396,0.315138669814
3086,Kinship,hy,la,177337.08,10.04,0.372522674093,0.372168249587
3087,Kinship,hy,lt,178057.076923,11.9230769231,0.210722498248,0.453543511472
3088,Kinship,hy,nl,178797.576923,12.4615384615,0.296442732835,0.414044739399
3089,Kinship,hy,no,179558.615385,13.0,0.211870915748,0.433950994655
3090,Kinship,hy,pl,180300.423077,12.8461538462,0.192904819481,0.484622129416
3091,Kinship,hy,pt,181015.423077,13.8461538462,0.220175204455,0.481794980536
3092,Kinship,hy,ro,181757.846154,12.9615384615,0.175107839561,0.491277468826
3093,Kinship,hy,ru,182484.923077,14.1923076923,0.173671327748,0.510390639196
3094,Kinship,hy,sk,183220.96,12.4,0.213205466428,0.481254258489
3095,Kinship,it,be,183919.48,15.28,0.111181748631,0.670957286363
3096,Kinship,it,es,184636.076923,21.6923076923,0.0547146927048,0.800378605545
3097,Kinship,it,eu,185422.153846,13.7692307692,0.257911275281,0.438954847894
3098,Kinship,it,he,186121.88,12.52,0.294916996084,0.292440220084
3099,Kinship,it,ja,186813.0,15.2173913043,0.218018500608,0.53278738679
3100,Kinship,it,ka,187494.458333,14.7916666667,0.14804743046,0.583168166608
3101,Kinship,it,kk,188173.833333,10.2916666667,0.335071886347,0.229496849933
3102,Kinship,it,ro,188895.230769,17.4230769231,0.101370775839,0.563717796598
3103,Kinship,ja,be,189638.130435,11.0,0.168103370035,0.455006438338
3104,Kinship,ja,es,190275.25,14.7083333333,0.180933904971,0.566317284958
3105,Kinship,ja,eu,190986.791667,10.2916666667,0.225703707252,0.319778273791
3106,Kinship,ja,he,191618.541667,10.0416666667,0.471192806922,0.213716119827
3107,Kinship,ja,ka,192273.652174,10.5217391304,0.369039991439,0.35466178247
3108,Kinship,ka,be,192910.76,13.2,0.0982317657148,0.62103199846
3109,Kinship,ka,es,193595.666667,13.5555555556,0.155558224888,0.542533139048
3110,Kinship,ka,eu,194301.888889,11.1851851852,0.18439606253,0.347033354628
3111,Kinship,ka,he,194952.24,9.08,0.458867449008,0.270432879635
3112,Kinship,kk,be,195631.791667,9.45833333333,0.465110739153,0.157874848607
3113,Kinship,kk,es,196346.88,10.08,0.333019356907,0.238291753382
3114,Kinship,kk,eu,197106.913043,8.4347826087,0.272274840071,0.247572163119
3115,Kinship,kk,he,197798.52,7.68,0.430606581911,0.325200652031
3116,Kinship,kk,ja,198480.181818,8.59090909091,0.435323514527,0.280937838871
3117,Kinship,kk,ka,199140.76,8.76,0.364615362347,0.19676305722
3118,Kinship,la,be,199809.884615,11.5384615385,0.253900172107,0.438330296758
3119,Kinship,la,ca,200506.037037,12.4444444444,0.168092593623,0.568676711544
3120,Kinship,la,es,201201.961538,13.8461538462,0.176806913079,0.571931857191
3121,Kinship,la,eu,201950.0,11.4230769231,0.20871613141,0.421425749521
3122,Kinship,la,fr,202644.2,11.96,0.220377849931,0.459171733064
3123,Kinship,la,he,203329.0,9.08333333333,0.315790219963,0.380211309726
3124,Kinship,la,it,204004.692308,12.5,0.150626755334,0.628769481617
3125,Kinship,la,ja,204690.458333,10.125,0.142579922698,0.412910744582
3126,Kinship,la,ka,205299.807692,10.6923076923,0.32053201297,0.432243574745
3127,Kinship,la,kk,205953.478261,8.47826086957,0.426003875313,0.234229863706
3128,Kinship,la,pt,206660.962963,12.7037037037,0.16349754539,0.464359826614
3129,Kinship,la,ro,207405.962963,12.3703703704,0.178406898043,0.422110818938
3130,Kinship,lt,be,208148.846154,14.8461538462,0.222155023304,0.55113314065
3131,Kinship,lt,ca,208881.0,15.4074074074,0.125152088534,0.58173336659
3132,Kinship,lt,da,209639.48,16.64,0.163697309873,0.636322344558
3133,Kinship,lt,de,210466.148148,16.5555555556,0.190035985039,0.526179369593
3134,Kinship,lt,en,211296.925926,16.0,0.194390995707,0.533271098594
3135,Kinship,lt,es,212113.074074,16.2592592593,0.107457214733,0.528536229931
3136,Kinship,lt,eu,212911.444444,12.7777777778,0.227631468614,0.441809296938
3137,Kinship,lt,fr,213669.28,14.44,0.138367037253,0.499824348879
3138,Kinship,lt,he,214419.846154,10.3846153846,0.226433431014,0.435394592275
3139,Kinship,lt,it,215146.192308,16.0769230769,0.149101452531,0.542607014749
3140,Kinship,lt,ja,215881.083333,11.7083333333,0.126241522166,0.554057149572
3141,Kinship,lt,ka,216563.037037,12.962962963,0.265516141367,0.431342234438
3142,Kinship,lt,kk,217269.5,9.45833333333,0.316268398216,0.354053745175
3143,Kinship,lt,la,218011.037037,12.2592592593,0.172138438704,0.515633255453
3144,Kinship,lt,nl,218777.074074,15.5925925926,0.0735200961969,0.646244284528
3145,Kinship,lt,no,219591.259259,15.037037037,0.211201949545,0.555681312724
