"glottocode","headword","sourceForm","clicsForm","NumMeanings"
"roma1327","conserva","konserva","konserva","1"
"port1283","conservar","conservar","conservar","2"
"stan1288","conservar","conservar","conservar","2"
"stan1289","conservar","kunzəɾβa","kunz@rba","2"
"ital1282","conservare","conservare","conservare","2"
"stan1290","conserver","kɔ̃sɛʁˈve","koserve","1"
"stan1289","conspiració","conspiració","conspiracio","1"
"stan1288","conspiración","conspiración","conspiracion","1"
"stan1293","conspiracy","conspiracy","conspiracy","1"
"port1283","conspiração","conspiração","conspiracao","1"
"stan1290","conspiration","conspiration","conspiration","1"
"roma1327","conspiraţiune","conspiraţiune","conspiratiune","1"
"roma1327","conspiraţie","conspiraţie","conspiratie","1"
"stan1289","constipat","constipat","constipat","1"
"roma1327","construi","konstruj","konstruj","1"
"port1283","construir","construir","construir","1"
"stan1288","construir","construir","construir","1"
"stan1289","construir","construir","construir","1"
"stan1290","construire","construire","construire","1"
"roma1327","cont","cont","cont","1"
"port1283","conta","conta","conta","1"
"tami1289","contamāṉa","contamāṉa","contamana","1"
"port1283","contar","contar","contar","2"
"stan1288","contar","contar","contar","3"
"stan1289","contar","kun̪t̪a","kunta","1"
"ital1282","contare","contare","contare","2"
"port1283","contas","contas","contas","1"
"stan1289","conte","kɔn̪t̪ə","kont@","1"
"stan1290","conte","kɔ̃ːt","kot","2"
"stan1290","conte de fées","kɔ̃ːt də ˈfeː","kotd@fe","1"
"stan1288","contemplar","contemplar","contemplar","1"
"port1283","contente","contente","contente","1"
"ital1282","contento","contento","contento","1"
"stan1288","contento","contento","contento","1"
"stan1288","contestar","contestar","contestar","1"
"stan1289","contestar","contestar","contestar","1"
"roma1327","continent","continent","continent","1"
"stan1289","continent","continent","continent","1"
"stan1290","continent","continent","continent","1"
"ital1282","continente","continente","continente","1"
"stan1288","continente","continente","continente","1"
"ital1282","conto","conto","conto","1"
"port1283","conto","ˈkõtu","kotu","2"
"stan1289","contractar","contractar","contractar","1"
"stan1289","contrada","kun̪t̪ɾaðə","kuntrad@","1"
"stan1290","contrée","kɔ̃ˈtʁe","kotre","1"
"stan1290","contusion","contusion","contusion","1"
"ital1282","contusione","contusione","contusione","1"
"stan1289","contusió","contusió","contusio","1"
"stan1288","contusión","contusión","contusion","1"
"roma1327","contuziune","contuziune","contuziune","1"
"stan1288","convalecer","kombaleθeɾ","kombalether","1"
"port1283","convalescer","kõvaleʃser","kovalesser","1"
"roma1327","convenabil","convenabil","convenabil","1"
"port1283","conversa","kõˈvɛrsɐ","koversa","1"
"roma1327","conversa","konversa","konversa","1"
"stan1289","conversa","kumβɛɾzə","kumberz@","1"
"stan1288","conversación","kombeɾsaθjon","kombersathjon","1"
"port1283","conversar","kõvərˈsar","kov@rsar","1"
"stan1288","conversar","kombeɾsaɾ","kombersar","2"
"stan1289","conversar","kumβəɾza","kumb@rza","1"
"ital1282","conversare","koɱverzare","komverzare","1"
"stan1290","conversation","kɔ̃vɛʁsɑˈsjɔ̃","koversasjo","1"
"ital1282","conversazione","koɱverzat͡sione","komverzatsione","1"
"port1283","conversação","kõverʃasãw","koversasaw","1"
"roma1327","conversație","konversat͡sje","konversatsje","1"
"stan1293","convey","kənˈveɪ","k@nvei","1"
"stan1293","convict","convict","convict","1"
"port1283","convidado","convidado","convidado","1"
"port1283","convidar","kõviˈðar","kovidar","1"
"stan1289","convidar","kumβiða","kumbida","1"
"stan1289","convidat","convidat","convidat","1"
"roma1327","convorbire","konvorbire","konvorbire","1"
"stan1293","cook","cook","cook","1"
"stan1293","cooked","cooked","cooked","1"
"stan1293","cookhouse","cookhouse","cookhouse","1"
"stan1293","cooking vessel","cooking vessel","cookingvessel","1"
"stan1293","cool","kuːl","kul","1"
"czec1258","cop","cop","cop","1"
"stan1288","copa","copa","copa","1"
"roma1327","copac","copac","copac","1"
"roma1327","copaie","copaie","copaie","1"
"stan1290","copain","kɔˈpɛ̃","kope","0"
"ital1282","coperchio","koperkjo","koperkjo","1"
"ital1282","coperta","coperta","coperta","1"
"ital1282","copertura di paglia","copertura di paglia","coperturadipaglia","1"
"roma1327","copil","copil","copil","2"
"roma1327","copilaş","copilaş","copilas","1"
"roma1327","copilă","copilă","copila","1"
"port1283","copo","copo","copo","1"
"stan1293","copper","copper","copper","2"
"ital1282","coppia","coppia","coppia","1"
"ital1282","coprire","coprire","coprire","1"
"roma1327","copt","kopt","kopt","2"
"roma1327","coptură","coptură","coptura","1"
"stan1293","copulate","copulate","copulate","1"
"stan1290","coq","coq","coq","1"
"stan1290","coquillage","coquillage","coquillage","1"
"stan1290","coquille","coquille","coquille","1"
"port1283","cor","cor","cor","1"
"stan1289","cor","cor","cor","1"
"stan1290","cor","cor","cor","1"
"roma1327","corabie","corabie","corabie","2"
"port1283","coração","coração","coracao","1"
"ital1282","coraggioso","coraggioso","coraggioso","1"
"port1283","corajoso","corajoso","corajoso","1"
"port1283","corante","corante","corante","2"
"stan1288","corazón","corazón","corazon","1"
"stan1288","corazón","koɾaθon","korathon","1"
"port1283","coração","kurɐˈsɐ̃w","kurasaw","1"
"roma1327","corb","corb","corb","1"
"stan1289","corb","corb","corb","2"
"roma1327","corb-de-mare","corb-de-mare","corbdemare","1"
"stan1289","corbar","kuɾβa","kurba","1"
"stan1290","corbeau","corbeau","corbeau","2"
"ital1282","corbo","corbo","corbo","1"
"stan1288","corchete","koɾt͡ʃete","kortsete","1"
"roma1327","cord","cord","cord","1"
"stan1293","cord","cord","cord","1"
"ital1282","corda","corda","corda","2"
"port1283","corda","corda","corda","3"
"stan1289","corda","corda","corda","2"
"stan1290","corde","corde","corde","2"
"port1283","cordeiro","cordeiro","cordeiro","1"
"port1283","cordel","cordel","cordel","2"
"stan1289","corder","corder","corder","1"
"stan1288","cordero","cordero","cordero","1"
"roma1327","cordon","kordon","kordon","1"
"stan1290","cordonnier","cordonnier","cordonnier","1"
"roma1327","corect","korekt","korekt","1"
"roma1327","cormoran","cormoran","cormoran","1"
"stan1293","cormorant","cormorant","cormorant","1"
"roma1327","corn","corn","corn","1"
"stan1289","corn","kɔɾn","korn","1"
"stan1293","corn","corn","corn","2"
"ital1282","cornacchia","kornakːja","kornakja","2"
"stan1290","corne","corne","corne","1"
"stan1290","corneille","kɔʁˈnɛj","kornej","2"
"stan1288","corneja","koɾnexa","kornexa","2"
"stan1289","cornella","kuɾnɛʎə","kurney@","2"
"stan1293","corner","corner","corner","1"
"port1283","corneta","corneta","corneta","1"
"stan1288","corneta","corneta","corneta","1"
"ital1282","corno","corno","corno","2"
"port1283","corno","corno","corno","1"
"roma1327","corp","corp","corp","1"
"ital1282","corpo","corpo","corpo","1"
"port1283","corpo","corpo","corpo","1"
"stan1290","corps","corps","corps","1"
"stan1293","corpse","corpse","corpse","1"
"stan1288","correa","korea","korea","2"
"dutc1256","correct","correct","correct","1"
"stan1290","correct","correct","correct","1"
"stan1293","correct","correct","correct","1"
"stan1289","correcte","correcte","correcte","1"
"port1283","correcto","kuˈʀɛtu","kuretu","1"
"stan1288","correcto","correcto","correcto","1"
"port1283","correia","koʀeja","koreja","1"
"stan1289","corrent","corrent","corrent","2"
"ital1282","corrente","korːente","korente","1"
"port1283","corrente","kuˈʀẽtə","kuret@","1"
"port1283","correr","correr","correr","3"
"stan1288","correr","correr","correr","3"
"stan1288","correr prisa","koreɾ pɾisa","korerprisa","1"
"ital1282","correre","correre","correre","2"
"stan1289","corretja","kurɛd͡ʒə","kuredz@","2"
"port1283","correto","correto","correto","1"
"stan1288","corriente","corriente","corriente","2"
"port1283","corromper","koʀõper","koroper","1"
"stan1290","corrompre","kɔˈʁɔ̃ːpʁə","koropr@","1"
"roma1327","cort","cort","cort","1"
"port1283","cortar","cortar","cortar","2"
"stan1288","cortar","cortar","cortar","2"
"ital1282","corteccia","corteccia","corteccia","1"
"ital1282","corteccia, scorza","corteccia","corteccia","1"
"stan1288","corteza","corteza","corteza","1"
"ital1282","cortile","cortile","cortile","1"
"ital1282","corto","corto","corto","1"
"stan1288","corto","corto","corto","1"
"port1283","coruja","coruja","coruja","1"
"ital1282","corvo","corvo","corvo","1"
"port1283","corvo","corvo","corvo","2"
"ital1282","corvo imperiale","corvo imperiale","corvoimperiale","1"
"stan1288","corzo","corzo","corzo","1"
"port1283","corça","corça","corca","1"
"port1283","corço","corço","corco","1"
"stan1289","cos","cos","cos","1"
"ital1282","cosa","cosa","cosa","1"
"stan1288","cosa","cosa","cosa","1"
"stan1289","cosa","cosa","cosa","1"
"ital1282","cosa?","cosa?","cosa","1"
"ital1282","coscia","coscia","coscia","1"
"stan1288","cosecha","cosecha","cosecha","1"
"stan1288","cosechar","cosechar","cosechar","1"
"port1283","coser","kuˈzer","kuzer","1"
"stan1288","coser","coser","coser","1"
"roma1327","cosi","cosi","cosi","1"
"stan1289","cosina","cosina","cosina","1"
"stan1289","cosir","cosir","cosir","1"
"roma1327","cositor","cositor","cositor","1"
"roma1327","cosiţă","cosiţă","cosita","1"
"stan1289","cosí","cosí","cosi","1"
"ital1282","cospirazione","cospirazione","cospirazione","1"
"ital1282","costa","kosta","kosta","1"
"port1283","costa","costa","costa","2"
"stan1288","costa","costa","costa","2"
"stan1289","costa","costa","costa","2"
"stan1288","costado","costado","costado","1"
"port1283","costas","costas","costas","1"
"stan1289","costat","costat","costat","1"
"port1283","costela","costela","costela","1"
"stan1289","costella","costella","costella","1"
"stan1289","coster","kustɛ","kuste","1"
"stan1288","costilla","costilla","costilla","1"
"roma1327","costisitor","costisitor","costisitor","1"
"stan1293","costly","costly","costly","1"
"ital1282","costola","costola","costola","1"
"ital1282","costruire","costruire","costruire","1"
"stan1289","costum","costum","costum","1"
"stan1288","costumbre","costumbre","costumbre","1"
"ital1282","costume","costume","costume","1"
"port1283","costume","costume","costume","1"
"ital1282","costura","costura","costura","1"
"port1283","costura","costura","costura","1"
"stan1288","costura","costura","costura","1"
"stan1289","costura","costura","costura","1"
"port1283","costurar","costurar","costurar","1"
"stan1289","costāt","kustat̪","kustat","1"
"ital1282","così","kozi","kozi","1"
"roma1327","coş","coş","cos","2"
"roma1327","cot","cot","cot","1"
"stan1290","coteau","kɔˈto","koto","1"
"stan1289","cotell, coltell","cotell","cotell","1"
"roma1327","cotit","cotit","cotit","1"
"stan1288","coto","coto","coto","1"
"stan1290","coton","coton","coton","1"
"ital1282","cotone","cotone","cotone","1"
"port1283","cotovelo","cotovelo","cotovelo","1"
"stan1289","cotó","cotó","coto","1"
"ital1282","cotto","cotto","cotto","1"
"stan1293","cotton","cotton","cotton","1"
"stan1290","cou","cou","cou","1"
"stan1290","coucou","kuˈku","kuku","1"
"stan1290","coude","coude","coude","1"
"stan1290","coudre","coudre","coudre","1"
"stan1293","cough","cough","cough","1"
"stan1290","couler","couler","couler","3"
"stan1290","couleur","couleur","couleur","1"
"stan1290","couleuvre","couleuvre","couleuvre","1"
"stan1293","count","count","count","2"
"stan1293","country","country","country","1"
"stan1290","coupable","coupable","coupable","1"
"stan1290","coupe","coupe","coupe","1"
"stan1290","couper","couper","couper","2"
"stan1290","couple","couple","couple","1"
"stan1290","cour","cour","cour","2"
"stan1290","courageux","courageux","courageux","1"
"stan1290","courant","kuˈʁɑ̃","kura","1"
"stan1290","courbe","courbe","courbe","1"
"stan1290","courber","courber","courber","2"
"stan1289","coure","kɔwɾə","kowr@","2"
"stan1289","coure al forn","kuwɾə əɫ fɔɾn","kuwr@@lforn","1"
"stan1290","courge","courge","courge","1"
"stan1290","courir","courir","courir","2"
"port1283","couro","couro","couro","2"
"stan1290","couronne","couronne","couronne","1"
"stan1290","courroie","kuˈʁwa","kurwa","1"
"stan1290","court","court","court","1"
"stan1293","court","court","court","2"
"stan1293","cousin","cousin","cousin","1"
"stan1290","cousin/ cousine","cousin","cousin","1"
"stan1290","couteau","couteau","couteau","2"
"stan1290","couteau de charrue","couteau de charrue","couteaudecharrue","1"
"stan1290","coutre","coutre","coutre","1"
"stan1290","coutume","coutume","coutume","1"
"stan1290","couture","couture","couture","1"
"stan1290","couvercle","kuˈvɛʁklə","kuverkl@","1"
"stan1290","couverture","couverture","couverture","1"
"stan1290","couvrir","couvrir","couvrir","1"
"port1283","cova","kova","kova","1"
"stan1289","cova","cova","cova","1"
"roma1327","covaci","covaci","covaci","1"
"roma1327","covali","covali","covali","1"
"roma1327","covata","covata","covata","1"
"stan1293","cove","kəʊv","k@uv","1"
"stan1293","cover","cover","cover","2"
"port1283","covil","koviɫ","kovil","1"
"ital1282","covo","kovo","kovo","1"
"roma1327","covor","covor","covor","1"
"roma1327","covoraş","covoraş","covoras","1"
"stan1293","cow","cow","cow","1"
"port1283","coxa","coxa","coxa","1"
"port1283","coxear","coxear","coxear","1"
"port1283","coxo","coxo","coxo","1"
"dutc1256","coyote","coyote","coyote","1"
"stan1293","coyote","coyote","coyote","1"
"port1283","cozer","kuˈzer","kuzer","2"
"port1283","cozer no forno","cozer no forno","cozernoforno","1"
"port1283","cozido","cozido","cozido","1"
"port1283","cozinha","cozinha","cozinha","1"
"port1283","cozinhado","cozinhado","cozinhado","1"
"port1283","cozinhar","cozinhar","cozinhar","1"
"roma1327","coş","coş","cos","2"
"nort2697","coşğunluq","d͡ʒɔʃɣunluɡ","dzosgunlug","1"
"poli1260","córka","córka","corka","1"
"port1283","córrego","córrego","corrego","1"
"stan1289","córrer","córrer","correr","2"
"stan1290","côte","côte","cote","2"
"stan1290","côté","côté","cote","1"
"tami1289","coṟpoḻivu","coṟpoḻivu","corpolivu","1"
"tami1289","coṭṭutal","coṭṭutal","cottutal","1"
"roma1327","cracă","cracă","craca","1"
"stan1290","cracher","cracher","cracher","1"
"roma1327","cracă","krakə","krak@","2"
"stan1293","cradle","ˈkɹeɪdl","kreidl","1"
"stan1293","crag","crag","crag","1"
"stan1290","craindre","ˈkʁɛ̃ːdʁə","kredr@","0"
"stan1290","crainte","crainte","crainte","1"
"stan1293","crane","kɹeɪn","krein","1"
"stan1289","crani","crani","crani","1"
"ital1282","cranio","cranio","cranio","1"
"roma1327","craniu","craniu","craniu","1"
"stan1290","crasseux","crasseux","crasseux","1"
"roma1327","cratiţă","cratiţă","cratita","1"
"port1283","cravo","kravu","kravu","1"
"stan1293","crawl","crawl","crawl","1"
"stan1293","crazy","crazy","crazy","1"
"stan1288","cráneo","cráneo","craneo","1"
"stan1290","crâne","crâne","crane","1"
"port1283","crânio","crânio","cranio","1"
"roma1327","creangă","kre̯anɡə","kreang@","3"
"roma1327","creastă","creastă","creasta","1"
"stan1288","crecer","crecer","crecer","2"
"roma1327","crede","crede","crede","2"
"ital1282","credere","credere","credere","2"
"roma1327","credincios","credincios","credincios","1"
"roma1327","credinţă","credinţă","credinta","1"
"stan1293","creep","creep","creep","2"
"stan1288","creer","creer","creer","2"
"roma1327","creier","krejer","krejer","1"
"roma1327","creieri","creieri","creieri","1"
"stan1289","cremar","cremar","cremar","2"
"stan1289","cremar-se","cremar-se","cremarse","1"
"port1283","crer","crer","crer","1"
"port1283","crescer","crescer","crescer","2"
"ital1282","crescere","crescere","crescere","1"
"roma1327","creşte","creşte","creste","1"
"stan1289","creu","creu","creu","1"
"stan1289","creure","creure","creure","2"
"stan1290","creuser","creuser","creuser","2"
"roma1327","crevetă","crevetă","creveta","1"
"roma1327","crește","kreʃte","kreste","3"
"roma1327","creștet","kreʃtet","krestet","1"
"stan1289","créixer","créixer","creixer","1"
"stan1290","cri","kʁi","kri","1"
"port1283","criado","criado","criado","1"
"stan1288","criado","criado","criado","1"
"port1283","criança","criança","crianca","1"
"port1283","criança","ˈkrjɐ̃sɐ","krjasa","1"
"port1283","criar","krjar","krjar","1"
"stan1288","criar","kɾjaɾ","krjar","1"
"stan1289","criar","kɾia","kria","1"
"stan1288","cribar","cribar","cribar","1"
"stan1289","crida","kɾiðə","krid@","1"
"stan1289","cridar","cridar","cridar","2"
"stan1290","crier","crier","crier","1"
"stan1293","crime","crime","crime","1"
"roma1327","crimă","crimă","crima","2"
"stan1288","cristal","kɾistal","kristal","1"
"roma1327","crivat","crivat","crivat","1"
"croa1245","crkva","t͡sr̩̂ːkʋa","tsrkva","1"
"croa1245","crn","t͡sr̩̂ːn","tsrn","1"
"stan1290","croc","kʁo","kro","1"
"ital1282","croce","croce","croce","1"
"stan1290","crochet","crochet","crochet","1"
"roma1327","crocodil","crocodil","crocodil","1"
"stan1290","crocodile","crocodile","crocodile","1"
"stan1293","crocodile","crocodile","crocodile","1"
"stan1290","croire","croire","croire","2"
"roma1327","croitor","croitor","croitor","1"
"stan1290","croix","croix","croix","1"
"stan1290","croître","croître","croitre","1"
"roma1327","croĭtor","croĭtor","croitor","1"
"stan1293","crooked","crooked","crooked","1"
"stan1293","crop","crop","crop","1"
"stan1293","cross","cross","cross","1"
"stan1290","crotte","kʁɔt","krot","0"
"stan1293","crouch","crouch","crouch","1"
"stan1293","crow","crow","crow","1"
"stan1293","crowd","crowd","crowd","1"
"stan1290","croître","ˈkʁwɑːtʁə","krwatr@","1"
"croa1245","crta","t͡sr̩̂ta","tsrta","2"
"croa1245","crtati","t͡sr̩̂tati","tsrtati","0"
"port1283","cru","cru","cru","1"
"stan1289","cru","cru","cru","1"
"stan1290","cru","cru","cru","2"
"roma1327","cruce","cruce","cruce","1"
"stan1290","cruche","cruche","cruche","1"
"roma1327","crud","krud","krud","2"
"ital1282","crudo","crudo","crudo","1"
"stan1288","crudo","crudo","crudo","1"
"stan1293","crush","crush","crush","1"
"port1283","cruz","cruz","cruz","1"
"stan1288","cruz","cruz","cruz","1"
"croa1245","crv","t͡sr̩̂ːʋ","tsrv","1"
"croa1245","crven","t͡sř̩ʋɛn","tsrven","1"
"stan1293","cry","cry","cry","1"
"stan1293","cry out","cry out","cryout","1"
"stan1289","créixer","kɾeʃə","kres@","1"
"roma1327","crăcană","crăcană","cracana","1"
"hung1274","csak","t͡ʃɒk","tsak","1"
"hung1274","csal","t͡ʃɒl","tsal","1"
"hung1274","család","t͡ʃɒlaːd","tsalad","1"
"hung1274","csapda","t͡ʃɒpdɒ","tsapda","1"
"hung1274","csapás","t͡ʃɒpaːʃ","tsapas","1"
"hung1274","cselekszik","t͡ʃɛlɛksik","tseleksik","1"
"hung1274","csend","t͡ʃɛnd","tsend","1"
"hung1274","cseng","t͡ʃɛnɡ","tseng","1"
"hung1274","csenget","t͡ʃɛnɡɛt","tsenget","1"
"hung1274","csepp","t͡ʃɛpː","tsep","0"
"hung1274","csillag","t͡ʃilːɒɡ","tsilag","1"
"hung1274","csillog","t͡ʃilːoɡ","tsilog","1"
"hung1274","csinos","t͡ʃinoʃ","tsinos","1"
"hung1274","csinál","t͡ʃinaːl","tsinal","2"
"hung1274","csirke","csirke","csirke","1"
"hung1274","csiszol","t͡ʃisol","tsisol","1"
"hung1274","csizma","t͡ʃizmɒ","tsizma","1"
"hung1274","csomó","t͡ʃomoː","tsomo","1"
"hung1274","csont","t͡ʃont","tsont","1"
"hung1274","csorda","t͡ʃordɒ","tsorda","1"
"hung1274","csuk","t͡ʃuk","tsuk","1"
"hung1274","csuka","t͡ʃukɒ","tsuka","1"
"hung1274","csukott","t͡ʃukotː","tsukot","1"
"hung1274","csupasz","t͡ʃupɒs","tsupas","1"
"hung1274","csupán","t͡ʃupaːn","tsupan","1"
"hung1274","csésze","t͡ʃeːsɛ","tsese","1"
"hung1274","csókol","t͡ʃoːkol","tsokol","1"
"hung1274","csónak","t͡ʃoːnɒk","tsonak","1"
"hung1274","csökken","t͡ʃøkːɛn","tsoken","1"
"hung1274","csörömpöl","t͡ʃørømpøl","tsorompol","1"
"hung1274","csúcs","t͡ʃuːt͡ʃ","tsuts","2"
"hung1274","csütörtök","t͡ʃytørtøk","tsytortok","1"
"hung1274","cső","t͡ʃøː","tso","1"
"czec1258","ctíti","ctíti","ctiti","1"
"roma1327","cu","cu","cu","1"
"roma1327","cu anevoie","ku anevoje","kuanevoje","1"
"mand1415","cu cao11","cu cao11","cucao11","1"
"roma1327","cu greu","ku ɡrew","kugrew","1"
"roma1327","cu trăsura","cu trăsura","cutrasura","1"
"mand1415","cu1cao1","cu1cao1","cu1cao1","1"
"stan1289","cua","cua","cua","1"
"stan1288","cuadrado","cuadrado","cuadrado","1"
"stan1288","cuarenta","kwaɾenta","kwarenta","1"
"stan1288","cuarto","cuarto","cuarto","1"
"stan1288","cuatro","cuatro","cuatro","1"
"stan1288","cubo","kuβo","kubo","1"
"stan1288","cubrir","cubrir","cubrir","1"
"roma1327","cuc","kuk","kuk","1"
"stan1289","cuc","cuc","cuc","1"
"stan1289","cuca de llum","cuca de llum","cucadellum","1"
"stan1288","cucaracha","cucaracha","cucaracha","1"
"ital1282","cucchiaio","cucchiaio","cucchiaio","1"
"ital1282","cuccù","kukːu","kuku","1"
"stan1288","cuchara","cuchara","cuchara","1"
"stan1288","cuchichear","cuchichear","cuchichear","1"
"stan1288","cuchilla","cuchilla","cuchilla","1"
"stan1288","cuchillo","cuchillo","cuchillo","2"
"ital1282","cucina","cucina","cucina","1"
"ital1282","cucinare","cucinare","cucinare","1"
"ital1282","cucire","cucire","cucire","1"
"stan1293","cuckoo","ˈkʊkuː","kuku","1"
"port1283","cuco","kuku","kuku","1"
"stan1288","cuco","kuko","kuko","1"
"stan1289","cucut","kukut̪","kukut","1"
"roma1327","cucuvea","cucuvea","cucuvea","1"
"poli1260","cudzoziemiec","cudzoziemiec","cudzoziemiec","1"
"poli1260","cudzołóstwo","cudzołóstwo","cudzolostwo","1"
"poli1260","cudzy","t͡sud͡zɨ","tsudzi","1"
"slov1269","cudzí","t͡sud͡ziː","tsudzi","1"
"stan1290","cueillir","kœˈjiːʁ","koejir","1"
"stan1288","cuello","cuello","cuello","2"
"stan1288","cuenta","cuenta","cuenta","1"
"stan1288","cuento","kwento","kwento","2"
"stan1288","cuerda","cuerda","cuerda","2"
"stan1288","cuerda de pescar","cuerda de pescar","cuerdadepescar","1"
"stan1288","cuerno","cuerno","cuerno","1"
"stan1288","cuero","cuero","cuero","1"
"stan1288","cuerpo","cuerpo","cuerpo","1"
"stan1288","cuervo","cuervo","cuervo","2"
"stan1288","cuesta","kwesta","kwesta","1"
"stan1288","cueva","cueva","cueva","1"
"roma1327","cuget","kud͡ʒet","kudzet","1"
"roma1327","cugeta","cugeta","cugeta","1"
"ital1282","cugino/ cugina","cugino","cugino","1"
"roma1327","cui","kuj","kuj","1"
"roma1327","cuib","kujb","kujb","1"
"port1283","cuidar de","cuidar de","cuidarde","1"
"stan1290","cuiller","cuiller","cuiller","1"
"stan1289","cuina (lloc)","cuina lloc","cuinalloc","1"
"stan1289","cuinar","cuinar","cuinar","1"
"stan1289","cuinar al forn","cuinar al forn","cuinaralforn","1"
"stan1289","cuir","cuir","cuir","1"
"stan1290","cuir","cuir","cuir","1"
"stan1290","cuire","cuire","cuire","3"
"stan1290","cuire au four","cuire au four","cuireaufour","1"
"stan1290","cuisine","cuisine","cuisine","1"
"stan1290","cuisse","cuisse","cuisse","1"
"stan1289","cuit","cuit","cuit","1"
"stan1290","cuit","cuit","cuit","1"
"roma1327","cuiu","cuiu","cuiu","1"
"stan1290","cuivre","cuivre","cuivre","2"
"stan1289","cuixa","cuixa","cuixa","1"
"stan1289","cuïc","cuïc","cuic","1"
"poli1260","cukier","cukier","cukier","1"
"tami1289","cukkāṉ","cukkāṉ","cukkan","1"
"hung1274","cukor","cukor","cukor","1"
"hung1274","cukornád","cukornád","cukornad","1"
"czec1258","cukr","cukr","cukr","1"
"czec1258","cukrová třtina","cukrová třtina","cukrovatrtina","1"
"stan1290","culbuter","culbuter","culbuter","1"
"stan1288","culebra","culebra","culebra","1"
"roma1327","culege","culege","culege","2"
"roma1327","cules","cules","cules","1"
"ital1282","culla","kulːa","kula","1"
"ital1282","cullare","kulːare","kulare","0"
"stan1289","cullera","cullera","cullera","1"
"roma1327","culme","culme","culme","1"
"roma1327","culoare","culoare","culoare","1"
"port1283","culpa","culpa","culpa","2"
"stan1288","culpa","culpa","culpa","2"
"stan1289","culpa","culpa","culpa","2"
"stan1290","culpabilité","kylpabiliˈte","kylpabilite","1"
"stan1288","culpable","culpable","culpable","1"
"stan1289","culpable","culpable","culpable","1"
"port1283","culpado","culpado","culpado","1"
"roma1327","culpă","culpă","culpa","1"
"stan1289","culte","culte","culte","1"
"roma1327","cultiva","cultiva","cultiva","1"
"port1283","cultivar","cultivar","cultivar","1"
"stan1288","cultivar","cultivar","cultivar","1"
"stan1289","cultivar","cultivar","cultivar","1"
"stan1293","cultivate","cultivate","cultivate","1"
"stan1290","cultiver","cultiver","cultiver","1"
"dutc1256","cultiveren","cultiveren","cultiveren","1"
"stan1288","culto","culto","culto","1"
"port1283","cultura","cultura","cultura","1"
"stan1290","culture","culture","culture","1"
"roma1327","cum","kum","kum","1"
"nucl1301","cuma","d͡ʒuma","dzuma","1"
"nucl1301","cumartesi","d͡ʒumaɾtɛsi","dzumartesi","1"
"tami1289","cumaṅkali","cumaṅkali","cumankali","1"
"stan1288","cumbre","kumbɾe","kumbre","1"
"stan1288","cumbrera","cumbrera","cumbrera","1"
"port1283","cume","cume","cume","1"
"roma1327","cumpăra","cumpăra","cumpara","1"
"roma1327","cumpăra","kumpəra","kump@ra","1"
"mand1415","cun zi10","cun zi10","cunzi10","1"
"mand1415","cun1","cun1","cun1","1"
"mand1415","cun1zi","cun1zi","cun1zi","1"
"stan1288","cuna","kuna","kuna","1"
"ital1282","cunicolo","cunicolo","cunicolo","1"
"roma1327","cunoaşte","cunoaşte","cunoaste","1"
"roma1327","cunoaște","kuno̯aʃte","kunoaste","1"
"roma1327","cunoscut","kunoskut","kunoskut","1"
"roma1327","cununie","cununie","cununie","1"
"roma1327","cunună","cunună","cununa","1"
"port1283","cunículo","cunículo","cuniculo","1"
"mand1415","cuo1","cuo1","cuo1","1"
"mand1415","cuo4 (1)","cuo4 (1)","cuo41","1"
"mand1415","cuo4 (2)","cuo4 (2)","cuo42","1"
"mand1415","cuo4wu4","cuo4wu4","cuo4wu4","2"
"ital1282","cuocere","cuocere","cuocere","2"
"ital1282","cuoio","cuoio","cuoio","1"
"ital1282","cuore","cuore","cuore","1"
"port1283","cuoro","cuoro","cuoro","1"
"stan1293","cup","cup","cup","1"
"roma1327","cupă","cupă","cupa","1"
"ital1282","cupo","cupo","cupo","1"
"roma1327","cupolă","cupolă","cupola","1"
"ital1282","cuprico","cuprico","cuprico","1"
"roma1327","cupru","cupru","cupru","2"
"roma1327","cuptor","cuptor","cuptor","1"
"stan1288","cura","cura","cura","1"
"roma1327","curagios","curagios","curagios","1"
"tami1289","curaikkāy","curaikkāy","curaikkay","1"
"roma1327","curajos","curajos","curajos","1"
"port1283","curar","curar","curar","1"
"stan1288","curar","curar","curar","1"
"stan1289","curar","curar","curar","1"
"roma1327","curat","curat","curat","1"
"tami1289","curaṇṭutal","curaṇṭutal","curantutal","1"
"roma1327","curba","kurba","kurba","0"
"roma1327","curbat","curbat","curbat","1"
"roma1327","curcubeu","kurkubew","kurkubew","1"
"stan1293","cure","cure","cure","1"
"roma1327","curea","curea","curea","3"
"roma1327","curea de purtat","curea de purtat","cureadepurtat","1"
"roma1327","curent","kurent","kurent","1"
"stan1290","curé","curé","cure","1"
"roma1327","curge","curge","curge","1"
"roma1327","curge în șiroaie","kurd͡ʒe ɨn ʃiro̯aje","kurdzeinsiroaje","1"
"stan1293","current","ˈkʌɹənt","kr@nt","1"
"stan1293","curse","curse","curse","1"
"port1283","curso","ˈkursu","kursu","1"
"roma1327","cursă","kursə","kurs@","1"
"stan1289","curt","curt","curt","1"
"roma1327","curte","curte","curte","2"
"port1283","curto","curto","curto","1"
"stan1288","curuja","curuja","curuja","1"
"tami1289","curukkam","curukkam","curukkam","1"
"tami1289","curuṭṭutal","curuṭṭutal","curuttutal","1"
