,wordclass,l1,l2,Unnamed: 0,overlap,p,rho
38,A,cs,de,27506.8556701,13.3402061856,0.227474440893,0.472556514992
39,A,cs,en,28297.6494845,11.1546391753,0.241564364847,0.454901511734
40,A,cs,es,29085.1616162,12.1818181818,0.282356934466,0.431312146933
41,A,cs,eu,29804.9886364,7.39772727273,0.332348291647,0.371067838587
42,A,cs,fr,30559.5894737,10.8421052632,0.238861051479,0.432340778794
43,A,cs,he,31261.6931818,9.20454545455,0.254773693125,0.353403079742
44,A,cs,it,31988.8369565,11.7065217391,0.256556247453,0.445277813961
45,A,cs,ja,32681.8723404,6.95744680851,0.359275115169,0.319482269844
46,A,cs,ka,33347.2421053,9.90526315789,0.260894034215,0.417765138592
47,A,cs,kk,34048.4578313,7.0,0.413154697339,0.218219405166
48,A,cs,la,34739.1149425,6.90804597701,0.403919240792,0.266318801125
49,A,cs,lt,35490.2553191,12.3191489362,0.264942013764,0.416613551304
50,A,cs,nl,36273.9361702,10.6489361702,0.268763659064,0.465105056947
51,A,cs,no,37046.311828,10.9462365591,0.236533953813,0.460137467419
52,A,cs,pl,37808.4479167,17.90625,0.141698617309,0.511273658888
53,A,cs,pt,38567.3505155,10.9381443299,0.261090307377,0.425738863319
54,A,cs,ro,39332.34375,10.71875,0.261343178869,0.453838669034
55,A,cs,ru,40089.1538462,16.8021978022,0.180834210771,0.467764846006
56,A,da,be,40831.1875,9.675,0.32769568611,0.359338481084
57,A,da,ca,41606.9285714,10.4761904762,0.286671866648,0.384321231868
58,A,da,de,42456.1914894,12.914893617,0.28340425133,0.404342407613
59,A,da,en,43329.8947368,12.2526315789,0.229565559374,0.368205381672
60,A,da,es,44205.8210526,11.3684210526,0.268706097308,0.384222202907
61,A,da,eu,44998.6404494,8.24719101124,0.27185982392,0.375625365808
62,A,da,fr,45824.4574468,10.7234042553,0.263310212494,0.369051932467
63,A,da,he,46601.939759,8.61445783133,0.301521238439,0.288649095451
64,A,da,it,47380.9545455,10.7272727273,0.304068321308,0.325109048673
65,A,da,ja,48126.7446809,6.93617021277,0.360866720698,0.342854548975
66,A,da,ka,48839.8888889,8.84444444444,0.291853337185,0.36351953786
67,A,da,kk,49579.8571429,6.84415584416,0.39264419276,0.186021682414
68,A,da,la,50308.4605263,5.40789473684,0.359366189588,0.275497410023
69,A,da,nl,51126.344086,12.5806451613,0.219420537232,0.514546389152
70,A,da,pt,51985.9375,10.6354166667,0.294005267813,0.379281213137
71,A,da,ro,52813.0879121,10.1868131868,0.326152489706,0.370254557117
72,A,de,be,53597.1204819,10.9879518072,0.253752651004,0.414388188243
73,A,de,ca,54394.9204545,10.375,0.261594221835,0.407577238344
74,A,de,en,55265.87,13.48,0.203337878923,0.406957081213
75,A,de,es,56174.7010309,12.7113402062,0.28670727758,0.38528168415
76,A,de,eu,56993.625,8.42045454545,0.281083426324,0.359916692802
77,A,de,fr,57847.8210526,11.8526315789,0.281127111838,0.367024779868
78,A,de,he,58663.0714286,9.86904761905,0.28869248013,0.35904221799
79,A,de,it,59472.8043478,11.6086956522,0.245149692518,0.39651967495
80,A,de,ja,60250.6041667,7.22916666667,0.346612601192,0.427413525267
81,A,de,ka,60966.3404255,9.72340425532,0.252015665022,0.432454407255
82,A,de,kk,61736.278481,7.50632911392,0.36889797801,0.28211044077
83,A,de,la,62500.2405063,5.77215189873,0.392345297512,0.209866952017
84,A,de,nl,63364.2680412,15.6597938144,0.241487837205,0.470087912583
85,A,de,pt,64269.1818182,11.1919191919,0.279935285102,0.364778185344
86,A,de,ro,65135.4787234,10.6595744681,0.285658533841,0.35499645901
87,A,en,be,65909.4634146,9.98780487805,0.223457494489,0.463271459766
88,A,en,ca,66700.3370787,11.1123595506,0.248995404577,0.340464918706
89,A,en,es,67560.377551,13.3367346939,0.216796129326,0.397847392708
90,A,en,eu,68372.5227273,9.0,0.311681389445,0.296497899597
91,A,en,fr,69204.6701031,13.0,0.271452882146,0.418354442147
92,A,en,he,70017.6404494,9.65168539326,0.338140736943,0.311526945906
93,A,en,it,70827.8043478,12.0652173913,0.259689614727,0.347353683251
94,A,en,ja,71601.8958333,7.33333333333,0.246813094193,0.456869257555
95,A,en,ka,72323.5894737,9.31578947368,0.279857636992,0.330180456273
96,A,en,kk,73080.2962963,7.85185185185,0.362783125935,0.244456995163
97,A,en,la,73832.6527778,5.33333333333,0.305458955828,0.283465702354
98,A,en,pt,74656.7525773,12.4329896907,0.264624405956,0.400240856912
99,A,en,ro,75509.3157895,9.90526315789,0.315642155769,0.328164283654
100,A,en,ru,76324.5617978,11.797752809,0.215658447875,0.440701934879
101,A,eu,be,77047.4050633,7.41772151899,0.373523445665,0.293760433251
102,A,eu,es,77800.4021739,8.94565217391,0.253909194674,0.420942965131
103,A,eu,he,78511.275,6.4875,0.310174242314,0.379268554984
104,A,fi,be,79246.7590361,9.96385542169,0.20625042334,0.426078044175
105,A,fi,bg,79983.6774194,11.0107526882,0.223108143869,0.473348306908
106,A,fi,ca,80716.4712644,10.4252873563,0.303554998299,0.432583338608
107,A,fi,cs,81493.2604167,13.5208333333,0.239209115085,0.447084553984
108,A,fi,da,82291.212766,11.585106383,0.220754447341,0.53333624031
109,A,fi,de,83147.4375,12.1666666667,0.245372754316,0.400288322404
110,A,fi,en,83986.0851064,11.414893617,0.278083436149,0.42604721706
111,A,fi,es,84834.2604167,12.3020833333,0.20263984523,0.494468696142
112,A,fi,eu,85625.5294118,8.75294117647,0.28463463833,0.391781721222
113,A,fi,fr,86435.6666667,11.4838709677,0.247274006924,0.448413984055
114,A,fi,he,87192.0,9.5119047619,0.278537596487,0.408599104857
115,A,fi,hi,87937.6526316,8.93684210526,0.343121418651,0.220981393281
116,A,fi,hr,88675.7142857,10.9761904762,0.201371284697,0.502418110274
117,A,fi,hu,89450.9473684,12.7473684211,0.194641535847,0.504161410717
118,A,fi,hy,90209.8666667,9.42222222222,0.312966240394,0.354273076947
119,A,fi,it,90997.3370787,10.8314606742,0.344640740348,0.324484979646
120,A,fi,ja,91744.9583333,7.8125,0.291161180161,0.347209238983
121,A,fi,ka,92440.0879121,9.76923076923,0.274507397938,0.419228835555
122,A,fi,kk,93169.835443,7.87341772152,0.385846467739,0.283477510797
123,A,fi,la,93895.2560976,6.63414634146,0.361259157343,0.225362283057
124,A,fi,lt,94689.2417582,11.4285714286,0.27252047744,0.406608800571
125,A,fi,nl,95519.0666667,10.9333333333,0.235679159312,0.45471288058
126,A,fi,no,96348.1304348,11.9565217391,0.233967459663,0.482585231386
127,A,fi,pl,97130.655914,13.2150537634,0.219010366115,0.445224791461
128,A,fi,pt,97922.7894737,11.5789473684,0.269663299337,0.420218012376
129,A,fi,ro,98732.4193548,10.7204301075,0.277537336093,0.406075766864
130,A,fi,ru,99524.5842697,13.1011235955,0.271549736013,0.391739013087
131,A,fi,sk,100310.445652,11.8043478261,0.226360106572,0.459966794823
132,A,fr,be,101062.536585,9.43902439024,0.306538706303,0.339596965566
133,A,fr,ca,101857.595506,14.0561797753,0.202825905727,0.470086170493
134,A,fr,es,102718.395833,15.03125,0.192722859664,0.510855096598
135,A,fr,eu,103521.033333,8.93333333333,0.277660343047,0.41424350168
136,A,fr,he,104267.590909,9.29545454545,0.292765910013,0.39594384318
137,A,fr,it,105057.088889,13.7444444444,0.205884663948,0.534319427639
138,A,fr,ja,105817.306122,7.04081632653,0.350985407267,0.332667603497
139,A,fr,ka,106511.83871,8.74193548387,0.342658560762,0.381558464625
140,A,fr,kk,107242.121951,7.51219512195,0.38750406997,0.200947726654
141,A,fr,pt,108073.526316,14.4210526316,0.145478578008,0.595458057346
142,A,fr,ro,108920.376344,10.1935483871,0.287672400696,0.41353963862
143,A,he,be,109629.24359,7.89743589744,0.288125873581,0.370632558996
144,A,he,es,110365.573034,9.39325842697,0.265504411878,0.361442477571
145,A,hi,be,111077.345238,7.66666666667,0.402303830187,0.187913159381
146,A,hi,bg,111749.920455,8.32954545455,0.375222360931,0.2582297625
147,A,hi,ca,112406.433735,8.28915662651,0.404035196742,0.200794352223
148,A,hi,cs,113098.547368,8.28421052632,0.346408343138,0.231588095314
149,A,hi,da,113806.638298,8.15957446809,0.379904807906,0.208935671075
150,A,hi,de,114564.25,9.08333333333,0.359341264604,0.220159984561
151,A,hi,en,115313.453608,9.11340206186,0.396217423932,0.233561859769
152,A,hi,es,116074.25,9.16666666667,0.334251185173,0.294842152071
153,A,hi,eu,116777.093023,7.68604651163,0.325721598935,0.344840019408
154,A,hi,fr,117486.655914,8.74193548387,0.358527352057,0.292648256543
155,A,hi,he,118158.835294,7.63529411765,0.368158856054,0.202649422594
156,A,hi,hr,118839.682927,7.58536585366,0.373133259671,0.303171054248
157,A,hi,hy,119483.411111,7.67777777778,0.359530239042,0.284027751714
158,A,hi,it,120174.808989,8.31460674157,0.369844686237,0.192550757034
159,A,hi,ja,120827.0,6.32608695652,0.430997621003,0.0854179992685
160,A,hi,ka,121458.197802,7.83516483516,0.33266464313,0.361006246278
161,A,hi,kk,122127.151899,6.60759493671,0.364325761518,0.304656449251
162,A,hi,la,122776.846154,5.08974358974,0.347016805844,0.11462661767
163,A,hi,lt,123463.078652,7.55056179775,0.383307650796,0.312134193899
164,A,hi,nl,124194.122222,8.26666666667,0.385361406217,0.242325878726
165,A,hi,no,124923.12766,8.70212765957,0.34111984365,0.271691025661
166,A,hi,pl,125626.741935,8.47311827957,0.359149433455,0.227651753555
167,A,hi,pt,126335.494624,8.77419354839,0.307252053573,0.290048892604
168,A,hi,ro,127053.087912,7.94505494505,0.408874460644,0.230080673058
169,A,hi,ru,127753.755814,8.18604651163,0.385727611476,0.223106212693
170,A,hi,sk,128440.022222,7.56666666667,0.331009985467,0.273741014472
171,A,hr,be,129126.592105,11.0789473684,0.262800193745,0.368278024368
172,A,hr,ca,129845.526316,8.85526315789,0.285046638363,0.410743163071
173,A,hr,cs,130576.348837,13.1279069767,0.168470925117,0.4784755486
174,A,hr,da,131324.879518,9.95180722892,0.212397961859,0.53689281145
175,A,hr,de,132102.127907,10.9302325581,0.26313230941,0.362676971545
176,A,hr,en,132863.072289,10.1204819277,0.286382437588,0.408864499266
177,A,hr,es,133635.104651,10.1860465116,0.278754268581,0.453863234998
178,A,hr,eu,134340.857143,7.2987012987,0.31555915274,0.351226360895
179,A,hr,fr,135078.024096,9.89156626506,0.252492191934,0.481806631442
180,A,hr,he,135767.662338,8.74025974026,0.280038748756,0.335707361043
181,A,hr,it,136477.012987,9.64935064935,0.299743323128,0.391520707023
182,A,hr,ja,137148.804348,6.23913043478,0.374147863423,0.30233261003
183,A,hr,ka,137785.025,8.9125,0.256196831399,0.390696528684
184,A,hr,kk,138468.571429,6.5,0.42474226454,0.178322672932
185,A,hr,la,139160.91358,6.20987654321,0.400772673462,0.194494168678
186,A,hr,lt,139895.390244,10.8048780488,0.259160147634,0.417236827579
187,A,hr,nl,140655.740741,9.77777777778,0.232228019733,0.465344071708
188,A,hr,no,141418.073171,10.5487804878,0.222868152579,0.508460196487
189,A,hr,pl,142158.488095,13.5476190476,0.205166499545,0.434872828011
190,A,hr,pt,142906.047059,9.68235294118,0.285290700896,0.410979393728
191,A,hr,ro,143652.604938,9.41975308642,0.247518091843,0.392186049112
192,A,hr,ru,144393.6125,13.175,0.248799419239,0.439813180611
193,A,hr,sk,145132.691358,11.7037037037,0.166587833264,0.543483452327
194,A,hu,be,145859.988235,10.5647058824,0.253700516227,0.39394755291
195,A,hu,bg,146597.873684,11.3894736842,0.200088159888,0.453198209963
196,A,hu,ca,147315.034091,10.2954545455,0.278038170131,0.43318662854
197,A,hu,cs,148059.777778,13.0404040404,0.167929048195,0.510700511911
198,A,hu,da,148831.294737,11.3263157895,0.237352072192,0.451868120024
199,A,hu,de,149664.877551,13.2755102041,0.239724446184,0.447749888772
200,A,hu,en,150494.33,11.88,0.188731261152,0.42783418624
201,A,hu,es,151327.191919,12.1313131313,0.217963994572,0.480508907472
202,A,hu,eu,152081.923913,8.63043478261,0.300718065267,0.336672363935
203,A,hu,fr,152859.628866,11.3195876289,0.240264654088,0.475983057142
204,A,hu,he,153584.384615,9.13186813187,0.220730171668,0.369032357042
205,A,hu,hi,154306.648936,8.90425531915,0.36035897811,0.225811535427
206,A,hu,hr,155034.597701,10.4482758621,0.237010123466,0.46501187494
207,A,hu,hy,155749.978947,10.4210526316,0.291821346415,0.34005885944
208,A,hu,it,156518.847826,10.9565217391,0.241634075765,0.490680683249
209,A,hu,ja,157241.4375,7.08333333333,0.272941270483,0.376634814576
210,A,hu,ka,157931.691489,10.7340425532,0.230881397827,0.443227513535
211,A,hu,kk,158664.1375,7.725,0.350789738073,0.325805813504
212,A,hu,la,159389.5,5.40476190476,0.283137938935,0.298769480199
213,A,hu,lt,160165.065217,10.9782608696,0.259877049679,0.423443495937
214,A,hu,nl,160981.478723,11.6382978723,0.260103931733,0.489731083574
215,A,hu,no,161784.12766,11.5212765957,0.21354196042,0.480265544818
216,A,hu,pl,162556.863158,13.3263157895,0.178997002346,0.534682675545
217,A,hu,pt,163333.55,11.19,0.214341090478,0.445040604127
218,A,hu,ro,164121.927083,11.0833333333,0.316709362471,0.36808126037
219,A,hu,ru,164897.033333,12.5666666667,0.198347849353,0.468203717753
220,A,hu,sk,165659.505376,11.1720430108,0.20652235387,0.473437799209
221,A,hy,be,166354.13253,10.0240963855,0.291634174757,0.386385438643
222,A,hy,bg,167034.413793,9.40229885057,0.341275588261,0.354335044841
223,A,hy,ca,167697.057471,8.33333333333,0.283898976678,0.301067732423
224,A,hy,cs,168409.308511,8.76595744681,0.240202482692,0.412739507859
225,A,hy,da,169134.617978,8.91011235955,0.284023532079,0.376909427172
226,A,hy,de,169898.833333,9.38888888889,0.358120366508,0.246465518665
227,A,hy,en,170654.526882,10.3225806452,0.280635046365,0.324535845751
228,A,hy,es,171421.315789,9.12631578947,0.308734564057,0.335692568237
229,A,hy,eu,172140.321429,7.38095238095,0.297957890119,0.285258193617
230,A,hy,fr,172867.802198,8.76923076923,0.328079690906,0.35772498875
231,A,hy,he,173557.232558,7.58139534884,0.337281294383,0.244865761955
232,A,hy,hr,174252.921053,8.39473684211,0.325197740751,0.235009244903
233,A,hy,it,174943.151163,8.74418604651,0.325735591834,0.305844502849
234,A,hy,ja,175614.155556,6.15555555556,0.356652264715,0.277121123564
235,A,hy,ka,176262.978495,9.34408602151,0.309116902519,0.314964857239
236,A,hy,kk,176935.844156,7.74025974026,0.348750460561,0.296668594979
237,A,hy,la,177616.039474,5.65789473684,0.365784598054,0.125685524242
238,A,hy,lt,178337.761364,8.5,0.316244783888,0.405039896577
239,A,hy,nl,179093.855556,8.58888888889,0.308240167547,0.262445816657
240,A,hy,no,179841.876404,8.80898876404,0.320616921917,0.297821330259
241,A,hy,pl,180578.206522,9.67391304348,0.306931922429,0.354953538835
242,A,hy,pt,181303.208791,8.69230769231,0.335022860653,0.269107501937
243,A,hy,ro,182041.662921,8.34831460674,0.33386765575,0.386506372719
244,A,hy,ru,182768.235955,9.52808988764,0.363076068846,0.252380434821
245,A,hy,sk,183492.170455,8.47727272727,0.35405909856,0.321521252275
246,A,it,be,184199.133333,9.0,0.336644838888,0.358737507955
247,A,it,es,184976.311828,14.1612903226,0.223435690281,0.438528196844
248,A,it,eu,185712.829268,8.28048780488,0.305505009242,0.418012883842
249,A,it,he,186412.156627,8.28915662651,0.409367671358,0.287735662614
250,A,it,ja,187117.391304,7.04347826087,0.291087846795,0.297908749022
251,A,it,ka,187773.655172,8.58620689655,0.296072380396,0.392133287355
252,A,it,kk,188469.802632,6.77631578947,0.397117781939,0.224006982507
253,A,it,ro,189214.146067,10.8426966292,0.310596784692,0.368073777574
254,A,ja,be,189890.860465,5.90697674419,0.372041309455,0.395632157411
255,A,ja,es,190594.104167,8.375,0.283521425692,0.325938971142
256,A,ja,eu,191253.255814,5.74418604651,0.320545535311,0.368514532252
257,A,ja,he,191902.26087,6.69565217391,0.347357600203,0.34997382992
258,A,ja,ka,192534.104167,5.97916666667,0.364181427133,0.271854882059
259,A,ka,be,193168.8375,10.4,0.25689736014,0.408157576564
260,A,ka,es,193883.170213,9.07446808511,0.288984712094,0.407651278189
261,A,ka,eu,194566.084337,7.68674698795,0.283630751156,0.393165098502
262,A,ka,he,195208.568182,7.71590909091,0.331381979078,0.189687694075
263,A,kk,be,195894.380282,7.53521126761,0.394111017175,0.279762685755
264,A,kk,es,196658.690476,7.2380952381,0.384829769562,0.204009362756
265,A,kk,eu,197382.506849,6.04109589041,0.396051816439,0.256496760041
266,A,kk,he,198069.957746,5.74647887324,0.461507056277,0.149455325313
267,A,kk,ja,198753.75,5.675,0.469114107045,0.150092066819
268,A,kk,ka,199399.78481,7.46835443038,0.329167243868,0.190590608174
269,A,la,be,200073.1375,6.8375,0.397598200354,0.190081071404
270,A,la,ca,200774.753425,5.54794520548,0.345652304134,0.185412409042
271,A,la,es,201515.755814,6.11627906977,0.397407293954,0.176305287683
272,A,la,eu,202211.367647,5.08823529412,0.401346408988,0.193478081626
273,A,la,fr,202927.56962,5.83544303797,0.337794855813,0.271456988913
274,A,la,he,203602.16,5.13333333333,0.400887840956,0.0907539870932
275,A,la,it,204291.328947,5.55263157895,0.410435143054,0.229045123369
276,A,la,ja,204946.305556,4.69444444444,0.362126521584,0.244244992034
277,A,la,ka,205565.0,5.35802469136,0.34865259133,0.314309635942
278,A,la,kk,206228.550725,5.36231884058,0.36162724001,0.0807581919343
279,A,la,pt,206958.022989,5.86206896552,0.305432424276,0.197261912141
280,A,la,ro,207685.84507,5.38028169014,0.288129684034,0.25550238142
281,A,lt,be,208427.301205,11.8313253012,0.27405889762,0.442774833186
282,A,lt,ca,209175.702381,9.4880952381,0.31549971745,0.328165083056
283,A,lt,da,209965.444444,9.44444444444,0.247481197581,0.385775901417
284,A,lt,de,210797.56044,11.0659340659,0.30765138504,0.446054510449
285,A,lt,en,211611.955056,9.31460674157,0.346746434482,0.304082044231
286,A,lt,es,212435.131868,10.3956043956,0.229337992883,0.361076284778
287,A,lt,eu,213196.170732,7.26829268293,0.337239450859,0.257290211163
288,A,lt,fr,213972.8,9.3,0.255219981587,0.418971714255
289,A,lt,he,214709.506173,9.56790123457,0.289254305178,0.343802943761
290,A,lt,it,215452.732558,9.38372093023,0.245727690178,0.398448136821
291,A,lt,ja,216170.040816,5.77551020408,0.235815301052,0.365017798474
292,A,lt,ka,216846.078652,9.57303370787,0.289880069489,0.363890131866
293,A,lt,kk,217569.210526,6.61842105263,0.319871532936,0.28048951557
294,A,lt,la,218296.646341,6.4756097561,0.418913310551,0.219375557495
295,A,lt,nl,219095.255814,9.79069767442,0.27565499989,0.433303981229
296,A,lt,no,219900.329412,10.1294117647,0.278614208442,0.386985907325
297,A,lt,pt,220706.467391,9.79347826087,0.263297999999,0.464442348715
298,A,lt,ro,221496.404494,9.41573033708,0.265191540554,0.409239125716
299,A,nl,be,222262.036585,8.81707317073,0.271742234723,0.382174179667
300,A,nl,ca,223063.267442,10.6395348837,0.25398975431,0.417912826108
301,A,nl,en,223927.043011,13.7311827957,0.197535137539,0.451371366218
302,A,nl,es,224826.16129,12.311827957,0.239815852007,0.454458883859
303,A,nl,eu,225631.837209,8.08139534884,0.30293021698,0.373758773556
304,A,nl,fr,226483.817204,11.4193548387,0.282932442358,0.399754374918
305,A,nl,he,227285.148148,8.44444444444,0.293064848432,0.316638569087
306,A,nl,it,228096.545455,10.7045454545,0.296260324835,0.345391951659
307,A,nl,ja,228874.111111,7.2,0.325800003215,0.330218608501
308,A,nl,ka,229583.430233,8.90697674419,0.299528757795,0.402973770554
309,A,nl,kk,230352.986667,6.56,0.440389360402,0.201356670432
310,A,nl,la,231109.816901,4.7323943662,0.288810378101,0.269745672862
311,A,nl,pt,231945.138298,11.2127659574,0.295319709353,0.377629352433
312,A,nl,ro,232787.719101,9.48314606742,0.310925665386,0.38776145596
313,A,no,be,233554.012346,9.98765432099,0.283021069682,0.40252882224
314,A,no,ca,234319.070588,10.1411764706,0.255217835837,0.381183715004
315,A,no,da,235164.622449,17.3673469388,0.1279429741,0.595156190239
316,A,no,de,236049.431579,12.8421052632,0.24263746759,0.46772367492
317,A,no,en,236907.752577,12.1340206186,0.234642140684,0.465692716663
318,A,no,es,237768.141304,11.4782608696,0.250693739399,0.435552202509
319,A,no,eu,238548.011236,8.11235955056,0.238741394193,0.422052987851
320,A,no,fr,239354.347826,11.3695652174,0.242234610672,0.414763350829
321,A,no,he,240114.517647,8.78823529412,0.233935997399,0.338570100587
322,A,no,it,240889.632184,10.6206896552,0.279274631676,0.34488886612
323,A,no,ja,241630.755556,6.82222222222,0.254507218521,0.292076475641
324,A,no,ka,242318.086957,8.73913043478,0.257335130073,0.445270941663
325,A,no,kk,243046.423077,7.12820512821,0.39812304486,0.15981877977
326,A,no,la,243766.428571,5.53246753247,0.350406416067,0.229446070536
327,A,no,nl,244573.56044,12.1428571429,0.172047128589,0.532533052583
328,A,no,pt,245418.4,10.9157894737,0.26656573743,0.437797577313
329,A,no,ro,246234.152174,9.85869565217,0.281169963682,0.359133727515
330,A,pl,be,246995.905882,13.6470588235,0.217957420855,0.487322315711
331,A,pl,ca,247723.206897,11.3103448276,0.248074771994,0.440944811137
332,A,pl,da,248468.836957,11.5217391304,0.230270729934,0.403567215388
333,A,pl,de,249250.442105,14.0736842105,0.24050880608,0.50016051516
334,A,pl,en,250018.393617,11.7659574468,0.264560931753,0.359265636795
335,A,pl,es,250791.021277,13.085106383,0.272437823794,0.44343391277
336,A,pl,eu,251498.894118,8.02352941176,0.299535585898,0.375428861295
337,A,pl,fr,252241.924731,12.064516129,0.191731527584,0.478246367805
338,A,pl,he,252936.783133,10.5662650602,0.268113446817,0.363275263018
339,A,pl,it,253649.574713,11.908045977,0.285803641188,0.435575279924
340,A,pl,ja,254334.489362,7.6170212766,0.199491777936,0.506046910741
341,A,pl,ka,254991.73913,9.94565217391,0.240852901529,0.409814927427
342,A,pl,kk,255684.884615,7.55128205128,0.372134224393,0.270922448237
343,A,pl,la,256388.581395,7.81395348837,0.340758141493,0.244922754979
344,A,pl,lt,257128.593407,14.1098901099,0.199214371566,0.49540798613
345,A,pl,nl,257901.098901,11.3736263736,0.194739682558,0.522395488792
346,A,pl,no,258661.666667,12.0444444444,0.222008237262,0.458637751281
347,A,pl,pt,259419.884211,11.7894736842,0.270861222773,0.455567523944
348,A,pl,ro,260180.5,11.0434782609,0.313051549609,0.375779679413
349,A,pl,ru,260941.370787,18.8202247191,0.162178691593,0.506840405065
350,A,pt,be,261682.129412,9.25882352941,0.348290795998,0.344524290597
351,A,pt,es,262515.808081,17.5454545455,0.153997309223,0.560713086947
352,A,pt,eu,263328.455556,8.83333333333,0.317062915972,0.302966907559
353,A,pt,he,264077.579545,8.84090909091,0.240664776803,0.364193380859
354,A,pt,it,264874.032967,13.956043956,0.255526819025,0.483205148233
355,A,pt,ja,265634.285714,7.42857142857,0.29721628522,0.40947005082
356,A,pt,ka,266339.71875,8.98958333333,0.259703767039,0.314881908112
357,A,pt,kk,267082.073171,7.51219512195,0.438474245692,0.212226499404
358,A,pt,ro,267882.319149,10.8404255319,0.298764083998,0.388314812434
359,A,ro,be,268637.240964,8.96385542169,0.330614304291,0.368408138522
360,A,ro,es,269434.170213,11.5106382979,0.233448141938,0.463305300726
361,A,ro,eu,270192.464286,8.13095238095,0.274136915614,0.458888810832
362,A,ro,he,270913.626506,8.43373493976,0.31958010564,0.283420263954
363,A,ro,ja,271653.571429,7.57142857143,0.358777338338,0.238413059331
364,A,ro,ka,272334.366667,8.46666666667,0.322719551646,0.39620894714
365,A,ro,kk,273054.911392,7.53164556962,0.396973569149,0.174933751674
366,A,ru,be,273815.888889,15.0740740741,0.22171239098,0.486079255804
367,A,ru,ca,274581.45679,9.95061728395,0.285680096856,0.347815927509
368,A,ru,da,275356.05618,11.4719101124,0.265078289406,0.353977296908
369,A,ru,de,276175.0,12.6179775281,0.268015129614,0.384308045908
370,A,ru,en,276985.561798,11.797752809,0.215658447875,0.440701934879
371,A,ru,es,277800.977528,12.7078651685,0.289815970442,0.345583858854
372,A,ru,eu,278555.259259,8.01234567901,0.309848642548,0.250992481057
373,A,ru,fr,279329.078652,11.1797752809,0.261321235107,0.363725421291
374,A,ru,he,280055.17284,10.5925925926,0.265180302156,0.320357881387
375,A,ru,it,280808.731707,11.3902439024,0.281077231567,0.420495816494
376,A,ru,ja,281529.911111,6.97777777778,0.358800613453,0.327451716996
377,A,ru,ka,282219.689655,10.7816091954,0.2513348324,0.455375785719
378,A,ru,kk,282950.233766,7.44155844156,0.352195373282,0.271768974616
379,A,ru,la,283674.4,7.7375,0.347884579813,0.173580876739
380,A,ru,lt,284448.154762,13.5119047619,0.255864662095,0.430027085138
381,A,ru,nl,285253.176471,10.3294117647,0.281253575387,0.370824424903
382,A,ru,no,286050.563218,11.5632183908,0.24105589976,0.422121612895
