"","xd_id","iso_6933","N_iso_shared","DialectLanguageGlottocode","DialectLanguageLevel","FamilyGlottocode","FamilyLevel","AdminComments","soc_id","autotyp.area","latitude","longitude"
"1186","xd373","tey",1,"tuli1249","language","kadu1256","family","","Ai42","African Savannah",12,29
"1187","xd1042","tfn",1,"tana1289","language","atha1245","family","","Na26","Alaska-Oregon",62.1,-144.1
"1188","xd731","tha",1,"thai1261","language","taik1256","family","","Ej9","Southeast Asia",15,100
"1189","xd1142","thp",1,"thom1243","language","sali1255","family","","Nd10","Alaska-Oregon",50,-122
"1190","xd1043","tht",1,"tahl1239","language","atha1245","family","","Na27","Oceania",58,-131
"1191","xd506","thv",2,"hogg1238","dialect","afro1255","family","","Cc9","N Africa",23,6
"1192","xd508","tia",1,"tidi1241","language","afro1255","family","","Cd10","N Africa",34,-2
"1193","xd372","tic",1,"tira1254","language","heib1242","family","","Ai41","African Savannah",11,30
"1194","xd444","tig",2,"mans1267","dialect","afro1255","family","","Ca36","Greater Abyssinia",18,38
"1195","xd446","tig",2,"mans1267","dialect","afro1255","family","","Ca38","Greater Abyssinia",17,39
"1196","xd177","tik",2,"band1349","dialect","atla1278","family","","Ae55","African Savannah",6,10
"1197","xd180","tik",2,"tige1238","dialect","atla1278","family","","Ae58","African Savannah",6,12
"1198","xd1080","til",1,"till1254","language","sali1255","family","","Nb20","Alaska-Oregon",45,-124
"1199","xd437","tir",1,"tigr1271","language","afro1255","family","","Ca3","Greater Abyssinia",14,39
"1200","xd320","tiv",1,"tivv1240","language","atla1278","family","","Ah3","African Savannah",7,9
"1201","xd1260","tix",1,"sout2961","language","kiow1265","family","","Nh10","Basin and Plains",35,-107
"1202","xd977","tjw",1,"west2443","language","pama1250","family","","B133","S Australia",-35.86,141.38
"1203","xd695","tkg",1,"tesa1236","language","aust1307","family","","Eh9","Southeast Asia",-23,47.7
"1204","xd885","tkl",1,"toke1240","language","aust1307","family","","Ii6","Oceania",-9.1,-171.9
"1205","xd881","tkp",1,"tiko1237","language","aust1307","family","","Ii2","Oceania",-12,168
"1206","xd760","tlb",1,"tobe1252","language","nort2923","family","","Ic10","Oceania",1,128
"1207","xd1082","tli",2,"tlin1245","language","atha1245","family","Note northern and southern tlingit considered distinct dialects of tli by some, but no codes available in Glottolog.","Nb22","Alaska-Oregon",58,-134
"1208","xd144","tll",1,"tete1250","language","atla1278","family","","Ae25","S Africa",-4,25
"1209","xd814","tmj",1,"sama1240","language","kwer1242","family","","Ie36","N Coast New Guinea",-3,140
"1210","xd590","tmr",1,"jewi1240","language","afro1255","family","","Cj4","Greater Mesopotamia",32,45
"1211","xd1333","tnq",1,"tain1254","language","araw1281","family","","Sb8","Mesoamerica",20,-75
"1212","xd1395","tob",1,"toba1269","language","guai1249","family","","Sh8","SE South America",-25,-60
"1213","xd188","tod",1,"toma1245","language","mand1469","family","","Af11","African Savannah",11,-9
"1214","xd37","tog",1,"tong1321","language","atla1278","family","","Ac13","S Africa",-11.95,34
"1215","xd56","toi",1,"tong1318","language","atla1278","family","","Ac30","S Africa",-18,28
"1216","xd1103","tol",1,"tolo1259","language","atha1245","family","","Nb6","California",42,-124
"1217","xd878","ton",1,"tong1325","language","aust1307","family","","Ii12","Oceania",-19.9,-174.1
"1218","xd400","toq",1,"topo1242","language","nilo1247","family","","Aj24","African Savannah",5,34
"1219","xd1303","tos",1,"high1243","language","toto1251","family","","Nj4","Mesoamerica",20,-97
"1220","xd1284","tow",1,"jeme1245","language","kiow1265","family","","Nh8","Basin and Plains",36,-107
"1221","xd1416","tpn",1,"tupi1273","language","tupi1275","family","","Sj8","NE South America",-8,-35.4
"1222","xd855","tpz",1,"tinp1237","language","aust1307","family","","Ig3","Oceania",-5.6,154.85
"1223","xd1414","tqb",1,"temb1276","language","tupi1275","family","","Sj6","NE South America",-3,-46
"1224","xd1141","tqn",1,"teni1238","language","saha1239","family","","Nd1","Basin and Plains",45,-121
"1225","xd423","tsb",1,"tsam1247","language","afro1255","family","","Ca17","Greater Abyssinia",5,37
"1226","xd1104","tsi",1,"nucl1649","language","tsim1258","family","","Nb7","Alaska-Oregon",55,-130
"1227","xd14","tsn",1,"tswa1253","language","atla1278","family","","Ab13","S Africa",-24,27
"1228","xd27","tso",1,"tson1249","language","atla1278","family","","Ab4","S Africa",-24,32
"1229","xd40","tsv",1,"tsog1243","language","atla1278","family","","Ac16","S Africa",-1,12
"1230","xd1307","tsz",1,"pure1242","language","tara1323","family","","Nj8","Mesoamerica",19,-101
"1231","xd118","ttj",1,"toor1238","language","atla1278","family","","Ad48","S Africa",1,31
"1232","xd1012","ttm",1,"nort2941","language","atha1245","family","","B363","Alaska-Oregon",61.24,-138.21
"1233","xd505","ttq",2,"ioul1238","dialect","afro1255","family","","Cc8","African Savannah",8,2
"1234","xd488","ttq",2,"tawa1287","dialect","afro1255","family","","Cc10","African Savannah",18,8
"1235","xd483","ttr",1,"tera1251","language","afro1255","family","","Cb6","African Savannah",11,12
"1236","xd861","ttv",1,"tita1241","language","aust1307","family","","Ig9","N Coast New Guinea",-2,147
"1237","xd1118","tub",1,"tuba1278","language","utoa1244","family","","Nc2","California",39,-118
"1238","xd349","tui",1,"tupu1244","language","atla1278","family","","Ai20","African Savannah",10,15
"1239","xd613","tuk",1,"turk1304","language","turk1311","family","","Eb5","Inner Asia",38,62
"1240","xd62","tum",1,"tumb1250","language","atla1278","family","","Ac36","S Africa",-11.975,33.95
"1241","xd1365","tuo",1,"tuca1252","language","tuca1253","family","","Se12","NE South America",0,-70
"1242","xd498","tuq",1,"teda1241","language","saha1256","family","","Cc2","African Savannah",21,17
"1243","xd581","tur",1,"nucl1301","language","turk1311","family","","Ci5","Greater Mesopotamia",38,30
"1244","xd1092","tuu",1,"tutu1242","language","atha1245","family","","Nb31","California",42,-124
"1245","xd410","tuv",1,"turk1308","language","nilo1247","family","","Aj5","S Africa",4,35
"1246","xd844","tva",1,"vagh1249","language","aust1307","family","","Ig12","Oceania",-6.7,156.55
"1247","xd883","tvl",1,"tuva1244","language","aust1307","family","","Ii4","Oceania",-7.9,178.7
"1248","xd173","tvu",1,"tune1261","language","atla1278","family","","Ae51","African Savannah",5,11
"1249","xd1079","twa",1,"twan1247","language","sali1255","family","","Nb2","Alaska-Oregon",48,-123
"1250","xd1285","twf",2,"picu1240","dialect","kiow1265","family","","Nh9","Basin and Plains",36,-106
"1251","xd1282","twf",2,"taos1236","dialect","kiow1265","family","","Nh6","Basin and Plains",37,-106
"1252","xd766","twu",1,"term1237","language","aust1307","family","","Ic4","Oceania",-10.8,123
"1253","xd933","tyu",1,"kuaa1238","language","khoe1240","family","","B75","S Africa",-22.88,24.41
"1254","xd1318","tzh",1,"tzel1254","language","maya1287","family","","Sa2","Mesoamerica",17,-92
"1255","xd525","tzm",1,"cent2194","language","afro1255","family","","Cd7","N Africa",33,-7
"1256","xd787","ubu",1,"umbu1258","language","nucl1709","family","","Ie11","Interior New Guinea",-6,144
"1257","xd630","ude",1,"udih1248","language","tung1282","family","","ec21","N Coast Asia",47,136
"1258","xd550","udm",2,"nort2676","dialect","ural1272","family","","ch13","Inner Asia",58,52
"1259","xd564","udm",2,"sout2681","dialect","ural1272","family","","ch26","Inner Asia",57,53
"1260","xd571","ukr",2,"east2270","dialect","indo1319","family","","Ch7","Inner Asia",48,36
"1261","xd557","ukr",2,"sout2604","dialect","indo1319","family","","Ch2","Europe",49,24
"1262","xd626","ulc",1,"ulch1241","language","tung1282","family","","ec18","N Coast Asia",50,136
"1263","xd840","uli",1,"ulit1238","language","aust1307","family","","If9","Oceania",10,139.9
"1264","xd790","ulk",1,"meri1244","language","east2503","family","","Ie14","N Australia",-9.9,143.9
"1265","xd1151","uma",1,"umat1237","language","saha1239","family","","Nd19","Basin and Plains",46,-119
"1266","xd1405","umo",1,"umot1240","language","boro1281","family","","Si8","NE South America",-15,-57
"1267","xd945","ump",1,"umpi1239","language","pama1250","family","","B93","N Australia",-14,143.5
"1268","xd979","unn",1,"gana1278","language","pama1250","family","","B135","S Australia",-37.59,147.42
"1269","xd684","unr",1,"mund1320","language","aust1305","family","","Eg8","Indic",22,85
"1270","xd1382","ure",1,"uruu1244","language","uruc1242","family","","Sf9","Andean",-16,-69
"1271","xd1190","ute",15,"chem1251","dialect","utoa1244","family","","Nd54","Basin and Plains",35,-115
"1272","xd1189","ute",15,"sout2969","dialect","utoa1244","family","","Nd53","Basin and Plains",36,-113
"1273","xd1187","ute",15,"sout2969","dialect","utoa1244","family","","Nd51","Basin and Plains",36,-115
"1274","xd1192","ute",15,"sout2969","dialect","utoa1244","family","","Nd56","Basin and Plains",36,-111
"1275","xd1188","ute",15,"sout2969","dialect","utoa1244","family","","Nd52","California",36,-117
"1276","xd1184","ute",15,"utee1244","dialect","utoa1244","family","","Nd49","Basin and Plains",37,-110
"1277","xd1197","ute",15,"utee1244","dialect","utoa1244","family","","Nd60","Basin and Plains",37,-105
"1278","xd1195","ute",15,"utee1244","dialect","utoa1244","family","","Nd59","Basin and Plains",39,-112
"1279","xd1193","ute",15,"utee1244","dialect","utoa1244","family","","Nd57","Basin and Plains",39,-113
"1280","xd1186","ute",15,"utee1244","dialect","utoa1244","family","","Nd50","Basin and Plains",38,-112
"1281","xd1152","ute",15,"utee1244","dialect","utoa1244","family","","Nd2","Basin and Plains",38,-109
"1282","xd1198","ute",15,"utee1244","dialect","utoa1244","family","","Nd61","Basin and Plains",40,-105
"1283","xd1194","ute",15,"utee1244","dialect","utoa1244","family","","Nd58","Basin and Plains",40,-112
"1284","xd1199","ute",15,"utee1244","dialect","utoa1244","family","","Nd62","Basin and Plains",39,-107
"1285","xd991","ute",15,"utee1244","dialect","utoa1244","family","","B209","Basin and Plains",40.22,-111.81
"1286","xd616","uzn",1,"nort2690","language","turk1311","family","","Eb8","Inner Asia",43,60
"1287","xd281","vag",1,"vagl1239","language","atla1278","family","","Ag43","African Savannah",8,-2
"1288","xd239","vai",1,"vaii1241","language","mand1469","family","","Af58","African Savannah",7.05,-11.6
"1289","xd690","ved",1,"vedd1240","language","indo1319","family","","Eh4","Indic",8,81
"1290","xd29","ven",1,"vend1245","language","atla1278","family","","Ab6","S Africa",-23,30
"1291","xd565","vep",1,"veps1250","language","ural1272","family","","ch27","Inner Asia",61,35
"1292","xd323","ver",1,"momj1237","language","atla1278","family","","Ah32","African Savannah",9,13
"1293","xd726","vie",1,"viet1252","language","aust1305","family","","Ej4","Southeast Asia",17,107
"1294","xd780","vka",1,"kari1304","language","pama1250","family","","Id5","S Australia",-21,118
"1295","xd1110","nmu",1,"nort2952","language","maid1262","family","","Nc12","Basin and Plains",40,-121
"1296","xd324","vor",1,"voro1240","language","atla1278","family","","Ah33","African Savannah",10,12
"1297","xd566","vot",1,"voti1245","language","ural1272","family","","ch28","Inner Asia",59,29
"1298","xd335","vut",1,"vute1244","language","atla1278","family","","Ah8","African Savannah",6,12
"1299","xd1150","wac",1,"wasc1239","language","chin1490","family","","Nd18","Alaska-Oregon",46,-121
"1300","xd1119","wao",1,"wapp1239","language","yuki1242","family","","Nc20","California",38,-123
"1301","xd1348","wap",1,"wapi1253","language","araw1281","family","","Sc5","NE South America",3,-60
"1302","xd1359","waw",1,"waiw1244","language","cari1283","family","","Sd7","NE South America",1,-59
"1303","xd1340","way",1,"waya1269","language","cari1283","family","","Sc14","NE South America",3,-55
"1304","xd773","wbp",1,"warl1254","language","pama1250","family","","Id10","S Australia",-22,132
"1305","xd959","wbt",1,"wanm1242","language","pama1250","family","","B112","S Australia",-22.93,127.18
"1306","xd1356","wca",1,"yano1262","language","yano1260","family","","Sd4","NE South America",2,-65
"1307","xd972","wgu",1,"wira1265","language","pama1250","family","","B127","S Australia",-30.38,131.81
"1308","xd1239","wic",1,"wich1260","language","cadd1255","family","","Nf5","Basin and Plains",34,-98
"1309","xd781","wim",1,"wikm1247","language","pama1250","family","","Id6","N Australia",-14,142
"1310","xd1236","win",1,"hoch1243","language","siou1252","family","","Nf2","E North America",44,-88
"1311","xd849","wiv",1,"mudu1242","language","aust1307","family","","Ig17","N Coast New Guinea",-5.55,149
"1312","xd1097","wiy",1,"wiyo1248","language","algi1248","family","","Nb36","California",40,-124
"1313","xd1098","wlk",3,"wail1244","language","atha1245","family","Note, Nongatl, Sinkyone and Lassik considered distinct dialects of wlk by some, but glottolog does not provide dialect identifiers","Nb37","California",40,-123
"1314","xd1100","wlk",3,"wail1244","language","atha1245","family","Note, Nongatl, Sinkyone and Lassik considered distinct dialects of wlk by some, but glottolog does not provide dialect identifiers","Nb39","California",40,-124
"1315","xd545","wln",1,"wall1255","language","indo1319","family","","Cg5","Europe",50,5
"1316","xd879","wls",1,"wall1257","language","aust1307","family","","Ii13","Oceania",-13.1,-176.1
"1317","xd1388","wlv",1,"wich1263","language","mata1289","family","","Sh1","SE South America",-24,-63
"1318","xd796","wnc",1,"want1252","language","nucl1709","family","","Ie2","N Coast New Guinea",-7,147
"1319","xd1112","wnw",1,"wint1259","language","wint1258","family","","Nc14","California",41,-122
"1320","xd818","woc",1,"woge1237","language","aust1307","family","","Ie4","N Coast New Guinea",-3.8,144
"1321","xd831","woe",2,"lamo1243","dialect","aust1307","family","","If16","Oceania",7.3,143.8
"1322","xd835","woe",2,"nucl1479","dialect","aust1307","family","","If4","Oceania",7,147
"1323","xd469","wol",1,"nucl1347","language","atla1278","family","","Cb2","African Savannah",15,-17
"1324","xd955","wrg",1,"waru1264","language","pama1250","family","","B107","N Australia",-18.41,145.61
"1325","xd949","wro",1,"worr1237","language","worr1236","family","","B100","N Australia",-15.32,124.72
"1326","xd820","wrp",1,"waro1242","language","aust1307","family","","Ie6","N Coast New Guinea",-2,137
"1327","xd942","wub",1,"wuna1249","language","worr1236","family","","B89","N Australia",-15.55,128.19
"1328","xd643","wuu",1,"wuch1236","language","sino1245","family","","Ed15b","Southeast Asia",31,120
"1329","xd845","wuv",1,"wuvu1239","language","aust1307","family","","Ig13","N Coast New Guinea",-1.8,142.8
"1330","xd1244","wya",1,"wyan1247","language","iroq1247","family","","Ng1","E North America",44.1,-78
"1331","xd784","wyb",1,"wang1291","language","pama1250","family","","Id9","S Australia",-32,146
"1332","xd961","x01",1,"tempxx01","language","pama1250","family","","B114","S Australia",-27.28,153.24
"1333","xd962","x02",1,"yaga1256","language","pama1250","family","Assigned Glottolog id on 26 May 2016 based on feedback from H. Hammarström","B115","S Australia",-27.25,152.87
"1334","xd971","x03",1,"tempxx03","language","pama1250","family","Language match uncertain: H. Hammarström suggests closest match is [ntj], when I discussed with Claire Bowern in 2015, she was not confident it should be matched to [ntj]. Therefore, left with a DPLACE placeholder for now [x03] (26 May 2016)","B126","S Australia",-27.31,128.19
"1335","xd978","x04",1,"woiw1237","language","pama1250","family","","B134","S Australia",-38.33,144.97
"1336","xd659","xac",1,"kach1279","language","sino1245","family","","Ee7","Indic",27,90
"1337","xd574","xal",1,"kalm1243","language","mong1329","family","","Ci1","Inner Asia",46,46
"1338","xd8","xam",1,"xamm1241","language","tuuu1241","family","","Aa8","S Africa",-30,23
"1339","xd1409","xav",1,"xava1240","language","nucl1710","family","","Sj11","NE South America",-14,-52
"1340","xd1126","xaw",1,"kawa1283","language","utoa1244","family","","Nc27","California",35,-118
"1341","xd1371","cax",1,"chiq1248","language","chiq1248","family","Note, previously xba and kamb1287 (Camba). ISO code retired, considered a duplicate of [cax] Chiquitano. Chiquitano glottocode is chiq1248","Se7","NE South America",-18,-63
"1342","xd771","xbr",1,"kamb1299","language","aust1307","family","","Ic9","Oceania",-10,120
"1343","xd936","xeg",1,"xegw1238","language","tuuu1241","family","","B78","S Africa",-26.28,30.23
"1344","xd1410","xer",1,"xere1240","language","nucl1710","family","","Sj2","NE South America",-9,-48
"1345","xd921","xet",1,"xeta1241","language","tupi1275","family","","B49","SE South America",-23.52,-53.68
"1346","xd1128","xgf",1,"tong1329","language","utoa1244","family","","Nc29","California",34,-118
"1347","xd24","xho",3,"bomv1238","dialect","atla1278","family","","Ab21b","S Africa",-32,28
"1348","xd11","xho",3,"mpon1252","dialect","atla1278","family","","Ab10","S Africa",-31,30
"1349","xd12","xho",3,"xesi1238","dialect","atla1278","family","","Ab11","S Africa",-32.85,27.9
"1350","xd742","xnn",1,"nort2877","language","aust1307","family","","Ia2","Oceania",17,121
"1351","xd507","xnz",1,"kenu1236","language","nubi1251","family","","Cd1","African Savannah",23,33
"1352","xd116","xog",1,"soga1242","language","atla1278","family","","Ad46","S Africa",1,33
"1353","xd1411","xok",1,"xokl1240","language","nucl1710","family","","Sj3","SE South America",-28,-50
"1354","xd377","xom",1,"komo1258","language","koma1264","family","","Ai46","Greater Abyssinia",9,35
"1355","xd245","xon",1,"konk1269","language","atla1278","family","","Ag10","African Savannah",10,0
"1356","xd192","xpe",1,"libe1247","language","mand1469","family","","Af15","African Savannah",7,-9
"1357","xd810","xsi",1,"sioo1240","language","aust1307","family","","Ie32","N Coast New Guinea",-6,147
"1358","xd1034","xsl",1,"sout2959","language","atha1245","family","","Na17","E North America",61,-120
"1359","xd248","xsm",1,"kase1253","language","atla1278","family","","Ag13","African Savannah",11,-1
"1360","xd658","xsr",1,"sher1255","language","sino1245","family","","Ee6","Indic",28,87
"1361","xd1360","xsu",1,"sanu1240","language","yano1260","family","","Sd8","NE South America",4,-66
"1362","xd914","xuj",2,"jenn1240","language","drav1251","family","","B21","Indic",11.9,77.21
"1363","xd929","xuu",1,"kxoe1243","language","khoe1240","family","","B67","S Africa",-16.93,24.32
"1364","xd1368","yad",1,"yagu1244","language","peba1241","family","","Se4","NE South America",-3,-72
"1365","xd45","yaf",1,"yaka1269","language","atla1278","family","","Ac20","S Africa",-7,17
"1366","xd1149","yak",2,"nucl1237","dialect","saha1239","family","","Nd17","Alaska-Oregon",46,-122
"1367","xd293","yal",1,"yalu1240","language","mand1469","family","","Ag54","African Savannah",10,-12
"1368","xd73","yao",1,"yaoo1241","language","atla1278","family","","Ac7","S Africa",-13,36
"1369","xd837","yap",1,"yape1248","language","aust1307","family","","If6","Oceania",9.55,138.15
"1370","xd1292","yaq",1,"yaqu1251","language","utoa1244","family","","Ni7","Mesoamerica",28,-110
"1371","xd1350","yar",1,"yaba1248","language","cari1283","family","","Sc7","NE South America",5,-66
"1372","xd219","yaz",1,"loka1252","language","atla1278","family","","Af4","African Savannah",6,8
"1373","xd312","yer",1,"taro1263","language","atla1278","family","","Ah22","African Savannah",9,10
"1374","xd775","yyr",1,"yiry1247","language","pama1250","family","Note, previously yiy and yiry1245, however both codes have been retired","Id12","N Australia",-15,142
"1375","xd51","yns",1,"yans1239","language","atla1278","family","","Ac26","S Africa",-4,18
"1376","xd74","yom",1,"yomb1244","language","atla1278","family","","Ac8","S Africa",-5,13
"1377","xd211","yor",3,"egba1238","dialect","atla1278","family","","Af32","African Savannah",7,3
"1378","xd212","yor",3,"ekit1244","dialect","atla1278","family","","Af33","African Savannah",8,5
"1379","xd240","yor",3,"ilaa1245","dialect","atla1278","family","","Af6","African Savannah",8,4
"1380","xd632","yrk",1,"nene1249","language","ural1272","family","","Ec4","Inner Asia",68,75
"1381","xd1322","yua",1,"yuca1254","language","maya1287","family","","Sa6","Mesoamerica",18,-90
"1382","xd644","yue",1,"yuec1235","language","sino1245","family","","Ed16","Southeast Asia",23,113
"1383","xd1163","yuf",5,"hava1249","dialect","coch1271","family","","Nd3","Basin and Plains",36,-112
"1384","xd1202","yuf",5,"wala1270","dialect","coch1271","family","","Nd65","Basin and Plains",36,-114
"1385","xd1274","yuf",5,"yava1252","dialect","coch1271","family","","Nh23","Basin and Plains",34,-111
"1386","xd1204","yuf",5,"yava1252","dialect","coch1271","family","","Nd67","Basin and Plains",34,-114
"1387","xd1203","yuf",5,"yava1252","dialect","coch1271","family","","Nd66","Basin and Plains",35,-112
"1388","xd1113","yuk",3,"yuki1243","language","yuki1242","family","","Nc15","California",39,-124
"1389","xd1114","yuk",3,"yuki1243","language","yuki1242","family","","Nc16","California",39,-123
"1390","xd1138","yuk",3,"yuki1243","language","yuki1242","family","","Nc7","California",40,-123
"1391","xd1273","yum",1,"quec1382","language","coch1271","family","","Nh22","Basin and Plains",33,-114
"1392","xd1332","yup",1,"yukp1241","language","cari1283","family","","Sb7","NE South America",9,-72
"1393","xd918","yuq",1,"yuqu1240","language","tupi1275","family","","B44","NE South America",-16.46,-64.97
"1394","xd1101","yur",1,"yuro1248","language","algi1248","family","","Nb4","California",41,-124
"1395","xd499","zen",1,"zena1248","language","afro1255","family","","Cc20","African Savannah",18,-8
"1396","xd119","zin",1,"zinz1238","language","atla1278","family","","Ad49","S Africa",-3,31
"1397","xd96","ziw",1,"zigu1242","language","atla1278","family","","Ad28","S Africa",-6,39
"1398","xd974","zku",1,"kaur1267","language","pama1250","family","","B129","S Australia",-34.56,138.4
"1399","xd730","zlm",1,"mala1479","language","aust1307","family","","Ej8","Southeast Asia",5,103
"1400","xd723","zmi",1,"nege1240","language","aust1307","family","","Ej16","Southeast Asia",21,102
"1401","xd156","zms",1,"mbes1238","language","atla1278","family","","Ae36","S Africa",1,23
"1402","xd354","zmz",1,"mban1263","language","atla1278","family","","Ai25","S Africa",4,21
"1403","xd359","zne",1,"zand1248","language","atla1278","family","","Ai3","S Africa",5,27
"1404","xd13","zul",1,"zulu1248","language","atla1278","family","","Ab12","S Africa",-29,31
"1405","xd1418","kju",1,"kash1280","language","pomo1273","family","","B165","California",38.54,-122.88
"1406","xd1439","chl",3,"cahu1264","language","utoa1244","family","Note, three Cahuilla Dialects (Mountain, Pass, Desert) are recognized by some, but Glottolog does not list any dialects","J86","California",33.5324,-116.691
"1407","xd1440","chl",3,"cahu1264","language","utoa1244","family","Note, three Cahuilla Dialects (Mountain, Pass, Desert) are recognized by some, but Glottolog does not list any dialects","J87","California",33.5324,-116.691
"1408","xd1419","col",2,"colu1250","dialect","sali1255","family","","J101","Basin and Plains",NA,NA
"1409","xd1420","nsq",1,"nort2968","language","miwo1274","family","","J68","California",38.4179,-120.588
"1410","xd1421","skd",1,"sout2985","language","miwo1274","family","","J70","California",38.2363,-120.507
"1411","xd1422","ctc",1,"chet1237","language","atha1245","family","","J33","California",42.6864,-124.376
"1412","xd1437","dih",3,"ipai1239","dialect","coch1271","family","","J88","Mesoamerica",NA,NA
"1413","xd1423","gce",1,"gali1261","language","atha1245","family","","J34","Basin and Plains",45.3914,-120.75
"1414","xd1424","hei",2,"oowe1239","dialect","waka1280","family","","J8","Alaska-Oregon",NA,NA
"1415","xd1441","hur",3,"musq1240","dialect","sali1255","family","","J20","Alaska-Oregon",NA,NA
"1416","xd1425","ktw",1,"kato1244","language","atha1245","family","","J43","California",39.7002,-123.432
"1417","xd1426","ppi",1,"paip1241","language","coch1271","family","","J92","Mesoamerica",31.6063,-115.871
"1418","xd1427","ptw",1,"pent1242","language","sali1255","family","","J15","Alaska-Oregon",49.1936,-124.689
"1419","xd1428","str",2,"saan1244","dialect","sali1255","family","","J18","Alaska-Oregon",NA,NA
"1420","xd1429","tew",5,"sanj1276","dialect","kiow1265","family","","J166","Basin and Plains",NA,NA
"1421","xd1430","tew",5,"namb1296","dialect","kiow1265","family","","J169","Basin and Plains",NA,NA
"1422","xd1431","tli",2,"tlin1245","language","atha1245","family","Note northern and southern tlingit considered distinct dialects of tli by some, but no codes available in Glottolog.","J1","Alaska-Oregon",59.4447,-135.29
"1423","xd1432","vmv",1,"vall1252","language","maid1262","family","","J54","California",39.8078,-121.191
"1424","xd1433","mjd",1,"nort2951","language","maid1262","family","","J55","California",39.6721,-121.368
"1425","xd1434","wlk",3,"wail1244","language","atha1245","family","Note, Nongatl, Sinkyone and Lassik considered distinct dialects of wlk by some, but glottolog does not provide dialect identifiers","J42","California",39.1513,-123.284
"1426","xd1435","yak",2,"klik1240","dialect","saha1239","family","","J109","Alaska-Oregon",NA,NA
"1427","xd1436","yok",3,"sout2955","dialect","yoku1255","family","","J74","California",NA,NA
"1428","xd1438","hax",1,"sout2956","language","atha1245","family","","J4","Alaska-Oregon",53.2616,-132.008
"1429","xd758","pna",1,"puna1275","language","aust1307","family","Note, previously this xd_id was associated with language iso sge (Segai); Hannah Haynie reviewed references and coordinates and concluded should be matched to language iso ""pna"", glottolog language puna1275 (3 Mar 2016)","Ib9","Southeast Asia",3,115
