"31","Ab8","1","1","0","3","5","1","8","5","5","9","1","8","9","11","3","9","4","1","1","1","9","9","10","1","8","1","5","5","6","6","4","3","4","1","5","5","1","2","2","7","2","7","1","1","9","1","6","9","1","6","1","9","1","5","3","10","9","9","10","9","9","9","10","9","9","4","9","1","9","1","1","1","1","1","9","7","4","4","2","2","2","4","8","2","2","11","4","8","6","11","4","1","atla1278","S Africa"
"32","Ab9","0","1","0","4","5","1","8","5","5","8","1","8","9","11","3","9","4","4","1","1","9","9","7","8","15","9","5","3","6","8","7","3","4","2","8","3","1","5","1","7","2","6","1","1","9","1","6","9","2","6","1","9","1","5","3","10","3","9","10","9","9","9","10","9","9","3","9","3","9","1","1","3","5","7","4","7","4","6","2","2","11","3","8","2","2","2","4","8","2","13","1","2","atla1278","S Africa"
"33","Ac1","1","0","0","3","6","1","8","7","5","10","1","10","9","1","3","9","3","3","4","4","9","9","9","4","6","3","5","3","6","3","4","3","2","2","6","6","1","2","1","7","2","6","2","1","9","5","6","1","3","6","1","1","1","5","3","10","9","9","9","9","9","9","9","9","9","2","9","1","9","4","2","2","3","1","9","3","2","6","2","2","2","4","8","5","2","8","8","8","2","26","6","2","atla1278","S Africa"
"34","Ac10","1","2","1","1","5","2","3","5","5","9","1","1","3","9","2","9","1","1","4","4","9","9","1","3","1","1","5","3","6","7","3","3","3","1","2","3","1","2","1","7","2","6","3","1","9","8","6","8","1","6","1","1","2","5","3","10","9","9","9","9","9","9","9","9","9","1","9","1","9","3","2","2","4","3","1","3","1","1","2","2","8","4","8","2","2","9","4","6","6","25","8","1","atla1278","S Africa"
"35","Ac11","0","1","3","0","6","3","8","7","5","1","1","1","9","10","6","1","1","1","4","4","9","9","1","3","1","1","5","3","6","7","4","3","2","2","8","2","6","3","1","3","1","6","3","1","8","9","8","1","1","6","1","3","1","2","3","9","10","9","10","9","9","3","9","9","9","1","9","1","9","4","3","2","3","1","9","2","4","6","5","2","2","8","8","2","2","2","4","8","2","24","6","2","atla1278","S Africa"
"38","Ac14","1","1","1","1","6","1","8","2","2","1","1","1","9","11","6","1","1","1","4","4","9","9","1","3","15","9","5","3","5","7","4","3","2","1","5","6","6","3","1","3","1","6","3","1","9","9","6","9","2","3","1","2","9","5","3","10","10","9","9","9","9","9","9","10","9","4","9","1","9","4","2","2","4","3","4","3","4","6","5","2","7","8","8","5","4","8","8","8","4","13","6","2","atla1278","S Africa"
"48","Ac23","0","1","1","1","7","1","8","5","5","10","1","1","2","6","3","9","1","1","4","4","9","9","8","7","15","9","5","3","6","7","3","3","2","1","6","4","6","5","1","3","1","6","3","1","1","1","6","8","1","6","1","6","2","5","3","9","9","9","9","9","9","9","9","9","9","4","9","2","9","3","2","2","4","3","2","3","1","3","5","2","3","8","8","5","2","9","8","8","2","24","2","1","atla1278","S Africa"
"55","Ac3","1","1","1","0","7","2","3","4","4","9","2","3","1","10","3","9","1","1","4","4","2","9","1","3","1","1","5","3","6","4","3","3","3","3","2","3","1","3","1","3","1","6","7","1","9","8","6","8","3","5","1","2","2","5","3","10","9","9","9","9","9","9","9","9","9","4","9","1","9","2","2","2","4","3","4","3","2","1","2","2","2","4","8","2","2","4","4","8","6","25","6","1","atla1278","S Africa"
"56","Ac30","0","1","1","2","6","1","8","7","5","9","1","4","2","6","3","9","1","1","4","4","9","9","1","3","15","9","5","3","6","6","4","3","1","3","6","5","1","2","1","7","2","6","3","1","9","8","6","8","1","6","1","2","1","5","3","10","9","9","9","9","9","9","9","9","9","1","9","1","9","2","2","2","4","3","2","3","2","6","2","2","2","4","8","2","2","1","4","8","2","25","6","1","atla1278","S Africa"
"60","Ac34","0","1","3","1","5","2","3","2","2","9","1","1","2","6","3","9","1","1","4","3","9","9","1","3","1","1","5","3","5","7","5","3","3","3","6","5","6","5","1","3","1","6","3","1","9","1","6","1","1","5","1","1","3","5","3","10","9","9","9","9","9","9","9","9","9","4","9","1","9","3","2","2","4","3","2","3","2","6","2","2","7","4","8","5","2","9","8","8","4","25","8","1","atla1278","S Africa"
"66","Ac4","0","1","2","1","6","1","8","7","2","10","1","1","9","11","2","9","1","1","4","4","9","9","7","8","15","9","4","3","6","4","3","3","3","2","8","3","2","2","1","3","1","6","3","1","1","8","9","8","1","9","1","2","9","5","3","9","9","10","9","9","10","9","9","10","9","4","9","3","9","4","3","4","5","1","9","3","4","6","5","2","8","8","8","2","2","11","4","8","5","26","2","1","atla1278","S Africa"
"71","Ac5","0","2","2","0","6","2","3","2","2","9","2","3","3","9","3","9","1","1","4","4","9","9","1","3","2","2","5","3","6","7","2","2","3","2","6","2","1","1","1","1","1","6","3","1","9","9","6","1","3","9","1","2","9","4","3","10","10","9","9","9","10","9","9","10","9","1","9","1","9","3","3","2","3","3","1","3","4","3","2","2","2","4","8","2","2","9","4","8","4","26","6","1","atla1278","S Africa"
"73","Ac7","0","1","2","1","6","6","8","8","2","5","3","5","1","1","2","9","1","1","4","3","9","9","1","3","3","3","5","3","6","6","3","3","2","1","6","5","5","2","1","1","1","6","3","1","9","9","6","8","1","9","1","1","9","5","3","10","10","9","9","9","10","9","9","10","9","1","9","1","9","4","2","2","3","3","1","3","4","4","2","2","1","4","8","5","2","11","8","8","4","24","3","2","atla1278","S Africa"
"76","Ad1","0","1","4","1","4","1","8","1","1","9","2","6","3","9","3","9","3","1","1","1","9","9","10","1","7","4","2","3","6","7","3","2","1","4","5","2","6","1","1","7","2","8","1","9","6","9","9","9","1","9","1","1","2","4","10","9","10","10","10","9","10","9","9","9","9","1","9","2","9","4","2","1","1","5","1","5","1","2","5","2","3","8","8","2","2","2","4","8","4","11","5","1","atla1278","S Africa"
"77","Ad10","0","1","0","3","6","1","8","5","5","8","1","8","9","11","6","1","4","4","1","1","9","9","8","7","15","9","4","5","4","7","3","3","3","2","6","5","4","5","1","7","2","7","1","1","9","6","6","9","1","9","1","6","1","5","3","10","9","9","9","9","10","9","9","9","9","4","9","1","9","4","3","1","1","7","1","7","1","6","2","2","11","4","8","5","2","2","9","8","4","11","8","2","atla1278","S Africa"
"78","Ad11","0","1","0","3","6","1","2","5","5","9","2","6","3","9","3","9","4","4","1","1","2","9","1","3","15","9","5","6","6","7","6","2","3","4","6","5","1","5","1","7","2","7","7","1","9","9","6","1","1","5","1","1","1","5","3","10","10","9","9","9","9","9","9","9","9","4","9","1","9","4","2","3","5","7","1","7","1","6","5","2","7","8","8","5","2","9","7","9","4","13","6","1","atla1278","S Africa"
"80","Ad13","0","2","0","2","6","1","8","8","5","8","1","8","9","11","6","1","4","4","1","1","9","9","6","4","5","2","5","3","6","5","3","3","1","2","6","5","1","1","1","7","2","6","1","1","9","1","6","1","1","9","1","1","1","5","3","10","9","9","3","9","10","9","9","9","9","1","9","1","9","2","2","1","1","7","1","7","1","2","5","2","7","8","8","5","2","1","7","9","1","13","6","2","atla1278","S Africa"
"81","Ad14","0","1","1","1","7","1","2","2","2","5","3","5","1","1","2","9","1","1","4","4","9","9","1","3","2","2","1","3","6","6","5","3","1","2","2","4","6","1","1","3","1","6","3","1","9","9","6","9","3","9","1","1","3","4","3","10","10","9","10","9","10","9","9","9","9","1","9","2","9","3","2","2","3","2","1","5","1","6","5","2","3","8","8","5","2","3","8","8","4","24","4","2","atla1278","S Africa"
"83","Ad16","0","1","1","2","6","1","8","4","4","6","2","6","9","11","4","9","3","1","1","1","9","9","8","7","15","9","4","5","4","7","2","2","3","1","2","2","1","5","1","7","2","7","1","1","8","8","8","8","1","2","1","2","1","2","3","9","9","9","9","9","10","9","9","9","9","4","9","1","9","2","2","3","5","6","4","6","4","3","2","2","9","4","8","2","2","1","2","8","4","59","4","2","atla1278","S Africa"
"86","Ad19","0","0","3","1","6","1","2","5","5","8","1","8","9","11","3","9","4","3","1","1","9","9","8","7","15","9","5","3","6","7","3","2","3","2","8","5","1","5","1","7","2","6","1","1","1","8","6","8","1","9","1","2","2","5","3","9","9","9","9","9","10","9","9","9","9","4","9","1","9","3","2","6","5","5","9","5","1","6","5","2","9","8","8","2","2","2","4","8","6","13","4","2","atla1278","S Africa"
"87","Ad2","0","1","1","2","6","1","8","5","5","8","1","8","9","11","2","9","4","4","1","1","9","9","8","7","15","9","6","5","6","5","5","2","4","2","6","3","1","1","1","7","2","7","1","1","9","1","1","1","3","9","1","1","2","5","3","10","3","3","3","9","10","9","3","9","9","4","9","1","9","4","2","1","1","7","4","7","4","6","2","2","11","3","8","2","2","11","3","4","6","13","4","2","atla1278","S Africa"
"88","Ad20","1","1","0","1","7","1","8","5","5","9","1","10","9","1","4","9","1","1","1","1","4","9","7","8","15","9","5","3","6","6","2","2","3","2","8","5","1","5","1","7","2","6","5","1","8","1","6","1","1","5","1","9","2","5","3","9","9","9","10","9","9","9","10","9","9","4","9","1","9","2","3","1","1","7","1","7","1","4","2","2","2","4","8","5","2","2","7","9","5","11","4","1","atla1278","S Africa"
"97","Ad29","0","0","2","2","6","1","8","5","5","8","1","8","9","11","2","9","1","1","1","1","4","9","10","1","15","9","4","3","5","7","4","2","4","4","2","6","6","3","1","7","2","6","5","1","9","9","1","1","1","5","1","3","2","4","3","10","10","9","3","3","9","9","9","9","9","4","9","1","9","4","2","6","5","4","1","4","1","6","5","2","8","9","8","5","2","2","8","8","8","13","5","2","atla1278","S Africa"
"98","Ad3","0","1","0","3","6","1","8","5","5","8","1","8","2","6","6","1","4","4","1","1","9","9","7","8","15","9","6","6","6","5","5","2","2","1","8","3","6","5","1","7","2","7","1","1","9","8","9","9","2","9","1","9","3","3","3","10","9","10","10","9","10","9","10","9","9","4","9","1","9","1","1","1","1","7","4","7","4","3","2","2","7","4","8","3","2","1","7","9","4","39","2","2","atla1278","S Africa"
"104","Ad35","0","1","0","3","6","1","8","5","5","8","1","8","9","11","6","1","4","4","1","1","9","9","8","7","15","9","2","3","6","5","5","3","1","4","6","5","6","5","1","7","2","6","1","1","9","1","6","9","3","9","1","9","1","5","3","10","9","9","10","9","10","9","10","9","9","1","9","1","9","3","2","9","9","7","1","7","1","2","2","2","2","4","8","5","2","2","7","9","1","99","6","2","atla1278","S Africa"
"108","Ad39","0","0","0","2","8","1","8","2","2","8","1","8","9","11","2","9","4","4","1","1","9","9","8","7","15","9","6","6","6","7","5","2","1","4","4","3","6","1","1","3","2","7","1","1","9","1","6","9","1","9","1","9","3","3","3","10","3","3","10","9","10","9","10","9","9","3","9","2","9","1","1","6","5","7","1","7","1","2","2","2","3","4","8","2","2","1","4","8","4","49","6","2","atla1278","S Africa"
"109","Ad4","0","0","0","3","7","1","8","5","5","8","1","8","9","11","6","1","4","4","1","1","9","9","7","8","15","9","6","5","6","7","4","3","1","3","6","3","7","5","1","7","2","7","1","1","9","1","6","9","3","9","1","9","1","5","3","10","9","3","10","9","10","9","10","9","9","2","9","1","9","1","1","2","4","7","4","7","4","6","5","2","1","7","9","2","2","2","4","8","2","69","5","2","atla1278","S Africa"
"116","Ad46","0","0","2","2","6","1","8","5","5","8","1","8","9","11","3","9","4","4","1","1","9","9","7","8","15","9","6","5","4","5","5","2","3","2","5","5","1","3","1","7","2","7","1","1","3","9","1","1","1","9","1","1","1","5","3","9","10","3","3","9","10","3","9","9","9","4","9","1","9","4","2","3","5","7","1","7","1","6","2","2","9","4","8","2","2","11","3","8","4","39","6","2","atla1278","S Africa"
"123","Ad6","0","1","1","2","6","1","8","5","5","6","2","6","9","11","3","9","3","1","1","1","2","9","7","8","15","9","5","5","4","7","3","2","3","2","1","5","1","5","1","7","2","7","7","1","8","9","8","1","1","9","1","2","1","2","3","9","10","9","9","9","10","9","9","9","9","1","9","1","9","2","2","6","5","6","4","6","4","1","2","2","9","4","8","5","2","9","8","8","4","39","6","2","atla1278","S Africa"
"124","Ad7","0","1","1","1","7","1","8","5","5","6","2","6","1","10","4","9","4","4","1","1","9","9","8","7","15","9","5","5","4","7","7","2","4","2","6","5","1","2","1","7","2","7","1","1","9","1","1","1","1","9","1","1","1","5","3","10","3","3","3","9","10","9","9","9","9","4","9","1","9","4","2","3","5","7","2","7","2","3","2","2","11","3","8","5","2","2","8","8","6","39","6","2","atla1278","S Africa"
"126","Ad9","0","1","1","2","6","1","8","5","5","8","1","8","2","6","6","1","4","3","1","1","9","9","7","8","15","9","4","3","4","5","3","3","2","2","6","4","7","2","1","7","2","6","1","1","9","8","5","9","1","9","1","4","2","5","3","10","9","9","10","9","10","9","9","9","9","2","9","1","9","2","2","1","2","7","1","7","1","4","2","2","2","4","8","3","2","1","8","8","1","11","3","2","atla1278","S Africa"
"127","Ae1","1","1","1","1","6","5","1","5","5","8","1","8","9","1","6","1","4","4","1","1","9","9","7","8","15","9","6","3","4","6","3","3","1","1","6","5","1","1","1","3","1","6","1","1","9","8","6","9","1","6","1","1","1","5","3","10","9","9","10","9","9","9","9","9","9","1","9","3","9","1","1","9","9","7","4","7","1","6","2","2","11","3","8","5","2","2","9","8","1","99","1","2","atla1278","S Africa"
"128","Ae10","0","1","0","3","6","1","8","5","5","8","1","8","9","11","2","9","4","3","1","1","9","9","1","3","15","9","5","5","6","5","3","3","4","2","6","6","1","1","1","7","2","7","1","1","9","1","6","1","1","3","1","1","1","5","3","10","9","9","9","9","9","3","9","9","9","5","9","3","9","2","2","1","1","7","1","7","1","2","2","2","11","3","8","5","2","2","8","11","8","11","3","2","atla1278","S Africa"
"132","Ae14","0","0","1","4","5","1","8","7","5","8","1","8","9","11","6","1","4","4","1","1","9","9","1","3","15","9","5","5","6","5","2","3","3","2","5","3","1","2","1","7","2","7","1","1","9","6","1","8","1","6","1","1","1","5","3","10","9","3","9","9","9","9","9","9","9","4","9","1","9","3","2","1","1","7","4","7","4","6","2","2","11","3","8","2","2","11","2","8","6","13","4","2","atla1278","S Africa"
"135","Ae17","0","2","2","1","5","1","8","5","5","8","1","8","9","11","3","9","4","4","1","1","9","9","8","7","15","9","5","3","4","8","4","2","2","2","6","5","6","5","1","3","1","6","1","1","9","2","6","1","1","5","1","2","1","5","3","10","9","9","9","9","9","9","9","9","9","1","9","1","9","1","1","1","2","6","1","6","1","2","5","2","4","1","8","5","2","2","8","8","2","11","5","2","atla1278","S Africa"
"136","Ae18","0","1","1","1","7","1","8","5","5","8","1","8","9","11","3","9","4","4","1","1","9","9","8","7","15","9","4","3","5","8","5","3","1","2","8","4","4","5","1","3","1","6","1","1","1","6","1","8","3","6","1","2","1","5","3","9","3","3","9","9","9","9","9","9","9","2","9","1","9","4","3","1","1","7","4","7","4","6","2","2","2","4","8","5","2","8","9","8","2","59","2","2","atla1278","S Africa"
"138","Ae2","0","1","1","3","5","1","8","5","5","8","1","8","9","1","2","9","4","3","3","3","9","9","7","8","15","9","6","3","5","7","2","3","1","2","2","5","5","1","1","7","1","6","2","1","9","9","8","1","1","2","1","6","1","5","3","10","10","9","9","9","9","9","9","9","9","2","9","1","9","2","2","9","9","7","4","7","4","6","5","2","7","8","8","5","2","1","8","8","2","11","1","2","atla1278","African Savannah"
"149","Ae3","1","1","2","1","5","1","8","7","5","8","1","8","9","11","6","2","4","4","1","1","9","9","7","8","15","9","6","3","5","7","2","3","1","2","2","5","6","1","1","3","1","6","1","1","9","8","6","8","1","5","1","2","1","5","3","10","9","9","9","9","9","9","9","9","9","2","9","3","9","1","1","1","1","1","9","7","4","6","5","2","4","8","8","2","2","2","4","8","2","11","5","2","atla1278","S Africa"
"159","Ae39","0","2","2","0","6","1","8","8","5","8","1","8","9","11","2","9","4","3","1","1","9","9","7","8","15","9","8","3","5","7","3","4","2","1","1","4","4","1","1","1","1","6","1","1","9","9","9","9","2","6","1","4","5","5","3","10","10","10","10","9","9","9","9","9","9","1","9","1","9","2","2","7","5","6","2","1","9","6","5","2","2","8","8","5","2","2","8","8","2","13","2","2","atla1278","S Africa"
"160","Ae4","1","1","2","0","6","1","8","8","5","8","1","8","9","1","6","2","4","4","2","2","9","9","7","8","15","9","1","3","5","6","3","4","3","2","5","2","5","2","1","3","1","6","2","1","1","9","6","1","1","6","1","2","9","5","3","9","10","9","9","9","9","9","9","10","9","1","9","3","9","2","2","1","2","6","4","6","4","6","5","2","3","8","8","2","2","9","4","8","4","12","7","2","atla1278","S Africa"
"171","Ae5","0","1","0","1","8","1","8","5","5","8","1","8","9","11","2","9","3","3","1","1","9","9","7","8","15","9","2","3","6","6","4","4","3","2","5","4","1","2","1","1","1","6","1","1","1","6","6","9","1","9","1","9","9","5","9","3","9","9","10","9","10","9","10","10","9","4","9","1","9","4","2","1","1","7","2","7","2","2","5","2","9","4","8","5","2","9","8","8","4","99","2","2","atla1278","African Savannah"
"172","Ae50","0","1","1","1","7","1","8","7","5","8","1","8","9","11","2","9","3","3","1","1","9","9","7","8","7","4","6","3","6","7","5","4","4","3","6","6","10","3","1","3","1","6","1","1","8","8","6","8","3","6","1","2","3","5","3","9","9","9","9","9","9","9","9","9","9","4","9","1","9","4","3","1","1","7","2","7","2","1","5","2","2","2","8","2","2","2","4","8","4","11","7","2","atla1278","African Savannah"
"183","Ae7","0","2","1","0","7","1","8","7","5","8","1","8","9","11","6","2","3","3","1","1","9","9","1","3","2","2","4","3","4","6","5","4","3","1","6","5","1","2","1","7","1","6","1","1","1","9","6","8","2","5","1","5","1","5","3","9","10","9","9","9","9","9","9","1","9","1","9","1","9","2","3","1","1","7","4","7","4","6","2","2","2","4","8","5","2","2","8","8","4","11","1","2","atla1278","S Africa"
"184","Ae8","0","0","1","3","6","3","8","5","5","8","1","8","2","6","2","9","4","4","1","1","9","9","1","3","1","1","5","5","4","5","7","3","4","2","6","3","1","1","1","7","2","7","1","1","9","8","3","1","2","9","1","1","1","4","3","10","9","3","9","9","10","3","9","9","9","5","9","3","9","2","2","1","1","7","4","7","4","2","2","2","11","3","8","2","2","1","4","11","4","11","2","2","atla1278","S Africa"
"186","Af1","0","2","1","2","5","1","2","5","5","8","1","8","3","9","2","9","5","5","1","1","9","9","13","2","15","9","2","3","5","7","7","3","4","1","8","4","7","2","1","3","1","6","1","1","1","8","6","8","1","9","1","1","4","5","3","3","9","3","9","9","10","9","9","9","9","4","5","1","9","4","3","1","1","7","4","7","4","2","5","2","9","9","8","5","2","2","9","8","6","13","7","2","atla1278","African Savannah"
"187","Af10","0","0","0","1","9","1","8","8","5","8","1","8","9","11","2","9","6","3","1","1","9","9","8","7","15","9","6","3","5","6","5","4","2","2","2","5","2","1","1","7","1","6","1","1","9","9","6","9","1","9","9","9","1","5","3","10","10","3","10","9","10","10","10","9","9","1","9","1","9","4","3","1","2","7","1","7","1","3","5","2","2","8","8","2","2","11","3","4","2","11","4","2","atla1278","African Savannah"
"188","Af11","0","1","2","1","6","1","8","5","5","8","1","8","9","11","6","2","4","3","1","1","9","9","13","2","15","9","4","3","6","7","4","3","2","2","8","2","6","5","1","7","1","6","1","1","1","1","6","9","2","9","1","2","1","5","3","9","9","9","9","9","10","9","9","9","9","1","9","1","9","4","2","1","2","6","4","6","4","6","2","3","2","4","8","2","2","9","4","8","2","11","5","2","mand1469","African Savannah"
"192","Af15","1","1","1","1","6","1","2","4","6","8","1","8","3","9","2","9","4","3","1","1","9","9","6","4","15","9","4","3","6","7","4","3","2","2","8","6","6","5","1","7","1","6","1","1","1","9","6","9","2","1","1","5","3","5","3","9","10","9","10","9","9","9","9","9","9","2","9","1","9","4","3","6","5","7","4","7","4","6","2","2","2","4","8","5","2","2","8","8","4","13","6","2","mand1469","African Savannah"
