,l1,l2,local_alignment,comparison_count
56,myv,he,0.11023911137479436,784
57,mhr,cv,0.11064595948957605,147
58,mrj,te,0.11091697147492452,595
59,tt,cv,0.11118641438096732,798
60,ku,sah,0.11208888422601568,702
61,kk,cv,0.11216372096306561,883
62,myv,ce,0.11221431622209511,541
63,sl,ml,0.11243761938412292,296
64,myv,kn,0.11349571171786012,695
65,ca,cv,0.11396390719479962,743
66,ga,sah,0.11425746688472768,904
67,sq,cv,0.11561898018877663,822
68,myv,ba,0.11593180527025232,773
69,bn,sl,0.11633776593665629,282
70,no,cv,0.11644461844011907,764
71,sl,mn,0.1168542676662622,373
72,be,cv,0.11761350917083248,784
73,et,cv,0.11796717100743688,801
74,la,sah,0.11813455513319351,882
75,ga,ce,0.11836410180102924,681
76,myv,ku,0.11844968875994961,635
77,sl,ta,0.11933375389139599,273
78,myv,os,0.12030240879408213,554
79,mrj,ta,0.12037164257294158,576
80,cv,eu,0.1209753419572106,845
81,sah,ce,0.12135706679967373,586
82,ga,la,0.1213649659338148,1050
83,ku,ga,0.1216838468659166,830
84,cv,ka,0.12180105874891974,824
85,sah,te,0.12288698202727798,719
86,mhr,myv,0.12453826189124184,146
87,myv,bn,0.12474602035593199,632
88,myv,tt,0.12492364358633226,822
89,sl,ja,0.12497330521086403,280
90,mrj,os,0.12531865094726707,531
91,mrj,bn,0.12541286127380247,577
92,myv,ta,0.12548773272627292,630
93,ps,sah,0.12555899165642778,849
94,ku,br,0.1257995147771045,660
95,sv,cv,0.126184246750507,804
96,ru,cv,0.1263699870880122,756
97,sl,en,0.12660955811024205,294
98,ga,br,0.12699105904853214,874
99,fa,cv,0.12756284372099883,735
100,mrj,ba,0.1279714697510314,702
101,la,ce,0.1281705622549726,679
102,lv,sl,0.12824273717386497,370
103,os,ga,0.12921894813980173,703
104,ga,he,0.1292430622454213,1028
105,os,sah,0.12982479578602243,609
106,uk,cv,0.12998080927405825,764
107,mrj,az,0.13027347743997256,723
108,mhr,cy,0.13030182021993425,148
109,mrj,en,0.1303194971010625,672
110,ku,he,0.13090072852932974,772
111,it,cv,0.13132009852444657,804
112,sl,no,0.13160782516639707,335
113,mrj,lv,0.13213021732517238,692
114,cy,sah,0.13241756255922096,872
115,bg,cv,0.13249597491861345,840
116,la,te,0.13261960545843424,825
117,br,ce,0.1330908856457146,548
118,os,la,0.13325726472006422,696
119,mhr,sah,0.13357150136891816,149
120,sah,kn,0.13363647536629053,777
121,pt,cv,0.1336610063202764,857
122,la,ba,0.1339140894511427,974
123,ga,te,0.13404594969298927,846
124,br,he,0.13413513923516648,828
125,mrj,no,0.13426250656566469,735
126,pl,cv,0.13427837908811846,794
127,mhr,kn,0.1344059776261279,132
128,myv,az,0.13444882699940663,790
129,mrj,da,0.1347600310707185,716
130,la,he,0.1348640089827602,1027
131,sl,tt,0.13499821130201448,326
132,ku,cy,0.13513332870691658,787
133,uz,ce,0.13514374387890835,401
134,mhr,br,0.1352118661175033,129
135,myv,hy,0.13527512838567143,806
136,cy,la,0.13534588967396474,1045
137,ku,te,0.1353768234832119,647
138,ku,la,0.13544496556491437,787
139,mhr,ga,0.13552391456053597,160
140,ga,uz,0.13559674286578266,641
141,mrj,tt,0.13577441276604196,747
142,myv,is,0.13587415512404963,820
143,myv,mn,0.1359367151962844,929
144,ps,ga,0.1360694032881031,1016
145,ro,cv,0.13666921915520966,870
146,myv,zh,0.13682327704856012,753
147,os,kn,0.13695327900470472,613
148,uz,sah,0.13699351346824085,551
149,os,he,0.13706633339333726,703
150,ps,la,0.13805791458495664,957
151,cy,te,0.13842630197926228,832
152,os,br,0.13881335909029816,550
153,cs,cv,0.13891833716029606,801
154,myv,ml,0.13899153893782626,714
155,mrj,mn,0.1389920668829516,838
156,br,la,0.13943567829001752,845
157,mrj,ml,0.1396718394948647,651
158,kn,ce,0.13970521720196757,585
159,mrj,zh,0.13971004524610134,691
160,ga,ba,0.14026930531430143,1000
161,sl,az,0.14033325314505096,334
162,mrj,sq,0.1404154665591161,769
163,cy,ce,0.1404160121219652,684
164,ps,uz,0.14042190783506164,614
165,ga,kn,0.14056169264851287,920
166,ku,uz,0.14062356430876494,492
167,mhr,la,0.14065848157665065,151
168,la,kn,0.14090879447745855,893
169,ku,kn,0.14095583864040984,699
170,ga,cy,0.14117916021027493,1078
171,os,ce,0.14119012100547457,481
172,ce,he,0.14134040378768,685
173,ku,os,0.1416287940998978,555
174,myv,sq,0.14172742651967868,841
175,os,cy,0.14182068461988592,673
176,mrj,ca,0.14182568329003345,686
177,mrj,is,0.1419271144702138,760
178,br,kn,0.14205620375523687,731
179,ps,br,0.14215585010542836,789
180,mrj,eu,0.14233457570282468,809
181,mrj,be,0.14249359661445393,745
182,myv,ca,0.14327634310128004,778
183,myv,ja,0.14345896604927244,662
184,myv,lv,0.14381369074354575,729
185,sl,is,0.14428018149003988,347
186,bn,sah,0.1446870211316335,700
187,sl,ka,0.14519872817426457,341
188,myv,en,0.14565398765339996,730
189,mrj,mhr,0.14573228400449628,141
190,myv,da,0.14575764232086721,770
191,myv,ar,0.14582026211759716,828
192,myv,be,0.145999682789447,819
193,mrj,hy,0.14649657560766213,740
194,ps,ku,0.14678191165019036,779
195,mrj,ar,0.14693616705205922,750
196,mhr,uz,0.14694630732584332,110
197,uz,he,0.1473358078536653,592
198,ba,sah,0.14763347433078503,843
199,br,te,0.14862560085014764,678
200,myv,eu,0.14873665655039875,886
201,ku,ce,0.14957468531248433,535
202,te,ce,0.14981413457229742,550
203,is,sah,0.15008646149448374,889
204,la,tt,0.15014048867703114,1062
205,os,te,0.15017485318261575,572
206,mrj,de,0.1502833346533547,329
207,sah,ta,0.1515420395497005,704
208,cy,uz,0.15238812279646,600
209,br,uz,0.1524755821844435,512
210,mhr,mn,0.15269571644275207,169
211,ps,ce,0.15278013680205202,635
212,et,mrj,0.1532230835089798,769
213,la,uz,0.15347888543220833,603
214,os,uz,0.1538559484797842,435
215,ps,kn,0.15406546834523774,846
216,lt,cv,0.15416867063824943,897
217,sah,ml,0.15433896288923166,778
218,mrj,sv,0.1548523466067948,771
219,mhr,te,0.1551556885216251,142
220,lv,ga,0.15547347971483316,889
221,br,ba,0.15653908273487482,797
222,mrj,el,0.15680960764659202,755
223,ba,ce,0.15699769030088573,659
224,cy,he,0.15713708465835796,1044
225,is,la,0.15741122547847242,1059
226,hy,sah,0.15751707744972349,876
227,lv,os,0.1576222526607646,662
228,la,mn,0.15785114434916084,1195
229,myv,ka,0.1579933574689098,875
230,hr,sl,0.15889058465108535,364
231,myv,tr,0.15894179139123532,905
232,mrj,ka,0.15901836346447762,796
233,sl,uk,0.15913544743835012,313
234,hy,la,0.1596348092136878,1039
235,ps,os,0.15979819713895219,670
236,mrj,it,0.15981095636620804,778
237,cy,kn,0.15989456837196236,895
238,mrj,ja,0.16021912660373963,615
239,cy,ba,0.16059927312831937,981
240,sah,zh,0.16065578286198384,831
241,ga,tt,0.1610308098544258,1066
242,ku,ba,0.16135016310636702,759
243,hy,ga,0.16136017539429756,1046
244,sq,sah,0.16154508429007394,928
245,mrj,tr,0.16171291265498297,823
246,myv,it,0.161843103516849,834
247,mhr,az,0.16199244120298234,156
248,mrj,nl,0.16228437469032242,813
249,myv,sv,0.1631061897225271,832
250,ga,ta,0.16310899895814196,820
251,bn,ce,0.16320541190522772,513
252,mrj,hu,0.1634158212684012,842
253,tt,sah,0.1634200781133005,907
254,ps,he,0.1634656947365472,945
255,bn,os,0.16352558865383943,566
256,la,zh,0.16353395792336894,982
257,br,tt,0.1636561841361595,871
258,mhr,lv,0.1637853136489359,194
259,cy,br,0.16383967775785171,867
260,mrj,ru,0.16391985539891932,720
261,is,ga,0.16401816589818294,1080
262,myv,hu,0.1646661973420821,931
263,bn,ku,0.16526510099710676,641
264,sq,ga,0.16547576680578985,1102
265,hy,br,0.16576516475130784,853
266,ps,ba,0.1658967002372903,907
267,ps,cy,0.16590834035360957,941
268,be,ga,0.16609323453415276,1045
269,ku,tt,0.16615245475564233,815
270,mhr,he,0.16628488307130418,154
271,la,ml,0.16633255415333104,892
272,os,tt,0.16641817242953102,724
273,myv,sk,0.16681367659688692,886
274,sah,mn,0.16703676805169812,1037
275,bn,ga,0.16710842546195376,826
276,myv,ru,0.16716299541700455,786
277,myv,el,0.16720989316507878,834
278,az,sah,0.16773773585143528,882
279,mhr,ba,0.16777409552917136,153
280,ga,kk,0.1678860659380872,1185
281,mrj,cs,0.1679527723985332,755
282,te,he,0.16841453907744888,830
283,os,ba,0.16845160213197488,666
284,mrj,ro,0.16854008539782428,844
285,fi,mrj,0.16866912790103816,809
286,sq,la,0.16888013967192597,1092
287,mrj,uk,0.16894693017422016,729
288,no,sah,0.16910007742249528,889
289,os,en,0.16916340597820886,642
290,ba,he,0.1694340486985377,968
291,ku,mn,0.1695678090473218,904
292,la,ta,0.16974036219586217,806
293,mrj,bg,0.16988573450189864,799
294,myv,pt,0.169956056307467,903
295,ba,kn,0.1700468942676187,842
296,en,la,0.17021473934270762,973
297,ce,zh,0.17035100695461208,652
298,ca,sah,0.17037988887568195,853
299,bn,la,0.17046683697102863,766
300,myv,bg,0.17057543685622925,876
301,ga,ar,0.17065867423138656,1076
302,mhr,ku,0.1706705844893653,135
303,ta,ce,0.17072683775941225,530
304,be,la,0.17073083449481385,1057
305,be,sah,0.17079870990761517,892
306,mrj,sk,0.1708046350331347,801
307,os,mn,0.1708674154234935,795
308,lv,sah,0.17096597022696933,835
309,myv,uk,0.17119021728973738,803
310,ku,zh,0.17126981192672305,748
311,ga,az,0.17139995353997106,1048
312,ga,mn,0.17143994087699624,1204
313,la,ar,0.17151560892789472,1089
314,ga,zh,0.17175056192941413,985
315,myv,fa,0.1719162995306863,778
316,myv,pl,0.1728123218094481,809
317,tt,ce,0.17308249029327985,713
318,uz,kn,0.17317437289607496,540
319,ku,hy,0.1732493190216726,805
320,da,ga,0.17360724125459465,1020
321,sah,eu,0.17362817128330427,970
322,da,sah,0.17365049024102452,862
323,ku,ca,0.17432592434150643,768
324,myv,cs,0.17437280706086913,829
325,mrj,fa,0.17440254050405377,709
326,ga,ca,0.17452093402196076,1042
327,en,sah,0.17467251311338658,813
328,uz,te,0.17502784311451897,497
329,ba,te,0.17511174292558437,789
330,cy,tt,0.17513041828661602,1073
331,bn,br,0.17536017133273987,643
332,ga,eu,0.1755563169521057,1141
333,la,ca,0.17621411599102937,1021
334,ku,is,0.17650136050040763,822
335,en,ce,0.17677617948442118,631
336,ku,sq,0.17706398534492057,835
337,kk,sah,0.17708798617770202,1001
338,da,la,0.17718724582533965,1020
339,os,da,0.17724478612836345,694
340,mrj,lt,0.1773288669364309,861
341,os,no,0.17738200123746561,708
342,is,br,0.17749865437308107,877
343,ga,ml,0.17758545162709727,900
344,sah,ar,0.17764021042375283,909
345,kn,he,0.1777129077103168,881
346,bg,sl,0.1777595703777479,369
347,no,ga,0.17783223522628763,1050
348,mhr,ps,0.1779784810250485,164
349,os,ml,0.17823580271396186,623
350,bn,cy,0.1785904941225148,771
351,ku,en,0.17868139573493746,728
352,ku,kk,0.1789612485535731,901
353,be,cy,0.17900101458112685,1059
354,mhr,bn,0.17999789737639393,153
355,ku,be,0.18003669349338697,794
356,et,sah,0.18052840085943742,918
357,la,ja,0.1805932668169433,850
358,cy,ta,0.18100976079191125,800
359,os,is,0.181095151668176,717
360,br,ta,0.18120922857390132,669
361,sl,pl,0.1812867765739267,332
362,ga,ka,0.18135157927930132,1125
363,lv,ku,0.18157343779482663,775
364,br,mn,0.181667069400301,974
365,az,ce,0.18172360149784345,672
366,be,br,0.18173281107680947,859
367,os,sq,0.1820110601544955,741
368,la,ka,0.1821126970909799,1116
369,hy,ce,0.18216492440357362,701
370,mhr,ta,0.18221900169621974,124
371,de,sah,0.18224339359683195,394
372,os,be,0.18230719928004901,727
373,sq,cy,0.1825560889794466,1091
374,mhr,en,0.18257270175075266,147
375,et,la,0.18275695892239466,1086
376,br,kk,0.1829029292120255,953
377,sq,ce,0.18323394487678518,717
378,hy,cy,0.18343461197518676,1048
379,tt,he,0.1836058629954228,1061
380,is,ce,0.1837165072341551,704
381,la,eu,0.18391476037285795,1112
382,mn,ce,0.18420393555761239,778
383,ps,tt,0.18435414849587967,993
384,ps,is,0.18442833908357703,996
385,ps,hy,0.18451688827048457,977
386,ku,az,0.18461495730152203,777
387,br,ar,0.18506639902405575,888
388,br,ml,0.18559140372030442,731
389,myv,de,0.1857285676867656,364
390,br,zh,0.18575821104025403,795
391,os,ar,0.18637061202786856,739
392,bn,uz,0.18639984658143488,510
393,sah,ka,0.18657865019190734,954
394,ku,ml,0.1867640049030247,695
395,myv,hi,0.18721186167011267,1006
396,br,az,0.1872339026868051,854
397,ku,da,0.18741936182152052,774
398,mhr,zh,0.18745933505153187,146
399,mhr,tt,0.18783920961163728,164
400,is,cy,0.1878702899863471,1077
401,hr,sah,0.1881226695244813,993
402,ku,no,0.18822779727863123,791
403,lv,cy,0.18855210678018128,885
404,sl,cs,0.18868251138058373,345
405,et,ga,0.1887164782187636,1072
406,os,de,0.18888881876872637,308
407,ga,ja,0.18935508322358827,867
408,ps,ta,0.18947792243192915,770
409,is,uz,0.18959745883765305,635
410,lv,la,0.18979971372759938,954
411,cy,mn,0.18993841369985967,1203
412,sq,br,0.1902134857769312,898
413,az,te,0.19022109627390726,815
414,sah,ja,0.1904410755069057,740
415,da,ce,0.19060061303961215,675
416,lv,ps,0.1906297086626573,911
417,mhr,ce,0.1910233125805395,106
418,lv,br,0.19110296151897954,813
419,ps,mn,0.19122307637758817,1113
420,tt,kn,0.19163774699386663,925
421,kk,ce,0.19177684885272817,783
422,cy,ml,0.19182910000660078,890
423,no,br,0.19223894017717857,853
424,be,ce,0.192336755328403,704
425,ps,be,0.1923728421341898,970
426,ca,ce,0.1924598131499752,676
427,ml,ce,0.19263180471452504,590
428,mhr,os,0.19268805257189833,118
429,uz,ta,0.1929620699565839,493
430,ce,ar,0.1934445946447047,723
431,br,ka,0.19434677731537467,911
432,sv,ga,0.19437606886946504,1108
433,ps,no,0.19441442113307789,953
434,mhr,hy,0.1944309300931254,160
435,hr,ga,0.19463482939023138,1175
436,ku,ar,0.19495494307400602,820
437,no,ce,0.19496390171067643,685
438,os,eu,0.19498284815091788,764
439,mn,te,0.19503774683093292,948
440,bn,ps,0.19510834214868894,775
441,ku,eu,0.1951300948259273,858
442,cy,ar,0.19536563945610044,1099
443,ga,ro,0.19541757814846564,1229
444,mrj,hi,0.19542168522770412,910
445,et,os,0.1956629481778899,745
446,bg,ga,0.19567963907048336,1140
447,ps,sq,0.19588039824507003,1017
448,el,la,0.195881355090547,1106
449,os,sv,0.1959531240672329,763
450,mn,he,0.19596209218417693,1186
451,ps,kk,0.19630034530741675,1096
452,ru,la,0.1967374762981533,1021
453,os,ja,0.19676883817837165,575
454,ps,eu,0.19729403425714404,1073
455,ku,ja,0.1977971114763165,664
456,bg,sah,0.1977994513780401,955
457,ku,hr,0.19780378805206586,895
458,hr,la,0.1978146561846679,1158
459,nl,ga,0.1978670460343127,1146
460,fa,sah,0.1980576689106111,841
461,sq,uz,0.19806758276788472,647
462,os,ca,0.19849781346417097,687
463,it,sah,0.19851384436569272,916
464,os,hr,0.19908778279154962,807
465,la,ro,0.1991955641838753,1191
466,fi,sah,0.19939108961386534,989
467,os,pl,0.19975953341787106,726
468,de,ga,0.19977269553169769,470
469,br,ca,0.20014458337255492,840
470,az,he,0.2001854639626896,1007
471,ru,ga,0.20027741493490966,1014
472,ro,sah,0.2002842126359757,1014
473,uz,zh,0.20054139855157874,570
474,ps,az,0.20104683306730098,958
475,ps,ca,0.20131940012101882,949
476,uz,ba,0.20145737321318707,590
477,ku,ka,0.20151501046807785,852
478,tr,sah,0.20170859700322016,998
479,sq,ba,0.20204521086681745,1021
480,nl,la,0.20208578099156524,1141
481,da,br,0.20210507917173678,830
482,uz,ar,0.2022402937325122,623
483,en,ga,0.20237754855557208,986
484,be,kn,0.20241345021236432,906
485,uk,sah,0.20246238046236248,881
486,is,ba,0.20252551802998758,1007
487,br,eu,0.202858447155185,919
488,os,ka,0.20308872832084404,768
489,pl,ga,0.20347078386945916,1053
490,be,te,0.20356991447969885,858
491,ps,ml,0.20366982139678078,843
492,is,te,0.20385541224554493,868
493,ps,en,0.2039571473982787,884
494,ba,mn,0.2039741988418842,1128
495,ba,ta,0.20420995722098587,764
496,cy,ka,0.20430075588969038,1122
497,os,ru,0.20437420341006335,692
498,pt,sah,0.20449570975560347,988
499,la,tr,0.20462162607765944,1154
500,mn,kn,0.20464592200458534,1039
501,cy,zh,0.20470386189684758,996
502,da,uz,0.20473972067895904,598
503,bn,ba,0.2047929398773013,746
504,hr,cy,0.20484958459805544,1154
505,mhr,hu,0.20491439752765667,177
506,ga,it,0.20509306817438674,1095
507,fa,os,0.2052559261667934,692
508,sk,ga,0.20533922050260592,1129
509,eu,ce,0.20575369275153335,751
510,mhr,pt,0.20581868557358163,164
511,no,cy,0.20595027010958403,1058
512,cy,eu,0.20617219533162237,1102
513,ku,sv,0.20643677389941165,844
514,ps,ka,0.2067709390315948,1045
515,et,br,0.20688050820635526,887
516,eu,he,0.20697573493054364,1104
517,ku,ro,0.20702524041857012,917
518,ps,ar,0.20718640767581617,995
519,mhr,ca,0.20729290880784873,160
520,el,br,0.20753269861989806,895
521,ku,bg,0.20754414372061936,862
522,lv,uz,0.20763688910182218,663
523,hy,ba,0.2076763948044231,978
524,da,cy,0.2076809095141763,1018
525,ku,nl,0.20782216678299614,861
526,ja,ce,0.2078979804575469,578
527,cy,ca,0.20803672448362234,1044
528,hr,br,0.20841432704784704,954
529,hy,kn,0.20847201801019544,895
530,en,br,0.20855127441326965,801
531,et,ku,0.20879660069225817,813
532,ga,pt,0.20880453413044833,1205
533,sq,kn,0.2094599817939662,939
534,ku,ru,0.20947888059873027,774
535,el,ce,0.2096236954971319,713
536,fi,ga,0.20973110715014798,1173
537,la,it,0.210016838446425,1074
538,os,it,0.21018474632443626,740
539,et,cy,0.21023599275731808,1089
540,et,ce,0.21027294208586494,714
541,ba,eu,0.21046408619188042,1049
542,ca,uz,0.2108648191053765,588
543,ps,ja,0.21098525278263391,804
544,pl,la,0.21108647722043214,1048
545,hu,ku,0.21109503778972402,901
546,uz,mn,0.2111821283202936,701
547,kn,eu,0.2113260714461776,961
548,sk,sah,0.21134479767085002,961
549,br,ja,0.21162186404501174,701
550,hy,uz,0.2116456436345014,613
551,mhr,is,0.21165068597967612,161
552,be,mn,0.21188058542141716,1212
553,be,uz,0.21199772783197798,618
554,fi,la,0.21200831205544135,1166
555,ps,sv,0.21242271565823984,1006
556,en,uz,0.21253666816280647,565
557,os,sk,0.21257889752169898,760
558,ku,el,0.21262826952545416,832
559,is,kn,0.2128986426473841,913
560,et,ps,0.21295354903055624,990
561,la,pt,0.21296873135614544,1189
562,br,tr,0.21307247703722526,955
563,mhr,ml,0.21314144751340847,143
564,sv,br,0.21319571070305499,899
565,mhr,uk,0.21322589569283218,153
566,ka,ce,0.21342722692391353,747
567,fi,os,0.21347746363066053,801
568,uz,eu,0.21349270912345608,665
569,os,lt,0.21386682413343608,826
570,sq,mn,0.2142605723652447,1253
571,ca,kn,0.2144670246214333,877
572,de,ce,0.21484131968541886,347
573,ku,uk,0.2148740472792194,789
574,mhr,fa,0.2151756909268572,174
575,is,tt,0.2152271108556539,1095
576,sv,ce,0.21541842294365596,732
577,az,kn,0.21558641671294262,885
578,bg,ce,0.21562370744799236,736
579,be,ba,0.2157180340787373,996
580,cs,ga,0.2158748296264618,1081
581,fa,la,0.21615525792294502,932
582,ku,pl,0.21626411665013645,810
583,lt,la,0.21648026392560857,1258
584,cs,sah,0.21658603162800633,912
585,hy,tt,0.2168769464500118,1068
586,os,uk,0.21692936784565017,712
587,hy,mn,0.21706492666667893,1196
588,sk,la,0.21728961834198443,1120
589,nl,ce,0.21743514671965827,745
590,ku,lt,0.21754145608623296,930
591,ku,pt,0.21818584565472518,892
592,te,ar,0.2182840856361171,874
593,mhr,lt,0.21834210496177106,172
594,uz,tt,0.21860683322265245,620
595,is,mn,0.2187156480405264,1221
596,ku,it,0.21873357843074437,827
597,az,mn,0.21886693763836507,1188
598,lv,kn,0.21887604289600804,913
599,sv,cy,0.21890821170434305,1116
600,ps,bg,0.21906370023029895,1057
601,sq,tt,0.21906758726758707,1121
602,ca,ba,0.21934451291206958,963
603,fa,ce,0.21966297824709302,620
604,ps,ro,0.21981959234894935,1115
605,bg,br,0.21995827603261156,938
606,ru,br,0.22005828538898975,832
607,tt,mn,0.22009407701526504,1223
608,ps,ru,0.22046165875833798,939
609,hu,ce,0.22055044615503358,814
610,mhr,sk,0.22074362549707194,170
611,lt,sah,0.22078119710367883,1040
612,br,ro,0.2209188315445755,986
613,ku,sk,0.2210379728904241,861
614,ps,pl,0.2210460908032856,981
615,mhr,ka,0.22146563956479737,175
616,no,ba,0.2216784322584196,980
617,ku,tr,0.22182485424643442,898
618,ba,ml,0.22188084784449408,842
619,is,kk,0.22199768664417802,1201
620,ps,nl,0.22212832387121767,1056
621,ca,he,0.22218025777392783,1019
622,pt,ce,0.22221883978941098,766
623,da,te,0.22274252830726807,816
624,bn,te,0.22283624099549307,651
625,cy,ja,0.22293465609154545,879
626,lv,mn,0.22319367056410377,946
627,os,cs,0.22323686525016168,738
628,hi,la,0.22328426613346006,1251
629,fi,ku,0.22333557616675376,882
630,hu,cy,0.22347233855180965,1226
631,bn,he,0.2235057683659672,763
632,is,az,0.22372771795027288,1062
633,mhr,pl,0.2237335391731671,165
634,cy,ro,0.22387158566512924,1208
635,cy,tr,0.2238914410841105,1159
636,tt,eu,0.224132407215194,1148
637,nl,cy,0.2242594412668766,1139
638,tr,ce,0.22436646946666808,761
639,tt,ta,0.22490186541918028,822
640,mhr,bg,0.22508166441627342,177
641,lv,ba,0.2252925747930093,886
642,uz,kk,0.22545256869010855,685
643,hr,uz,0.22546361144741556,698
644,hi,os,0.22556007425755992,902
645,lv,te,0.22561298884421407,851
646,hi,ga,0.2259140637557276,1346
647,da,ba,0.22626886153395723,956
648,en,ba,0.2265299531384317,901
649,hi,sah,0.2267595163985226,1105
650,hu,br,0.22715175183765837,987
651,fi,br,0.22737821272867825,957
652,mhr,be,0.22752104018405245,164
653,mhr,ro,0.22771160155179226,179
654,mhr,no,0.2278477612803214,159
655,ps,sk,0.22785359878512038,1050
656,be,tt,0.2278727969058514,1086
657,fi,ps,0.22842400206981506,1069
658,bg,cy,0.22856837144747555,1145
659,ro,ce,0.22873156635291103,788
660,be,kk,0.22875775580374466,1189
661,en,te,0.22876394005905407,768
662,ba,ka,0.22880158046358431,1039
663,ku,cs,0.22899413894719195,827
664,ps,it,0.22912889081972915,992
665,it,ce,0.22950449175110613,708
666,pl,cy,0.22954493413908517,1065
667,az,ba,0.22969019338481586,969
668,pl,ce,0.23018471733446033,693
669,ca,mn,0.23022036308900476,1167
670,fi,cy,0.23023992272952648,1183
671,sk,br,0.2304742108355455,916
672,mn,eu,0.2309025033853149,1281
673,be,az,0.23094783546744607,1036
674,ba,zh,0.23109202117984332,927
675,lt,uz,0.23119855093539984,707
676,ps,lt,0.23154517039106387,1144
677,ru,cy,0.23160625976192165,1027
678,es,ce,0.23164239125620714,750
679,hy,is,0.23166361380275466,1085
680,hr,ba,0.23193924354018225,1103
681,tt,ar,0.23213063943283183,1124
682,hr,te,0.23237420286809024,953
683,kn,ka,0.23277547017329278,961
684,fa,br,0.2328106900429216,783
685,sq,eu,0.23291020829738956,1193
686,nl,uz,0.23312018262553394,671
687,fa,cy,0.23326107171176264,927
688,kk,ba,0.23341074671625306,1117
689,is,eu,0.2337181869032883,1143
690,fi,ce,0.2338282668168638,778
691,ro,uz,0.2340436237278104,716
692,cs,br,0.23408264457828845,874
693,lt,cy,0.23468996924811042,1276
694,hi,ce,0.23484359505580168,842
695,bn,mn,0.23499245905741475,884
696,ca,tt,0.23506476818067426,1058
697,uz,ka,0.23507285264181396,655
698,sq,is,0.2351461769395442,1114
699,mhr,da,0.23531823731071713,157
700,mn,ar,0.23536029812746656,1238
701,bn,tt,0.2355274232017225,804
702,br,pt,0.23555101489738892,979
703,lt,br,0.23564795920863196,1007
704,sk,cy,0.23578175650844216,1128
705,de,br,0.23620212810247287,400
706,ro,te,0.23626590109770443,950
707,az,eu,0.23643602225770938,1093
708,br,it,0.23678987523676023,894
709,ps,cs,0.23698738143328527,1000
710,bn,hy,0.23702811082216965,796
711,bn,kn,0.23713368404342627,701
712,lv,eu,0.23728382794260652,945
713,hr,mn,0.23729886947727039,1340
714,cs,ce,0.23774108145817577,700
715,cy,it,0.2377763890054348,1095
716,mhr,cs,0.2378140935806803,166
717,et,ba,0.23877741040734354,1017
718,sk,ce,0.23877918099730028,743
719,nl,te,0.23931996515412957,925
720,no,mn,0.23938403349273285,1199
721,lt,ce,0.24000502822438366,834
722,et,uz,0.24002967161368552,638
723,mhr,tr,0.24007630674011324,182
724,ar,he,0.24010233142062828,1101
725,lv,tt,0.24019050200461206,955
726,fa,ku,0.24034660087796839,796
727,bg,te,0.2404156845528101,925
728,cy,pt,0.24048917632484212,1223
729,mhr,ja,0.24053853526040014,150
730,be,is,0.2413141580557511,1094
731,mn,ta,0.24146790372676655,924
732,bn,is,0.24162755269618977,810
733,it,uz,0.24167696521799575,631
734,bg,uz,0.24168809732189853,684
735,az,ml,0.24185710339792477,881
736,mn,ka,0.24185985918166444,1292
737,en,cy,0.24231835051122352,984
738,ca,az,0.24251230237873292,999
739,no,tt,0.24261035248854115,1080
740,sv,he,0.2427543823573304,1102
