l1,l2,local_alignment,comparison_count
lez,ce,0.12161444170791555,440
ga,lez,0.12163615532949945,538
cv,kn,0.1216548941091254,258
hr,lbe,0.12194852306424271,188
cy,ce,0.12224386031578167,709
mrj,cy,0.1223443929500855,493
udm,uz,0.12240335646624666,306
ku,cv,0.12280354421417188,251
la,cv,0.12284210394136721,306
mrj,ps,0.12295744480602791,450
mdf,lt,0.12296347273936753,317
br,sah,0.12303526175562268,583
mrj,ku,0.12309043457770066,413
av,ce,0.1233058019317499,328
myv,kv,0.12347405287320229,235
udm,ta,0.12353459464585462,381
myv,sv,0.12355523281565045,517
is,sah,0.12356282474623084,722
mdf,uk,0.12359640170904809,288
az,ab,0.12376643344248954,140
de,lbe,0.12376925809879946,55
vep,udm,0.12425938209219191,296
vep,mrj,0.124302631739633,307
fr,lbe,0.12439616149487312,188
tt,ce,0.1244354671611219,695
vep,os,0.12462365927572437,222
mdf,hu,0.12467362216090329,325
is,ce,0.12467815618552454,715
vep,uz,0.12471319405776833,260
vep,lez,0.1247458678361332,320
ps,ce,0.1249628768931342,552
mdf,eu,0.12505047482110462,324
os,ja,0.12508759977031667,367
myv,la,0.1251924286444146,487
ko,ce,0.12535420521277713,578
kv,av,0.12542414056620255,206
ku,ga,0.12545793592371815,697
udm,ku,0.12551215430876847,393
bn,av,0.12555899314467284,321
ce,he,0.12556988890588483,735
cs,ab,0.12580711889862436,145
ps,lez,0.12597306089882934,497
kv,he,0.12603551700458318,355
mdf,sk,0.12628952339943356,327
mdf,es,0.1263152487190822,311
vep,ja,0.126633185211086,372
la,sah,0.12695652451326592,736
ps,ga,0.12696394698928928,744
myv,lv,0.12737474966468743,481
mdf,hr,0.12757452545245077,347
mdf,ar,0.12761688987726566,303
mdf,be,0.12762737531485124,296
kv,cy,0.12775346563816165,343
myv,sq,0.127754404585377,495
bn,sah,0.1280027964558772,573
myv,mn,0.1280815626824718,570
hy,ab,0.12826808410836033,141
br,ce,0.12827297999646473,553
myv,no,0.12827852746465795,491
cv,sah,0.12850762887563275,264
bn,ce,0.12856344019590038,515
myv,da,0.12895579132548277,479
myv,ar,0.12906002640903233,500
kv,tt,0.1294479880724058,353
udm,ko,0.12955931628709755,405
udm,kv,0.12961400690239192,239
vep,ga,0.1296961736197594,426
mrj,ko,0.12973395366612392,441
mrj,he,0.1298140457500988,514
ga,zh,0.12991526823040525,878
mdf,cs,0.13019925864168727,308
mn,ce,0.13071096673713786,773
udm,tt,0.13078393932651616,489
myv,ml,0.13095655471136025,432
myv,en,0.13105517968313493,459
cy,lez,0.13132469506797087,518
la,zh,0.13210562235755577,890
uk,ab,0.1321335382620556,135
udm,lez,0.13249185977378136,367
ba,ja,0.13254527257922136,774
vep,ps,0.13265809016720762,375
ko,lez,0.13277979943058832,445
mdf,fr,0.13292319954034287,321
mdf,it,0.13297948981070998,317
mdf,hi,0.1330781568002531,369
bn,lez,0.13321889891506056,418
udm,av,0.13376596306886251,274
kv,ko,0.13389993702960576,303
myv,az,0.13391937303171525,500
kv,is,0.13417262031545468,356
udm,is,0.13458657742334454,476
udm,he,0.134648635248066,476
mrj,te,0.13464979033518187,381
os,cy,0.13468406391565452,397
hi,ab,0.13478760105772225,178
ku,lez,0.13484791636770063,450
udm,br,0.1348591444469978,393
os,kn,0.13490509366645084,343
cy,av,0.13552100322436617,409
mrj,br,0.13571625882513774,420
udm,mn,0.136081557338771,550
cy,sah,0.13622502986540375,719
en,cv,0.1362380012355564,300
kv,ku,0.13634457155740037,291
br,av,0.13635436276306834,339
ps,os,0.13645646385910432,377
de,cv,0.13648519231905915,150
mdf,pl,0.13661512578239465,296
te,ce,0.1366479174866544,521
fr,ab,0.13698910417544374,158
vep,kn,0.13767806704604993,351
br,cv,0.137937812992529,247
os,ta,0.138021782770863,329
os,he,0.13804469148220272,415
tt,sah,0.13821283573727974,727
ba,zh,0.1383221961447834,831
ru,ab,0.13842081467386808,139
cv,ta,0.13876188900341674,243
kv,br,0.1389747654375523,290
mrj,is,0.1391751742922238,514
ku,he,0.13935479691703093,690
uz,av,0.13941995730921114,254
te,av,0.1395932760770048,334
vep,ku,0.13968330643698693,331
ps,cy,0.1399953958110503,716
sah,mn,0.14002544321431135,828
udm,en,0.14031194668532115,453
myv,eu,0.14047840686471982,540
lez,he,0.1404920462910274,537
sah,ta,0.14067564097861476,584
ps,av,0.14068910528468262,383
hr,ab,0.14072854382139907,157
sk,ab,0.14076267680827667,152
mrj,en,0.14080286936579,484
myv,nl,0.14086718809510412,557
uz,lez,0.14096727882281107,333
udm,sv,0.1413456888665273,519
sq,ce,0.14140387640039948,708
mdf,ca,0.14151282046609984,266
pl,ab,0.1415174042055873,144
ba,ce,0.14152841773764077,661
myv,ro,0.14153562720727578,568
uz,sah,0.14183849995556866,466
lt,ab,0.1418752436260609,158
ku,av,0.14195205569523903,351
br,lez,0.14207703548705317,438
ps,ku,0.14243464639794076,584
is,ga,0.1424764201802414,923
ga,ba,0.1426181797661856,859
ko,av,0.14270299991999996,348
myv,kk,0.14288033930728225,530
mdf,tr,0.14311400536447666,344
av,lez,0.14312425443295512,311
udm,te,0.14325581188370462,362
ga,tt,0.143278237432403,898
cv,mn,0.14330780532961673,341
mrj,la,0.143378216297266,514
cy,la,0.1433805238333819,938
mn,av,0.14339206522049971,480
bn,ku,0.14350793252371555,527
myv,ka,0.14357297281311357,522
av,he,0.14358407698291997,417
udm,lv,0.14360177318186476,443
mrj,sv,0.14363081878344783,550
sah,he,0.14368366284994621,736
ku,la,0.14376994114549796,681
tt,av,0.144052180557163,422
ku,cy,0.14418617090068656,686
mdf,os,0.1442290345282891,160
ku,ko,0.14436503208156184,574
la,ja,0.14445383565589218,832
vep,av,0.1445110099006156,254
sah,te,0.14515778057952475,546
sah,kn,0.1451757220855384,622
os,ga,0.1453730082167312,422
ku,kn,0.14547464886056788,582
kv,ba,0.14565972314358666,345
udm,sq,0.14568601567459016,492
ps,uz,0.1459916111255456,461
av,lbe,0.1461072737845672,124
udm,no,0.14615864502238357,506
cy,zh,0.1461951942852248,927
ga,la,0.14634445063935658,910
os,sah,0.14659647655125954,355
myv,ru,0.1467791990239635,478
vep,bn,0.14680718147470379,331
ps,cv,0.14681161108037488,266
ps,he,0.1468289340358804,735
ja,kn,0.14687469504564765,685
os,ko,0.1470064672161979,346
sq,sah,0.14723647943170093,740
tt,lez,0.14727250517200072,537
ps,kn,0.1472741438531025,622
mrj,no,0.147282339001779,530
ga,he,0.14751320998645556,933
ta,lez,0.14751534175942085,417
mhr,en,0.14752980414978575,139
en,ce,0.14764331444287154,694
ku,os,0.1479421215723194,325
udm,ar,0.14800346208837967,508
os,tt,0.14805549506569524,425
myv,fa,0.14808183788517848,541
ml,ce,0.14841834823765535,579
vep,cy,0.14854815785775938,406
kv,sq,0.14878745173020005,363
la,ko,0.14879051422257172,748
la,ba,0.14886459762843596,850
myv,bg,0.14890012956761944,546
cv,te,0.1489854991876507,246
vep,ko,0.14901249473206754,353
udm,os,0.1490443818430669,260
el,ab,0.14917594356953354,138
la,he,0.14931451633910078,952
la,lez,0.1494032071725226,543
os,lez,0.14973831983423894,295
br,zh,0.14974966258792635,720
ps,br,0.14994090068476304,581
sah,ml,0.15005750698064224,630
mrj,tt,0.15009960445074846,512
myv,hy,0.15013188217399512,487
el,ce,0.15018674528026485,678
kv,os,0.15024200441940155,193
kv,en,0.15036040295861977,337
cv,he,0.15047828174460987,323
te,lez,0.15065753487671385,412
el,cv,0.15070550454270543,313
myv,ca,0.15073456386612616,468
la,ab,0.15121260728056285,141
udm,da,0.1514663886354732,487
cy,tt,0.1516439976285335,906
vep,br,0.1516474089756738,329
ce,ar,0.151687735044947,776
ga,ko,0.1516959281478353,756
mrj,da,0.15179554617023067,517
la,mn,0.15191049046853375,1035
udm,nl,0.15252455301039533,559
kv,ar,0.15254499673686708,378
cv,ml,0.1526513892931972,274
mn,lez,0.15268940228635444,611
mrj,os,0.15270651004136965,269
tt,ja,0.15280614545648039,828
ku,br,0.15281007272694344,546
is,zh,0.15292162563531156,928
myv,be,0.15304429045395052,492
et,myv,0.15304730613233056,513
ku,tt,0.15332787250790111,685
is,la,0.15338530451599736,936
ku,te,0.15347417710962982,516
mn,zh,0.1535175134194084,1000
et,ce,0.15392414337807103,746
la,tt,0.153949145739858,893
uz,ja,0.15405798872027499,466
te,zh,0.1542084952666076,663
myv,hr,0.1542095926544703,569
vep,te,0.15445229852446615,337
az,ce,0.15469213750897587,703
udm,la,0.1549616431507186,487
ps,is,0.15499286453845532,742
kv,mn,0.1550383474786982,400
cy,ja,0.15509206967245404,874
no,ce,0.15517732612256757,752
mhr,az,0.15518247106622052,150
ba,sah,0.15542370493778204,680
br,ja,0.15563576541277305,672
ps,ta,0.1556475507562454,576
myv,de,0.15567980647419533,211
ku,uz,0.15570845525705293,407
myv,pt,0.15574795451306234,546
cy,ba,0.15591139599811182,865
tr,ab,0.15591163283081466,160
sq,av,0.15593027194706255,434
ml,zh,0.15599589532785257,731
is,ja,0.15605576443396885,865
ba,lez,0.1561704442102762,523
bn,os,0.15624113636908846,329
bn,ga,0.15633300438377068,694
mrj,lv,0.15648373449544126,469
da,ce,0.1565482628828417,733
ka,ce,0.1566189882076928,712
ba,av,0.15702050041446106,403
az,cv,0.15703676242897172,314
mrj,mn,0.15705915442553148,577
de,ab,0.15711407880679779,72
bn,ps,0.15713921621288163,575
mhr,ko,0.157379831481077,138
sq,ga,0.15781584016664288,923
ga,te,0.15798167849512973,669
kv,no,0.15803553289554165,365
kv,da,0.15844464712917364,358
myv,it,0.15845850349375282,513
ku,ta,0.1585981459438608,542
ps,ba,0.15873370925704833,686
kn,zh,0.15884421137066063,718
lv,av,0.15892588005025887,356
ps,tt,0.15902245043035879,707
os,br,0.15906482493646143,328
kv,lv,0.15907326115522405,351
be,ce,0.15923593343444115,695
ps,ko,0.1592824473229161,602
is,lez,0.15949913674595365,538
mrj,ar,0.15965218432526332,524
vep,ta,0.15975149522016244,327
ku,mn,0.15980709835696963,761
ps,te,0.15981197149746923,560
mhr,ku,0.1598474625666902,124
en,lez,0.15986440102354524,501
ps,la,0.15987234098240138,724
vep,he,0.15994589532574088,409
ga,kn,0.16003391419369456,766
myv,el,0.160244729648204,516
sv,av,0.16027390309597836,439
ta,zh,0.16030433063483587,697
ga,ta,0.16034506220481712,720
is,av,0.1604321186986329,415
myv,sk,0.1605362747125568,547
ps,mn,0.16056400040203317,830
os,en,0.1606315887756593,385
hy,ce,0.16069428700239366,736
sv,ce,0.16079599463237995,795
myv,uk,0.16090035492215196,497
ja,te,0.16095150037192968,640
en,av,0.160954318063018,380
mn,ja,0.16107797048262454,931
mrj,sq,0.16110428026028017,517
os,uz,0.16112825632955002,265
is,cy,0.1611432738147493,957
fi,myv,0.16119254528967736,551
cv,ar,0.1612352732381171,345
ga,br,0.16124888752488134,746
ga,mn,0.1615190674982466,1012
ku,is,0.161986284940334,695
mrj,pt,0.16230819164423987,568
ga,cy,0.16233980512121007,942
se,zh,0.16269726249389949,115
mrj,ba,0.16276861556589453,497
tt,zh,0.16330434657505186,874
kv,sv,0.1634090560486224,385
myv,hu,0.1638010243747622,554
mrj,nl,0.1638332341013253,585
no,av,0.16394339611409217,425
vep,kv,0.16397748322506697,213
az,lez,0.16398433348000754,526
sq,cv,0.1641159516895115,324
cy,ko,0.1642537149672494,750
lv,os,0.16452198987817288,396
vep,ba,0.16453862140449702,393
vep,tt,0.1646041986774148,414
sah,ka,0.16509231180817235,763
bn,cv,0.16518867832451745,245
tt,ko,0.16547809298127825,739
is,mn,0.16550426571517343,1037
he,zh,0.1655590978701318,959
la,av,0.1656572354375509,416
udm,eu,0.16571313323193793,542
myv,lt,0.16575298400725302,543
mhr,no,0.1658269772480056,150
myv,pl,0.16592434298814063,501
cy,he,0.16605548903069323,996
la,kn,0.16616032817845158,739
lv,sah,0.16619217547798953,699
mhr,he,0.16621874996817665,146
sv,cv,0.16637358675105152,355
tt,he,0.166603210195591,928
sq,lez,0.16670915489381827,555
no,sah,0.16683262800824897,755
os,sq,0.1669121320477133,422
udm,ba,0.16698974823771717,459
eu,av,0.16707448739685576,455
myv,hi,0.16708485707250864,635
ko,zh,0.16723081146244154,727
mhr,sv,0.16725752635186264,153
kv,ro,0.16728103038185513,420
udm,kk,0.16742086515484708,541
da,sah,0.16750848019086123,728
mrj,eu,0.16752830425495668,562
uz,cv,0.16765843400598107,183
myv,cs,0.1678216569377604,529
kk,cv,0.16787616560600177,356
lez,ar,0.16790602321430356,576
ru,ce,0.16795251185328758,741
lv,ce,0.16801790986426474,628
kk,ce,0.16810609798438264,788
myv,fr,0.16814492118839303,537
bn,ja,0.16825442756118048,625
mn,he,0.1682881479167356,1069
myv,es,0.16830040327876022,520
vep,is,0.16832934364814847,418
da,av,0.1684372404188882,417
br,he,0.16872400985903419,750
is,tt,0.16893484475127207,907
udm,ka,0.16900116463613768,516
hy,lez,0.1690217387922824,566
mhr,ta,0.16902328709130673,116
ro,lez,0.16906267128569577,632
sv,sah,0.1690660863813231,785
sq,la,0.16908798697498528,937
ro,av,0.16913639963125995,489
tt,cv,0.16920938149201836,310
av,ar,0.16927216265377915,444
os,cv,0.16948478291344038,153
pl,ce,0.16949581294034122,750
os,la,0.16950412731461995,415
sah,ar,0.1695204818888541,767
os,te,0.1699598659891242,318
el,sah,0.17003056305640765,744
uz,zh,0.1700411822925397,481
kv,eu,0.1701169166479233,394
kv,kk,0.17028410529694643,408
be,sah,0.17036372710614328,727
ga,ml,0.17039495013986547,758
udm,ro,0.17044706754719902,590
ro,ce,0.17050574624937492,849
udm,ca,0.17057958253314537,461
hy,sah,0.1707230051882251,735
is,he,0.170762709304444,988
ga,kk,0.17076380519310974,1024
la,uz,0.17088613439879127,511
kv,hu,0.17092151508091674,428
mrj,hy,0.1709954444895539,528
da,cv,0.17101089163151686,325
la,te,0.17136773248792067,677
el,lez,0.1713693228665413,535
nl,av,0.17137473498601935,463
udm,fa,0.17145209348697774,518
mrj,ml,0.171477252023825,443
bg,ce,0.17184434394763046,742
en,sah,0.17200081632749428,699
br,la,0.172061447677027,730
ku,ba,0.17226447772832415,657
az,sah,0.1723126371319792,743
la,kk,0.17238465187149124,1026
vep,mn,0.17241123675681289,476
cy,mn,0.17246953881259458,1041
ml,lez,0.17282504158880677,474
ja,he,0.17296954309055326,899
kk,sah,0.17315939656312493,810
os,mn,0.1732228354474374,460
et,cv,0.17343129086519762,334
ba,ko,0.17358389390893725,699
mhr,uz,0.17360538996157032,106
mhr,kn,0.1737552959449752,126
is,uz,0.17379233828672525,520
mrj,kk,0.1739187101626828,570
os,is,0.17392391121477963,428
kk,lez,0.17395396892981171,600
kv,ml,0.1740598999685173,302
mrj,ru,0.17408444287303027,510
ku,sq,0.17410561590406087,701
myv,tr,0.17424788060303184,567
is,br,0.1742589653618539,754
br,tt,0.1743293865102482,723
ps,sq,0.17433013970580183,757
cy,kn,0.17439151181722018,744
br,uz,0.17465042228731031,418
ga,uz,0.17475470062265902,547
la,ta,0.17529343066841285,716
kk,av,0.17535470007053497,463
udm,bg,0.17539417262151905,545
udm,de,0.17539651850598076,230
sv,lez,0.17546513158835175,575
bg,lez,0.17549461682192555,582
tr,ce,0.1759257550249835,830
uk,ce,0.17597175133629792,744
os,da,0.1760726084681326,417
kv,nl,0.1764405186905022,406
sq,zh,0.1765032467650697,909
os,ar,0.17659300966531188,449
is,cv,0.17671080722389979,333
sq,cy,0.17684251994673975,934
de,ce,0.17686067136312555,361
udm,hr,0.17692219268361922,555
udm,pt,0.177016507710235,533
ba,he,0.17701890875378878,880
ca,ce,0.1772039511155649,723
no,cv,0.1772273016537948,333
kv,bg,0.17758808185762906,386
hr,ce,0.17762352030009368,807
mrj,bg,0.17762706047911725,566
mrj,az,0.1777138682121387,503
nl,ce,0.1778827001126022,818
kv,ka,0.17789860641825944,379
de,sah,0.17799654705637538,299
pt,ce,0.17800600406381759,816
kv,fa,0.1781501528931253,380
mrj,fa,0.17818283471590626,530
lv,lez,0.17846441393656254,496
br,ko,0.17849051633561716,605
is,ba,0.17876566816830752,865
bg,av,0.17878105312896939,442
mrj,ca,0.17881844034738514,494
mhr,nl,0.17912683642488594,163
os,ba,0.17924392545861106,410
udm,hy,0.1793264224047005,493
ku,sv,0.17946163767269172,749
ka,lez,0.17959729038399205,565
