,l1,l2,rho
281,eu,sq,0.16921206989452067
282,eu,sv,0.1942316082010976
283,eu,tr,0.2181542399168779
284,eu,uk,0.14744585562843596
285,fi,fr,0.25271956276825364
286,fi,he,0.2744936121285468
287,fi,hr,0.29700029163273983
288,fi,hu,0.286969546630268
289,fi,hy,0.07201048575760105
290,fi,is,0.19056038265241756
291,fi,it,0.24599944886273545
292,fi,ja,0.1298569663166866
293,fi,ka,0.004568020643296202
294,fi,ko,0.17008641225023458
295,fi,lt,0.21997670095975624
296,fi,lv,0.22318353462439958
297,fi,nl,0.24861650390443213
298,fi,no,0.24379772434408312
299,fi,pl,0.29944368374959296
300,fi,pt,0.26624224957730885
301,fi,ro,0.24163675282371097
302,fi,ru,0.29804349311913464
303,fi,sk,0.2836500711954642
304,fi,sq,0.20748704990500966
305,fi,sv,0.2610806319060397
306,fi,tr,0.2756046301780384
307,fi,uk,0.18798100781351415
308,fr,he,0.24658357056273597
309,fr,hr,0.2579010271937885
310,fr,hu,0.2601579577318735
311,fr,hy,0.1056585370218049
312,fr,is,0.17901288476493277
313,fr,it,0.24984459998474076
314,fr,ja,0.1092001651399021
315,fr,ka,0.03173588607448094
316,fr,ko,0.15221032575801488
317,fr,lt,0.20196083311504048
318,fr,lv,0.20757288732407356
319,fr,nl,0.235324796510203
320,fr,no,0.21163273139037087
321,fr,pl,0.2578876614768419
322,fr,pt,0.24496834690078256
323,fr,ro,0.22585354624914913
324,fr,ru,0.27498314295015885
325,fr,sk,0.25703556262507826
326,fr,sq,0.20399025118449898
327,fr,sv,0.23955705462470875
328,fr,tr,0.2530650583090708
329,fr,uk,0.169178030506284
330,he,hr,0.2809020938501731
331,he,hu,0.28337324490841237
332,he,hy,0.10724051336997337
333,he,is,0.17857907182788132
334,he,it,0.2555478381755471
335,he,ja,0.12547002742544142
336,he,ka,-0.021979704488590948
337,he,ko,0.1523311419608425
338,he,lt,0.20454724768601912
339,he,lv,0.19911615393943974
340,he,nl,0.2659063051974752
341,he,no,0.2399493850747282
342,he,pl,0.2778757210670264
343,he,pt,0.2599700434484327
344,he,ro,0.2443492983646057
345,he,ru,0.28411282895607587
346,he,sk,0.27875342836440925
347,he,sq,0.20356857202228026
348,he,sv,0.2636671763633872
349,he,tr,0.2707964980972793
350,he,uk,0.15583473717820046
351,hr,hu,0.2967649807557107
352,hr,hy,0.17343159357687477
353,hr,is,0.22295733100860168
354,hr,it,0.25991085772304756
355,hr,ja,0.17206909131620252
356,hr,ka,0.031686143021864115
357,hr,ko,0.1862061326907846
358,hr,lt,0.23758715252989387
359,hr,lv,0.250329429965339
360,hr,nl,0.27171927386321637
361,hr,no,0.2567959227090202
362,hr,pl,0.3175624495811605
363,hr,pt,0.2642610461612633
364,hr,ro,0.26106847814505896
365,hr,ru,0.3391570872967695
366,hr,sk,0.32179035393954764
367,hr,sq,0.24612320091681772
368,hr,sv,0.2799710057201909
369,hr,tr,0.2840956846988138
370,hr,uk,0.23316311738459475
371,hu,hy,0.08437173537844439
372,hu,is,0.19789194790294865
373,hu,it,0.2576724781910956
374,hu,ja,0.13029071056872416
375,hu,ka,-0.005018584775823898
376,hu,ko,0.16138684577219845
377,hu,lt,0.2379977068130343
378,hu,lv,0.24165081323997864
379,hu,nl,0.257014689514833
380,hu,no,0.2359139758261976
381,hu,pl,0.29433219577560055
382,hu,pt,0.2644014456304827
383,hu,ro,0.2508341843636171
384,hu,ru,0.3002662739003414
385,hu,sk,0.29214486575762383
386,hu,sq,0.22456887189568311
387,hu,sv,0.2663482466738117
388,hu,tr,0.28494295631306477
389,hu,uk,0.1917990057975047
390,hy,is,0.028379535899980338
391,hy,it,0.09467320511025663
392,hy,ja,0.052503946386907696
393,hy,ko,0.019288625254488292
394,hy,lt,0.07853787093812345
395,hy,lv,0.13793580104979627
396,hy,nl,0.05925243301007549
397,hy,no,0.05210386673421389
398,hy,pl,0.11694361707007482
399,hy,pt,0.07294206865656729
400,hy,ro,0.08317266164420595
401,hy,ru,0.08869065856156744
402,hy,sk,0.08725350393702261
403,hy,sq,0.012523332313225274
404,hy,sv,0.0954800744861011
405,hy,tr,0.08388434943469632
406,hy,uk,0.08443113119814911
407,is,it,0.18449310760467627
408,is,ja,0.07058579720584371
409,is,ka,-0.00983818878255057
410,is,ko,0.09502431398016824
411,is,lt,0.1761936880971341
412,is,lv,0.17849132322749303
413,is,nl,0.1926405431689612
414,is,no,0.18610104866921426
415,is,pl,0.20683432990428452
416,is,pt,0.18742906402171172
417,is,ro,0.17719033327158848
418,is,ru,0.18932205964742954
419,is,sk,0.20458018683901352
420,is,sq,0.1546047886157014
421,is,sv,0.1988116389013053
422,is,tr,0.1963280050659995
423,is,uk,0.1384221664841404
424,it,ja,0.12776503034731249
425,it,ka,0.014795155774387812
426,it,ko,0.14750548663539143
427,it,lt,0.20948964387554472
428,it,lv,0.20559117039966637
429,it,nl,0.238625473142669
430,it,no,0.2184446869312789
431,it,pl,0.2608608232695186
432,it,pt,0.2561552478902026
433,it,ro,0.2285343566310676
434,it,ru,0.2793048856782057
435,it,sk,0.2706818245301646
436,it,sq,0.2061835585198967
437,it,sv,0.24574054092589925
438,it,tr,0.2556399857735779
439,it,uk,0.16715040609462428
440,ja,ka,0.06362042891151143
441,ja,ko,0.09148518914349438
442,ja,lt,0.11664661771621397
443,ja,lv,0.12201738309329455
444,ja,nl,0.1217877688781961
445,ja,no,0.0860897100585421
446,ja,pl,0.14870500616144675
447,ja,pt,0.12776260464597392
448,ja,ro,0.09793576894623005
449,ja,ru,0.13003238276950516
450,ja,sk,0.1437706898463945
451,ja,sq,0.10372929351637133
452,ja,sv,0.12040620486771866
453,ja,tr,0.12135966143300467
454,ja,uk,0.08928414390498826
455,ka,ko,-0.015287982122369294
456,ka,lt,0.0009352082040902946
457,ka,lv,0.02005310560074466
458,ka,nl,0.029079731270046722
459,ka,no,-0.016670615346473808
460,ka,pl,0.071012014741114
461,ka,pt,0.021735030069852782
462,ka,ro,0.027630041477565623
463,ka,ru,0.0492784369486598
464,ka,sk,0.025851011222027306
465,ka,sq,-0.013429264621724285
466,ka,sv,0.0022441468942171754
467,ka,tr,0.0006981584766059144
468,ka,uk,-0.03815229817436174
469,ko,lt,0.13912549225874613
470,ko,lv,0.12669551042525315
471,ko,nl,0.16213489529899602
472,ko,no,0.1156334264876362
473,ko,pl,0.16728742127812396
474,ko,pt,0.15850441381982538
475,ko,ro,0.14716761269763895
476,ko,ru,0.14809098545638522
477,ko,sk,0.1829912963937322
478,ko,sq,0.11912126342688534
479,ko,sv,0.14884168331622014
480,ko,tr,0.17650598194251607
481,ko,uk,0.10422782734153592
482,lt,lv,0.2411453015789586
483,lt,nl,0.21695826727715095
484,lt,no,0.1895669745600262
485,lt,pl,0.23589217945084137
486,lt,pt,0.20785696193470604
487,lt,ro,0.20323123729533824
488,lt,ru,0.2401562515980864
489,lt,sk,0.22735292592381687
490,lt,sq,0.1881100495386178
491,lt,sv,0.21325791277940032
492,lt,tr,0.21425158405128253
493,lt,uk,0.1722860255359349
494,lv,nl,0.21091785375757194
495,lv,no,0.18682751226603106
496,lv,pl,0.22936334671667688
497,lv,pt,0.20585375062693373
498,lv,ro,0.20868836115932726
499,lv,ru,0.23544973517558793
500,lv,sk,0.24502466313265636
501,lv,sq,0.18956025972137483
502,lv,sv,0.20568013313523392
503,lv,tr,0.21600398461264217
504,lv,uk,0.18439013974376364
505,nl,no,0.2261038296842205
506,nl,pl,0.26517037246077463
507,nl,pt,0.2475780198420668
508,nl,ro,0.2283814630109236
509,nl,ru,0.26069344021604696
510,nl,sk,0.269050648037405
511,nl,sq,0.20296975417164387
512,nl,sv,0.24314282887600874
513,nl,tr,0.25109676749126225
514,nl,uk,0.1745616631119972
515,no,pl,0.2456312593061229
516,no,pt,0.2382968535471973
517,no,ro,0.21104601693772052
518,no,ru,0.23711888967253467
519,no,sk,0.24362522675825246
520,no,sq,0.173320825940596
521,no,sv,0.26821198612126423
522,no,tr,0.22091388747177512
523,no,uk,0.1485598779155085
524,pl,pt,0.2758812577215144
525,pl,ro,0.25297795837084086
526,pl,ru,0.36767052801165806
527,pl,sk,0.3387727808047237
528,pl,sq,0.21811727327366892
529,pl,sv,0.27313458917594047
530,pl,tr,0.27653746896140685
531,pl,uk,0.24213907704425452
532,pt,ro,0.236628161373399
533,pt,ru,0.28448885254920925
534,pt,sk,0.27849614617607654
535,pt,sq,0.2110684044173145
536,pt,sv,0.2630694267699488
537,pt,tr,0.254544238580187
538,pt,uk,0.17151115222494628
539,ro,ru,0.25581344625275815
540,ro,sk,0.2614451396130739
541,ro,sq,0.20941148183076955
542,ro,sv,0.23723150267746126
543,ro,tr,0.24668588464605096
544,ro,uk,0.1663653158212705
545,ru,sk,0.338263102677057
546,ru,sq,0.21942075827553123
547,ru,sv,0.2709100990300409
548,ru,tr,0.29197586628616
549,ru,uk,0.2689186883821112
550,sk,sq,0.22539508677606138
551,sk,sv,0.2646300357677209
552,sk,tr,0.27356217960413864
553,sk,uk,0.2445895797797111
554,sq,sv,0.19806787338655232
555,sq,tr,0.20836266281033772
556,sq,uk,0.1465563650961749
557,sv,tr,0.25024076415562035
558,sv,uk,0.17682301846075638
559,tr,uk,0.18401695451384778
