l1,l2,local_alignment
cy,xal,0.0666321528399254
cy,zh,0.1461951942852248
da,ab,0.0883058055262825
da,ar,0.27339742305425374
da,av,0.1684372404188882
da,az,0.271788391559899
da,ba,0.22383100315952414
da,br,0.2346216233013807
da,ca,0.3351081130832909
da,ce,0.1565482628828417
da,cv,0.17101089163151686
da,cy,0.21073045681263108
da,de,0.36965804052477175
da,en,0.33971702057780917
da,es,0.35303665604816215
da,eu,0.29540009996666294
da,fr,0.33125672306713366
da,ga,0.18560041672017172
da,he,0.23932919246669965
da,it,0.34732488827533203
da,ja,0.2290206153382398
da,ka,0.29464969707733146
da,kk,0.25369092258549597
da,kn,0.2591859539571725
da,ko,0.2527155319112767
da,la,0.19267805527423623
da,lbe,0.09431707709915764
da,lez,0.18661782918558759
da,ml,0.2661028142778886
da,mn,0.2140486084044012
da,nl,0.3553682094511265
da,pt,0.325301429363618
da,ro,0.2905844426254758
da,sah,0.16750848019086123
da,ta,0.2787925061178059
da,te,0.2642504122931822
da,tr,0.30308720858546284
da,tt,0.21582785358577716
da,uz,0.25175725648974584
da,xal,0.06723191975231119
da,zh,0.23723727400682626
de,ab,0.15711407880679779
de,ar,0.26302280738810097
de,av,0.19452398590418177
de,az,0.2949571844142541
de,ba,0.22384706845147362
de,br,0.25773074149486724
de,ca,0.3388324171524097
de,ce,0.17686067136312555
de,cv,0.13648519231905915
de,cy,0.21335824863574915
de,en,0.35542245088194335
de,es,0.3510776689649494
de,eu,0.2804067824162958
de,fr,0.33658190035392244
de,ga,0.20262527186224205
de,he,0.242689776002712
de,it,0.35104620018102806
de,ja,0.23988322755981786
de,ka,0.2948755170375273
de,kk,0.2573208518615357
de,kn,0.26505296902376335
de,ko,0.24670377615936423
de,la,0.20451557634602732
de,lbe,0.12376925809879946
de,lez,0.20108709310180106
de,ml,0.26686446867983965
de,mn,0.20639231723228646
de,nl,0.3908959599437903
de,pt,0.33512927352421384
de,ro,0.30644693588599625
de,sah,0.17799654705637538
de,ta,0.2739729733608505
de,te,0.24841686655552628
de,tr,0.31708006001036626
de,tt,0.2409377095864681
de,uz,0.2739733816184617
de,xal,0.11654572149382196
de,zh,0.23698955584168924
el,ab,0.14917594356953354
el,ar,0.2753953022337405
el,av,0.19360771131903073
el,az,0.282957506584485
el,ba,0.20898591307135758
el,be,0.2944143968768292
el,bg,0.32645701396673404
el,br,0.23866122048083685
el,ca,0.32363813102388883
el,ce,0.15018674528026485
el,cs,0.3454818186891318
el,cv,0.15070550454270543
el,cy,0.21258331552519655
el,da,0.3015026818307162
el,de,0.3259365673693222
el,en,0.3245857077621727
el,es,0.34792791136989093
el,eu,0.2768041157846974
el,fr,0.3249705910794012
el,ga,0.19763539095855204
el,he,0.24200558071963812
el,hr,0.3034539836365774
el,is,0.22021243480650773
el,it,0.33070979920831645
el,ja,0.22093141472068417
el,ka,0.28041792208015537
el,kk,0.252418054937138
el,kn,0.2564954849421169
el,ko,0.254099437281199
el,la,0.19918149496385396
el,lbe,0.0927204905562228
el,lez,0.1713693228665413
el,lt,0.30926152442336874
el,ml,0.26390183108548154
el,mn,0.21683787888391404
el,nl,0.31206855836357217
el,no,0.30110354889918917
el,pl,0.3380665418146371
el,pt,0.3260265398469083
el,ro,0.2865984881669005
el,ru,0.3400062827706786
el,sah,0.17003056305640765
el,sk,0.29739118122228964
el,sq,0.26526809567533516
el,sv,0.2897172868573395
el,ta,0.2824543042119299
el,te,0.26390948977139994
el,tr,0.3018185790710298
el,tt,0.2083678414665047
el,uk,0.33517594112470606
el,uz,0.2504427646960268
el,xal,0.07375706940461851
el,zh,0.21849037283091507
en,ab,0.07665395530834342
en,ar,0.27778732846209275
en,av,0.160954318063018
en,az,0.28324455060090303
en,ba,0.21549349159717154
en,br,0.23997395697522494
en,ca,0.34558100607087866
en,ce,0.14764331444287154
en,cv,0.1362380012355564
en,cy,0.22649424883807862
en,es,0.38019712239010967
en,eu,0.2947910631537961
en,fr,0.3533573391631779
en,ga,0.1992377658777472
en,he,0.24678337172707235
en,it,0.3582204553182102
en,ja,0.22609754831489387
en,ka,0.2913195837864728
en,kk,0.2647968286542601
en,kn,0.27838990881938463
en,ko,0.24667395461280775
en,la,0.19304447546337963
en,lbe,0.07837381769684258
en,lez,0.15986440102354524
en,ml,0.27142405045892626
en,mn,0.2247685478065384
en,pt,0.3566099782340507
en,ro,0.2987506690133201
en,sah,0.17200081632749428
en,ta,0.2937628644099902
en,te,0.26606380785682676
en,tr,0.32467859427960355
en,tt,0.21578991311662538
en,uz,0.25041217409969685
en,xal,0.07927172415302261
en,zh,0.2314601911884392
es,ab,0.09538840461285578
es,ar,0.30382558012466115
es,av,0.20138387645520542
es,az,0.31473449889697985
es,ba,0.2539530356902985
es,ce,0.18729217404026582
es,cv,0.21150072452018662
es,eu,0.3242997583306263
es,he,0.2737295169951755
es,it,0.40424401390148995
es,ja,0.2773797183977421
es,ka,0.3136536715514513
es,kk,0.29421595915274235
es,kn,0.29606971158606543
es,ko,0.2804560846976405
es,lbe,0.10681926664758891
es,lez,0.20418403182229822
es,ml,0.29936550923126065
es,mn,0.2408883859390881
es,pt,0.40534836567707716
es,ro,0.32975271013346313
es,sah,0.21266355854818672
es,ta,0.31751550844181936
es,te,0.3086738190867251
es,tr,0.34160781721909006
es,tt,0.2588167394385388
es,uz,0.29314702607999754
es,xal,0.08413409062125897
es,zh,0.27306509760894726
et,ab,0.11810375428170981
et,ar,0.2580690641513425
et,av,0.19259041822262937
et,az,0.26800713715121316
et,ba,0.23510373092305875
et,be,0.29846666219709983
et,bg,0.3061399607619111
et,bn,0.26466200162858583
et,br,0.22636066850233127
et,ca,0.3102861179104941
et,ce,0.15392414337807103
et,cs,0.3372112747756793
et,cv,0.17343129086519762
et,cy,0.20820883681880106
et,da,0.30060040214013645
et,de,0.3151493475885916
et,el,0.2803229079402084
et,en,0.29455931028407806
et,es,0.3287353581963798
et,eu,0.2803970690514099
et,fa,0.3172508311983751
et,fr,0.3114470139045775
et,ga,0.19483239610789296
et,he,0.22931093088675011
et,hi,0.29175996174392793
et,hr,0.29280550118722193
et,hu,0.3208386792713191
et,hy,0.2725321061123452
et,is,0.22179244301990136
et,it,0.31832040500395753
et,ja,0.21487892550655302
et,ka,0.280517455075452
et,kk,0.25484910460696175
et,kn,0.25569018195863275
et,ko,0.2292191852943985
et,ku,0.18701120051575676
et,kv,0.22117416833046932
et,la,0.18453748517486718
et,lbe,0.08168458938183795
et,lez,0.1897839335485803
et,lt,0.309495812992428
et,lv,0.32626609719024435
et,mdf,0.11888692277668587
et,mhr,0.18540045792272208
et,ml,0.25134638488968936
et,mn,0.2138444352160175
et,mrj,0.18184888175241934
et,myv,0.15304730613233056
et,nl,0.30553682712991165
et,no,0.2880213324923826
et,os,0.2033887040705355
et,pl,0.323228068068927
et,ps,0.19297824097718427
et,pt,0.3022584077576208
et,ro,0.2759718743432576
et,ru,0.3261797871299893
et,sah,0.18489560566575944
et,sk,0.3014328504009579
et,sq,0.24208857542693324
et,sv,0.2801682589991424
et,ta,0.2689112951995221
et,te,0.2598704999757605
et,tr,0.29381886017327363
et,tt,0.22298037961932107
et,udm,0.1943184876961689
et,uk,0.32799865704849035
et,uz,0.24686699154786956
et,xal,0.08213138162356619
et,zh,0.2114093213569124
eu,ab,0.10532896066180783
eu,ar,0.2573567319278377
eu,av,0.16707448739685576
eu,ce,0.18340237180783164
eu,he,0.2251473947758925
eu,lbe,0.10214517713930696
eu,lez,0.18247869626306282
eu,zh,0.21545835972833333
fa,ab,0.09109516260410797
fa,ar,0.3105419819723666
fa,av,0.1837083469739659
fa,az,0.31839173989935793
fa,ba,0.25176533487030156
fa,be,0.32235669493907537
fa,bg,0.33347522726521955
fa,br,0.26182328851304076
fa,ca,0.3474327653782758
fa,ce,0.19692943870733634
fa,cs,0.3523976388037078
fa,cv,0.19613477764736403
fa,cy,0.2312447707545471
fa,da,0.33032089831445355
fa,de,0.3606285952147081
fa,el,0.3273091343182199
fa,en,0.36120712185736265
fa,es,0.3680755769764337
fa,eu,0.30336678207908485
fa,fr,0.35166490390932065
fa,ga,0.21593136174301755
fa,he,0.27119185286944175
fa,hr,0.31048977153914387
fa,hy,0.32126236549552223
fa,is,0.24329345803775398
fa,it,0.3485610603861026
fa,ja,0.241430239428358
fa,ka,0.3081272812195457
fa,kk,0.2889723421149882
fa,kn,0.28430181980730235
fa,ko,0.27492856027840945
fa,ku,0.23235894546391914
fa,la,0.22609812602298282
fa,lbe,0.11106540691861137
fa,lez,0.1909609593444587
fa,lt,0.3237480503488953
fa,ml,0.301826684383648
fa,mn,0.24611099814774892
fa,nl,0.33680480283546677
fa,no,0.32599881615228793
fa,os,0.19720895258620777
fa,pl,0.343124282285117
fa,pt,0.3377851635766797
fa,ro,0.30367425028531864
fa,ru,0.3578458234078283
fa,sah,0.19947753596169968
fa,sk,0.31769162616248303
fa,sq,0.27585594748737696
fa,sv,0.3121162535442057
fa,ta,0.2933265095088722
fa,te,0.28189261649907904
fa,tr,0.3439215524007695
fa,tt,0.24895687188284862
fa,uk,0.3553601390869108
fa,uz,0.2726844507054265
fa,xal,0.08407261630760286
fa,zh,0.257056063131747
fi,ab,0.1214615549376623
fi,ar,0.27673983413562075
fi,av,0.19193208383136706
fi,az,0.28696950978347013
fi,ba,0.23605864009812016
fi,be,0.3139727185811722
fi,bg,0.3208311304892002
fi,bn,0.2858263479585252
fi,br,0.2449653656619942
fi,ca,0.32566467226676893
fi,ce,0.18133452135095826
fi,cs,0.3581882027254892
fi,cv,0.1949786649950618
fi,cy,0.21992285066125736
fi,da,0.3229183808494483
fi,de,0.3351100800331301
fi,el,0.31344227845485095
fi,en,0.32962487993398215
fi,es,0.35628894761995133
fi,et,0.328697630157239
fi,eu,0.296174903098309
fi,fa,0.33633197847014534
fi,fr,0.32675822056479464
fi,ga,0.2018545254108926
fi,he,0.2526043018088434
fi,hi,0.30148027122083637
fi,hr,0.3100597527083395
fi,hu,0.3399841048266453
fi,hy,0.28737851784646384
fi,is,0.2334855123729662
fi,it,0.33891666193747333
fi,ja,0.22950297632048747
fi,ka,0.3041014182701117
fi,kk,0.2654429799752873
fi,kn,0.26864835071946724
fi,ko,0.2577627402771206
fi,ku,0.21048964508742826
fi,kv,0.19891611352481653
fi,la,0.20663319371856922
fi,lbe,0.09168657170582717
fi,lez,0.19615030453947685
fi,lt,0.3227075464000766
fi,lv,0.3289352277662435
fi,mdf,0.11956436223757434
fi,mhr,0.21436029117330493
fi,ml,0.2757664600508681
fi,mn,0.22529864193564503
fi,mrj,0.18585972675579884
fi,myv,0.16119254528967736
fi,nl,0.33116181037996645
fi,no,0.32344684038714533
fi,os,0.2104022260732328
fi,pl,0.3426221920458196
fi,ps,0.210014764374679
fi,pt,0.32055325914343435
fi,ro,0.28846077907046896
fi,ru,0.35056513116977095
fi,sah,0.1879546219292475
fi,sk,0.31458793628697745
fi,sq,0.2594424132006029
fi,sv,0.30553739680639014
fi,ta,0.29145383140125997
fi,te,0.2833917873543601
fi,tr,0.3100967606349478
fi,tt,0.2377408956842883
fi,udm,0.18796457576061476
fi,uk,0.3499089605772553
fi,uz,0.2633387402075388
fi,vep,0.238667909982963
fi,xal,0.08647518238837458
fi,zh,0.23105812342585413
fr,ab,0.13698910417544374
fr,ar,0.2915956089107746
fr,av,0.18906826308293626
fr,az,0.29631798303396767
fr,ba,0.24254244792962176
fr,ca,0.3796377753521781
fr,ce,0.18527239715344895
fr,cv,0.20245803594623868
fr,es,0.39364415603491515
fr,eu,0.30071618524758187
fr,he,0.261756787109127
fr,it,0.39045307860304573
fr,ja,0.2511246786779809
fr,ka,0.30144610243673176
fr,kk,0.2720476521099331
fr,kn,0.28166155534511406
fr,ko,0.2664824842723844
fr,lbe,0.12439616149487312
fr,lez,0.19605356182338815
fr,ml,0.2812117161354755
fr,mn,0.23174600788312938
fr,pt,0.36727218954385027
fr,ro,0.31141650352683725
fr,sah,0.21003137165297497
fr,ta,0.2903541707329351
fr,te,0.2931548105328413
fr,tr,0.31548608267048844
fr,tt,0.24294269088779555
fr,uz,0.2810097657350036
fr,xal,0.10022671227941668
fr,zh,0.25130057309205955
ga,ab,0.07745573798781011
ga,ar,0.18092142411728515
ga,av,0.10018636671071168
ga,az,0.19281379931922885
ga,ba,0.1426181797661856
ga,br,0.16124888752488134
ga,ca,0.2079412512748245
ga,ce,0.10127788845010327
ga,cv,0.11863351710106067
ga,cy,0.16233980512121007
ga,es,0.22393072064310485
ga,eu,0.2019793957103969
ga,fr,0.21238232597055343
ga,he,0.14751320998645556
ga,it,0.22001218290455235
ga,ja,0.1189453148825794
ga,ka,0.1796998619962393
ga,kk,0.17076380519310974
ga,kn,0.16003391419369456
ga,ko,0.1516959281478353
ga,la,0.14634445063935658
ga,lbe,0.043827783401017936
ga,lez,0.12163615532949945
ga,ml,0.17039495013986547
ga,mn,0.1615190674982466
ga,pt,0.2105389624204089
ga,ro,0.1860261052877977
ga,sah,0.11855763733480976
ga,ta,0.16034506220481712
ga,te,0.15798167849512973
ga,tr,0.20646764688329713
ga,tt,0.143278237432403
ga,uz,0.17475470062265902
ga,xal,0.04986789225961439
ga,zh,0.12991526823040525
he,zh,0.1655590978701318
hi,ab,0.13478760105772225
hi,ar,0.2740396003405956
hi,av,0.21398078280437038
hi,az,0.2868931721665864
hi,ba,0.24528439060045115
hi,be,0.2889620868423677
hi,bg,0.2980186411144604
hi,br,0.2529115695852242
hi,ca,0.3051392746552872
hi,ce,0.19152486234895194
hi,cs,0.3180934324420539
hi,cv,0.22042824997371765
hi,cy,0.22543197784153843
hi,da,0.2982802559210788
hi,de,0.3124751827577602
hi,el,0.2908125965953997
hi,en,0.30214108767023057
hi,es,0.3177685234325922
hi,eu,0.28605598951928385
hi,fa,0.3202531281934027
hi,fr,0.3022385678303725
hi,ga,0.2121110492745635
hi,he,0.24693246749345296
hi,hr,0.2845720861972296
hi,hy,0.2882358581605909
hi,is,0.24189884240155846
hi,it,0.3098839533243223
hi,ja,0.22673944839984342
hi,ka,0.29025898440098663
hi,kk,0.26334663841343037
hi,kn,0.27508339893368317
hi,ko,0.2659014792271543
hi,ku,0.2390134771578634
hi,la,0.22002308204326992
hi,lbe,0.11560507094739617
hi,lez,0.20827852678977596
hi,lt,0.2952776501779411
hi,ml,0.28493141943934225
hi,mn,0.23770301407063388
hi,nl,0.3033503908273301
hi,no,0.29073068978577615
hi,os,0.23824779798459078
hi,pl,0.3074414210908756
hi,ps,0.22586461972522578
hi,pt,0.29390019882367563
hi,ro,0.27009143540748776
hi,ru,0.3168073980825979
hi,sah,0.20365674202402606
hi,sk,0.2843940799018377
hi,sl,0.22346774862074884
hi,sq,0.2605616875706415
hi,sv,0.2850425943140994
hi,ta,0.2840340309092669
hi,te,0.2813470359323807
hi,tr,0.3010860220177833
hi,tt,0.24684719730521276
hi,uk,0.31462781209898416
hi,uz,0.2855373931308998
hi,xal,0.10364236013579484
hi,zh,0.23127716495107076
hr,ab,0.14072854382139907
hr,ar,0.2689120061079644
hr,av,0.20257778980249402
hr,az,0.26924902047675064
hr,ba,0.23335728226649163
hr,be,0.309641646698149
hr,br,0.23168405267212086
hr,ca,0.31009196273093276
hr,ce,0.17762352030009368
hr,cs,0.34152114861831107
hr,cv,0.1901416116721904
hr,cy,0.21340948561956413
hr,da,0.293001722523102
hr,de,0.32661620616435744
hr,en,0.28936471216405035
hr,es,0.321217878219235
hr,eu,0.2829542653355024
hr,fr,0.3080372903226551
hr,ga,0.2018008430929177
hr,he,0.23886887904062112
hr,is,0.2285199346659272
hr,it,0.32124906690678684
hr,ja,0.21604849684790087
hr,ka,0.2866228764457435
hr,kk,0.25906577953783294
hr,kn,0.25777491270928565
hr,ko,0.23993932916888033
hr,la,0.2044203117673483
hr,lbe,0.12194852306424271
hr,lez,0.19589585708460877
hr,lt,0.3023662326060171
hr,ml,0.2627573673847504
hr,mn,0.22514142353868838
hr,nl,0.30161795484017534
hr,no,0.29116269907997594
hr,pl,0.33202528997450137
hr,pt,0.30012798021796727
hr,ro,0.27499838589670184
hr,ru,0.34788318472012597
hr,sah,0.18401973186233256
hr,sk,0.31187326423791556
hr,sv,0.27499123604263775
hr,ta,0.27159397895516757
hr,te,0.2686380078984692
hr,tr,0.2922598334298812
hr,tt,0.2304522569069552
hr,uk,0.347275719522571
hr,uz,0.2668828804469381
hr,xal,0.0844182684268049
hr,zh,0.22632061068229545
hu,ab,0.10745134424358652
hu,ar,0.2897211800938228
hu,av,0.18146439383099278
hu,az,0.2942589936005369
hu,ba,0.24159712090722416
hu,be,0.31768460212302196
hu,bg,0.3289455065598633
hu,bn,0.29352223671369343
hu,br,0.26406809072263
hu,ca,0.332449611060516
hu,ce,0.1827828483456343
hu,cs,0.361139802123547
hu,cv,0.21818619238191855
hu,cy,0.23488641581518224
hu,da,0.3288612643631921
hu,de,0.34971755234079854
hu,el,0.3254080827895435
