l1,l2,local_alignment
ab,ar,0.09001509328957386
ab,ce,0.06631670715615108
ab,he,0.07566733160080497
ab,lez,0.11591759454682378
ab,zh,0.02225169330445
ar,he,0.23963458638991594
ar,zh,0.1963187493650633
av,ar,0.16927216265377915
av,ce,0.1233058019317499
av,he,0.14358407698291997
av,lbe,0.1461072737845672
av,lez,0.14312425443295512
av,zh,0.08562463004136404
az,ab,0.12376643344248954
az,ar,0.24502890811385977
az,av,0.19212247002664123
az,ba,0.2395761536746814
az,ce,0.15469213750897587
az,cv,0.15703676242897172
az,eu,0.2680376094063465
az,he,0.2186481664025087
az,ja,0.1941081290349576
az,ka,0.26809269210517567
az,kk,0.25676547189353344
az,kn,0.24753730615364258
az,ko,0.2337457771669218
az,lbe,0.11041543132202307
az,lez,0.16398433348000754
az,ml,0.25074737445050854
az,mn,0.20506282538873166
az,sah,0.1723126371319792
az,ta,0.2544575715089404
az,te,0.22931375166071796
az,tt,0.2240152814279545
az,uz,0.26686216613143693
az,xal,0.07046139491350346
az,zh,0.19824674116674487
ba,ab,0.07330162318347745
ba,ar,0.20099571589658843
ba,av,0.15702050041446106
ba,ce,0.14152841773764077
ba,cv,0.1879250881365676
ba,eu,0.22649774848402085
ba,he,0.17701890875378878
ba,ja,0.13254527257922136
ba,ka,0.22150519531791463
ba,kn,0.18991685028528033
ba,ko,0.17358389390893725
ba,lbe,0.09948725527202369
ba,lez,0.1561704442102762
ba,ml,0.20780064737523377
ba,mn,0.18639873921613812
ba,sah,0.15542370493778204
ba,ta,0.19002788736178966
ba,te,0.20332569730966313
ba,tt,0.28838963621098324
ba,xal,0.06466987202347992
ba,zh,0.1383221961447834
be,ab,0.10626146425772913
be,ar,0.2731277828170685
be,av,0.19445235204746786
be,az,0.26933530318891247
be,ba,0.23369155400511082
be,br,0.22967620232140679
be,ca,0.3232232525848992
be,ce,0.15923593343444115
be,cv,0.1982228314430509
be,cy,0.2045714880692208
be,da,0.30195852170181464
be,de,0.3007938988686823
be,en,0.30507231828654213
be,es,0.3337302098438976
be,eu,0.28430653957537494
be,fr,0.3126857639714011
be,ga,0.19448162194043284
be,he,0.23118148913698355
be,is,0.2249785854590371
be,it,0.3288137460706059
be,ja,0.21315862206827102
be,ka,0.30379565572694345
be,kk,0.25792709786568785
be,kn,0.24748049567608987
be,ko,0.2445875349862498
be,la,0.1868877644254142
be,lbe,0.09909177037813645
be,lez,0.1882825927298762
be,lt,0.32907252078710125
be,ml,0.2762876216756443
be,mn,0.21461086114748526
be,nl,0.30959884416857525
be,no,0.28923906711215414
be,pt,0.3047535390885151
be,ro,0.28402495957626983
be,ru,0.4129813696690333
be,sah,0.17036372710614328
be,sv,0.28504732787407266
be,ta,0.2636785428523011
be,te,0.25769861801053173
be,tr,0.2988839507419284
be,tt,0.22507253016881235
be,uz,0.2538909323141778
be,xal,0.06111639493440553
be,zh,0.21268145622024212
bg,ab,0.10679609484533484
bg,ar,0.285634830443622
bg,av,0.17878105312896939
bg,az,0.29157359015079926
bg,ba,0.2259493833934
bg,be,0.31384564228617245
bg,br,0.23012168171513767
bg,ca,0.3357873938383882
bg,ce,0.17184434394763046
bg,cs,0.35358902453003604
bg,cv,0.18896769713818123
bg,cy,0.2151234100192615
bg,da,0.31727704646238597
bg,de,0.32190019633257055
bg,en,0.3170343226628022
bg,es,0.3461060564427872
bg,eu,0.2882575974630977
bg,fr,0.32212054558181336
bg,ga,0.19366848297276548
bg,he,0.24798335223592902
bg,hr,0.31728264420140384
bg,is,0.23401452287272043
bg,it,0.3369198405068097
bg,ja,0.22220121695135833
bg,ka,0.29896076010829925
bg,kk,0.2636110577907724
bg,kn,0.2601274995175522
bg,ko,0.2577028138129581
bg,la,0.2096983508803401
bg,lbe,0.0837491878916214
bg,lez,0.17549461682192555
bg,lt,0.31315837262828405
bg,ml,0.26319793961349125
bg,mn,0.22441021636457315
bg,nl,0.31797418133938954
bg,no,0.3055875840512486
bg,pl,0.35208595036455526
bg,pt,0.3187679112605367
bg,ro,0.2938104253573613
bg,ru,0.3626347535615865
bg,sah,0.1803254813071495
bg,sk,0.3152503149501129
bg,sv,0.2948912480770296
bg,ta,0.27283348672921875
bg,te,0.2790231872972656
bg,tr,0.30966476361501377
bg,tt,0.22965503786011315
bg,uk,0.3617045446681348
bg,uz,0.268198034587419
bg,xal,0.07211828149848039
bg,zh,0.23585987555217
bn,ab,0.03192065961740154
bn,ar,0.24906402737733008
bn,av,0.12555899314467284
bn,az,0.245124618645486
bn,ba,0.19173534972594108
bn,be,0.2695702593974208
bn,bg,0.26862683503087714
bn,br,0.20003930610837642
bn,ca,0.2858916669309301
bn,ce,0.12856344019590038
bn,cs,0.3019006100445568
bn,cv,0.16518867832451745
bn,cy,0.1800853779035556
bn,da,0.2761986732894676
bn,de,0.3022797930660047
bn,el,0.2754557065087482
bn,en,0.2757901738063504
bn,es,0.3079824055661079
bn,eu,0.27376153756164057
bn,fa,0.27933045130290185
bn,fr,0.28842546881291453
bn,ga,0.15633300438377068
bn,he,0.21220538432890296
bn,hi,0.29607816679256876
bn,hr,0.27337500571337087
bn,hy,0.25336745425193097
bn,is,0.19716897359749275
bn,it,0.3040513802457346
bn,ja,0.16825442756118048
bn,ka,0.25663858590706934
bn,kk,0.22941873588488848
bn,kn,0.24501503295725022
bn,ko,0.2131509020105273
bn,ku,0.14350793252371555
bn,la,0.17968864881539873
bn,lbe,0.07813169022623392
bn,lez,0.13321889891506056
bn,lt,0.269254092634894
bn,ml,0.24033647783294865
bn,mn,0.20902012470138323
bn,nl,0.29151492007074437
bn,no,0.26554392187307385
bn,os,0.15624113636908846
bn,pl,0.2973419763163216
bn,ps,0.15713921621288163
bn,pt,0.2813262465659276
bn,ro,0.25707032626107323
bn,ru,0.2918329834429281
bn,sah,0.1280027964558772
bn,sk,0.2636194943282859
bn,sq,0.2288289170598962
bn,sv,0.26229770030576305
bn,ta,0.25336144507978914
bn,te,0.23407354531793284
bn,tr,0.28956381492512473
bn,tt,0.1930319123962438
bn,uk,0.2980188032540548
bn,uz,0.2099745800126358
bn,xal,0.03892429942861157
bn,zh,0.18066257921163362
br,ab,0.08055912646320942
br,ar,0.20390388763165757
br,av,0.13635436276306834
br,az,0.2233595674729046
br,ba,0.18695605486276248
br,ca,0.2538109795117706
br,ce,0.12827297999646473
br,cv,0.137937812992529
br,es,0.2834665361439978
br,eu,0.23237218097505277
br,fr,0.2753398872584934
br,he,0.16872400985903419
br,it,0.2724159265726817
br,ja,0.15563576541277305
br,ka,0.2229136444022519
br,kk,0.20726288680899424
br,kn,0.18105910801347588
br,ko,0.17849051633561716
br,la,0.172061447677027
br,lbe,0.08747447563545738
br,lez,0.14207703548705317
br,ml,0.20230985812050575
br,mn,0.18872441756988723
br,pt,0.25990679195565053
br,ro,0.23783214539303327
br,sah,0.12303526175562268
br,ta,0.20898178150982324
br,te,0.1939576055473529
br,tr,0.24163882762330544
br,tt,0.1743293865102482
br,uz,0.17465042228731031
br,xal,0.06023324283074025
br,zh,0.14974966258792635
ca,ab,0.08232533764589037
ca,ar,0.2870850801691328
ca,av,0.18462962670448738
ca,az,0.28947481912305045
ca,ba,0.23800192033830136
ca,ce,0.1772039511155649
ca,cv,0.18240600921839986
ca,es,0.43613260190274145
ca,eu,0.3132515169879376
ca,he,0.25915858305533773
ca,it,0.3924716891328105
ca,ja,0.24726459888891644
ca,ka,0.3046766171481368
ca,kk,0.2789583563582593
ca,kn,0.26709332704911415
ca,ko,0.2611591282859336
ca,lbe,0.09878385391717738
ca,lez,0.18641946048935681
ca,ml,0.27846941730495034
ca,mn,0.22963605393979
ca,pt,0.36765923985432414
ca,ro,0.30663512502425544
ca,sah,0.1895824391423394
ca,ta,0.2821562420752014
ca,te,0.2776845155805349
ca,tr,0.314052936337577
ca,tt,0.23347150864979463
ca,uz,0.2643953460426662
ca,xal,0.08382509678727501
ca,zh,0.24639392397488544
ce,ar,0.151687735044947
ce,he,0.12556988890588483
ce,zh,0.0691279194577377
cs,ab,0.12580711889862436
cs,ar,0.2978856799907147
cs,av,0.20179670132096142
cs,az,0.3114716440199718
cs,ba,0.24670070878477054
cs,be,0.3555078523461597
cs,br,0.2517055797075746
cs,ca,0.35424892172316147
cs,ce,0.189417574736513
cs,cv,0.1899947646255773
cs,cy,0.2296723235187232
cs,da,0.3506704902234593
cs,de,0.3637332432965294
cs,en,0.34574393695577543
cs,es,0.3757638725237853
cs,eu,0.31299382187924535
cs,fr,0.35616196564117514
cs,ga,0.21463945277420804
cs,he,0.2680970114459715
cs,is,0.24972806158299538
cs,it,0.3715708531864149
cs,ja,0.24723990720990294
cs,ka,0.32562836035418896
cs,kk,0.2808505154479386
cs,kn,0.28446827412713244
cs,ko,0.2794704456273008
cs,la,0.2222725262162281
cs,lbe,0.10090954948560489
cs,lez,0.20174250043502961
cs,lt,0.3476517909389614
cs,ml,0.2991633474511805
cs,mn,0.24096008242885322
cs,nl,0.34998329517763355
cs,no,0.3435703247244399
cs,pl,0.4069757655338106
cs,pt,0.3463103405179344
cs,ro,0.3132286563799296
cs,ru,0.40820987663777286
cs,sah,0.1988902976903454
cs,sv,0.3285793114494521
cs,ta,0.29891983461149674
cs,te,0.2887990964632639
cs,tr,0.33592125092701886
cs,tt,0.2481225388012612
cs,uk,0.4023322999577397
cs,uz,0.29482629511475195
cs,xal,0.08742928187917846
cs,zh,0.25000280483991594
cv,ar,0.1612352732381171
cv,av,0.09348747037909978
cv,ce,0.11763999221590908
cv,eu,0.21457182493254612
cv,he,0.15047828174460987
cv,ja,0.10319120656161429
cv,ka,0.18198219687947656
cv,kn,0.1216548941091254
cv,ko,0.10969851959453136
cv,lez,0.11114181195768748
cv,ml,0.1526513892931972
cv,mn,0.14330780532961673
cv,sah,0.12850762887563275
cv,ta,0.13876188900341674
cv,te,0.1489854991876507
cv,xal,0.027658598186856467
cv,zh,0.08726240698968588
cy,ab,0.10709535045793515
cy,ar,0.1867768218330547
cy,av,0.13552100322436617
cy,az,0.20579975049674223
cy,ba,0.15591139599811182
cy,br,0.18123768607709392
cy,ca,0.23620683594023253
cy,ce,0.12224386031578167
cy,cv,0.12007829203669071
cy,es,0.24660043435445791
cy,eu,0.22217629877517345
cy,fr,0.23598054696338658
cy,he,0.16605548903069323
cy,it,0.24402956806698672
cy,ja,0.15509206967245404
cy,ka,0.21193638829344466
cy,kk,0.19372622430960457
cy,kn,0.17439151181722018
cy,ko,0.1642537149672494
cy,la,0.1433805238333819
cy,lbe,0.07719770594432479
cy,lez,0.13132469506797087
cy,ml,0.19163056006648493
cy,mn,0.17246953881259458
cy,pt,0.2381508229757506
cy,ro,0.20915407924817755
cy,sah,0.13622502986540375
cy,ta,0.19024818357469886
cy,te,0.18218996521928685
cy,tr,0.22009294486735786
cy,tt,0.1516439976285335
cy,uz,0.18117999590245887
