"iso2_l1","iso2_l2","rho","family1","family2","comparison_count","name_l1","name_l2"
"hi","ar",0.274604107794121,"Indo-European","Afro-Asiatic",1261,"Hindi","Arabic"
"hi","az",0.286694258901642,"Indo-European","Turkic",1171,"Hindi","Azerbaijani"
"hi","be",0.288721046739064,"Indo-European","Indo-European",1145,"Hindi","Belarusian"
"hi","bg",0.297886017991128,"Indo-European","Indo-European",1271,"Hindi","Bulgarian"
"hi","ca",0.305261254864511,"Indo-European","Indo-European",1189,"Hindi","Catalan"
"hi","cs",0.318113055707491,"Indo-European","Indo-European",1251,"Hindi","Czech"
"hi","da",0.298034591830941,"Indo-European","Indo-European",1179,"Hindi","Danish"
"hi","de",0.312397363855622,"Indo-European","Indo-European",437,"Hindi","German"
"hi","el",0.290811115483476,"Indo-European","Indo-European",1177,"Hindi","Greek"
"hi","en",0.302380107071778,"Indo-European","Indo-European",1122,"Hindi","English"
"hi","es",0.31786278098024,"Indo-European","Indo-European",1336,"Hindi","Spanish"
"hi","eu",0.285929501465859,"Indo-European","Basque",1274,"Hindi","Basque"
"hi","fa",0.32018269544319,"Indo-European","Indo-European",1244,"Hindi","Persian"
"hi","fr",0.302317972694155,"Indo-European","Indo-European",1351,"Hindi","French"
"hi","he",0.24685951717971,"Indo-European","Afro-Asiatic",1177,"Hindi","Hebrew"
"hi","hr",0.284800194934505,"Indo-European","Indo-European",1334,"Hindi","Croatian"
"hi","hy",0.288662696437237,"Indo-European","Indo-European",1203,"Hindi","Armenian"
"hi","it",0.309392985842081,"Indo-European","Indo-European",1272,"Hindi","Italian"
"hi","ja",0.226464406351219,"Indo-European","Japonic",1083,"Hindi","Japanese"
"hi","ka",0.289900611761265,"Indo-European","Kartvelian",1194,"Hindi","Georgian"
"hi","kk",0.263325677550168,"Indo-European","Turkic",1316,"Hindi","Kazakh"
"hi","ko",0.265750302547311,"Indo-European","Koreanic",968,"Hindi","Korean"
"hi","lt",0.295481436815272,"Indo-European","Indo-European",1342,"Hindi","Lithuanian"
"hi","nl",0.303590166233599,"Indo-European","Indo-European",1327,"Hindi","Dutch"
"hi","no",0.29047481771909,"Indo-European","Indo-European",1229,"Hindi","Norwegian (Bokmål)"
"hi","pl",0.307491426914861,"Indo-European","Indo-European",1242,"Hindi","Polish"
"hi","pt",0.294208935321347,"Indo-European","Indo-European",1367,"Hindi","Portuguese"
"hi","ro",0.270637129902856,"Indo-European","Indo-European",1423,"Hindi","Romanian"
"hi","ru",0.316759470283819,"Indo-European","Indo-European",1193,"Hindi","Russian"
"hi","sk",0.284480536891872,"Indo-European","Indo-European",1282,"Hindi","Slovak"
"hi","sl",0.223467748620749,"Indo-European","Indo-European",107,"Hindi","Slovenian"
"hi","sv",0.285159575967768,"Indo-European","Indo-European",1278,"Hindi","Swedish"
"hi","ta",0.284075461320869,"Indo-European","Dravidian",930,"Hindi","Tamil"
"hi","tr",0.301006777089214,"Indo-European","Turkic",1376,"Hindi","Turkish"
"hi","uk",0.314410537488981,"Indo-European","Indo-European",1200,"Hindi","Ukrainian"
"hi","uz",0.286084408394326,"Indo-European","Turkic",719,"Hindi","Uzbek"
"hi","zh",0.231026316573255,"Indo-European","Sino-Tibetan",1117,"Hindi","Chinese"
"hr","ar",0.269211437970434,"Indo-European","Afro-Asiatic",1180,"Croatian","Arabic"
"hr","az",0.268917085657704,"Indo-European","Turkic",1063,"Croatian","Azerbaijani"
"hr","be",0.309824750041081,"Indo-European","Indo-European",1072,"Croatian","Belarusian"
"hr","ca",0.310230458465117,"Indo-European","Indo-European",1113,"Croatian","Catalan"
"hr","cs",0.341587347682887,"Indo-European","Indo-European",1208,"Croatian","Czech"
"hr","da",0.292960832874617,"Indo-European","Indo-European",1120,"Croatian","Danish"
"hr","de",0.326616206164358,"Indo-European","Indo-European",518,"Croatian","German"
"hr","en",0.28943902188428,"Indo-European","Indo-European",1049,"Croatian","English"
"hr","es",0.321277388420529,"Indo-European","Indo-European",1252,"Croatian","Spanish"
"hr","eu",0.282855759802087,"Indo-European","Basque",1175,"Croatian","Basque"
"hr","fr",0.308069875677211,"Indo-European","Indo-European",1258,"Croatian","French"
"hr","he",0.238989962728714,"Indo-European","Afro-Asiatic",1112,"Croatian","Hebrew"
"hr","it",0.320968071823826,"Indo-European","Indo-European",1170,"Croatian","Italian"
"hr","ja",0.215955275385078,"Indo-European","Japonic",979,"Croatian","Japanese"
"hr","ka",0.28648193420739,"Indo-European","Kartvelian",1102,"Croatian","Georgian"
"hr","kk",0.259078526001323,"Indo-European","Turkic",1208,"Croatian","Kazakh"
"hr","ko",0.23935227222628,"Indo-European","Koreanic",877,"Croatian","Korean"
"hr","lt",0.302522389427404,"Indo-European","Indo-European",1300,"Croatian","Lithuanian"
"hr","nl",0.301736152225757,"Indo-European","Indo-European",1273,"Croatian","Dutch"
"hr","no",0.29105516826695,"Indo-European","Indo-European",1159,"Croatian","Norwegian (Bokmål)"
"hr","pl",0.332339522300376,"Indo-European","Indo-European",1193,"Croatian","Polish"
"hr","pt",0.300202889151134,"Indo-European","Indo-European",1269,"Croatian","Portuguese"
"hr","ro",0.275213968574462,"Indo-European","Indo-European",1332,"Croatian","Romanian"
"hr","ru",0.34797792867933,"Indo-European","Indo-European",1120,"Croatian","Russian"
"hr","sk",0.311597346786844,"Indo-European","Indo-European",1243,"Croatian","Slovak"
"hr","sv",0.274852255353851,"Indo-European","Indo-European",1219,"Croatian","Swedish"
"hr","ta",0.272073987548631,"Indo-European","Dravidian",828,"Croatian","Tamil"
"hr","tr",0.291946788657542,"Indo-European","Turkic",1267,"Croatian","Turkish"
"hr","uk",0.346854027888227,"Indo-European","Indo-European",1136,"Croatian","Ukrainian"
"hr","uz",0.267387087065324,"Indo-European","Turkic",613,"Croatian","Uzbek"
"hr","zh",0.226112272977321,"Indo-European","Sino-Tibetan",1046,"Croatian","Chinese"
"hu","ar",0.288897209648104,"Uralic","Afro-Asiatic",1271,"Hungarian","Arabic"
"hu","az",0.293551099492447,"Uralic","Turkic",1121,"Hungarian","Azerbaijani"
"hu","be",0.317516455158524,"Uralic","Indo-European",1116,"Hungarian","Belarusian"
"hu","bg",0.328330655265224,"Uralic","Indo-European",1214,"Hungarian","Bulgarian"
"hu","ca",0.331918488539607,"Uralic","Indo-European",1185,"Hungarian","Catalan"
"hu","cs",0.360771814093109,"Uralic","Indo-European",1250,"Hungarian","Czech"
"hu","da",0.328389917730421,"Uralic","Indo-European",1204,"Hungarian","Danish"
"hu","de",0.349375221116665,"Uralic","Indo-European",614,"Hungarian","German"
"hu","el",0.325170362488598,"Uralic","Indo-European",1095,"Hungarian","Greek"
"hu","en",0.331908252572981,"Uralic","Indo-European",1138,"Hungarian","English"
"hu","es",0.359066852097705,"Uralic","Indo-European",1355,"Hungarian","Spanish"
"hu","eu",0.303573530446639,"Uralic","Basque",1240,"Hungarian","Basque"
"hu","fa",0.335606812652829,"Uralic","Indo-European",1093,"Hungarian","Persian"
"hu","fr",0.340426417392735,"Uralic","Indo-European",1333,"Hungarian","French"
"hu","he",0.268047292984332,"Uralic","Afro-Asiatic",1200,"Hungarian","Hebrew"
"hu","hi",0.305619423692836,"Uralic","Indo-European",1372,"Hungarian","Hindi"
"hu","hr",0.312924406057155,"Uralic","Indo-European",1299,"Hungarian","Croatian"
"hu","hy",0.302556409933716,"Uralic","Indo-European",1164,"Hungarian","Armenian"
"hu","it",0.348344590686485,"Uralic","Indo-European",1275,"Hungarian","Italian"
"hu","ja",0.238360320927734,"Uralic","Japonic",1035,"Hungarian","Japanese"
"hu","ka",0.307180408056358,"Uralic","Kartvelian",1149,"Hungarian","Georgian"
"hu","kk",0.276607017810056,"Uralic","Turkic",1267,"Hungarian","Kazakh"
"hu","ko",0.257496612595527,"Uralic","Koreanic",911,"Hungarian","Korean"
"hu","lt",0.323023047115385,"Uralic","Indo-European",1386,"Hungarian","Lithuanian"
"hu","nl",0.336158829769074,"Uralic","Indo-European",1374,"Hungarian","Dutch"
"hu","no",0.326488065827286,"Uralic","Indo-European",1236,"Hungarian","Norwegian (Bokmål)"
"hu","pl",0.352265177407001,"Uralic","Indo-European",1220,"Hungarian","Polish"
"hu","pt",0.334323830265542,"Uralic","Indo-European",1351,"Hungarian","Portuguese"
"hu","ro",0.307833944734123,"Uralic","Indo-European",1390,"Hungarian","Romanian"
"hu","ru",0.351491666702608,"Uralic","Indo-European",1209,"Hungarian","Russian"
"hu","sk",0.325261983762619,"Uralic","Indo-European",1254,"Hungarian","Slovak"
"hu","sv",0.312481636356604,"Uralic","Indo-European",1313,"Hungarian","Swedish"
"hu","ta",0.293505330639131,"Uralic","Dravidian",857,"Hungarian","Tamil"
"hu","tr",0.322875263463988,"Uralic","Turkic",1339,"Hungarian","Turkish"
"hu","uk",0.348554036813919,"Uralic","Indo-European",1216,"Hungarian","Ukrainian"
"hu","uz",0.288906741350147,"Uralic","Turkic",602,"Hungarian","Uzbek"
"hu","zh",0.240774983641726,"Uralic","Sino-Tibetan",1133,"Hungarian","Chinese"
"hy","ar",0.256857233348979,"Indo-European","Afro-Asiatic",1060,"Armenian","Arabic"
"hy","az",0.27529594425546,"Indo-European","Turkic",968,"Armenian","Azerbaijani"
"hy","be",0.298971438530929,"Indo-European","Indo-European",955,"Armenian","Belarusian"
"hy","bg",0.289338975910751,"Indo-European","Indo-European",1057,"Armenian","Bulgarian"
"hy","ca",0.303348035717846,"Indo-European","Indo-European",990,"Armenian","Catalan"
"hy","cs",0.31466000365404,"Indo-European","Indo-European",1043,"Armenian","Czech"
"hy","da",0.282185186874714,"Indo-European","Indo-European",997,"Armenian","Danish"
"hy","de",0.298720099947933,"Indo-European","Indo-European",472,"Armenian","German"
"hy","el",0.277490264041585,"Indo-European","Indo-European",940,"Armenian","Greek"
"hy","en",0.288663428415467,"Indo-European","Indo-European",950,"Armenian","English"
"hy","es",0.315068979164136,"Indo-European","Indo-European",1133,"Armenian","Spanish"
"hy","eu",0.271837683858384,"Indo-European","Basque",1045,"Armenian","Basque"
"hy","fr",0.301002383767585,"Indo-European","Indo-European",1121,"Armenian","French"
"hy","he",0.219453378565735,"Indo-European","Afro-Asiatic",1002,"Armenian","Hebrew"
"hy","hr",0.281990166482816,"Indo-European","Indo-European",1116,"Armenian","Croatian"
"hy","it",0.316060275549475,"Indo-European","Indo-European",1060,"Armenian","Italian"
"hy","ja",0.200038399918414,"Indo-European","Japonic",879,"Armenian","Japanese"
"hy","ka",0.278233738322808,"Indo-European","Kartvelian",978,"Armenian","Georgian"
"hy","kk",0.251493781499736,"Indo-European","Turkic",1081,"Armenian","Kazakh"
"hy","ko",0.236905203492428,"Indo-European","Koreanic",775,"Armenian","Korean"
"hy","lt",0.299919511273415,"Indo-European","Indo-European",1160,"Armenian","Lithuanian"
"hy","nl",0.291634264832919,"Indo-European","Indo-European",1127,"Armenian","Dutch"
"hy","no",0.276286909349666,"Indo-European","Indo-European",1035,"Armenian","Norwegian (Bokmål)"
"hy","pl",0.313581807639576,"Indo-European","Indo-European",1038,"Armenian","Polish"
"hy","pt",0.293772234522517,"Indo-European","Indo-European",1132,"Armenian","Portuguese"
"hy","ro",0.273256402012538,"Indo-European","Indo-European",1168,"Armenian","Romanian"
"hy","ru",0.31368164880681,"Indo-European","Indo-European",1007,"Armenian","Russian"
"hy","sk",0.289363393035481,"Indo-European","Indo-European",1075,"Armenian","Slovak"
"hy","sv",0.272438630384664,"Indo-European","Indo-European",1074,"Armenian","Swedish"
"hy","ta",0.237674479956847,"Indo-European","Dravidian",741,"Armenian","Tamil"
"hy","tr",0.293097076980686,"Indo-European","Turkic",1146,"Armenian","Turkish"
"hy","uk",0.315760559686833,"Indo-European","Indo-European",1019,"Armenian","Ukrainian"
"hy","uz",0.248176624798848,"Indo-European","Turkic",536,"Armenian","Uzbek"
"hy","zh",0.203088886711587,"Indo-European","Sino-Tibetan",948,"Armenian","Chinese"
"it","ar",0.301615711292263,"Indo-European","Afro-Asiatic",1158,"Italian","Arabic"
"it","az",0.295738910686843,"Indo-European","Turkic",1024,"Italian","Azerbaijani"
"it","eu",0.309844083758869,"Indo-European","Basque",1116,"Italian","Basque"
"it","he",0.264048325815923,"Indo-European","Afro-Asiatic",1084,"Italian","Hebrew"
"it","ja",0.259875400925759,"Indo-European","Japonic",949,"Italian","Japanese"
"it","ka",0.311492821563362,"Indo-European","Kartvelian",1031,"Italian","Georgian"
"it","kk",0.28321912592076,"Indo-European","Turkic",1142,"Italian","Kazakh"
"it","ko",0.276684514495649,"Indo-European","Koreanic",823,"Italian","Korean"
"it","ro",0.315291375887527,"Indo-European","Indo-European",1295,"Italian","Romanian"
"it","ta",0.299507320746959,"Indo-European","Dravidian",793,"Italian","Tamil"
"it","tr",0.328847126685385,"Indo-European","Turkic",1216,"Italian","Turkish"
"it","uz",0.27344067724921,"Indo-European","Turkic",550,"Italian","Uzbek"
"it","zh",0.267980437527074,"Indo-European","Sino-Tibetan",1023,"Italian","Chinese"
"ja","ar",0.186266345089342,"Japonic","Afro-Asiatic",956,"Japanese","Arabic"
"ja","eu",0.202384045897033,"Japonic","Basque",926,"Japanese","Basque"
"ja","he",0.171971814055617,"Japonic","Afro-Asiatic",900,"Japanese","Hebrew"
"ja","ka",0.193200244787626,"Japonic","Kartvelian",857,"Japanese","Georgian"
"ja","ta",0.181249327184481,"Japonic","Dravidian",662,"Japanese","Tamil"
"ja","zh",0.188476738062027,"Japonic","Sino-Tibetan",854,"Japanese","Chinese"
"ka","ar",0.253678934318558,"Kartvelian","Afro-Asiatic",1023,"Georgian","Arabic"
"ka","eu",0.272810970497877,"Kartvelian","Basque",1042,"Georgian","Basque"
"ka","he",0.229871595349267,"Kartvelian","Afro-Asiatic",965,"Georgian","Hebrew"
"ka","zh",0.206101068662418,"Kartvelian","Sino-Tibetan",910,"Georgian","Chinese"
"kk","ar",0.244704125133607,"Turkic","Afro-Asiatic",1139,"Kazakh","Arabic"
"kk","eu",0.250234594307326,"Turkic","Basque",1147,"Kazakh","Basque"
"kk","he",0.212115952989471,"Turkic","Afro-Asiatic",1090,"Kazakh","Hebrew"
"kk","ja",0.187801767564399,"Turkic","Japonic",954,"Kazakh","Japanese"
"kk","ka",0.248043032874294,"Turkic","Kartvelian",1051,"Kazakh","Georgian"
"kk","ko",0.218674982074327,"Turkic","Koreanic",845,"Kazakh","Korean"
"kk","ta",0.233566769530477,"Turkic","Dravidian",804,"Kazakh","Tamil"
"kk","zh",0.19239918211664,"Turkic","Sino-Tibetan",1022,"Kazakh","Chinese"
"ko","ar",0.223137665189436,"Koreanic","Afro-Asiatic",820,"Korean","Arabic"
"ko","eu",0.248116186322558,"Koreanic","Basque",809,"Korean","Basque"
"ko","he",0.187633116482206,"Koreanic","Afro-Asiatic",774,"Korean","Hebrew"
"ko","ja",0.182971536089786,"Koreanic","Japonic",709,"Korean","Japanese"
"ko","ka",0.23581903674661,"Koreanic","Kartvelian",785,"Korean","Georgian"
"ko","ta",0.203375578559105,"Koreanic","Dravidian",600,"Korean","Tamil"
"ko","zh",0.166542063553145,"Koreanic","Sino-Tibetan",730,"Korean","Chinese"
"lt","ar",0.27845194037388,"Indo-European","Afro-Asiatic",1237,"Lithuanian","Arabic"
"lt","az",0.2949426823204,"Indo-European","Turkic",1107,"Lithuanian","Azerbaijani"
"lt","ca",0.333488311119024,"Indo-European","Indo-European",1162,"Lithuanian","Catalan"
"lt","da",0.311422495771123,"Indo-European","Indo-European",1175,"Lithuanian","Danish"
"lt","de",0.320657802464194,"Indo-European","Indo-European",599,"Lithuanian","German"
"lt","en",0.307287775229423,"Indo-European","Indo-European",1114,"Lithuanian","English"
"lt","es",0.34012005032595,"Indo-European","Indo-European",1348,"Lithuanian","Spanish"
"lt","eu",0.285145988103052,"Indo-European","Basque",1220,"Lithuanian","Basque"
"lt","fr",0.321783375821274,"Indo-European","Indo-European",1307,"Lithuanian","French"
"lt","he",0.25334555144818,"Indo-European","Afro-Asiatic",1186,"Lithuanian","Hebrew"
"lt","it",0.331244306617579,"Indo-European","Indo-European",1256,"Lithuanian","Italian"
"lt","ja",0.228562685742123,"Indo-European","Japonic",1013,"Lithuanian","Japanese"
"lt","ka",0.292958179041165,"Indo-European","Kartvelian",1103,"Lithuanian","Georgian"
"lt","kk",0.272519523533541,"Indo-European","Turkic",1243,"Lithuanian","Kazakh"
"lt","ko",0.264969811248893,"Indo-European","Koreanic",895,"Lithuanian","Korean"
"lt","nl",0.318168713982494,"Indo-European","Indo-European",1340,"Lithuanian","Dutch"
"lt","no",0.299298078412724,"Indo-European","Indo-European",1216,"Lithuanian","Norwegian (Bokmål)"
"lt","pt",0.320207110721492,"Indo-European","Indo-European",1348,"Lithuanian","Portuguese"
"lt","ro",0.293970176212366,"Indo-European","Indo-European",1366,"Lithuanian","Romanian"
"lt","sv",0.294250978441629,"Indo-European","Indo-European",1282,"Lithuanian","Swedish"
"lt","ta",0.288369594691096,"Indo-European","Dravidian",846,"Lithuanian","Tamil"
"lt","tr",0.306066480441147,"Indo-European","Turkic",1320,"Lithuanian","Turkish"
"lt","uz",0.264187019712868,"Indo-European","Turkic",584,"Lithuanian","Uzbek"
"lt","zh",0.220845192235324,"Indo-European","Sino-Tibetan",1100,"Lithuanian","Chinese"
"nl","ar",0.277537028160037,"Indo-European","Afro-Asiatic",1217,"Dutch","Arabic"
"nl","az",0.280414876973913,"Indo-European","Turkic",1086,"Dutch","Azerbaijani"
"nl","ca",0.340191623311665,"Indo-European","Indo-European",1139,"Dutch","Catalan"
"nl","en",0.35423176795555,"Indo-European","Indo-European",1104,"Dutch","English"
"nl","es",0.359543486251381,"Indo-European","Indo-European",1305,"Dutch","Spanish"
"nl","eu",0.297605378580955,"Indo-European","Basque",1193,"Dutch","Basque"
"nl","fr",0.341025723975598,"Indo-European","Indo-European",1286,"Dutch","French"
"nl","he",0.255404355734147,"Indo-European","Afro-Asiatic",1156,"Dutch","Hebrew"
"nl","it",0.349978707961201,"Indo-European","Indo-European",1231,"Dutch","Italian"
"nl","ja",0.236877805681326,"Indo-European","Japonic",1010,"Dutch","Japanese"
"nl","ka",0.294680873141472,"Indo-European","Kartvelian",1100,"Dutch","Georgian"
"nl","kk",0.272721334201848,"Indo-European","Turkic",1219,"Dutch","Kazakh"
"nl","ko",0.256039408018065,"Indo-European","Koreanic",869,"Dutch","Korean"
"nl","pt",0.330690262959881,"Indo-European","Indo-European",1309,"Dutch","Portuguese"
"nl","ro",0.302666046729798,"Indo-European","Indo-European",1356,"Dutch","Romanian"
"nl","ta",0.289464822386801,"Indo-European","Dravidian",829,"Dutch","Tamil"
"nl","tr",0.308157711548955,"Indo-European","Turkic",1292,"Dutch","Turkish"
"nl","uz",0.268012816839814,"Indo-European","Turkic",593,"Dutch","Uzbek"
"nl","zh",0.250616108136798,"Indo-European","Sino-Tibetan",1083,"Dutch","Chinese"
"no","ar",0.26811199429753,"Indo-European","Afro-Asiatic",1104,"Norwegian (Bokmål)","Arabic"
"no","az",0.270724433822359,"Indo-European","Turkic",981,"Norwegian (Bokmål)","Azerbaijani"
"no","ca",0.322186858377919,"Indo-European","Indo-European",1051,"Norwegian (Bokmål)","Catalan"
"no","da",0.433940977289733,"Indo-European","Indo-European",1118,"Norwegian (Bokmål)","Danish"
"no","de",0.357645783351367,"Indo-European","Indo-European",514,"Norwegian (Bokmål)","German"
"no","en",0.332685899047703,"Indo-European","Indo-European",1012,"Norwegian (Bokmål)","English"
"no","es",0.340107596038325,"Indo-European","Indo-European",1183,"Norwegian (Bokmål)","Spanish"
"no","eu",0.284474763724471,"Indo-European","Basque",1085,"Norwegian (Bokmål)","Basque"
"no","fr",0.318957778913206,"Indo-European","Indo-European",1182,"Norwegian (Bokmål)","French"
"no","he",0.235252075605778,"Indo-European","Afro-Asiatic",1049,"Norwegian (Bokmål)","Hebrew"
"no","it",0.337359591227838,"Indo-European","Indo-European",1114,"Norwegian (Bokmål)","Italian"
"no","ja",0.227750921772812,"Indo-European","Japonic",919,"Norwegian (Bokmål)","Japanese"
"no","ka",0.284623182804119,"Indo-European","Kartvelian",1006,"Norwegian (Bokmål)","Georgian"
"no","kk",0.249858507990675,"Indo-European","Turkic",1119,"Norwegian (Bokmål)","Kazakh"
"no","ko",0.246134228480523,"Indo-European","Koreanic",801,"Norwegian (Bokmål)","Korean"
"no","nl",0.335835856665199,"Indo-European","Indo-European",1201,"Norwegian (Bokmål)","Dutch"
"no","pt",0.317973856418823,"Indo-European","Indo-European",1200,"Norwegian (Bokmål)","Portuguese"
"no","ro",0.283027958714368,"Indo-European","Indo-European",1227,"Norwegian (Bokmål)","Romanian"
"no","sv",0.359697953895044,"Indo-European","Indo-European",1208,"Norwegian (Bokmål)","Swedish"
"no","ta",0.271482014274848,"Indo-European","Dravidian",765,"Norwegian (Bokmål)","Tamil"
"no","tr",0.2958851297399,"Indo-European","Turkic",1177,"Norwegian (Bokmål)","Turkish"
"no","uz",0.248138058774859,"Indo-European","Turkic",540,"Norwegian (Bokmål)","Uzbek"
"no","zh",0.236771082674572,"Indo-European","Sino-Tibetan",988,"Norwegian (Bokmål)","Chinese"
"pl","ar",0.293719872512276,"Indo-European","Afro-Asiatic",1108,"Polish","Arabic"
"pl","az",0.292968473048296,"Indo-European","Turkic",991,"Polish","Azerbaijani"
"pl","be",0.371471457949765,"Indo-European","Indo-European",992,"Polish","Belarusian"
"pl","ca",0.35237366693623,"Indo-European","Indo-European",1053,"Polish","Catalan"
"pl","da",0.337777407549378,"Indo-European","Indo-European",1050,"Polish","Danish"
"pl","de",0.36349334969378,"Indo-European","Indo-European",497,"Polish","German"
"pl","en",0.340679304885966,"Indo-European","Indo-European",999,"Polish","English"
"pl","es",0.372498029622194,"Indo-European","Indo-European",1186,"Polish","Spanish"
"pl","eu",0.303686625905318,"Indo-European","Basque",1081,"Polish","Basque"
"pl","fr",0.355954118854325,"Indo-European","Indo-European",1183,"Polish","French"
"pl","he",0.253848159328982,"Indo-European","Afro-Asiatic",1043,"Polish","Hebrew"
"pl","it",0.357365096842649,"Indo-European","Indo-European",1117,"Polish","Italian"
"pl","ja",0.232398479451113,"Indo-European","Japonic",920,"Polish","Japanese"
"pl","ka",0.311773232968953,"Indo-European","Kartvelian",1012,"Polish","Georgian"
"pl","kk",0.268843759780353,"Indo-European","Turkic",1130,"Polish","Kazakh"
"pl","ko",0.267705168633088,"Indo-European","Koreanic",806,"Polish","Korean"
"pl","lt",0.347190451357279,"Indo-European","Indo-European",1209,"Polish","Lithuanian"
"pl","nl",0.342155111750138,"Indo-European","Indo-European",1192,"Polish","Dutch"
"pl","no",0.3276497192521,"Indo-European","Indo-European",1085,"Polish","Norwegian (Bokmål)"
"pl","pt",0.346730996123145,"Indo-European","Indo-European",1198,"Polish","Portuguese"
"pl","ro",0.309928764688024,"Indo-European","Indo-European",1246,"Polish","Romanian"
"pl","ru",0.427255888489775,"Indo-European","Indo-European",1062,"Polish","Russian"
"pl","sv",0.318847041942629,"Indo-European","Indo-European",1145,"Polish","Swedish"
"pl","ta",0.291352765217134,"Indo-European","Dravidian",770,"Polish","Tamil"
"pl","tr",0.323311649907771,"Indo-European","Turkic",1173,"Polish","Turkish"
"pl","uk",0.421872571915641,"Indo-European","Indo-European",1068,"Polish","Ukrainian"
"pl","uz",0.272982291111979,"Indo-European","Turkic",551,"Polish","Uzbek"
"pl","zh",0.240353355897578,"Indo-European","Sino-Tibetan",986,"Polish","Chinese"
"pt","ar",0.286288101036864,"Indo-European","Afro-Asiatic",1231,"Portuguese","Arabic"
"pt","az",0.297928355953364,"Indo-European","Turkic",1110,"Portuguese","Azerbaijani"
"pt","eu",0.293976937450785,"Indo-European","Basque",1209,"Portuguese","Basque"
"pt","he",0.255450728630661,"Indo-European","Afro-Asiatic",1160,"Portuguese","Hebrew"
"pt","it",0.373543606249207,"Indo-European","Indo-European",1281,"Portuguese","Italian"
"pt","ja",0.247045015482255,"Indo-European","Japonic",1012,"Portuguese","Japanese"
"pt","ka",0.290934222964875,"Indo-European","Kartvelian",1076,"Portuguese","Georgian"
"pt","kk",0.274304999310242,"Indo-European","Turkic",1217,"Portuguese","Kazakh"
"pt","ko",0.261980436709619,"Indo-European","Koreanic",869,"Portuguese","Korean"
"pt","ro",0.302865770202926,"Indo-European","Indo-European",1391,"Portuguese","Romanian"
"pt","ta",0.294879913235459,"Indo-European","Dravidian",845,"Portuguese","Tamil"
"pt","tr",0.313709789973473,"Indo-European","Turkic",1310,"Portuguese","Turkish"
"pt","uz",0.264180768209247,"Indo-European","Turkic",583,"Portuguese","Uzbek"
"pt","zh",0.252608783651654,"Indo-European","Sino-Tibetan",1093,"Portuguese","Chinese"
"ro","ar",0.263403273063001,"Indo-European","Afro-Asiatic",1258,"Romanian","Arabic"
"ro","az",0.264789436836149,"Indo-European","Turkic",1125,"Romanian","Azerbaijani"
"ro","eu",0.27662320605285,"Indo-European","Basque",1227,"Romanian","Basque"
"ro","he",0.229068069112866,"Indo-European","Afro-Asiatic",1183,"Romanian","Hebrew"
"ro","ja",0.21199332164559,"Indo-European","Japonic",1043,"Romanian","Japanese"
"ro","ka",0.280498565875642,"Indo-European","Kartvelian",1134,"Romanian","Georgian"
"ro","kk",0.247239522429704,"Indo-European","Turkic",1269,"Romanian","Kazakh"
"ro","ko",0.238479148275002,"Indo-European","Koreanic",914,"Romanian","Korean"
"ro","ta",0.251789751780639,"Indo-European","Dravidian",870,"Romanian","Tamil"
"ro","tr",0.280506857578679,"Indo-European","Turkic",1343,"Romanian","Turkish"
"ro","uz",0.252078999670037,"Indo-European","Turkic",626,"Romanian","Uzbek"
"ro","zh",0.220302591604362,"Indo-European","Sino-Tibetan",1117,"Romanian","Chinese"
"ru","ar",0.289045728515235,"Indo-European","Afro-Asiatic",1094,"Russian","Arabic"
"ru","az",0.295074053292557,"Indo-European","Turkic",961,"Russian","Azerbaijani"
"ru","ca",0.356895950707174,"Indo-European","Indo-European",1013,"Russian","Catalan"
"ru","da",0.339360852454996,"Indo-European","Indo-European",1026,"Russian","Danish"
"ru","de",0.354853054024237,"Indo-European","Indo-European",515,"Russian","German"
"ru","en",0.347929765298253,"Indo-European","Indo-European",981,"Russian","English"
"ru","es",0.382222523037405,"Indo-European","Indo-European",1163,"Russian","Spanish"
"ru","eu",0.297186704229552,"Indo-European","Basque",1056,"Russian","Basque"
"ru","fr",0.356585447754957,"Indo-European","Indo-European",1145,"Russian","French"
"ru","he",0.261330143331484,"Indo-European","Afro-Asiatic",1034,"Russian","Hebrew"
"ru","it",0.364566484806009,"Indo-European","Indo-European",1095,"Russian","Italian"
"ru","ja",0.244281332729621,"Indo-European","Japonic",906,"Russian","Japanese"
"ru","ka",0.319655760229714,"Indo-European","Kartvelian",977,"Russian","Georgian"
"ru","kk",0.284164414703025,"Indo-European","Turkic",1094,"Russian","Kazakh"
"ru","ko",0.257762669979218,"Indo-European","Koreanic",779,"Russian","Korean"
"ru","lt",0.343677009263675,"Indo-European","Indo-European",1183,"Russian","Lithuanian"
"ru","nl",0.340651760891729,"Indo-European","Indo-European",1166,"Russian","Dutch"
"ru","no",0.328263779171517,"Indo-European","Indo-European",1062,"Russian","Norwegian (Bokmål)"
"ru","pt",0.351603864241376,"Indo-European","Indo-European",1160,"Russian","Portuguese"
"ru","ro",0.308365711557394,"Indo-European","Indo-European",1187,"Russian","Romanian"
"ru","sv",0.312250140415654,"Indo-European","Indo-European",1114,"Russian","Swedish"
"ru","ta",0.286105328800004,"Indo-European","Dravidian",745,"Russian","Tamil"
"ru","tr",0.334781357245509,"Indo-European","Turkic",1146,"Russian","Turkish"
"ru","uz",0.269227308536206,"Indo-European","Turkic",517,"Russian","Uzbek"
"ru","zh",0.240724340058305,"Indo-European","Sino-Tibetan",972,"Russian","Chinese"
