,Unnamed: 0,l1,l2,numColexified,numMatchingColexified,n_overlapConcepts,n_overlapConceptPairs,l1_iso2,l2_iso2
61,61,hind1269,mala1464,17,451558,951,451725,hi,ml
62,62,hind1269,nucl1302,14,451556,951,451725,hi,ka
63,63,hind1269,abkh1244,22,432672,931,432915,hi,ab
64,64,hind1269,hebr1245,13,451532,951,451725,hi,he
65,65,hind1269,mand1415,16,446762,946,446985,hi,zh
66,66,lati1261,osse1243,26,449563,949,449826,la,os
67,67,lati1261,avar1256,26,434408,933,434778,la,av
68,68,lati1261,chec1245,23,441992,941,442270,la,ce
69,69,lati1261,erzy1239,31,451450,951,451725,la,myv
70,70,lati1261,esto1258,20,451544,951,451725,la,et
71,71,lati1261,finn1318,24,451538,951,451725,la,fi
72,72,lati1261,hung1274,22,451515,951,451725,la,hu
73,73,lati1261,lakk1252,24,430800,929,431056,la,lbe
74,74,lati1261,nort2671,20,450577,950,450775,la,se
75,75,lati1261,lezg1247,22,439164,938,439453,la,lez
76,76,lati1261,east2328,15,451485,951,451725,la,mhr
77,77,lati1261,udmu1245,29,451465,951,451725,la,udm
78,78,lati1261,mode1248,30,451515,951,451725,la,el
79,79,lati1261,ital1282,33,451538,951,451725,la,it
80,80,lati1261,stan1290,33,451503,951,451725,la,fr
81,81,lati1261,stan1288,32,451545,951,451725,la,es
82,82,lati1261,stan1289,26,451548,951,451725,la,ca
83,83,lati1261,port1283,33,451538,951,451725,la,pt
84,84,lati1261,roma1327,33,451522,951,451725,la,ro
85,85,lati1261,iris1253,31,449523,949,449826,la,ga
86,86,lati1261,wels1247,25,451500,951,451725,la,cy
87,87,lati1261,bret1244,26,438297,937,438516,la,br
88,88,lati1261,dani1285,18,450589,950,450775,la,da
89,89,lati1261,swed1254,16,451545,951,451725,la,sv
90,90,lati1261,stan1293,12,451529,951,451725,la,en
91,91,lati1261,dutc1256,22,451542,951,451725,la,nl
92,92,lati1261,stan1295,16,451576,951,451725,la,de
93,93,lati1261,lith1251,26,451536,951,451725,la,lt
94,94,lati1261,latv1249,24,451569,951,451725,la,lv
95,95,lati1261,bulg1262,23,449627,949,449826,la,bg
96,96,lati1261,czec1258,23,451571,951,451725,la,cs
97,97,lati1261,poli1260,26,451556,951,451725,la,pl
98,98,lati1261,russ1263,13,451570,951,451725,la,ru
99,99,lati1261,west2369,27,451516,951,451725,la,fa
100,100,lati1261,basq1248,22,451492,951,451725,la,eu
101,101,lati1261,beng1280,9,451506,951,451725,la,bn
102,102,lati1261,tami1289,12,451546,951,451725,la,ta
103,103,lati1261,telu1262,19,451456,951,451725,la,te
104,104,lati1261,veps1250,25,451527,951,451725,la,vep
105,105,lati1261,west2392,26,447707,947,447931,la,mrj
106,106,lati1261,moks1248,26,450546,950,450775,la,mdf
107,107,lati1261,nort2641,17,451498,951,451725,la,ku
108,108,lati1261,nucl1235,9,450606,950,450775,la,hy
109,109,lati1261,croa1245,13,450603,950,450775,la,hr
110,110,lati1261,slov1268,8,450626,950,450775,la,sl
111,111,lati1261,slov1269,10,451545,951,451725,la,sk
112,112,lati1261,ukra1253,7,451579,951,451725,la,uk
113,113,lati1261,bela1254,6,451575,951,451725,la,be
114,114,lati1261,icel1247,13,451549,951,451725,la,is
115,115,lati1261,norw1258,9,450594,950,450775,la,no
116,116,lati1261,nucl1301,18,451501,951,451725,la,tr
117,117,lati1261,kaza1248,14,451530,951,451725,la,kk
118,118,lati1261,bash1264,20,451494,951,451725,la,ba
119,119,lati1261,tata1255,16,451493,951,451725,la,tt
120,120,lati1261,chuv1255,19,450512,950,450775,la,cv
121,121,lati1261,yaku1245,22,451441,951,451725,la,sah
122,122,lati1261,kalm1243,14,450567,950,450775,la,xal
123,123,lati1261,kore1280,5,442093,941,442270,la,ko
124,124,lati1261,nucl1643,11,451491,951,451725,la,ja
125,125,lati1261,nucl1305,9,451549,951,451725,la,kn
126,126,lati1261,mala1464,15,451570,951,451725,la,ml
127,127,lati1261,nucl1302,7,451558,951,451725,la,ka
128,128,lati1261,abkh1244,15,432672,931,432915,la,ab
129,129,lati1261,hebr1245,18,451558,951,451725,la,he
130,130,lati1261,mand1415,11,446769,946,446985,la,zh
131,131,osse1243,avar1256,47,433469,932,433846,os,av
132,132,osse1243,chec1245,33,440085,939,440391,os,ce
133,133,osse1243,erzy1239,42,449523,949,449826,os,myv
134,134,osse1243,esto1258,24,449604,949,449826,os,et
135,135,osse1243,finn1318,19,449580,949,449826,os,fi
136,136,osse1243,hung1274,26,449575,949,449826,os,hu
137,137,osse1243,lakk1252,43,429862,928,430128,os,lbe
138,138,osse1243,nort2671,22,448637,948,448878,os,se
139,139,osse1243,lezg1247,43,438222,937,438516,os,lez
140,140,osse1243,east2328,25,449556,949,449826,os,mhr
141,141,osse1243,udmu1245,42,449542,949,449826,os,udm
142,142,osse1243,mode1248,30,449567,949,449826,os,el
143,143,osse1243,ital1282,26,449575,949,449826,os,it
144,144,osse1243,stan1290,22,449532,949,449826,os,fr
145,145,osse1243,stan1288,25,449583,949,449826,os,es
146,146,osse1243,stan1289,23,449594,949,449826,os,ca
147,147,osse1243,port1283,29,449581,949,449826,os,pt
148,148,osse1243,roma1327,29,449566,949,449826,os,ro
149,149,osse1243,iris1253,28,447573,947,447931,os,ga
150,150,osse1243,wels1247,23,449547,949,449826,os,cy
151,151,osse1243,bret1244,15,436356,935,436645,os,br
152,152,osse1243,dani1285,13,448633,948,448878,os,da
153,153,osse1243,swed1254,11,449587,949,449826,os,sv
154,154,osse1243,stan1293,10,449576,949,449826,os,en
155,155,osse1243,dutc1256,16,449582,949,449826,os,nl
156,156,osse1243,stan1295,11,449617,949,449826,os,de
157,157,osse1243,lith1251,32,449599,949,449826,os,lt
158,158,osse1243,latv1249,20,449612,949,449826,os,lv
159,159,osse1243,bulg1262,34,447705,947,447931,os,bg
160,160,osse1243,czec1258,18,449612,949,449826,os,cs
161,161,osse1243,poli1260,19,449593,949,449826,os,pl
162,162,osse1243,russ1263,18,449631,949,449826,os,ru
163,163,osse1243,west2369,32,449577,949,449826,os,fa
164,164,osse1243,basq1248,23,449545,949,449826,os,eu
165,165,osse1243,beng1280,18,449575,949,449826,os,bn
166,166,osse1243,tami1289,9,449591,949,449826,os,ta
167,167,osse1243,telu1262,23,449516,949,449826,os,te
168,168,osse1243,veps1250,31,449590,949,449826,os,vep
169,169,osse1243,west2392,36,445787,945,446040,os,mrj
170,170,osse1243,moks1248,33,448613,948,448878,os,mdf
171,171,osse1243,nort2641,19,449554,949,449826,os,ku
172,172,osse1243,nucl1235,16,448672,948,448878,os,hy
173,173,osse1243,croa1245,17,448664,948,448878,os,hr
174,174,osse1243,slov1268,5,448673,948,448878,os,sl
175,175,osse1243,slov1269,15,449606,949,449826,os,sk
176,176,osse1243,ukra1253,9,449634,949,449826,os,uk
177,177,osse1243,bela1254,12,449638,949,449826,os,be
178,178,osse1243,icel1247,12,449599,949,449826,os,is
179,179,osse1243,norw1258,10,448649,948,448878,os,no
180,180,osse1243,nucl1301,20,449557,949,449826,os,tr
181,181,osse1243,kaza1248,25,449603,949,449826,os,kk
182,182,osse1243,bash1264,31,449568,949,449826,os,ba
183,183,osse1243,tata1255,32,449576,949,449826,os,tt
184,184,osse1243,chuv1255,26,448579,948,448878,os,cv
185,185,osse1243,yaku1245,41,449530,949,449826,os,sah
186,186,osse1243,kalm1243,24,448640,948,448878,os,xal
187,187,osse1243,kore1280,8,440170,939,440391,os,ko
188,188,osse1243,nucl1643,19,449558,949,449826,os,ja
189,189,osse1243,nucl1305,6,449594,949,449826,os,kn
190,190,osse1243,mala1464,8,449607,949,449826,os,ml
191,191,osse1243,nucl1302,16,449627,949,449826,os,ka
192,192,osse1243,abkh1244,17,431698,930,431985,os,ab
193,193,osse1243,hebr1245,11,449595,949,449826,os,he
194,194,osse1243,mand1415,13,445777,945,446040,os,zh
195,195,avar1256,chec1245,51,425128,923,425503,av,ce
196,196,avar1256,erzy1239,53,434390,933,434778,av,myv
197,197,avar1256,esto1258,31,434460,933,434778,av,et
198,198,avar1256,finn1318,29,434442,933,434778,av,fi
199,199,avar1256,hung1274,35,434436,933,434778,av,hu
200,200,avar1256,lakk1252,65,419659,917,419986,av,lbe
201,201,avar1256,nort2671,26,433505,932,433846,av,se
202,202,avar1256,lezg1247,75,427935,926,428275,av,lez
203,203,avar1256,east2328,40,434432,933,434778,av,mhr
204,204,avar1256,udmu1245,51,434411,933,434778,av,udm
205,205,avar1256,mode1248,38,434425,933,434778,av,el
206,206,avar1256,ital1282,28,434427,933,434778,av,it
207,207,avar1256,stan1290,32,434401,933,434778,av,fr
208,208,avar1256,stan1288,29,434438,933,434778,av,es
209,209,avar1256,stan1289,26,434446,933,434778,av,ca
210,210,avar1256,port1283,35,434440,933,434778,av,pt
211,211,avar1256,roma1327,48,434449,933,434778,av,ro
212,212,avar1256,iris1253,46,432488,931,432915,av,ga
213,213,avar1256,wels1247,31,434407,933,434778,av,cy
214,214,avar1256,bret1244,30,421463,919,421821,av,br
215,215,avar1256,dani1285,20,433506,932,433846,av,da
216,216,avar1256,swed1254,19,434444,933,434778,av,sv
217,217,avar1256,stan1293,10,434421,933,434778,av,en
218,218,avar1256,dutc1256,21,434437,933,434778,av,nl
219,219,avar1256,stan1295,19,434475,933,434778,av,de
220,220,avar1256,lith1251,40,434459,933,434778,av,lt
221,221,avar1256,latv1249,23,434461,933,434778,av,lv
222,222,avar1256,bulg1262,46,433535,932,433846,av,bg
223,223,avar1256,czec1258,23,434466,933,434778,av,cs
224,224,avar1256,poli1260,26,434453,933,434778,av,pl
225,225,avar1256,russ1263,23,434484,933,434778,av,ru
226,226,avar1256,west2369,40,434438,933,434778,av,fa
227,227,avar1256,basq1248,26,434394,933,434778,av,eu
228,228,avar1256,beng1280,25,434433,933,434778,av,bn
229,229,avar1256,tami1289,13,434443,933,434778,av,ta
230,230,avar1256,telu1262,37,434389,933,434778,av,te
231,231,avar1256,veps1250,37,434446,933,434778,av,vep
232,232,avar1256,west2392,54,430732,929,431056,av,mrj
233,233,avar1256,moks1248,40,433490,932,433846,av,mdf
234,234,avar1256,nort2641,24,434411,933,434778,av,ku
235,235,avar1256,nucl1235,19,433544,932,433846,av,hy
236,236,avar1256,croa1245,23,433539,932,433846,av,hr
237,237,avar1256,slov1268,9,433539,932,433846,av,sl
238,238,avar1256,slov1269,20,434462,933,434778,av,sk
239,239,avar1256,ukra1253,12,434482,933,434778,av,uk
240,240,avar1256,bela1254,14,434485,933,434778,av,be
241,241,avar1256,icel1247,12,434442,933,434778,av,is
242,242,avar1256,norw1258,13,433515,932,433846,av,no
243,243,avar1256,nucl1301,37,434439,933,434778,av,tr
244,244,avar1256,kaza1248,36,434470,933,434778,av,kk
245,245,avar1256,bash1264,41,434434,933,434778,av,ba
246,246,avar1256,tata1255,35,434429,933,434778,av,tt
247,247,avar1256,chuv1255,36,433463,932,433846,av,cv
248,248,avar1256,yaku1245,41,434375,933,434778,av,sah
249,249,avar1256,kalm1243,34,433523,932,433846,av,xal
250,250,avar1256,kore1280,13,425186,923,425503,av,ko
251,251,avar1256,nucl1643,23,434413,933,434778,av,ja
252,252,avar1256,nucl1305,11,434448,933,434778,av,kn
253,253,avar1256,mala1464,15,434465,933,434778,av,ml
254,254,avar1256,nucl1302,18,434474,933,434778,av,ka
255,255,avar1256,abkh1244,33,419633,917,419986,av,ab
256,256,avar1256,hebr1245,20,434458,933,434778,av,he
257,257,avar1256,mand1415,15,430691,929,431056,av,zh
258,258,chec1245,erzy1239,36,441950,941,442270,ce,myv
259,259,chec1245,esto1258,25,442042,941,442270,ce,et
260,260,chec1245,finn1318,20,442016,941,442270,ce,fi
261,261,chec1245,hung1274,22,442005,941,442270,ce,hu
262,262,chec1245,lakk1252,40,421542,919,421821,ce,lbe
263,263,chec1245,nort2671,19,441078,940,441330,ce,se
264,264,chec1245,lezg1247,47,429834,928,430128,ce,lez
265,265,chec1245,east2328,24,441991,941,442270,ce,mhr
266,266,chec1245,udmu1245,39,441975,941,442270,ce,udm
267,267,chec1245,mode1248,26,441996,941,442270,ce,el
268,268,chec1245,ital1282,22,442005,941,442270,ce,it
269,269,chec1245,stan1290,23,441972,941,442270,ce,fr
270,270,chec1245,stan1288,22,442015,941,442270,ce,es
271,271,chec1245,stan1289,16,442018,941,442270,ce,ca
272,272,chec1245,port1283,24,442009,941,442270,ce,pt
273,273,chec1245,roma1327,30,442003,941,442270,ce,ro
274,274,chec1245,iris1253,30,440033,939,440391,ce,ga
275,275,chec1245,wels1247,20,441981,941,442270,ce,cy
276,276,chec1245,bret1244,24,428926,927,429201,ce,br
277,277,chec1245,dani1285,15,441083,940,441330,ce,da
278,278,chec1245,swed1254,14,442030,941,442270,ce,sv
279,279,chec1245,stan1293,6,442004,941,442270,ce,en
280,280,chec1245,dutc1256,16,442017,941,442270,ce,nl
281,281,chec1245,stan1295,11,442052,941,442270,ce,de
282,282,chec1245,lith1251,28,442028,941,442270,ce,lt
283,283,chec1245,latv1249,15,442037,941,442270,ce,lv
284,284,chec1245,bulg1262,25,440139,939,440391,ce,bg
285,285,chec1245,czec1258,23,442058,941,442270,ce,cs
286,286,chec1245,poli1260,18,442028,941,442270,ce,pl
287,287,chec1245,russ1263,12,442055,941,442270,ce,ru
288,288,chec1245,west2369,30,442011,941,442270,ce,fa
289,289,chec1245,basq1248,22,441978,941,442270,ce,eu
290,290,chec1245,beng1280,22,442021,941,442270,ce,bn
291,291,chec1245,tami1289,12,442032,941,442270,ce,ta
292,292,chec1245,telu1262,28,441962,941,442270,ce,te
293,293,chec1245,veps1250,31,442026,941,442270,ce,vep
294,294,chec1245,west2392,33,438253,937,438516,ce,mrj
295,295,chec1245,moks1248,32,441056,940,441330,ce,mdf
296,296,chec1245,nort2641,22,441996,941,442270,ce,ku
297,297,chec1245,nucl1235,15,441112,940,441330,ce,hy
298,298,chec1245,croa1245,15,441104,940,441330,ce,hr
299,299,chec1245,slov1268,12,441130,940,441330,ce,sl
300,300,chec1245,slov1269,23,442059,941,442270,ce,sk
301,301,chec1245,ukra1253,9,442070,941,442270,ce,uk
302,302,chec1245,bela1254,9,442068,941,442270,ce,be
303,303,chec1245,icel1247,8,442027,941,442270,ce,is
304,304,chec1245,norw1258,9,441093,940,441330,ce,no
305,305,chec1245,nucl1301,30,442013,941,442270,ce,tr
306,306,chec1245,kaza1248,26,442042,941,442270,ce,kk
307,307,chec1245,bash1264,36,442018,941,442270,ce,ba
308,308,chec1245,tata1255,29,442010,941,442270,ce,tt
309,309,chec1245,chuv1255,28,441029,940,441330,ce,cv
310,310,chec1245,yaku1245,31,441946,941,442270,ce,sah
311,311,chec1245,kalm1243,22,441080,940,441330,ce,xal
312,312,chec1245,kore1280,7,432685,931,432915,ce,ko
313,313,chec1245,nucl1643,15,441988,941,442270,ce,ja
314,314,chec1245,nucl1305,12,442045,941,442270,ce,kn
315,315,chec1245,mala1464,12,442051,941,442270,ce,ml
316,316,chec1245,nucl1302,10,442050,941,442270,ce,ka
317,317,chec1245,abkh1244,22,424294,922,424581,ce,ab
318,318,chec1245,hebr1245,21,442052,941,442270,ce,he
319,319,chec1245,mand1415,19,437324,936,437580,ce,zh
320,320,erzy1239,esto1258,37,451507,951,451725,myv,et
321,321,erzy1239,finn1318,43,451505,951,451725,myv,fi
322,322,erzy1239,hung1274,34,451468,951,451725,myv,hu
323,323,erzy1239,lakk1252,45,430775,929,431056,myv,lbe
324,324,erzy1239,nort2671,43,450553,950,450775,myv,se
325,325,erzy1239,lezg1247,37,439124,938,439453,myv,lez
326,326,erzy1239,east2328,46,451476,951,451725,myv,mhr
327,327,erzy1239,udmu1245,62,451460,951,451725,myv,udm
328,328,erzy1239,mode1248,38,451460,951,451725,myv,el
329,329,erzy1239,ital1282,40,451481,951,451725,myv,it
330,330,erzy1239,stan1290,33,451432,951,451725,myv,fr
331,331,erzy1239,stan1288,36,451482,951,451725,myv,es
332,332,erzy1239,stan1289,28,451481,951,451725,myv,ca
333,333,erzy1239,port1283,40,451481,951,451725,myv,pt
334,334,erzy1239,roma1327,38,451461,951,451725,myv,ro
335,335,erzy1239,iris1253,32,449454,949,449826,myv,ga
336,336,erzy1239,wels1247,31,451441,951,451725,myv,cy
337,337,erzy1239,bret1244,29,438230,937,438516,myv,br
338,338,erzy1239,dani1285,21,450524,950,450775,myv,da
339,339,erzy1239,swed1254,22,451486,951,451725,myv,sv
340,340,erzy1239,stan1293,15,451464,951,451725,myv,en
341,341,erzy1239,dutc1256,25,451477,951,451725,myv,nl
342,342,erzy1239,stan1295,13,451499,951,451725,myv,de
343,343,erzy1239,lith1251,38,451489,951,451725,myv,lt
344,344,erzy1239,latv1249,31,451512,951,451725,myv,lv
345,345,erzy1239,bulg1262,40,449590,949,449826,myv,bg
346,346,erzy1239,czec1258,27,451508,951,451725,myv,cs
347,347,erzy1239,poli1260,27,451487,951,451725,myv,pl
348,348,erzy1239,russ1263,24,451521,951,451725,myv,ru
349,349,erzy1239,west2369,29,451449,951,451725,myv,fa
350,350,erzy1239,basq1248,31,451439,951,451725,myv,eu
351,351,erzy1239,beng1280,21,451459,951,451725,myv,bn
352,352,erzy1239,tami1289,17,451485,951,451725,myv,ta
353,353,erzy1239,telu1262,24,451395,951,451725,myv,te
354,354,erzy1239,veps1250,48,451502,951,451725,myv,vep
355,355,erzy1239,west2392,49,447685,947,447931,myv,mrj
356,356,erzy1239,moks1248,97,450617,950,450775,myv,mdf
357,357,erzy1239,nort2641,22,451437,951,451725,myv,ku
358,358,erzy1239,nucl1235,17,450551,950,450775,myv,hy
359,359,erzy1239,croa1245,22,450551,950,450775,myv,hr
360,360,erzy1239,slov1268,10,450560,950,450775,myv,sl
361,361,erzy1239,slov1269,23,451500,951,451725,myv,sk
362,362,erzy1239,ukra1253,13,451520,951,451725,myv,uk
363,363,erzy1239,bela1254,17,451526,951,451725,myv,be
364,364,erzy1239,icel1247,19,451490,951,451725,myv,is
365,365,erzy1239,norw1258,18,450541,950,450775,myv,no
366,366,erzy1239,nucl1301,30,451454,951,451725,myv,tr
367,367,erzy1239,kaza1248,26,451483,951,451725,myv,kk
368,368,erzy1239,bash1264,42,451467,951,451725,myv,ba
369,369,erzy1239,tata1255,38,451466,951,451725,myv,tt
370,370,erzy1239,chuv1255,35,450474,950,450775,myv,cv
371,371,erzy1239,yaku1245,44,451414,951,451725,myv,sah
372,372,erzy1239,kalm1243,23,450514,950,450775,myv,xal
373,373,erzy1239,kore1280,12,442038,941,442270,myv,ko
374,374,erzy1239,nucl1643,29,451456,951,451725,myv,ja
375,375,erzy1239,nucl1305,10,451480,951,451725,myv,kn
376,376,erzy1239,mala1464,18,451505,951,451725,myv,ml
377,377,erzy1239,nucl1302,18,451509,951,451725,myv,ka
378,378,erzy1239,abkh1244,22,432623,931,432915,myv,ab
379,379,erzy1239,hebr1245,21,451493,951,451725,myv,he
380,380,erzy1239,mand1415,17,446708,946,446985,myv,zh
381,381,esto1258,finn1318,43,451621,951,451725,et,fi
382,382,esto1258,hung1274,33,451582,951,451725,et,hu
383,383,esto1258,lakk1252,30,430858,929,431056,et,lbe
384,384,esto1258,nort2671,27,450636,950,450775,et,se
385,385,esto1258,lezg1247,29,439221,938,439453,et,lez
386,386,esto1258,east2328,30,451560,951,451725,et,mhr
387,387,esto1258,udmu1245,37,451526,951,451725,et,udm
388,388,esto1258,mode1248,28,451556,951,451725,et,el
389,389,esto1258,ital1282,31,451579,951,451725,et,it
390,390,esto1258,stan1290,18,451518,951,451725,et,fr
391,391,esto1258,stan1288,26,451578,951,451725,et,es
392,392,esto1258,stan1289,25,451591,951,451725,et,ca
393,393,esto1258,port1283,27,451571,951,451725,et,pt
394,394,esto1258,roma1327,31,451563,951,451725,et,ro
395,395,esto1258,iris1253,30,449566,949,449826,et,ga
396,396,esto1258,wels1247,21,451537,951,451725,et,cy
397,397,esto1258,bret1244,21,438330,937,438516,et,br
398,398,esto1258,dani1285,19,450635,950,450775,et,da
399,399,esto1258,swed1254,17,451592,951,451725,et,sv
400,400,esto1258,stan1293,7,451564,951,451725,et,en
401,401,esto1258,dutc1256,15,451573,951,451725,et,nl
402,402,esto1258,stan1295,10,451609,951,451725,et,de
403,403,esto1258,lith1251,32,451593,951,451725,et,lt
404,404,esto1258,latv1249,26,451618,951,451725,et,lv
405,405,esto1258,bulg1262,34,449694,949,449826,et,bg
406,406,esto1258,czec1258,19,451608,951,451725,et,cs
407,407,esto1258,poli1260,23,451595,951,451725,et,pl
408,408,esto1258,russ1263,16,451621,951,451725,et,ru
409,409,esto1258,west2369,30,451567,951,451725,et,fa
410,410,esto1258,basq1248,18,451529,951,451725,et,eu
411,411,esto1258,beng1280,14,451561,951,451725,et,bn
412,412,esto1258,tami1289,10,451587,951,451725,et,ta
413,413,esto1258,telu1262,14,451491,951,451725,et,te
414,414,esto1258,veps1250,38,451598,951,451725,et,vep
415,415,esto1258,west2392,28,447757,947,447931,et,mrj
416,416,esto1258,moks1248,37,450613,950,450775,et,mdf
417,417,esto1258,nort2641,18,451545,951,451725,et,ku
418,418,esto1258,nucl1235,19,450670,950,450775,et,hy
419,419,esto1258,croa1245,19,450660,950,450775,et,hr
420,420,esto1258,slov1268,13,450681,950,450775,et,sl
421,421,esto1258,slov1269,21,451612,951,451725,et,sk
422,422,esto1258,ukra1253,14,451638,951,451725,et,uk
423,423,esto1258,bela1254,17,451642,951,451725,et,be
424,424,esto1258,icel1247,11,451590,951,451725,et,is
425,425,esto1258,norw1258,16,450653,950,450775,et,no
426,426,esto1258,nucl1301,24,451558,951,451725,et,tr
427,427,esto1258,kaza1248,17,451581,951,451725,et,kk
428,428,esto1258,bash1264,32,451563,951,451725,et,ba
429,429,esto1258,tata1255,27,451560,951,451725,et,tt
430,430,esto1258,chuv1255,22,450563,950,450775,et,cv
431,431,esto1258,yaku1245,28,451498,951,451725,et,sah
432,432,esto1258,kalm1243,18,450620,950,450775,et,xal
433,433,esto1258,kore1280,13,442154,941,442270,et,ko
434,434,esto1258,nucl1643,17,451548,951,451725,et,ja
435,435,esto1258,nucl1305,7,451590,951,451725,et,kn
436,436,esto1258,mala1464,15,451615,951,451725,et,ml
437,437,esto1258,nucl1302,15,451619,951,451725,et,ka
438,438,esto1258,abkh1244,18,432721,931,432915,et,ab
439,439,esto1258,hebr1245,16,451599,951,451725,et,he
440,440,esto1258,mand1415,13,446817,946,446985,et,zh
441,441,finn1318,hung1274,41,451584,951,451725,fi,hu
442,442,finn1318,lakk1252,24,430830,929,431056,fi,lbe
443,443,finn1318,nort2671,32,450632,950,450775,fi,se
444,444,finn1318,lezg1247,25,439199,938,439453,fi,lez
445,445,finn1318,east2328,25,451536,951,451725,fi,mhr
446,446,finn1318,udmu1245,33,451504,951,451725,fi,udm
447,447,finn1318,mode1248,26,451538,951,451725,fi,el
448,448,finn1318,ital1282,26,451555,951,451725,fi,it
449,449,finn1318,stan1290,26,451520,951,451725,fi,fr
450,450,finn1318,stan1288,34,451580,951,451725,fi,es
451,451,finn1318,stan1289,23,451573,951,451725,fi,ca
452,452,finn1318,port1283,26,451555,951,451725,fi,pt
453,453,finn1318,roma1327,33,451553,951,451725,fi,ro
454,454,finn1318,iris1253,28,449548,949,449826,fi,ga
455,455,finn1318,wels1247,28,451537,951,451725,fi,cy
456,456,finn1318,bret1244,26,438331,937,438516,fi,br
457,457,finn1318,dani1285,22,450627,950,450775,fi,da
458,458,finn1318,swed1254,20,451584,951,451725,fi,sv
459,459,finn1318,stan1293,9,451554,951,451725,fi,en
460,460,finn1318,dutc1256,15,451559,951,451725,fi,nl
461,461,finn1318,stan1295,11,451597,951,451725,fi,de
462,462,finn1318,lith1251,35,451585,951,451725,fi,lt
463,463,finn1318,latv1249,29,451610,951,451725,fi,lv
464,464,finn1318,bulg1262,30,449672,949,449826,fi,bg
465,465,finn1318,czec1258,21,451598,951,451725,fi,cs
466,466,finn1318,poli1260,22,451579,951,451725,fi,pl
467,467,finn1318,russ1263,18,451611,951,451725,fi,ru
468,468,finn1318,west2369,27,451547,951,451725,fi,fa
469,469,finn1318,basq1248,18,451515,951,451725,fi,eu
470,470,finn1318,beng1280,14,451547,951,451725,fi,bn
471,471,finn1318,tami1289,13,451579,951,451725,fi,ta
472,472,finn1318,telu1262,16,451481,951,451725,fi,te
473,473,finn1318,veps1250,44,451596,951,451725,fi,vep
474,474,finn1318,west2392,24,447734,947,447931,fi,mrj
475,475,finn1318,moks1248,37,450599,950,450775,fi,mdf
476,476,finn1318,nort2641,17,451529,951,451725,fi,ku
477,477,finn1318,nucl1235,15,450647,950,450775,fi,hy
478,478,finn1318,croa1245,20,450648,950,450775,fi,hr
479,479,finn1318,slov1268,10,450661,950,450775,fi,sl
480,480,finn1318,slov1269,23,451602,951,451725,fi,sk
481,481,finn1318,ukra1253,12,451620,951,451725,fi,uk
482,482,finn1318,bela1254,14,451622,951,451725,fi,be
483,483,finn1318,icel1247,14,451582,951,451725,fi,is
484,484,finn1318,norw1258,16,450639,950,450775,fi,no
485,485,finn1318,nucl1301,22,451540,951,451725,fi,tr
486,486,finn1318,kaza1248,17,451567,951,451725,fi,kk
487,487,finn1318,bash1264,26,451537,951,451725,fi,ba
488,488,finn1318,tata1255,21,451534,951,451725,fi,tt
489,489,finn1318,chuv1255,20,450546,950,450775,fi,cv
490,490,finn1318,yaku1245,26,451480,951,451725,fi,sah
491,491,finn1318,kalm1243,14,450598,950,450775,fi,xal
492,492,finn1318,kore1280,7,442128,941,442270,fi,ko
493,493,finn1318,nucl1643,17,451534,951,451725,fi,ja
494,494,finn1318,nucl1305,6,451574,951,451725,fi,kn
495,495,finn1318,mala1464,16,451603,951,451725,fi,ml
496,496,finn1318,nucl1302,14,451603,951,451725,fi,ka
497,497,finn1318,abkh1244,13,432697,931,432915,fi,ab
498,498,finn1318,hebr1245,15,451583,951,451725,fi,he
499,499,finn1318,mand1415,12,446801,946,446985,fi,zh
500,500,hung1274,lakk1252,28,430819,929,431056,hu,lbe
501,501,hung1274,nort2671,28,450605,950,450775,hu,se
502,502,hung1274,lezg1247,30,439189,938,439453,hu,lez
503,503,hung1274,east2328,22,451511,951,451725,hu,mhr
504,504,hung1274,udmu1245,41,451501,951,451725,hu,udm
505,505,hung1274,mode1248,32,451531,951,451725,hu,el
506,506,hung1274,ital1282,29,451542,951,451725,hu,it
507,507,hung1274,stan1290,28,451505,951,451725,hu,fr
508,508,hung1274,stan1288,35,451563,951,451725,hu,es
509,509,hung1274,stan1289,24,451556,951,451725,hu,ca
510,510,hung1274,port1283,32,451548,951,451725,hu,pt
511,511,hung1274,roma1327,39,451546,951,451725,hu,ro
512,512,hung1274,iris1253,29,449531,949,449826,hu,ga
513,513,hung1274,wels1247,21,451504,951,451725,hu,cy
514,514,hung1274,bret1244,26,438308,937,438516,hu,br
515,515,hung1274,dani1285,13,450590,950,450775,hu,da
516,516,hung1274,swed1254,12,451549,951,451725,hu,sv
517,517,hung1274,stan1293,8,451533,951,451725,hu,en
518,518,hung1274,dutc1256,15,451540,951,451725,hu,nl
519,519,hung1274,stan1295,8,451572,951,451725,hu,de
520,520,hung1274,lith1251,31,451558,951,451725,hu,lt
521,521,hung1274,latv1249,25,451583,951,451725,hu,lv
522,522,hung1274,bulg1262,28,449649,949,449826,hu,bg
523,523,hung1274,czec1258,19,451575,951,451725,hu,cs
524,524,hung1274,poli1260,25,451566,951,451725,hu,pl
525,525,hung1274,russ1263,19,451594,951,451725,hu,ru
526,526,hung1274,west2369,27,451528,951,451725,hu,fa
527,527,hung1274,basq1248,20,451500,951,451725,hu,eu
528,528,hung1274,beng1280,20,451540,951,451725,hu,bn
529,529,hung1274,tami1289,15,451564,951,451725,hu,ta
530,530,hung1274,telu1262,21,451472,951,451725,hu,te
