society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
B133,Tjapwurong,xd977,djab1234,Djabwurrung,Pama-Nyungan,Slope,0.153666289,,,,
Cb2,Wolof,xd469,nucl1347,Wolof,Atlantic-Congo,Slope,0.155284702,,,,
B384,Iglulik Inuit,xd1025,west2618,Western Canadian Inuktitut,Eskimo-Aleut,Slope,0.161382157,,,,
Ie3,Arapesh,xd807,buki1249,Bukiyip,Nuclear Torricelli,Slope,0.162003428,,,,
Nf7,Fox,xd1241,mesk1242,Meskwaki,Algic,Slope,0.166129686,,,,
B4,Shompen,xd901,shom1245,Shom Peng,,Slope,0.167219274,,,,
SCCS78,Nicobarese,xd691,carn1240,Car Nicobarese,Austroasiatic,Slope,0.167219274,,,,
Ih1,Mota,xd862,mota1237,Mota,Austronesian,Slope,0.168097622,,,,
B71,Sekele,xd931,vase1234,Northern Ju,Kxa,Slope,0.16879934,,,,
B8,Andamanese,xd686,akab1249,Aka-Bea,Great Andamanese,Slope,0.170485158,,,,
Cg1,Dutch,xd541,dutc1256,Dutch,Indo-European,Slope,0.170835644,,,,
SCCS24,Songhai,xd480,koyr1242,Koyraboro Senni Songhai,Songhay,Slope,0.171648572,,,,
WNAI76,Southern Valley Yokuts (Lake),xd1123,vall1251,Valley Yokuts,Yokutsan,Slope,0.171893912,,,,
B106,Kariyarra,xd780,kari1304,Kariyarra,Pama-Nyungan,Slope,0.173349032,,,,
Eg2,Tamil,xd678,tami1289,Tamil,Dravidian,Slope,0.173609635,,,,
B93,Yintjingga,xd945,ayab1239,Yintyinka-Ayabadhu,Pama-Nyungan,Slope,0.173901749,,,,
Cb24,Wodaabe Fulani,xd474,boro1274,Bororo of Kano and Zaria,Atlantic-Congo,Slope,0.174100194,,,,
B97,Anindilyagwa,xd776,anin1240,Anindilyakwa,Gunwinyguan,Slope,0.174179316,,,,
Ci11,Kurd,xd576,cent1972,Central Kurdish,Indo-European,Slope,0.174191299,,,,
B128,Paakintji,xd973,darl1243,Paakantyi,Pama-Nyungan,Slope,0.174399102,,,,
Aa1,!Kung,xd1,juho1239,South-Eastern Ju,Kxa,Slope,0.176601158,,,,
B72,!Kung,xd1,juho1239,South-Eastern Ju,Kxa,Slope,0.176601158,,,,
Af14,Sherbro,xd191,sher1258,Sherbro,Atlantic-Congo,Slope,0.177593323,,,,
Nh19,Cocopa,xd1269,coco1261,Cocopa,Cochimi-Yuman,Slope,0.182199701,,,,
WNAI143,Cocopa,xd1269,coco1261,Cocopa,Cochimi-Yuman,Slope,0.182199701,,,,
Ej9,Thai,xd731,thai1261,Thai,Tai-Kadai,Slope,0.182249062,,,,
Ag15,Balanta,xd250,bala1301,Balanta-Kentohe,Atlantic-Congo,Slope,0.18321388,,,,
Ag16,Banyun,xd251,bain1259,Bainounk-Gujaher,Atlantic-Congo,Slope,0.18321388,,,,
Ag20,Papel,xd256,pape1239,Papel,Atlantic-Congo,Slope,0.18321388,,,,
Cc17,Delim,xd495,hass1238,Hassaniyya,Afro-Asiatic,Slope,0.184326219,,,,
Ii10,Rennell Islanders,xd877,renn1242,Rennell-Bellona,Austronesian,Slope,0.18506613,,,,
B258,Plains Cree,xd1218,plai1258,Plains Cree,Algic,Slope,0.18603914,,,,
Se11,Chácobo,xd1364,chac1251,Chácobo,Pano-Tacanan,Slope,0.18825588,,,,
Af44,Alagya,xd224,alla1248,Alladian,Atlantic-Congo,Slope,0.189965578,,,,
SCCS46,Rwala,xd588,east2690,Eastern Egyptian Bedawi Arabic,Afro-Asiatic,Slope,0.1926995,,,,
B121,Diyari,xd779,dier1241,Dieri,Pama-Nyungan,Slope,0.193359231,,,,
B39,Guahibo,xd1347,guah1255,Guahibo,Guahiboan,Slope,0.196477901,,,,
SCCS2,!Kung,xd1,juho1239,South-Eastern Ju,Kxa,Slope,0.19707559,,,,
SCCS14,Nkundo,xd160,nkun1238,Nkundo,Atlantic-Congo,Slope,0.197422933,,,,
Ed7,Okinawans,xd650,cent2126,Central Okinawan,Japonic,Slope,0.199072711,,,,
B43,Sirionó,xd1362,siri1273,Sirionó,Tupian,Slope,0.200052518,,,,
Nh15,Mescalero,xd1265,mesc1238,Mescalero-Chiricahua Apache,Athabaskan-Eyak-Tlingit,Slope,0.200235539,,,,
B60,Aka,xd923,bamb1264,Bambenzele,Atlantic-Congo,Slope,0.203883008,,,,
Ad32,Giriama,xd101,giry1241,Giryama,Atlantic-Congo,Slope,0.203928592,,,,
Ab3,Lozi,xd26,lozi1239,Lozi,Atlantic-Congo,Slope,0.204509308,,,,
B109,Walbiri,xd773,warl1254,Warlpiri,Pama-Nyungan,Slope,0.207416803,,,,
Cd19,Sahel,xd517,sahi1245,Sahil,Afro-Asiatic,Slope,0.207553996,,,,
Id4,Diyari,xd779,dier1241,Dieri,Pama-Nyungan,Slope,0.20847708,,,,
Nf4,Myaamia,xd1238,miam1252,Miami,Algic,Slope,0.210980351,,,,
Ai20,Tupuri,xd349,tupu1244,Tupuri,Atlantic-Congo,Slope,0.211236104,,,,
Cb9,Hausa Kanawa,xd486,kano1249,Kano,Afro-Asiatic,Slope,0.213125154,,,,
ch16,Estonians,xd553,esto1258,Estonian,Uralic,Slope,0.216204483,,,,
Ec10,Ob Ostyak,xd618,khan1273,Kazym-Berezover-Suryskarer Khanty,Uralic,Slope,0.217060036,,,,
Sa11,Kaqchikel,xd1311,kaqc1270,Kaqchikel,Mayan,Slope,0.217060926,,,,
B116,Karuwali,xd963,karr1236,Karruwali,Pama-Nyungan,Slope,0.217804509,,,,
Ae4,Nkundo,xd160,nkun1238,Nkundo,Atlantic-Congo,Slope,0.22219165,,,,
Ej15,Ancient Khmer,xd722,oldk1249,Old Khmer,Austroasiatic,Slope,0.222683494,,,,
WNAI142,Kamia,xd1271,kumi1248,Tipai,Cochimi-Yuman,Slope,0.224167339,,,,
SCCS73,Annamese,xd726,viet1252,Vietnamese,Austroasiatic,Slope,0.224516804,,,,
Af24,Edo,xd202,bini1246,Bini,Atlantic-Congo,Slope,0.226627786,,,,
Sh7,Guaraní,xd1394,east2555,Eastern Bolivian Guaraní,Tupian,Slope,0.227582597,,,,
Ag19,Diola,xd254,ejam1238,Ejamat,Atlantic-Congo,Slope,0.23124492,,,,
Sc4,Guahibo,xd1347,guah1255,Guahibo,Guahiboan,Slope,0.234755091,,,,
Aj16,Mondari,xd391,mand1425,Mandari,Nilotic,Slope,0.23527593,,,,
Af40,Assini,xd220,abur1243,Abure,Atlantic-Congo,Slope,0.235882574,,,,
Cb17,Fur,xd466,furr1244,Fur,Furan,Slope,0.236764368,,,,
Ig11,Rossel Islanders,xd843,yele1255,Yele,,Slope,0.237760961,,,,
Af19,Efik,xd196,efik1245,Efik,Atlantic-Congo,Slope,0.238138212,,,,
Af20,Ibibio,xd198,ibib1240,Ibibio,Atlantic-Congo,Slope,0.238138212,,,,
B345,DeneTha,xd1034,sout2959,South Slavey,Athabaskan-Eyak-Tlingit,Slope,0.24119568,,,,
SCCS124,Copper Inuit,xd1022,copp1244,Inuinnaqtun,Eskimo-Aleut,Slope,0.241505793,,,,
ch21,Latvians,xd559,latv1249,Latvian,Indo-European,Slope,0.2417918,,,,
Ah25,Tigon,xd315,tigo1236,Tigon Mbembe,Atlantic-Congo,Slope,0.242095158,,,,
Ic3,Belu,xd765,tetu1245,Tetum,Austronesian,Slope,0.242435889,,,,
B257,Assiniboine,xd1210,assi1247,Assiniboine,Siouan,Slope,0.244309356,,,,
Cb22,Liptako,xd472,west2454,Western Niger Fulfulde,Atlantic-Congo,Slope,0.244526988,,,,
SCCS4,Lozi,xd26,lozi1239,Lozi,Atlantic-Congo,Slope,0.244639377,,,,
Af58,Vai,xd239,vaii1241,Vai,Mande,Slope,0.24515066,,,,
ch22,Lithuanian Karaim,xd560,kara1464,Karaim,Turkic,Slope,0.245797636,,,,
SCCS25,Wodaabe Fulani,xd474,boro1274,Bororo of Kano and Zaria,Atlantic-Congo,Slope,0.246643109,,,,
Se4,Yagua,xd1368,yagu1244,Yagua,Peba-Yagua,Slope,0.247872369,,,,
Nf2,Ho Chunk,xd1236,hoch1243,Ho-Chunk,Siouan,Slope,0.250004465,,,,
Eh8,Sakalava,xd694,saka1291,West Malagasy Sakalava,Austronesian,Slope,0.250617335,,,,
B335,Round Lake Ojibwa,xd1003,seve1241,Severn River Ojibwa,Algic,Slope,0.250848627,,,,
B341,Wegamon Ojibwa,xd1006,seve1241,Severn River Ojibwa,Algic,Slope,0.250848627,,,,
Cj5,Mutair,xd591,sout3119,South Najdi,Afro-Asiatic,Slope,0.25112673,,,,
Ng1,Huron,xd1244,wyan1247,Wyandot,Iroquoian,Slope,0.253465404,,,,
SCCS21,Wolof,xd469,nucl1347,Wolof,Atlantic-Congo,Slope,0.254272313,,,,
Ag26,Susu,xd262,susu1250,Susu,Mande,Slope,0.254502822,,,,
B86,Burarra,xd941,gunn1247,Gun-narta,Maningrida,Slope,0.259489212,,,,
SCCS127,Northern Saulteaux,xd1049,alba1270,Albany River Ojibwa,Algic,Slope,0.259824419,,,,
Ed13,Ishigakians,xd640,yaey1239,Yaeyama,Japonic,Slope,0.261181127,,,,
Sf7,Asháninka,xd1380,ajyi1238,Ajyíninka Apurucayali,Arawakan,Slope,0.261500083,,,,
Af46,Bakwe,xd226,bakw1243,Bakwé,Atlantic-Congo,Slope,0.261611243,,,,
Ag29,Samo,xd265,sout2844,Southern Samo,Mande,Slope,0.262465042,,,,
Se9,Shipibo-Conibo,xd1373,ship1254,Shipibo-Conibo,Pano-Tacanan,Slope,0.26478841,,,,
Nc1,Nomlaki,xd1107,noml1242,Nomlaki,Wintuan,Slope,0.266571621,,,,
Nc22,Patwin,xd1121,patw1250,Patwin,Wintuan,Slope,0.266571621,,,,
WNAI67,Patwin,xd1121,patw1250,Patwin,Wintuan,Slope,0.266571621,,,,
Ie23,Muju,xd800,sout2940,South Muyu,Nuclear Trans New Guinea,Slope,0.267108631,,,,
