,l1,l2,Word_Form_l1,Word_Form_l2,local_alignment,global_alignment,neighbour_overlap,global_density_l1,global_density_l2,local_density_l1,local_density_l2,editdistance,k,n,Language_ID_l1,Glottocode_l1,Concept_ID,rawIPA_l1,IPA_l1,ASJP_l1,List_l1,Dolgo_l1,Next_Step_l1,IDS_SEMANTICFIELD_l1,Language_Family_l1,zipffreq_l1,Language_ID_l2,Glottocode_l2,rawIPA_l2,IPA_l2,ASJP_l2,List_l2,Dolgo_l2,Next_Step_l2,IDS_SEMANTICFIELD_l2,Language_Family_l2,zipffreq_l2
40265,et,en,meri,sea,0.3687257733601865,0.9048224717693284,34.0,0.13629453003851336,0.15067170513466502,2794.446749379639,3089.2219703760356,3,100,20503,ekk,esto1258,Meer::N,meri,m e r i,meri,MERI,MVRV,validate,The physical world,Uralic,,eng,stan1293,siː,s i i,si,SI,SV,validate,The physical world,Indo-European,5.09
40277,et,en,lõuna,south,0.3743226652174854,0.9179418601959606,33.0,0.14368318905935545,0.1466178779166927,2945.936425283964,3006.1063509259498,4,100,20503,ekk,esto1258,Süden::N,lɤunɑ,l ɤ u n ɑ,louna,LEYNA,RVNV,validate,Spatial relations,Uralic,,eng,stan1293,saʊθ,s a ʊ θ,sau8,SAYD,SVT,validate,Spatial relations,Indo-European,5.4
40299,et,en,udu,fog,0.3855652449273629,0.9235237446277827,30.0,0.1504074788276803,0.16560226183436969,3083.8045384039287,3395.343174390082,3,100,20503,ekk,esto1258,Nebel::N,ud̥u,u d u,udu,YTY,VTV,validate,The physical world,Uralic,,eng,stan1293,fɒɡ,f ɒ ɡ,fog,BOK,PVK,validate,The physical world,Indo-European,3.89
40332,et,en,lumi,snow,0.4056739607606517,0.918040498990027,40.0,0.14998612349002258,0.15791275220492587,3075.1654899159334,3237.685158457595,4,100,20503,ekk,esto1258,Schnee::N,lumi,l u m i,lumi,LYMI,RVMV,validate,The physical world,Uralic,,eng,stan1293,snəʊ,s n ə ʊ,sn3u,SNEY,SNV,validate,The physical world,Indo-European,4.68
40421,et,en,järv,lake,0.4625307384055251,0.9143497837748076,28.0,0.14833808092248116,0.14477838408534008,3041.375673153631,2968.391208901728,4,100,20503,ekk,esto1258,See::N,jærv,j æ r v,yErv,JERB,JVRW,validate,The physical world,Uralic,,eng,stan1293,leɪk,l e ɪ k,leik,LEIK,RVK,validate,The physical world,Indo-European,4.74
40455,et,en,ida,east,0.4851805444055029,0.9052266905975274,24.0,0.1292509650427349,0.14851792808281272,2650.0325362711937,3045.063079481909,4,100,20503,ekk,esto1258,Osten::N,id̥ɑ,i d ɑ,ida,ITA,VTV,validate,Spatial relations,Uralic,,eng,stan1293,iːst,i i s t,ist,IST,VST,validate,Spatial relations,Indo-European,5.18
40469,et,en,lääs,west,0.4921186056450813,0.8904309689172124,18.0,0.15529079013464558,0.1496627844733184,3183.9270701306386,3068.536070056447,4,100,20503,ekk,esto1258,Westen::N,læːs,l æ æ s,lEs,LES,RVS,validate,Spatial relations,Uralic,,eng,stan1293,west,w e s t,west,WEST,WVST,validate,Spatial relations,Indo-European,5.29
40501,et,en,rannik,coast,0.5167466047276543,0.9097318157708564,37.0,0.15417325154806474,0.14890465103251976,3161.0141764899718,3052.9920601197528,6,100,20503,ekk,esto1258,Küste::N,rɑnʲːik,r ɑ nʲ nʲ i k,ranik,RANIK,RVNVK,validate,The physical world,Uralic,,eng,stan1293,kəʊst,k ə ʊ s t,k3ust,KEYST,KVST,validate,The physical world,Indo-European,4.86
40513,et,en,mägi,mountain,0.5271867302257967,0.8975040195438501,26.0,0.1279567891155052,0.14549689085853945,2623.498047235203,2983.1227532726343,6,100,20503,ekk,esto1258,Berg::N,mæɡ̥i,m æ ɡ i,mEgi,MEKI,MVKV,validate,The physical world,Uralic,,eng,stan1293,ˈmaʊntɪn,m a ʊ n t ɪ n,mauntin,MAYNTIN,MVNTVN,validate,The physical world,Indo-European,4.72
40855,el,en,ακρογιαλιά,coast,0.1816259728647263,0.8830720862618292,14.0,0.1821261986663387,0.15170092311664454,3731.5836844746136,3108.20021373693,10,100,20489,ell,mode1248,Küste::N,akroʝalia,a k r o ʝ a l i a,akroSalia,AKRUSALIA,VKRVSVRV,validate,The physical world,Indo-European,0.0,eng,stan1293,kəʊst,k ə ʊ s t,k3ust,KEYST,KVST,validate,The physical world,Indo-European,4.86
40937,el,en,όρος,mountain,0.2245791235316024,0.8660115431328143,3.0,0.1292316847909616,0.1453107940938974,2647.8279896820122,2977.272860189864,8,100,20489,ell,mode1248,Berg::N,oros,o r o s,oros,URUS,VRVS,validate,The physical world,Indo-European,4.99,eng,stan1293,ˈmaʊntɪn,m a ʊ n t ɪ n,mauntin,MAYNTIN,MVNTVN,validate,The physical world,Indo-European,4.72
41174,el,en,ανατολή,east,0.3483359806278109,0.9122376282271668,31.0,0.16396966569892288,0.1511385069283133,3359.574480505231,3096.6768684542108,7,100,20489,ell,mode1248,Osten::N,anatoli,a n a t o l i,anatoli,ANATULI,VNVTVRV,validate,Spatial relations,Indo-European,4.75,eng,stan1293,iːst,i i s t,ist,IST,VST,validate,Spatial relations,Indo-European,5.18
41194,el,en,βουνό,mountain,0.3587158088223653,0.9268770889421822,44.0,0.15306206334283678,0.1453107940938974,3136.088615831383,2977.272860189864,8,100,20489,ell,mode1248,Berg::N,vuno,v u n o,vuno,BYNU,WVNV,validate,The physical world,Indo-European,4.55,eng,stan1293,ˈmaʊntɪn,m a ʊ n t ɪ n,mauntin,MAYNTIN,MVNTVN,validate,The physical world,Indo-European,4.72
41240,el,en,λόφος,hill,0.3912115292451446,0.8922856950835738,20.0,0.14067605187486526,0.1495247695723259,2882.3116268641143,3063.613003767385,5,100,20489,ell,mode1248,Hügel::N,lofos,l o f o s,lofos,LUBUS,RVPVS,validate,The physical world,Indo-European,3.56,eng,stan1293,hɪl,h ɪ l,hil,HIL,HVR,validate,The physical world,Indo-European,4.82
41294,el,en,ακτή,coast,0.4322114250975785,0.9340511928394708,59.0,0.1574687591099038,0.15170092311664454,3226.377405402819,3108.20021373693,5,100,20489,ell,mode1248,Küste::N,akti,a k t i,akti,AKTI,VKTV,validate,The physical world,Indo-European,4.48,eng,stan1293,kəʊst,k ə ʊ s t,k3ust,KEYST,KVST,validate,The physical world,Indo-European,4.86
41299,el,en,δύση,west,0.4366378550305733,0.8953226665502109,20.0,0.15693809592968155,0.15006980152877136,3215.5046475032455,3074.780163522996,4,100,20489,ell,mode1248,Westen::N,ðisi,ð i s i,8isi,DISI,TVSV,validate,Spatial relations,Indo-European,4.58,eng,stan1293,west,w e s t,west,WEST,WVST,validate,Spatial relations,Indo-European,5.29
41334,el,en,βορράς,north,0.4576825286385112,0.8881733126417607,35.0,0.13866641729266735,0.15056925780697542,2841.136223909461,3085.0135232071198,6,100,20489,ell,mode1248,Norden::N,vorras,v o r r a s,voras,BURRAS,WVRRVS,validate,Spatial relations,Indo-European,3.63,eng,stan1293,nɔːθ,n ɔ ɔ θ,no8,NUD,NVT,validate,Spatial relations,Indo-European,5.35
41370,el,en,λίμνη,lake,0.4783441997065445,0.9305736795615778,44.0,0.14941632724962978,0.14256806478598336,3061.3911290176648,2921.0770794000127,5,100,20489,ell,mode1248,See::N,limni,l i m n i,limni,LIMNI,RVMNV,validate,The physical world,Indo-European,4.62,eng,stan1293,leɪk,l e ɪ k,leik,LEIK,RVK,validate,The physical world,Indo-European,4.74
41374,el,en,πάγος,ice,0.4814275091116392,0.9078659222535508,26.0,0.15726451992767235,0.1470556637650416,3222.1927487980793,3013.023494881937,5,100,20489,ell,mode1248,Eis::N,paɣos,p a ɣ o s,paxos,PAGUS,PVKVS,validate,The physical world,Indo-European,3.8,eng,stan1293,aɪs,a ɪ s,ais,AIS,VS,validate,The physical world,Indo-European,4.96
41429,el,en,θάλασσα,sea,0.5240808506837824,0.9440585081948728,48.0,0.17012774850374135,0.15341969137383862,3485.7474390931566,3143.4160565585803,7,100,20489,ell,mode1248,Meer::N,θalasa,θ a l a s a,8alasa,DALASA,TVRVSV,validate,The physical world,Indo-European,5.05,eng,stan1293,siː,s i i,si,SI,SV,validate,The physical world,Indo-European,5.09
41454,el,en,ομίχλη,fog,0.5411827672996925,0.9324742732339676,40.0,0.15405859343574935,0.16539470411099633,3156.5065209050676,3388.7720925302037,6,100,20489,ell,mode1248,Nebel::N,omixli,o m i x l i,omixli,UMIGLI,VMVKRV,validate,The physical world,Indo-European,3.89,eng,stan1293,fɒɡ,f ɒ ɡ,fog,BOK,PVK,validate,The physical world,Indo-European,3.89
41460,el,en,νότος,south,0.5481168372817731,0.8969994479489537,38.0,0.14656707514528775,0.1493751990742535,3003.0128026518005,3060.5484538323803,5,100,20489,ell,mode1248,Süden::N,notos,n o t o s,notos,NUTUS,NVTVS,validate,Spatial relations,Indo-European,3.69,eng,stan1293,saʊθ,s a ʊ θ,sau8,SAYD,SVT,validate,Spatial relations,Indo-European,5.4
41493,el,en,βροχή,rain,0.6230165458330578,0.9362042860371153,49.0,0.15834929211352713,0.15717122561857,3244.418646114057,3220.2812416988813,5,100,20489,ell,mode1248,Regen::N,vroçi,v r o ç i,vroSi,BRUSI,WRVSV,validate,The physical world,Indo-European,4.52,eng,stan1293,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71
41498,el,en,χιόνι,snow,0.6298304401350292,0.9334341878858085,52.0,0.16852870627822295,0.15555123451716604,3452.9846629345093,3187.089244022215,5,100,20489,ell,mode1248,Schnee::N,çoni,ç o n i,Soni,SUNI,SVNV,validate,The physical world,Indo-European,4.28,eng,stan1293,snəʊ,s n ə ʊ,sn3u,SNEY,SNV,validate,The physical world,Indo-European,4.68
41714,bg,en,хълм,hill,0.14591002083520185,0.9144797844307048,25.0,0.14873972504063046,0.15388293021688407,3055.113952334549,3160.755386654799,4,100,20540,bul,bulg1262,Hügel::N,xɤɫm,x ɤ ɫ m,xoLm,GELM,KVRM,validate,The physical world,Indo-European,4.1,eng,stan1293,hɪl,h ɪ l,hil,HIL,HVR,validate,The physical world,Indo-European,4.82
41726,bg,en,рид,hill,0.15100610527765107,0.9057724997805808,26.0,0.14530049003764334,0.15388293021688407,2984.472065373195,3160.755386654799,4,100,20540,bul,bulg1262,Hügel::N,rit,r i t,rit,RIT,RVT,validate,The physical world,Indo-European,3.31,eng,stan1293,hɪl,h ɪ l,hil,HIL,HVR,validate,The physical world,Indo-European,4.82
42034,bg,en,мраз,frost,0.3080196306350042,0.9042070462056526,13.0,0.14995103357667305,0.1657232641686917,3079.994229664865,3403.955846024928,5,100,20540,bul,bulg1262,Frost::N,mras,m r a s,mras,MRAS,MRVS,validate,Sense perception,Indo-European,3.28,eng,stan1293,fɹɒst,f ɹ ɒ s t,frost,BROST,PRVST,validate,Sense perception,Indo-European,3.97
42115,bg,en,мъгла,fog,0.35445062523869264,0.9377716527994038,48.0,0.15804910186870394,0.16356586227654746,3246.3285523831787,3359.6428111602845,5,100,20540,bul,bulg1262,Nebel::N,mɤɡɫa,m ɤ ɡ ɫ a,mogLa,MEKLA,MVKRV,validate,The physical world,Indo-European,4.07,eng,stan1293,fɒɡ,f ɒ ɡ,fog,BOK,PVK,validate,The physical world,Indo-European,3.89
42123,bg,en,бряг,coast,0.3605740676553456,0.9283689141067047,43.0,0.15179299807138025,0.15204618284450666,3117.82818038615,3123.028595626167,5,100,20540,bul,bulg1262,Küste::N,brʲak,b rʲ a k,brak,PRAK,PRVK,validate,The physical world,Indo-European,4.81,eng,stan1293,kəʊst,k ə ʊ s t,k3ust,KEYST,KVST,validate,The physical world,Indo-European,4.86
42169,bg,en,море,sea,0.3860018504366187,0.930523054781108,46.0,0.16587352387916252,0.15329579600805635,3407.042180477998,3148.695650005477,4,100,20540,bul,bulg1262,Meer::N,mɔrɛ,m ɔ r ɛ,morE,MURE,MVRV,validate,The physical world,Indo-European,5.47,eng,stan1293,siː,s i i,si,SI,SV,validate,The physical world,Indo-European,5.09
42229,bg,en,дъжд,rain,0.42567418728426987,0.9342600806205472,55.0,0.15995935917613946,0.15608685385400953,3285.5652374779042,3206.0239781613554,4,100,20540,bul,bulg1262,Regen::N,dɤʒt,d ɤ ʒ t,doZt,TEST,TVST,validate,The physical world,Indo-European,4.58,eng,stan1293,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71
42245,bg,en,сняг,snow,0.4352932475955791,0.9343982000698238,46.0,0.17203504526501828,0.15567212436181824,3533.5998297434753,3197.5054343917463,4,100,20540,bul,bulg1262,Schnee::N,snʲak,s nʲ a k,snak,SNAK,SNVK,validate,The physical world,Indo-European,4.57,eng,stan1293,snəʊ,s n ə ʊ,sn3u,SNEY,SNV,validate,The physical world,Indo-European,4.68
42252,bg,en,лед,ice,0.4388286699909806,0.9279255989786792,32.0,0.14968307208935275,0.1482183202742669,3074.4903007153052,3044.4042984334424,3,100,20540,bul,bulg1262,Eis::N,lɛt,l ɛ t,lEt,LET,RVT,validate,The physical world,Indo-European,4.66,eng,stan1293,aɪs,a ɪ s,ais,AIS,VS,validate,The physical world,Indo-European,4.96
42290,bg,en,планина,mountain,0.4720863635861899,0.9278768782997168,39.0,0.1598673814422411,0.14919137918354394,3283.6760148236326,3064.3909284299934,8,100,20540,bul,bulg1262,Berg::N,pɫanina,p ɫ a n i n a,pLanina,PLANINA,PRVNVNV,validate,The physical world,Indo-European,4.41,eng,stan1293,ˈmaʊntɪn,m a ʊ n t ɪ n,mauntin,MAYNTIN,MVNTVN,validate,The physical world,Indo-European,4.72
42365,bg,en,запад,west,0.5112110987017531,0.9243903166283544,44.0,0.14683388557224747,0.15330380091345308,3015.9680096539632,3148.8600707623273,5,100,20540,bul,bulg1262,Westen::N,zapat,z a p a t,zapat,SAPAT,SVPVT,validate,Spatial relations,Indo-European,4.75,eng,stan1293,west,w e s t,west,WEST,WVST,validate,Spatial relations,Indo-European,5.29
42396,bg,en,юг,south,0.5338887331653744,0.9266730930404268,44.0,0.15760671711901966,0.15184459044700024,3237.241969624664,3118.887887781385,5,100,20540,bul,bulg1262,Süden::N,juk,j u k,yuk,JYK,JVK,validate,Spatial relations,Indo-European,4.77,eng,stan1293,saʊθ,s a ʊ θ,sau8,SAYD,SVT,validate,Spatial relations,Indo-European,5.4
42421,bg,en,север,north,0.5519833658475057,0.9243780643616302,46.0,0.1544209443343157,0.15264397330092272,3171.8061966268438,3135.3072116009525,5,100,20540,bul,bulg1262,Norden::N,sɛvɛr,s ɛ v ɛ r,sEvEr,SEBER,SVWVR,validate,Spatial relations,Indo-European,4.87,eng,stan1293,nɔːθ,n ɔ ɔ θ,no8,NUD,NVT,validate,Spatial relations,Indo-European,5.35
42423,bg,en,изток,east,0.5527522325703358,0.9309446234173052,44.0,0.15287514043571426,0.15379512914257934,3140.0553845495697,3158.9519525885803,5,100,20540,bul,bulg1262,Osten::N,iztɔk,i z t ɔ k,iztok,ISTUK,VSTVK,validate,Spatial relations,Indo-European,4.78,eng,stan1293,iːst,i i s t,ist,IST,VST,validate,Spatial relations,Indo-European,5.18
42439,bg,en,крайбрежие,coast,0.5734181910235805,0.9364304259949772,51.0,0.17173587438628604,0.15204618284450666,3527.454859894315,3123.028595626167,10,100,20540,bul,bulg1262,Küste::N,krajbrɛʒiɛ,k r a j b r ɛ ʒ i ɛ,kraybrEZiE,KRAJPRESIE,KRVJPRVSV,validate,The physical world,Indo-European,4.02,eng,stan1293,kəʊst,k ə ʊ s t,k3ust,KEYST,KVST,validate,The physical world,Indo-European,4.86
42443,bg,en,езеро,lake,0.5802207478487431,0.9269052794179165,38.0,0.14287637259317895,0.14552142871884804,2934.680693063896,2989.010145885139,5,100,20540,bul,bulg1262,See::N,ɛzɛrɔ,ɛ z ɛ r ɔ,EzEro,ESERU,VSVRV,validate,The physical world,Indo-European,4.33,eng,stan1293,leɪk,l e ɪ k,leik,LEIK,RVK,validate,The physical world,Indo-European,4.74
42694,cs,en,pršet,rain,0.1435527200573356,0.9142374369770212,13.0,0.1521520426500111,0.15744623209344388,3124.290043775328,3233.0009298067766,4,100,20534,ces,czec1258,regnen::V,prʃɛt,p r ʃ ɛ t,prSEt,PRSET,PRSVT,validate,The physical world,Indo-European,4.07,eng,stan1293,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71
42948,cs,en,mráz,frost,0.2755560883438153,0.9074060678713758,23.0,0.13640551995825942,0.16395354209189258,2800.9509468229,3366.6220333149213,4,100,20534,ces,czec1258,Frost::N,mraːs,m r a a s,mras,MRAS,MRVS,validate,Sense perception,Indo-European,4.05,eng,stan1293,fɹɒst,f ɹ ɒ s t,frost,BROST,PRVST,validate,Sense perception,Indo-European,3.97
43004,cs,en,led,ice,0.3089411668674648,0.902874926520764,19.0,0.14093093486331515,0.15083678688088714,2893.875816483313,3097.282581812137,3,100,20534,ces,czec1258,Eis::N,lɛt,l ɛ t,lEt,LET,RVT,validate,The physical world,Indo-European,4.49,eng,stan1293,aɪs,a ɪ s,ais,AIS,VS,validate,The physical world,Indo-European,4.96
43239,cs,en,kopec,hill,0.4316906247705405,0.9072380006074692,27.0,0.14563915384508894,0.15319364022835602,2990.5543850550566,3145.6782084490624,5,100,20534,ces,czec1258,Hügel::N,kopɛt͡s,k o p ɛ t͡s,kopEc,KUPEC,KVPVK,validate,The physical world,Indo-European,4.12,eng,stan1293,hɪl,h ɪ l,hil,HIL,HVR,validate,The physical world,Indo-European,4.82
43309,cs,en,déšť,rain,0.4691140767662536,0.9276351841442816,51.0,0.1454295959815181,0.15744623209344388,2986.2513238844926,3233.0009298067766,4,100,20534,ces,czec1258,Regen::N,dɛːʃc,d ɛ ɛ ʃ c,dEST,TESC,TVSK,validate,The physical world,Indo-European,4.42,eng,stan1293,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71
43322,cs,en,moře,sea,0.47508902529638797,0.9378636265504257,36.0,0.14975814771893992,0.14949036624153902,3075.1338052607125,3069.635180403762,4,100,20534,ces,czec1258,Meer::N,mor̝ɛ,m o r ɛ,morE,MURE,MVRV,validate,The physical world,Indo-European,4.94,eng,stan1293,siː,s i i,si,SI,SV,validate,The physical world,Indo-European,5.09
43338,cs,en,sníh,snow,0.4823176337397694,0.9348128006137209,47.0,0.15029756105936606,0.1550977226607546,3086.210118793023,3184.776637115935,2,100,20534,ces,czec1258,Schnee::N,sɲiːx,s ɲ i i x,s5ix,SNIG,SNVK,validate,The physical world,Indo-European,4.45,eng,stan1293,snəʊ,s n ə ʊ,sn3u,SNEY,SNV,validate,The physical world,Indo-European,4.68
43349,cs,en,pobřeží,coast,0.4867506847442144,0.9374176911343388,57.0,0.1605156013010942,0.1491349217914453,3296.027357116668,3062.3364840655377,6,100,20534,ces,czec1258,Küste::N,pobr̝ɛʒiː,p o b r ɛ ʒ i i,pobrEZi,PUPRESI,PVPRVSV,validate,The physical world,Indo-European,4.69,eng,stan1293,kəʊst,k ə ʊ s t,k3ust,KEYST,KVST,validate,The physical world,Indo-European,4.86
43356,cs,en,hora,mountain,0.4894148906033323,0.9060115665108645,33.0,0.13208538366156514,0.14699664819202798,2712.2412681065803,3018.4291739751025,6,100,20534,ces,czec1258,Berg::N,ɦora,ɦ o r a,hora,HURA,HVRV,validate,The physical world,Indo-European,4.4,eng,stan1293,ˈmaʊntɪn,m a ʊ n t ɪ n,mauntin,MAYNTIN,MVNTVN,validate,The physical world,Indo-European,4.72
43396,cs,en,mlha,fog,0.5165967381343465,0.9286512706512248,44.0,0.14870841299257295,0.1642249405570972,3053.578552389493,3372.194929399433,4,100,20534,ces,czec1258,Nebel::N,mlɦa,m l ɦ a,mlha,MLHA,MRHV,validate,The physical world,Indo-European,3.98,eng,stan1293,fɒɡ,f ɒ ɡ,fog,BOK,PVK,validate,The physical world,Indo-European,3.89
43451,cs,en,jezero,lake,0.57489263062346,0.9247120257645266,46.0,0.13697160057760072,0.14296493568545035,2812.574846260453,2935.6419893650373,5,100,20534,ces,czec1258,See::N,jɛzɛro,j ɛ z ɛ r o,yEzEro,JESERU,JVSVRV,validate,The physical world,Indo-European,4.12,eng,stan1293,leɪk,l e ɪ k,leik,LEIK,RVK,validate,The physical world,Indo-European,4.74
43490,cs,en,jih,south,0.6201155746324825,0.9241597681616278,39.0,0.13965103428040593,0.1502404448563774,2867.594337913856,3085.037294680854,4,100,20534,ces,czec1258,Süden::N,jɪx,j ɪ x,yix,JIG,JVK,validate,Spatial relations,Indo-European,4.46,eng,stan1293,saʊθ,s a ʊ θ,sau8,SAYD,SVT,validate,Spatial relations,Indo-European,5.4
43492,cs,en,západ,west,0.6208676690428174,0.9209069241860176,39.0,0.13573686797236936,0.1520188672859726,2787.220846944633,3121.5554208501617,5,100,20534,ces,czec1258,Westen::N,zaːpat,z a a p a t,zapat,SAPAT,SVPVT,validate,Spatial relations,Indo-European,4.8,eng,stan1293,west,w e s t,west,WEST,WVST,validate,Spatial relations,Indo-European,5.29
43504,cs,en,sever,north,0.6478563893936127,0.9292317812265696,49.0,0.14335795709759425,0.15173996330950876,2943.7122910420007,3115.828406597453,5,100,20534,ces,czec1258,Norden::N,sɛvɛr,s ɛ v ɛ r,sEvEr,SEBER,SVWVR,validate,Spatial relations,Indo-European,4.51,eng,stan1293,nɔːθ,n ɔ ɔ θ,no8,NUD,NVT,validate,Spatial relations,Indo-European,5.35
43510,cs,en,východ,east,0.668449031220671,0.9284892775147514,44.0,0.13772047607181356,0.15236864743389664,2827.952255658619,3128.7378064076343,6,100,20534,ces,czec1258,Osten::N,viːxot,v i i x o t,vixot,BIGUT,WVKVT,validate,Spatial relations,Indo-European,4.7,eng,stan1293,iːst,i i s t,ist,IST,VST,validate,Spatial relations,Indo-European,5.18
43576,en,ko,frost,혹한,-0.034330582230467435,0.8861128524509542,4.0,0.17261261479548626,0.2279474693986029,3544.600044825311,4680.901284100311,5,100,20535,eng,stan1293,Frost::N,fɹɒst,f ɹ ɒ s t,frost,BROST,PRVST,validate,Sense perception,Indo-European,3.97,kor,kore1280,ɸʷokhan,ɸʷ o k h a n,pokhan,BUKHAN,PVKHVN,validate,Sense perception,Koreanic,
43722,en,ko,snow,눈,0.09967929706670244,0.9249752046777888,2.0,0.1613536582610354,0.24303684904344106,3313.397372390362,4990.761695107061,4,100,20535,eng,stan1293,Schnee::N,snəʊ,s n ə ʊ,sn3u,SNEY,SNV,validate,The physical world,Indo-European,4.68,kor,kore1280,nun,n u n,nun,NYN,NVN,validate,The physical world,Koreanic,
43754,en,ko,rain,비,0.1167800649348531,0.8975863970911228,3.0,0.16099404057879174,0.1965162946837944,3306.012623285489,4035.462111331717,4,100,20535,eng,stan1293,Regen::N,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71,kor,kore1280,pi,p i,pi,PI,PV,validate,The physical world,Koreanic,
43834,en,ko,ice,얼음,0.1603102398003623,0.92628630204516,8.0,0.15338121724509396,0.24721160996353145,3149.6832961280047,5076.490410601118,3,100,20535,eng,stan1293,Eis::N,aɪs,a ɪ s,ais,AIS,VS,validate,The physical world,Indo-European,4.96,kor,kore1280,ʌlɯm,ʌ l ɯ m,olum,ELIM,VRVM,validate,The physical world,Koreanic,
44041,en,ko,mountain,산,0.31997775750800045,0.9119831007636804,27.0,0.14601518275367145,0.18612487821673496,2998.421777846643,3822.074374180653,8,100,20535,eng,stan1293,Berg::N,ˈmaʊntɪn,m a ʊ n t ɪ n,mauntin,MAYNTIN,MVNTVN,validate,The physical world,Indo-European,4.72,kor,kore1280,sʰan,sʰ a n,san,SAN,SVN,validate,The physical world,Koreanic,
