l1,l2,wordform_l1,wordform_l2,local_alignment,global_alignment,freq_l1,freq_l2,neighbour_overlap,global_density_l1,global_density_l2,local_density_l1,local_density_l2,editdistance,k,n,Number
da,fi,tres,kuusikymmentä,0.7401263630855364,0.8930284813116729,3.85,3.03,34.0,0.12174959605544718,0.17467544086866096,139.40328748348702,200.00337979461682,12,100,1145,sixty
da,fi,to,kaksi,0.7889747476854233,0.9223162524429328,6.38,6.06,39.0,0.15914424666513893,0.16982730957044956,182.2201624315841,194.45226945816475,5,100,1145,two
da,fi,tredive,kolmekymmentä,0.8043035136079948,0.8993928952362149,3.9,3.69,39.0,0.16600534677745515,0.14970425777360433,190.0761220601861,171.411375150777,11,100,1145,thirty
da,fi,elleve,yksitoista,0.8056777472189613,0.9072115137745664,4.21,3.93,46.0,0.14905849673094765,0.1367324840242606,170.67197875693506,156.55869420777842,10,100,1145,eleven
da,fi,halvtreds,viisikymmentä,0.8129014233095604,0.918846693256868,3.68,3.51,41.0,0.1789519694523133,0.16906397398488607,204.90000502289868,193.57825021269454,12,100,1145,fifty
da,fi,tyve,kaksikymmentä,0.814352722939125,0.9074069020379604,4.47,3.97,40.0,0.17020398019881666,0.15406953797483094,194.88355732764512,176.40962098118146,11,100,1145,twenty
da,fi,seks,kuusi,0.8200009095011367,0.9081256264750563,5.54,5.28,42.0,0.14904071781306175,0.14905584077862924,170.65162189595569,170.6689376915305,4,100,1145,six
da,fi,otte,kahdeksan,0.8252428479129315,0.9178787174519192,5.3,5.12,51.0,0.1448444756056069,0.1503515348025881,165.84692456841992,172.15250734896335,8,100,1145,eight
da,fi,tre,kolme,0.827019795299407,0.9295517794606832,6.06,5.82,46.0,0.16692996590946718,0.16324100420070986,191.13481096633998,186.91094980981282,4,100,1145,three
da,fi,ti,kymmenen,0.8293276301473815,0.9275688546478192,5.23,5.34,48.0,0.152823805417117,0.15729017133314036,174.98325720259896,180.0972461764457,8,100,1145,ten
da,fi,ni,yhdeksän,0.8320258843736319,0.9188866346121723,5.17,4.94,45.0,0.14356749353960918,0.1522923831729183,164.38478010285255,174.37477873299144,8,100,1145,nine
da,fi,tolv,kaksitoista,0.8324249021086064,0.9172608937036542,4.55,3.95,45.0,0.13608838079795801,0.15079088425326415,155.8211960136619,172.65556246998744,9,100,1145,twelve
da,fi,fem,viisi,0.8351366389455244,0.9199086602332436,5.68,5.45,44.0,0.1444863732232714,0.15360685398819113,165.43689734064574,175.87984781647884,5,100,1145,five
da,fi,syv,seitsemän,0.8363756135850067,0.9259312407983199,5.35,5.16,40.0,0.14818147068533147,0.1539948938860924,169.66778393470454,176.32415349957577,8,100,1145,seven
da,fi,fire,neljä,0.8486730567970333,0.9268069361201244,5.71,5.54,44.0,0.15680174345901438,0.1575786090667548,179.53799626057145,180.42750738143425,5,100,1145,four
hu,de,hét,woche,0.17622961297254752,0.8964066904767122,5.39,5.41,33.0,0.17361027841460205,0.2054403222387388,201.90875379618217,238.92709476365317,5,100,1163,seven
hu,de,egy,eins,0.4691713598873384,0.949229805395298,7.12,4.96,31.0,0.24382947688826626,0.18225653918340268,283.5736816210536,211.96435507029733,3,100,1163,one
hu,de,ezer,tausend,0.7662412936485501,0.9383166577211192,5.25,4.52,35.0,0.1618248582572763,0.20399873837108107,188.20231015321235,237.25053272556733,6,100,1163,thousand
hu,de,hét,sieben,0.7861371177723877,0.9410275353925068,5.39,5.0,40.0,0.17361027841460205,0.18033229593120856,201.90875379618217,209.72646016799555,6,100,1163,seven
hu,de,száz,hundert,0.8281415449619838,0.9409588925960602,4.94,4.59,39.0,0.16835525245246316,0.1994912147183701,195.7971586022147,232.00828271746448,7,100,1163,hundred
hu,de,három,drei,0.8526897273998897,0.9566215881414007,5.82,5.75,50.0,0.18123908196413008,0.19072501264002664,210.7810523242833,221.813189700351,4,100,1163,three
hu,de,harminc,dreißig,0.864762274606258,0.9482458311180848,4.41,3.95,51.0,0.15990532286041326,0.19910907987198107,185.96989048666057,231.563859891114,6,100,1163,thirty
hu,de,húsz,zwanzig,0.8690861954318971,0.9557452357919894,4.71,4.26,49.0,0.17128113111498702,0.20645713811770056,199.1999554867299,240.10965163088574,6,100,1163,twenty
hu,de,kilencven,neunzig,0.8702401277070537,0.9410768481310432,3.37,2.85,41.0,0.1611297968688621,0.19314804358420826,187.39395375848665,224.63117468843413,8,100,1163,ninety
hu,de,tíz,zehn,0.8730867608377884,0.9524902410202416,5.21,5.14,49.0,0.17094991623249306,0.17767938590851634,198.8147525783894,206.64112581160447,4,100,1163,ten
hu,de,nyolcvan,achtzig,0.8734206674656406,0.9343930608413066,3.88,3.18,42.0,0.15486175056660226,0.1897463034226826,180.1042159089584,220.67495088057984,8,100,1163,eighty
hu,de,hetven,siebzig,0.876020609506392,0.9448313148196223,3.65,3.18,38.0,0.15687757044200232,0.17439868587650553,182.44861442404869,202.82567167437594,6,100,1163,seventy
hu,de,kilenc,neun,0.8775591596264654,0.9454337167638938,4.77,4.77,45.0,0.15829473671913138,0.16361721801557275,184.0967788043498,190.28682455211109,5,100,1163,nine
hu,de,tizenegy,elf,0.8777403484662596,0.9386183217724372,4.13,4.53,45.0,0.14412490444008147,0.16080238929406915,167.61726386381474,187.0131787490024,7,100,1163,eleven
hu,de,nyolc,acht,0.8786215515988991,0.9469046975293494,4.98,5.02,49.0,0.1573218163352002,0.17224197112190354,182.96527239783782,200.31741241477383,5,100,1163,eight
hu,de,négy,vier,0.8809886937521153,0.9504304358932528,5.49,5.47,45.0,0.16389320610338892,0.17649770477113208,190.6077986982413,205.2668306488266,4,100,1163,four
hu,de,negyven,vierzig,0.8815252905574894,0.9499316659025362,4.23,3.77,43.0,0.16602106785482934,0.19358181435979907,193.08250191516646,225.13565010044638,7,100,1163,forty
hu,de,öt,fünf,0.883513521616463,0.9517314315879986,5.45,5.33,46.0,0.16705562949792446,0.175770518873053,194.28569710608608,204.42111344936063,4,100,1163,five
hu,de,ötven,fünfzig,0.8887599647419298,0.9461692142946364,4.32,3.83,41.0,0.16011358218167834,0.18377828261238005,186.2120960772919,213.73414267819803,7,100,1163,fifty
hu,de,hatvan,sechzig,0.8910081850137835,0.9391946872317184,4.11,3.43,38.0,0.1478620545275402,0.18173312178968434,171.96356941552926,211.35562064140288,7,100,1163,sixty
hu,de,hat,sechs,0.8987895032828908,0.9438365239493356,5.39,5.17,39.0,0.1607190244664771,0.17304425255044056,186.91622545451287,201.2504657161624,5,100,1163,six
hu,sv,egy,en,0.15432700697933024,0.9224925866494034,7.12,7.27,13.0,0.2436240941442888,0.15353214738404564,315.9804501051426,199.13119515710721,2,100,1297,one
hu,sv,egy,ett,0.2115252715525248,0.9387228368443749,7.12,6.84,19.0,0.2436240941442888,0.15667342174905716,315.9804501051426,203.2054280085271,2,100,1297,one
hu,sv,hét,vecka,0.2263440325837384,0.9112380382947975,5.39,5.21,39.0,0.17128040101481148,0.2603437771290818,222.15068011621048,337.66587893641906,5,100,1297,seven
hu,sv,ezer,tusen,0.6352735692910938,0.9318637374629828,5.25,4.93,33.0,0.16021409812749154,0.252287021076906,207.79768527135656,327.216266336747,4,100,1297,thousand
hu,sv,száz,hundra,0.7541005903038831,0.9325552406262198,4.94,4.68,41.0,0.1673854989749933,0.2887660854517635,217.09899217056636,374.52961283093725,6,100,1297,hundred
hu,sv,hét,sju,0.7764885993128006,0.9394929992159119,5.39,4.84,41.0,0.17128040101481148,0.2398248221890548,222.15068011621048,311.05279437920404,3,100,1297,seven
hu,sv,három,tre,0.8207164499447133,0.9433570768068176,5.82,5.58,46.0,0.18007811441275934,0.258946896528945,233.56131439334888,335.8541247980416,4,100,1297,three
hu,sv,harminc,trettio,0.8348635918404581,0.926057388367156,4.41,3.71,46.0,0.1576480205408638,0.269284527126301,204.46948264150035,349.26203168281234,7,100,1297,thirty
hu,sv,húsz,tjugo,0.8516594656423679,0.9336475459556992,4.71,4.06,43.0,0.16940763204159018,0.25643707944709604,219.7216987579424,332.5988920428836,5,100,1297,twenty
hu,sv,negyven,fyrtio,0.8526170380985458,0.9314252497971048,4.23,3.54,40.0,0.16452117241434228,0.23311171630558705,213.38396062140203,302.3458960483464,7,100,1297,forty
hu,sv,ötven,femtio,0.8571562616029096,0.9278398828582162,4.32,3.81,42.0,0.15843198260679633,0.2556257956172262,205.48628144101485,331.54665691554237,6,100,1297,fifty
hu,sv,hetven,sjuttio,0.8606519307732791,0.9245839311725772,3.65,,41.0,0.155289327866139,0.2366850943004403,201.41025824238227,306.9805673076712,6,100,1297,seventy
hu,sv,négy,fyra,0.8611244108396698,0.9373652913435911,5.49,5.29,44.0,0.16314743106815155,0.2435705716954653,211.60221809539254,315.9110314890185,4,100,1297,four
hu,sv,tíz,tio,0.8632759315939221,0.9386735505964434,5.21,5.02,46.0,0.16872524583595924,0.25677580494617963,218.83664384923912,333.03821901519495,2,100,1297,ten
hu,sv,nyolc,åtta,0.8654880490845986,0.9301005194738092,4.98,4.78,45.0,0.15576829461463784,0.2453806927570589,202.03147811518528,318.2587585059053,5,100,1297,eight
hu,sv,tizenegy,elva,0.8673341449922973,0.9243561740711818,4.13,4.38,43.0,0.14230022433980313,0.21533413141906896,184.56339096872463,279.2883684505325,7,100,1297,eleven
hu,sv,kilencven,nittio,0.8687821337772618,0.9239427897058792,3.37,,38.0,0.15978754273736412,0.2392809374139243,207.24444293036132,310.3473758258598,8,100,1297,ninety
hu,sv,hatvan,sextio,0.8691007631801888,0.9187137323920972,4.11,3.17,36.0,0.1467687870224662,0.2482034166379441,190.3591167681387,321.91983137941367,6,100,1297,sixty
hu,sv,hat,sex,0.8711590794157829,0.9406579979690226,5.39,5.25,41.0,0.15994528896870935,0.23351343224714266,207.44903979241604,302.866921624544,3,100,1297,six
hu,sv,kilenc,nio,0.8727596204757109,0.9328926428874104,4.77,4.65,50.0,0.15643476150697685,0.23108435552311565,202.895885674549,299.71640911348095,5,100,1297,nine
hu,sv,öt,fem,0.8753759177412914,0.9389625954979528,5.45,5.15,44.0,0.16564935404059414,0.241589016156372,214.8472121906506,313.34095395481444,3,100,1297,five
hu,sv,nyolcvan,åttio,0.8777614615315048,0.921180966480736,3.88,3.06,39.0,0.1534701308637777,0.22153222126924385,199.05075973031967,287.3272909862093,8,100,1297,eighty
bg,no,един,en,0.24118928512337925,0.9457702501785792,6.26,7.28,31.0,0.1900206972877925,0.2281781538554162,203.7021874925136,244.60698093300618,4,100,1072,one
bg,no,един,ett,0.25996985833373665,0.9148375522092472,6.26,5.77,35.0,0.1900206972877925,0.15467386826991894,203.7021874925136,165.81038678535307,4,100,1072,one
bg,no,хиляда,tusen,0.7015191109975225,0.9423628121003504,4.21,5.32,43.0,0.17611452184000276,0.1844434632867689,188.794767412483,197.72339264341636,6,100,1072,thousand
bg,no,сто,hundre,0.8203639511674656,0.9399604194494722,4.81,4.9,42.0,0.1662358575788386,0.1903832966091732,178.20483932451495,204.09089396503367,6,100,1072,hundred
bg,no,три,tre,0.8555838918005689,0.9523820929167222,5.89,5.82,53.0,0.17567325170139653,0.1901882514997919,188.32172582389708,203.8818056077769,3,100,1072,three
bg,no,двадесет,tjue,0.8610285413838186,0.9288508853404296,4.43,4.1,46.0,0.15112635137370664,0.16763400050225893,162.00744867261352,179.7036485384216,8,100,1072,twenty
bg,no,единадесет,elleve,0.8646053008151635,0.9336708151529112,3.89,4.28,59.0,0.15559520519328066,0.15719776033915894,166.79805996719688,168.51599908357838,10,100,1072,eleven
bg,no,четири,fire,0.8914839971625652,0.9489951633196416,5.45,5.46,56.0,0.1645902740214068,0.16726596644892838,176.4407737509481,179.30911603325126,6,100,1072,four
bg,no,четиридесет,førti,0.8965282023419237,0.9379543003249232,3.87,3.65,41.0,0.17057338304144112,0.1707903657851615,182.8546666204249,183.0872721216932,11,100,1072,forty
bg,no,пет,fem,0.9008715822806984,0.9473870636165688,5.41,5.43,50.0,0.16441631911864488,0.16342044721424695,176.2542940951873,175.18671941367268,3,100,1072,five
bg,no,шест,seks,0.9010770782847484,0.9440374164666856,5.25,5.2,59.0,0.1718789433169596,0.1607294189810729,184.2542272357807,172.30193714771016,4,100,1072,six
bg,no,осем,åtte,0.9018771083338064,0.9441408482463428,5.03,5.0,52.0,0.1622929063195153,0.1627236352711921,173.97799557452038,174.4397370107179,4,100,1072,eight
bg,no,десет,ti,0.9028510561287868,0.9510899770158294,4.98,5.29,51.0,0.17436787888094255,0.16760434759681156,186.92236616037042,179.67186062378198,5,100,1072,ten
bg,no,девет,ni,0.9030970365245924,0.9392353420777524,4.83,5.06,53.0,0.1606733510821495,0.15041395178028386,172.24183236006428,161.24375630846433,5,100,1072,nine
bg,no,дванадесет,tolv,0.9049150521010896,0.938680600203404,4.03,4.62,48.0,0.159805948714528,0.17371842390466585,171.311977021974,186.22615042580185,10,100,1072,twelve
bg,no,седем,sju,0.9100078681399434,0.9412975445142217,5.11,4.77,48.0,0.16739185711006066,0.14763423194550834,179.444070821985,158.26389664558496,5,100,1072,seven
bg,no,петдесет,femti,0.910398846570568,0.9348446756013874,4.24,4.01,41.0,0.15209070808356487,0.17644687591520186,163.04123906558158,189.15105098109643,8,100,1072,fifty
bg,no,тридесет,tretti,0.9116268909108878,0.9359787230545376,4.13,3.74,39.0,0.1501581932279799,0.1729257050347858,160.9695831403945,185.37635579729042,8,100,1072,thirty
bg,no,деветдесет,nitti,0.9207956798849921,0.9269465404565748,3.44,3.24,36.0,0.1578907343941631,0.15330853642205722,169.25886727054285,164.34675104444534,10,100,1072,ninety
bg,no,осемдесет,åtti,0.9218930865739574,0.9287385594426318,3.67,3.07,37.0,0.15145981070442988,0.14811303370529474,162.36491707514884,158.77717213207598,9,100,1072,eighty
bg,no,седемдесет,sytti,0.9243033507538999,0.9272163055996034,3.68,,40.0,0.15732024599980232,0.15716678970577866,168.6473037117881,168.4827985645947,10,100,1072,seventy
nl,bg,duizend,хиляда,0.6611395668416382,0.9484469660865168,4.62,4.21,47.0,0.203358180945282,0.1779655607964509,238.1324298869252,208.397671692644,7,100,1171,thousand
nl,bg,negentig,деветдесет,0.7687678814566689,0.9222066676734711,3.87,3.44,44.0,0.17639141989169194,0.15778712708826226,206.55435269317127,184.76872582035512,10,100,1171,ninety
nl,bg,honderd,сто,0.7850236146489491,0.9476251662265776,4.65,4.81,44.0,0.22761098759663315,0.16746105958720714,266.53246647565743,196.0969007766196,7,100,1171,hundred
nl,bg,zeventig,седемдесет,0.7859645603323188,0.9273222678035422,4.04,3.68,43.0,0.1848038268990758,0.1579244901247393,216.40528129881767,184.92957793606968,10,100,1171,seventy
nl,bg,tachtig,осемдесет,0.805954987008646,0.9276695294834592,4.11,3.67,41.0,0.19042330293135695,0.15185528786864616,222.98568773261903,177.82254209418466,9,100,1171,eighty
nl,bg,twee,два,0.8331800825693407,0.9519656396457538,6.15,5.78,50.0,0.23421534678238315,0.16331495999903986,274.2661710821707,191.2418181588756,4,100,1171,two
nl,bg,zestig,шестдесет,0.8460612838329982,0.9286056656076052,4.2,3.48,42.0,0.18848285044967109,0.15231703393088006,220.71341787656482,178.36324673306052,9,100,1171,sixty
nl,bg,elf,единадесет,0.8520404893613158,0.9388874805150124,4.56,3.89,60.0,0.18728790393649936,0.15581939575545528,219.3141355096408,182.46451242963815,10,100,1171,eleven
nl,bg,elf,единайсет,0.8577964156885851,0.9389885065480108,4.56,3.23,43.0,0.18728790393649936,0.17225163076252573,219.3141355096408,201.70665962291764,9,100,1171,eleven
nl,bg,twaalf,дванайсет,0.8650660946971033,0.9444247409612578,4.7,3.43,38.0,0.2064491176302298,0.17705319636269465,241.75191674499908,207.32929294071545,9,100,1171,twelve
nl,bg,twaalf,дванадесет,0.8651576780107992,0.944022233433502,4.7,4.03,52.0,0.2064491176302298,0.1595620136045544,241.75191674499908,186.8471179309332,10,100,1171,twelve
nl,bg,negen,девет,0.866127178132652,0.9528052263144456,4.87,4.83,51.0,0.1979200776212144,0.1606896212428699,231.764410894442,188.16754647540063,5,100,1171,nine
nl,bg,vijftig,петдесет,0.8710193125376534,0.9352488663113744,4.53,4.24,45.0,0.2010565137416933,0.15253931471350854,235.43717759152287,178.6235375295185,8,100,1171,fifty
nl,bg,tien,десет,0.8714580836938597,0.9559833364821478,5.28,4.98,48.0,0.21489387923985925,0.17592848824753446,251.64073258987514,206.01225973786282,5,100,1171,ten
nl,bg,twintig,двайсет,0.8725526356136004,0.9419093272412616,4.76,3.71,42.0,0.2077065637252909,0.18327833163167734,243.2243861223156,214.61892634069417,7,100,1171,twenty
nl,bg,acht,осем,0.8735661210396686,0.9466160615882284,5.14,5.03,52.0,0.20977298936209127,0.16243705080941231,245.64417054300887,190.21378649782181,4,100,1171,eight
nl,bg,twintig,двадесет,0.8741837696605971,0.9450250114864964,4.76,4.43,59.0,0.2077065637252909,0.15185938410837296,243.2243861223156,177.82733879090472,8,100,1171,twenty
nl,bg,zes,шест,0.8771583132761636,0.9549512343649028,5.33,5.25,64.0,0.20489611911623068,0.17201101914445027,239.9333554851061,201.42490341815127,4,100,1171,six
nl,bg,drie,три,0.8773367809686492,0.9615670938146772,5.85,5.89,55.0,0.2208796120888528,0.17622348849402006,258.65002575604666,206.35770502649743,4,100,1171,three
nl,bg,zeven,седем,0.8781353644955183,0.9558834802170731,5.17,5.11,58.0,0.1986932644111208,0.16781986867578286,232.6698126254224,196.5170662193417,5,100,1171,seven
nl,bg,vijf,пет,0.8810540672028925,0.9552800594794776,5.51,5.41,63.0,0.2115746771954932,0.16511013326435092,247.75394699592246,193.3439660525549,4,100,1171,five
nl,bg,veertig,четиридесет,0.8878904960151665,0.9492473741992166,4.32,3.87,45.0,0.2069795550026083,0.1700714622423925,242.3730589080544,199.15368228584163,11,100,1171,forty
nl,bg,vier,четири,0.8912521958679562,0.9526145020202936,5.55,5.45,55.0,0.20344884592235385,0.16510761351056,238.2385985750764,193.34101542086566,6,100,1171,four
nl,bg,dertig,тридесет,0.9014668976225516,0.9405881526619588,4.53,4.13,44.0,0.21151983491186568,0.15022269868959298,247.6897266817947,175.91078016551342,8,100,1171,thirty
uk,sv,один,allena,-0.030679682848992463,0.8957041344062356,6.06,,8.0,0.1727895105329864,0.2613848297941633,192.48751473374688,291.182700390698,6,100,1114,one
uk,sv,один,en,0.0050428324107642105,0.9082343937029732,6.06,7.27,25.0,0.1727895105329864,0.15416477309857987,192.48751473374688,171.73955723181797,4,100,1114,one
uk,sv,один,ett,0.16967778339201545,0.9050707637528608,6.06,6.84,17.0,0.1727895105329864,0.15795757761485196,192.48751473374688,175.96474146294509,4,100,1114,one
uk,sv,тисяча,tusen,0.6456024852084928,0.9388771738425225,4.03,4.93,35.0,0.16867759211039904,0.2515220890956361,187.90683761098447,280.19560725253865,6,100,1114,thousand
uk,sv,два,två,0.6675495414803779,0.9422554014259668,5.86,6.11,44.0,0.15907348443526498,0.18487473983010247,177.20786166088521,205.95046017073426,3,100,1114,two
uk,sv,сім,sju,0.6825540048321748,0.9357062424448972,4.92,4.84,31.0,0.1571600419199893,0.2384920941740542,175.0762866988681,265.6801929098964,3,100,1114,seven
uk,sv,сто,hundra,0.7138144989949081,0.9282187803855813,4.89,4.68,39.0,0.17000582221161512,0.2868910991736577,189.38648594373925,319.59668447945467,6,100,1114,hundred
uk,sv,три,tre,0.7919935494629884,0.946454840893558,5.67,5.58,44.0,0.1602701823350995,0.2574198700935107,178.54098312130085,286.7657352841709,3,100,1114,three
uk,sv,сорок,fyrtio,0.8104980986134582,0.9451940461805391,4.49,3.54,41.0,0.1831058795288104,0.23209322409442204,203.9799497950948,258.55185164118615,6,100,1114,forty
uk,sv,чотири,fyra,0.8110940052293594,0.9489789817110458,5.16,5.29,45.0,0.15966828814077713,0.2426551112447677,177.87047298882572,270.3177939266713,6,100,1114,four
uk,sv,десять,tio,0.8332737291541961,0.9485969161862448,4.98,5.02,45.0,0.1769760456626074,0.25554099475434816,197.1513148681446,284.6726681563438,6,100,1114,ten
uk,sv,шістдесят,sextio,0.8338102251650694,0.9452397482516404,3.2,3.17,38.0,0.17616603454406246,0.24659968188191625,196.2489624820856,274.7120456164547,9,100,1114,sixty
uk,sv,сімдесят,sjuttio,0.8464123422633929,0.947097705276646,3.17,,34.0,0.18337033219067367,0.2348131897401009,204.27455006041046,261.5818933704724,8,100,1114,seventy
uk,sv,вісім,åtta,0.8492727978557726,0.941483840272624,4.61,4.78,48.0,0.16018783381473745,0.2447002007532901,178.44924686961753,272.5960236391652,5,100,1114,eight
