language,word,meaning,corpus,size,genre,word.count,freq.type,states,mean.roc,sd.roc,fpm,lfpm,clfpm,c.rate,word.type
Greek,Noun,DOG,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,19.62141198,NA,15,1.79,0.03,0.417476850638298,-0.87352618380144,-3.11606480531762,-1.27969231870229,swadesh.word
Greek,Verb,TO DRINK,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,47.46408597,NA,12,1.49,0.03,1.00987416957447,0.00982573851213001,-2.23271288300405,-1.57969231870229,swadesh.word
Greek,Adj.,DRY (SUBSTANCE),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,9.580510654,NA,13,1.83,0.04,0.203840652212766,-1.59041670697254,-3.83295532848872,-1.23969231870229,swadesh.word
Greek,Adj.,DULL (KNIFE),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,0.175386923,NA,34,6.79,0.04,0.00373163665957447,-5.59090835883566,-7.83344698035184,3.72030768129771,swadesh.word
Greek,Noun,DUST,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,14.14057065,NA,26,3.63,0.03,0.300863205319149,-1.2010995849131,-3.44363820642928,0.56030768129771,swadesh.word
Greek,Noun,EAR,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,21.06835409,NA,6,0.88,0.05,0.448262852978723,-0.802375493224266,-3.04491411474044,-2.18969231870229,swadesh.word
Greek,Noun,EARTH (SOIL),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,110.9322286,NA,23,3.52,0.03,2.36026018297872,0.858771859985645,-1.38376676153053,0.45030768129771,swadesh.word
Greek,Verb,TO EAT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,81.88376955,NA,15,1.77,0.03,1.74220786276596,0.555153195517231,-1.68738542599895,-1.29969231870229,swadesh.word
Greek,Noun,EGG,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,5.436994605,NA,13,1.57,0.04,0.115680736276596,-2.15692115582192,-4.3994597773381,-1.49969231870229,swadesh.word
Greek,Noun,EYE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,141.6907102,NA,8,0.93,0.04,3.01469596170213,1.10349898320442,-1.13903963831176,-2.13969231870229,swadesh.word
Greek,Verb,TO FALL (DROP),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,210.1354568,NA,23,2.97,0.03,4.47096716595745,1.49760475344439,-0.744933868071786,-0.09969231870229,swadesh.word
Greek,Adj.,FAR,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,84.16379955,NA,19,3.14,0.04,1.7907191393617,0.582617293004554,-1.65992132851162,0.0703076812977099,swadesh.word
Greek,Noun,FAT (SUBSTANCE),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,8.637805945,NA,31,4.89,0.03,0.183783105212766,-1.69399899269364,-3.93653761420981,1.82030768129771,swadesh.word
Greek,Verb,TO FEAR,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,116.9173074,NA,25,4.06,0.03,2.48760228510638,0.911319308845978,-1.3312193126702,0.990307681297709,swadesh.word
Greek,Noun,FEATHER (LARGE),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,13.94326036,NA,15,2.35,0.04,0.296665114042553,-1.21515133850218,-3.45768996001836,-0.71969231870229,swadesh.word
Greek,Adj.,FEW,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,940.2273694,NA,31,4.45,0.03,20.0048376468085,2.9959741266456,0.753435505129421,1.38030768129771,swadesh.word
Greek,Verb,TO FIGHT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,33.34543868,NA,29,4.21,0.03,0.709477418723404,-0.343226609916854,-2.58576523143303,1.14030768129771,swadesh.word
Greek,Noun,FIRE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,72.7417262,NA,15,1.75,0.03,1.54769630212766,0.436767568664264,-1.80577105285191,-1.31969231870229,swadesh.word
Greek,Noun,FISH,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,19.81872227,NA,11,1.45,0.04,0.421674941914894,-0.863520541586587,-3.10605916310276,-1.61969231870229,swadesh.word
Greek,Number,FIVE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,256.3060642,NA,1,0.09,0.09,5.45332051489362,1.6962246919341,-0.54631392958208,-2.97969231870229,swadesh.word
Greek,Verb,TO FLOAT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,5.875461912,NA,27,4.04,0.03,0.125009827914894,-2.07936292145134,-4.32190154296752,0.97030768129771,swadesh.word
Greek,Verb,TO FLOW,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,6.138542296,NA,27,3.4,0.03,0.130607282893617,-2.0355602988124,-4.27809892032857,0.33030768129771,swadesh.word
Greek,Noun,FLOWER,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,17.16599506,NA,18,2.29,0.03,0.365233937446809,-1.00721720619224,-3.24975582770842,-0.77969231870229,swadesh.word
Greek,Verb,TO FLY,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,91.15735309,NA,21,2.83,0.03,1.93951815085106,0.66243956637488,-1.5800990551413,-0.23969231870229,swadesh.word
Greek,Noun,FOG,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,6.028925469,NA,32,4.97,0.04,0.128275009978723,-2.05357880436247,-4.29611742587864,1.90030768129771,swadesh.word
Greek,Noun,FOOT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,87.56192118,NA,12,1.39,0.03,1.86301959957447,0.622198612001293,-1.62034000951489,-1.67969231870229,swadesh.word
Greek,Number,FOUR,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,273.1870555,NA,2,0.38,0.13,5.81249054255319,1.76000914382453,-0.48252947769165,-2.68969231870229,swadesh.word
Greek,Verb,TO FREEZE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,28.25921793,NA,20,2.69,0.03,0.601259955957447,-0.508727898934277,-2.75126652045045,-0.37969231870229,swadesh.word
Greek,Noun,FRUIT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,10.96168267,NA,23,2.95,0.03,0.233227290851064,-1.45574180368978,-3.69828042520596,-0.11969231870229,swadesh.word
Greek,Verb,TO GIVE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,1700.156982,NA,7,0.76,0.04,36.1735528085106,3.5883282664239,1.34578964490772,-2.30969231870229,swadesh.word
Greek,Adj.,GOOD,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,1368.017997,NA,25,3.04,0.03,29.106765893617,3.37097065208766,1.12843203057148,-0.0296923187022902,swadesh.word
Greek,Noun,GRASS,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,2.91580759,NA,22,2.73,0.03,0.0620384593617021,-2.78000077396567,-5.02253939548185,-0.33969231870229,swadesh.word
Greek,Adj.,GREEN,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,99.51015529,NA,19,2.46,0.03,2.11723734659574,0.750112100462473,-1.49242652105371,-0.60969231870229,swadesh.word
Greek,Noun,GUTS,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,4.209286146,NA,35,6.89,0.04,0.0895592797021277,-2.41285452991314,-4.65539315142932,3.82030768129771,swadesh.word
Greek,Noun,HAIR,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,21.19989429,NA,24,3.61,0.03,0.451061580638298,-0.796151406365278,-3.03869002788146,0.54030768129771,swadesh.word
Greek,Noun,HAND,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,254.9248922,NA,8,0.82,0.04,5.42393387659574,1.69082135967067,-0.551717261845508,-2.24969231870229,swadesh.word
Greek,Pronoun,HE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,389.4466619,NA,11,2.45,0.05,8.2860991893617,2.11457931430064,-0.127959307215539,-0.61969231870229,swadesh.word
Greek,Noun,HEAD,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,75.0875263,NA,17,2.32,0.03,1.59760694255319,0.468506848724192,-1.77403177279199,-0.74969231870229,swadesh.word
Greek,Verb,TO HEAR,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,405.6261056,NA,15,2.35,0.04,8.63034267234043,2.15528421141484,-0.0872544101013348,-0.71969231870229,swadesh.word
Greek,Noun,HEART,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,72.39095236,NA,13,1.69,0.03,1.54023302893617,0.431933722469221,-1.81060489904696,-1.37969231870229,swadesh.word
Greek,Adj.,HEAVY,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,91.11350636,NA,20,2.89,0.03,1.93858524170213,0.661958450183536,-1.58058017133264,-0.17969231870229,swadesh.word
Greek,Adv.,HERE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,676.6646713,NA,24,3.25,0.03,14.3971206659574,2.66702823283558,0.424489611319405,0.18030768129771,swadesh.word
Greek,Verb,TO HIT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,103.5440545,NA,40,5.51,0.03,2.2030649893617,0.789849567776228,-1.45268905373995,2.44030768129771,swadesh.word
Greek,Verb,HOLD (IN HAND),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,262.115756,NA,29,4.48,0.03,5.5769309787234,1.71863862127263,-0.523900000243548,1.41030768129771,swadesh.word
Greek,Adv.,HOW,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,427.0233101,NA,3,0.41,0.08,9.08560234255319,2.20669100042669,-0.0358476210894874,-2.65969231870229,swadesh.word
Greek,Verb,TO HUNT (GAME),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,34.61699387,NA,23,3.33,0.03,0.736531784468085,-0.305802887910059,-2.54834150942624,0.26030768129771,swadesh.word
Greek,Noun,HUSBAND,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,191.30328600000001,NA,28,4.74,0.03,4.07028268085106,1.4037124517972,-0.838826169718983,1.67030768129771,swadesh.word
Greek,Pronoun,I,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,430.7502822,NA,1,0.09,0.09,9.1648996212766,2.21538092883416,-0.0271576926820223,-2.97969231870229,swadesh.word
Greek,Noun,ICE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,41.06246329,NA,20,2.58,0.03,0.873669431702128,-0.135053199468673,-2.37759182098485,-0.48969231870229,swadesh.word
Greek,Conj.,IF,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,2504.48141,NA,27,4.32,0.03,53.2868385106383,3.97568936842082,1.73315074690464,1.25030768129771,swadesh.word
Greek,Prep.,IN,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,7955.550815,NA,12,1.78,0.04,169.267038617021,5.13147757802239,2.88893895650621,-1.28969231870229,swadesh.word
Greek,Verb,TO KILL,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,83.46225186,NA,28,3.5,0.03,1.77579259276596,0.57424685439777,-1.66829176711841,0.43030768129771,swadesh.word
Greek,Verb,KNOW (FACTS),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,532.1896937,NA,13,2.11,0.04,11.3231849723404,2.42685239118191,0.184313769665728,-0.95969231870229,swadesh.word
Greek,Noun,LAKE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,21.002584,NA,25,3.5,0.03,0.446863489361702,-0.805502123937325,-3.0480407454535,0.43030768129771,swadesh.word
Greek,Verb,TO LAUGH,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,43.69326713,NA,13,1.61,0.03,0.929643981489362,-0.0729535817302707,-2.31549220324645,-1.45969231870229,swadesh.word
Greek,Noun,LEAF,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,55.29072739,NA,19,2.43,0.03,1.17639845510638,0.162457614458472,-2.08008100705771,-0.63969231870229,swadesh.word
Greek,Adj.,LEFT (HAND),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,173.6988236,NA,30,4.41,0.03,3.69571965106383,1.30717529891764,-0.935363322598542,1.34030768129771,swadesh.word
Greek,Noun,LEG,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,87.56192118,NA,25,3.73,0.03,1.86301959957447,0.622198612001293,-1.62034000951489,0.66030768129771,swadesh.word
Greek,Verb,TO LIE (ON SIDE),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,10.54513873,NA,23,3.56,0.03,0.224364653829787,-1.49448263186776,-3.73702125338394,0.49030768129771,swadesh.word
Greek,Verb,TO LIVE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,264.395786,NA,10,1.1,0.04,5.62544225531915,1.72729956816769,-0.515239053348485,-1.96969231870229,swadesh.word
Greek,Noun,LIVER,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,3.091194513,NA,17,2.66,0.04,0.0657700960212766,-2.72159001171439,-4.96412863323057,-0.40969231870229,swadesh.word
Greek,Adj.,LONG,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,142.7868785,NA,12,1.22,0.03,3.03801869148936,1.11120555671863,-1.13133306479755,-1.84969231870229,swadesh.word
Greek,Noun,LOUSE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,0.767317787,NA,12,1.74,0.04,0.0163259103617021,-4.11500184049223,-6.35754046200841,-1.32969231870229,swadesh.word
Greek,Noun,MAN (MALE),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,347.2880304,NA,18,3.38,0.04,7.38910702978723,2.00000689271815,-0.242531728798032,0.31030768129771,swadesh.word
Greek,Adj.,MANY,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,865.8194674,NA,32,5.6,0.04,18.4216907957447,2.9135288179145298,0.670990196398348,2.53030768129771,swadesh.word
Greek,Noun,MEAT (FLESH),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,27.53574687,NA,15,1.62,0.03,0.585866954680851,-0.53466255497633,-2.77720117649251,-1.44969231870229,swadesh.word
Greek,Noun,MOUNTAIN,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,33.60851907,NA,20,2.75,0.03,0.715074873829787,-0.335368023127685,-2.57790664464386,-0.31969231870229,swadesh.word
Greek,Noun,MOUTH,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,45.11828587,NA,19,2.78,0.03,0.959963529148936,-0.0408599857117694,-2.28339860722795,-0.28969231870229,swadesh.word
Greek,Noun,NAME,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,214.8489803,NA,4,0.47,0.06,4.5712549,1.51978776239775,-0.722750859118427,-2.59969231870229,swadesh.word
Greek,Adj.,NARROW,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,114.4399671,NA,19,2.89,0.04,2.43489291702128,0.889902778984917,-1.35263584253126,-0.17969231870229,swadesh.word
Greek,Adj.,NEAR,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,188.6944055,NA,35,4.86,0.03,4.01477458510638,1.38998120263618,-0.852557418879996,1.79030768129771,swadesh.word
Greek,Noun,NECK,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,17.60446237,NA,21,3.57,0.04,0.374563029148936,-0.981995188052737,-3.22453380956892,0.50030768129771,swadesh.word
Greek,Adj.,NEW,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,151.4685311,NA,5,0.6,0.05,3.22273470425532,1.17023028615196,-1.07230833536422,-2.46969231870229,swadesh.word
Greek,Noun,NIGHT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,85.39150801,NA,6,0.76,0.05,1.81684059595745,0.597099056318183,-1.64543956519799,-2.30969231870229,swadesh.word
Greek,Noun,NOSE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,13.87749026,NA,14,1.49,0.03,0.295265750212766,-1.21987947998365,-3.46241810149982,-1.57969231870229,swadesh.word
Greek,Adv.,NOT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,8820.296038,NA,7,0.82,0.04,187.665873148936,5.2346631111266,2.99212448961042,-2.24969231870229,swadesh.word
Greek,Adj.,OLD,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,317.0776329,NA,18,2.53,0.03,6.74633261489362,1.90899904092259,-0.333539580593587,-0.53969231870229,swadesh.word
Greek,Number,ONE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,9484.091694,NA,2,0.43,0.14,201.789184978723,5.30722351371193,3.06468489219575,-2.63969231870229,swadesh.word
Greek,Adj.,OTHER,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,2806.212687,NA,18,2.66,0.03,59.7066529148936,4.08944345330013,1.84690483178395,-0.40969231870229,swadesh.word
Greek,Noun,PERSON,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,338.6063777,NA,28,4.81,0.04,7.20439101489362,1.9746907033107,-0.267847918205474,1.74030768129771,swadesh.word
Greek,Verb,TO PLAY,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,495.1392062,NA,24,3.18,0.03,10.5348767276596,2.35469134596886,0.112152724452679,0.11030768129771,swadesh.word
Greek,Verb,TO PULL,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,56.16766201,NA,28,4.53,0.03,1.19505663851064,0.178193580503519,-2.06434504101266,1.46030768129771,swadesh.word
Greek,Verb,TO PUSH,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,20.27911294,NA,40,8.06,0.04,0.431470488085106,-0.840556164574889,-3.08309478609107,4.99030768129771,swadesh.word
Greek,Verb,TO RAIN,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,3.420044993,NA,19,2.39,0.03,0.0727669147446808,-2.62049389487413,-4.86303251639031,-0.67969231870229,swadesh.word
Greek,Adj.,RED,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,68.68590362,NA,14,2.26,0.04,1.46140220468085,0.379396388982609,-1.86314223253357,-0.80969231870229,swadesh.word
Greek,Adj.,RIGHT (CORRECT),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,213.445885,NA,25,3.91,0.03,4.54140180851064,1.51323573278852,-0.729302888727658,0.84030768129771,swadesh.word
Greek,Adj.,RIGHT (HAND),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,97.16435519,NA,18,2.61,0.03,2.06732670617021,0.72625632634726,-1.51628229516892,-0.45969231870229,swadesh.word
Greek,Noun,RIVER,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,38.23434916,NA,23,3.69,0.03,0.813496790638298,-0.206413297458918,-2.4489519189751,0.62030768129771,swadesh.word
Greek,Noun,ROAD,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,338.9352282,NA,31,4.86,0.03,7.21138783404255,1.97566142015808,-0.266877201358097,1.79030768129771,swadesh.word
Greek,Noun,ROOT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,27.99613754,NA,13,1.75,0.04,0.595662500851064,-0.518081046050141,-2.76061966756632,-1.31969231870229,swadesh.word
Greek,Noun,ROPE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,11.22476306,NA,35,6.09,0.03,0.238824745957447,-1.43202527654506,-3.67456389806124,3.02030768129771,swadesh.word
Greek,Adj.,ROTTEN (LOG),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,3.113117879,NA,32,4.76,0.03,0.0662365506170213,-2.71452284427943,-4.95706146579561,1.69030768129771,swadesh.word
Greek,Verb,RUB,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,9.31743027,NA,27,3.57,0.03,0.198243197234043,-1.61826073313389,-3.86079935465007,0.50030768129771,swadesh.word
Greek,Noun,SALT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,9.9312845,NA,10,1.01,0.03,0.211303925531915,-1.55445777653026,-3.79699639804644,-2.05969231870229,swadesh.word
Greek,Noun,SAND,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,9.448970462,NA,27,4.26,0.03,0.201041924723404,-1.60424181195954,-3.84678043347572,1.19030768129771,swadesh.word
Greek,Verb,TO SAY,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,3133.879306,NA,26,3.64,0.03,66.678283106383,4.1998793092965,1.95734068778032,0.57030768129771,swadesh.word
Greek,Verb,SCRATCH (ITCH),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,3.332351532,NA,23,4.44,0.04,0.0709010964255319,-2.64646938116967,-4.88900800268584,1.37030768129771,swadesh.word
Greek,Noun,SEA (OCEAN),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,81.53299571,NA,15,2.53,0.04,1.73474458957447,0.550860191942372,-1.69167842957381,-0.53969231870229,swadesh.word
Greek,Verb,TO SEE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,997.6665866,NA,20,2.63,0.03,21.2269486510638,3.0552715372206,0.812732915704423,-0.43969231870229,swadesh.word
Greek,Noun,SEED,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,9.31743027,NA,14,2.56,0.04,0.198243197234043,-1.61826073313389,-3.86079935465007,-0.50969231870229,swadesh.word
Greek,Verb,TO SEW,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,4.932757202,NA,13,1.71,0.04,0.104952280893617,-2.25424949980619,-4.49678812132237,-1.35969231870229,swadesh.word
Greek,Adj.,SHARP (KNIFE),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,1.753869227,NA,24,3.76,0.03,0.0373163665319149,-3.28832326755212,-5.5308618890683,0.69030768129771,swadesh.word
Greek,Adj.,SHORT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,202.3088154,NA,24,3.39,0.03,4.30444288085106,1.45964771739165,-0.782890904124528,0.32030768129771,swadesh.word
Greek,Verb,TO SING,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,53.0106974,NA,20,2.54,0.03,1.1278871787234,0.120346129211417,-2.12219249230476,-0.52969231870229,swadesh.word
Greek,Verb,TO SIT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,97.53705241,NA,11,1.25,0.03,2.07525643425532,0.730084728820587,-1.51245389269559,-1.81969231870229,swadesh.word
Greek,Noun,SKIN (OF PERSON),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,16.44252401,NA,17,2.73,0.04,0.349840936382979,-1.05027669527752,-3.2928153167937,-0.33969231870229,swadesh.word
Greek,Noun,SKY,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,32.31504051,NA,18,2.52,0.03,0.687554053404255,-0.374614829398585,-2.61715345091476,-0.54969231870229,swadesh.word
Greek,Verb,TO SLEEP,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,33.56467234,NA,15,2.01,0.03,0.714141964680851,-0.336673506321409,-2.57921212783759,-1.05969231870229,swadesh.word
Greek,Adj.,SMALL,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,644.064627,NA,26,3.7,0.03,13.7035027021277,2.61765147184379,0.375112850327615,0.63030768129771,swadesh.word
Greek,Verb,TO SMELL (PERCEIVE ODOR),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,11.79477055,NA,36,6.48,0.04,0.250952564893617,-1.38249134219775,-3.62502996371393,3.41030768129771,swadesh.word
Greek,Noun,SMOKE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,38.21242579,NA,11,1.7,0.04,0.813030335957447,-0.206986856529666,-2.44952547804584,-1.36969231870229,swadesh.word
Greek,Adj.,SMOOTH,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,35.71316214,NA,35,6.23,0.04,0.759854513617021,-0.274628293478004,-2.51716691499418,3.16030768129771,swadesh.word
Greek,Noun,SNAKE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,7.651254504,NA,20,3.11,0.04,0.162792649021277,-1.81527797986511,-4.05781660138128,0.0403076812977097,swadesh.word
Greek,Noun,SNOW,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,9.865514404,NA,11,1.62,0.04,0.209904561787234,-1.56110231924624,-3.80364094076242,-1.44969231870229,swadesh.word
Greek,Adj.,SOME,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,276.7605641,NA,26,2.57,0.02,5.88852264042553,1.77300514114654,-0.469533480369636,-0.49969231870229,swadesh.word
Greek,Verb,TO SPIT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,4.625830087,NA,17,2.04,0.03,0.0984219167446808,-2.3184917685797,-4.56103039009588,-1.02969231870229,swadesh.word
Greek,Verb,TO SPLIT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,6.094695565,NA,31,5.58,0.04,0.129674373723404,-2.04272878834258,-4.28526740985875,2.51030768129771,swadesh.word
Greek,Verb,TO SQUEEZE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,0.197310288,NA,42,7.83,0.04,0.00419809123404255,-5.47312532507984,-7.71566394659602,4.76030768129771,swadesh.word
Greek,Verb,TO STAB (OR STICK),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,1.841562689,NA,40,7.84,0.04,0.0391821848723404,-3.23953310302973,-5.48207172454591,4.77030768129771,swadesh.word
Greek,Verb,TO STAND,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,111.2172324,NA,16,2.02,0.03,2.36632409361702,0.861337735726081,-1.3812008857901,-1.04969231870229,swadesh.word
Greek,Noun,STAR,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,28.083831,NA,7,0.72,0.04,0.597528319148936,-0.514953600234464,-2.75749222175064,-2.34969231870229,swadesh.word
Greek,Noun,STICK (OF WOOD),"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,1.468865478,NA,38,8.02,0.04,0.0312524569787234,-3.46565728257123,-5.70819590408741,4.95030768129771,swadesh.word
Greek,Noun,STONE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,28.52229831,NA,21,2.73,0.03,0.606857410851064,-0.499461423506205,-2.74200004502238,-0.33969231870229,swadesh.word
Greek,Adj.,STRAIGHT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,5.108144125,NA,27,4.08,0.03,0.108683917553191,-2.21931144839357,-4.46185006990975,1.01030768129771,swadesh.word
Greek,Verb,TO SUCK,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,4.735446914,NA,19,2.41,0.03,0.100754189659574,-2.29507149430955,-4.53761011582573,-0.65969231870229,swadesh.word
Greek,Noun,SUN,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,58.447692,NA,8,0.98,0.04,1.24356791489362,0.217984598687593,-2.02455402282859,-2.08969231870229,swadesh.word
Greek,Verb,TO SWELL,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,7.300480659,NA,29,4.54,0.03,0.155329375723404,-1.86220741202468,-4.10474603354086,1.47030768129771,swadesh.word
Greek,Verb,TO SWIM,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,6.094695565,NA,22,2.73,0.03,0.129674373723404,-2.04272878834258,-4.28526740985875,-0.33969231870229,swadesh.word
Greek,Noun,TAIL,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,22.82222332,NA,28,4.16,0.03,0.485579219574468,-0.722412833450555,-2.96495145496673,1.09030768129771,swadesh.word
Greek,Adj.,THAT,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,777.7313855,NA,18,1.88,0.03,16.547476287234,2.80623359999792,0.563694978481743,-1.18969231870229,swadesh.word
Greek,Adv.,THERE,"HNC, HNC: http://hnc.ilsp.gr/en",47000000,written,509.6963208,NA,22,2.94,0.03,10.8446025702128,2.38366749724614,0.141128875729963,-0.12969231870229,swadesh.word
