language,word,meaning,corpus,size,genre,word.count,freq.type,states,mean.roc,sd.roc,fpm,lfpm,clfpm,c.rate,word.type
French,Verb,TO GIVE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,207.96,NA,7,0.76,0.04,6.62503982159924,1.89085638266165,-0.351682238854525,-2.30969231870229,swadesh.word
French,Adj.,GOOD,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,373.78,NA,25,3.04,0.03,11.9076138897738,2.47717801818829,0.234639396672116,-0.0296923187022902,swadesh.word
French,Noun,GRASS,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,53.07,NA,22,2.73,0.03,1.69066581713922,0.525122425985941,-1.71741619553024,-0.33969231870229,swadesh.word
French,Adj.,GREEN,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,62.15,NA,19,2.46,0.03,1.97992991398535,0.683061447102858,-1.55947717441332,-0.60969231870229,swadesh.word
French,Noun,GUTS,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,8.03,NA,35,6.89,0.04,0.255813953488372,-1.36330484289519,-3.60584346441137,3.82030768129771,swadesh.word
French,Noun,HAIR,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,138.01,NA,24,3.61,0.03,4.39662312838484,1.48083677544609,-0.761701846070092,0.54030768129771,swadesh.word
French,Noun,HAND,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,470.88,NA,8,0.82,0.04,15.0009557183817,2.7081139136313,0.465575292115122,-2.24969231870229,swadesh.word
French,Pronoun,HE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,11871.55,NA,11,2.45,0.05,378.19528512265,5.93541068952224,3.69287206800607,-0.61969231870229,swadesh.word
French,Noun,HEAD,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,498.41,NA,17,2.32,0.03,15.8779866199427,2.76493366062356,0.522395039107377,-0.74969231870229,swadesh.word
French,Verb,TO HEAR,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,106.05,NA,15,2.35,0.04,3.37846447913348,1.21742131015683,-1.02511731135935,-0.71969231870229,swadesh.word
French,Noun,HEART,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,271.36,NA,13,1.69,0.03,8.64479133482001,2.15695698174968,-0.0855816397665019,-1.37969231870229,swadesh.word
French,Adj.,HEAVY,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,44.57,NA,20,2.89,0.03,1.41987894233832,0.350571616104602,-1.89196700541158,-0.17969231870229,swadesh.word
French,Adv.,HERE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,418.7,NA,24,3.25,0.03,13.3386428798981,2.59066530217124,0.348126680655057,0.18030768129771,swadesh.word
French,Verb,TO HIT,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,20.93,NA,40,5.51,0.03,0.666772857597961,-0.405305834395954,-2.64784445591213,2.44030768129771,swadesh.word
French,Verb,HOLD (IN HAND),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,103.22,NA,29,4.48,0.03,3.28830837846448,1.19037326186672,-1.05216535964946,1.41030768129771,swadesh.word
French,Adv.,HOW,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,307.3,NA,3,0.41,0.08,9.78974195603695,2.28133509828258,0.0387964767663984,-2.65969231870229,swadesh.word
French,Verb,TO HUNT (GAME),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,13,NA,23,3.33,0.03,0.414144632048423,-0.881540013392325,-3.1240786349085,0.26030768129771,swadesh.word
French,Noun,HUSBAND,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,68.91,NA,28,4.74,0.03,2.19528512265053,0.786311934515254,-1.45622668700092,1.67030768129771,swadesh.word
French,Pronoun,I,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,6182.41,NA,1,0.09,0.09,196.954762663269,5.2829740712178,3.04043544970162,-2.97969231870229,swadesh.word
French,Noun,ICE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,48.96,NA,20,2.58,0.03,1.55973239885314,0.444514267350208,-1.79802435416597,-0.48969231870229,swadesh.word
French,Conj.,IF,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,2076.97,NA,27,4.32,0.03,66.166613571201,4.19217600900845,1.94963738749227,1.25030768129771,swadesh.word
French,Prep.,IN,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,7387.77,NA,12,1.78,0.04,235.354252946798,5.46109183841597,3.21855321689979,-1.28969231870229,swadesh.word
French,Verb,TO KILL,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,42.88,NA,28,3.5,0.03,1.36604014017203,0.311916145908684,-1.93062247560749,0.43030768129771,swadesh.word
French,Verb,KNOW (FACTS),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,219.37,NA,13,2.11,0.04,6.9885313794202,1.94427043108373,-0.298268190432444,-0.95969231870229,swadesh.word
French,Noun,LAKE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,23.22,NA,25,3.5,0.03,0.73972602739726,-0.301475394584117,-2.5440140161003,0.43030768129771,swadesh.word
French,Verb,TO LAUGH,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,137.56,NA,13,1.61,0.03,4.38228735266008,1.4775708147102,-0.764967806805975,-1.45969231870229,swadesh.word
French,Noun,LEAF,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,34.76,NA,19,2.43,0.03,1.10735903153871,0.101977929543329,-2.14056069197285,-0.63969231870229,swadesh.word
French,Adj.,LEFT (HAND),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,143.39,NA,30,4.41,0.03,4.56801529149411,1.51907881987309,-0.723459801643093,1.34030768129771,swadesh.word
French,Noun,LEG,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,36.22,NA,25,3.73,0.03,1.15387065944568,0.143122081601405,-2.09941653991477,0.66030768129771,swadesh.word
French,Verb,TO LIE (ON SIDE),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,23.7,NA,23,3.56,0.03,0.755017521503664,-0.281014322712777,-2.52355294422896,0.49030768129771,swadesh.word
French,Verb,TO LIVE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,137.24,NA,10,1.1,0.04,4.37209302325581,1.47524184713639,-0.767296774379792,-1.96969231870229,swadesh.word
French,Noun,LIVER,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,15.51,NA,17,2.66,0.04,0.49410640331315703,-0.705004393665415,-2.94754301518159,-0.40969231870229,swadesh.word
French,Adj.,LONG,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,234.12,NA,12,1.22,0.03,7.45842625039822,2.00934443356916,-0.23319418794702,-1.84969231870229,swadesh.word
French,Noun,LOUSE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,1.27,NA,12,1.74,0.04,0.0404587448231921,-3.20747247038336,-5.45001109189954,-1.32969231870229,swadesh.word
French,Noun,MAN (MALE),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,687.19,NA,18,3.38,0.04,21.8920038228735,3.08612144790588,0.84358282638970306,0.31030768129771,swadesh.word
French,Adj.,MANY,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,401.66,NA,32,5.6,0.04,12.7957948391207,2.54911658875467,0.306577967238492,2.53030768129771,swadesh.word
French,Noun,MEAT (FLESH),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,33.42,NA,15,1.62,0.03,1.06467027715833,0.0626651523133855,-2.17987346920279,-1.44969231870229,swadesh.word
French,Noun,MOUNTAIN,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,43.52,NA,20,2.75,0.03,1.38642879898057,0.326731231693825,-1.91580738982235,-0.31969231870229,swadesh.word
French,Noun,MOUTH,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,148.81,NA,19,2.78,0.03,4.74068174577891,1.5561809535881,-0.686357667928081,-0.28969231870229,swadesh.word
French,Noun,NAME,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,283.31,NA,4,0.47,0.06,9.02548582351067,2.20005233363002,-0.0424862878861538,-2.59969231870229,swadesh.word
French,Adj.,NARROW,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,22.94,NA,19,2.89,0.04,0.730805989168525,-0.313607259152638,-2.55614588066882,-0.17969231870229,swadesh.word
French,Adj.,NEAR,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,334.79,NA,35,4.86,0.03,10.6654985664224,2.36701409873713,0.124475477220949,1.79030768129771,swadesh.word
French,Noun,NECK,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,63.59,NA,21,3.57,0.04,2.02580439630456,0.705966854425454,-1.53657176709072,0.50030768129771,swadesh.word
French,Adj.,NEW,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,267.44,NA,5,0.6,0.05,8.51991079961771,2.14240587125798,-0.100132750258197,-2.46969231870229,swadesh.word
French,Noun,NIGHT,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,399.39,NA,6,0.76,0.05,12.7234788149092,2.54344901225807,0.300910390741895,-2.30969231870229,swadesh.word
French,Noun,NOSE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,94.74,NA,14,1.49,0.03,3.01815864925135,1.10464692664174,-1.13789169487443,-1.57969231870229,swadesh.word
French,Adv.,NOT,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,5153.55,NA,7,0.82,0.04,164.178082191781,5.10095170572009,2.85841308420392,-2.24969231870229,swadesh.word
French,Adj.,OLD,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,253.49,NA,18,2.53,0.03,8.07550175215037,2.08883500366754,-0.15370361784864,-0.53969231870229,swadesh.word
French,Number,ONE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,11325.77,NA,2,0.43,0.14,360.808219178082,5.88834656835606,3.64580794683988,-2.63969231870229,swadesh.word
French,Adj.,OTHER,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,1160.97,NA,18,2.66,0.03,36.9853456514814,3.61052177071689,1.36798314920072,-0.40969231870229,swadesh.word
French,Noun,PERSON,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,1160.97,NA,28,4.81,0.04,36.9853456514814,3.61052177071689,1.36798314920072,1.74030768129771,swadesh.word
French,Verb,TO PLAY,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,93.06,NA,24,3.18,0.03,2.96463841987894,1.08675507556264,-1.15578354595354,0.11030768129771,swadesh.word
French,Verb,TO PULL,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,75.41,NA,28,4.53,0.03,2.40235743867474,0.876450521360693,-1.36608810015548,1.46030768129771,swadesh.word
French,Verb,TO PUSH,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,29.47,NA,40,8.06,0.04,0.93883402357438706,-0.0631165741042589,-2.30565519562044,4.99030768129771,swadesh.word
French,Verb,TO RAIN,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,29.47,NA,19,2.39,0.03,0.93883402357438706,-0.0631165741042589,-2.30565519562044,-0.67969231870229,swadesh.word
French,Adj.,RED,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,163.68,NA,14,2.26,0.04,5.21439949028353,1.65142393134945,-0.591114690166724,-0.80969231870229,swadesh.word
French,Adj.,RIGHT (CORRECT),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,136.25,NA,25,3.91,0.03,4.34055431666136,1.46800206268949,-0.774536558826687,0.84030768129771,swadesh.word
French,Adj.,RIGHT (HAND),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,136.25,NA,18,2.61,0.03,4.34055431666136,1.46800206268949,-0.774536558826687,-0.45969231870229,swadesh.word
French,Noun,RIVER,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,33,NA,23,3.69,0.03,1.05129021981523,0.0500181906126179,-2.19252043090356,0.62030768129771,swadesh.word
French,Noun,ROAD,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,166.33,NA,31,4.86,0.03,5.29882128066263,1.66748439594858,-0.575054225567597,1.79030768129771,swadesh.word
French,Noun,ROOT,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,18.96,NA,13,1.75,0.04,0.604014017202931,-0.504157874026986,-2.74669649554316,-1.31969231870229,swadesh.word
French,Noun,ROPE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,21.82,NA,35,6.09,0.03,0.695125836253584,-0.363662390448937,-2.60620101196512,3.02030768129771,swadesh.word
French,Adj.,ROTTEN (LOG),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,8.54,NA,32,4.76,0.03,0.272061165976426,-1.30172836305338,-3.54426698456956,1.69030768129771,swadesh.word
French,Verb,RUB,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,4.87,NA,27,3.57,0.03,0.155144950621217,-1.86339543375936,-4.10593405527554,0.50030768129771,swadesh.word
French,Noun,SALT,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,28.7,NA,10,1.01,0.03,0.914303918445365,-0.0895922480882868,-2.33213086960447,-2.05969231870229,swadesh.word
French,Noun,SAND,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,60.91,NA,27,4.26,0.03,1.9404268875438,0.662907993994531,-1.57963062752165,1.19030768129771,swadesh.word
French,Verb,TO SAY,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,774.35,NA,26,3.64,0.03,24.6686842943613,3.20553459690832,0.962995975392143,0.57030768129771,swadesh.word
French,Verb,SCRATCH (ITCH),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,4.87,NA,23,4.44,0.04,0.155144950621217,-1.86339543375936,-4.10593405527554,1.37030768129771,swadesh.word
French,Noun,SEA (OCEAN),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,213.35,NA,15,2.53,0.04,6.79675055750239,1.91644463878015,-0.326093982736032,-0.53969231870229,swadesh.word
French,Verb,TO SEE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,473.34,NA,20,2.63,0.03,15.079324625677,2.71332457548119,0.470785953965013,-0.43969231870229,swadesh.word
French,Noun,SEED,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,6.08,NA,14,2.56,0.04,0.193692258681109,-1.64148467487579,-3.88402329639196,-0.50969231870229,swadesh.word
French,Verb,TO SEW,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,5.48,NA,13,1.71,0.04,0.174577891048105,-1.74538426989394,-3.98792289141012,-1.35969231870229,swadesh.word
French,Adj.,SHARP (KNIFE),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,5.93,NA,24,3.76,0.03,0.188913666772858,-1.66646515784423,-3.90900377936041,0.69030768129771,swadesh.word
French,Adj.,SHORT,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,73.21,NA,24,3.39,0.03,2.33227142402039,0.846842652804689,-1.39569596871149,0.32030768129771,swadesh.word
French,Verb,TO SING,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,22.81,NA,20,2.54,0.03,0.726664542848041,-0.319290334557566,-2.56182895607374,-0.52969231870229,swadesh.word
French,Verb,TO SIT,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,38.36,NA,11,1.25,0.03,1.22204523733673,0.200525879161375,-2.0420127423548,-1.81969231870229,swadesh.word
French,Noun,SKIN (OF PERSON),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,105.86,NA,17,2.73,0.04,3.3724115960497,1.21562809557598,-1.0269105259402,-0.33969231870229,swadesh.word
French,Noun,SKY,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,210,NA,18,2.52,0.03,6.69002867155145,1.90061815986361,-0.341920461652572,-0.54969231870229,swadesh.word
French,Verb,TO SLEEP,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,50.46,NA,15,2.01,0.03,1.60751831793565,0.47469157235905,-1.76784704915713,-1.05969231870229,swadesh.word
French,Adj.,SMALL,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,487.42,NA,26,3.7,0.03,15.5278751194648,2.74263680355364,0.50009818203746,0.63030768129771,swadesh.word
French,Verb,TO SMELL (PERCEIVE ODOR),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,52.5,NA,36,6.48,0.04,1.67250716788786,0.514323798743716,-1.72821482277246,3.41030768129771,swadesh.word
French,Noun,SMOKE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,36.64,NA,11,1.7,0.04,1.16725071678879,0.154651168952067,-2.08788745256411,-1.36969231870229,swadesh.word
French,Adj.,SMOOTH,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,16.82,NA,35,6.23,0.04,0.535839439311883,-0.62392071630906,-2.86645933782524,3.16030768129771,swadesh.word
French,Noun,SNAKE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,10.99,NA,20,3.11,0.04,0.350111500477859,-1.04950360243833,-3.29204222395451,0.0403076812977097,swadesh.word
French,Noun,SNOW,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,47.53,NA,11,1.62,0.04,1.51417648932781,0.414871719772056,-1.82766690174412,-1.44969231870229,swadesh.word
French,Adj.,SOME,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,583.5,NA,26,2.57,0.02,18.5887225230965,2.92255508087275,0.68001645935657,-0.49969231870229,swadesh.word
French,Verb,TO SPIT,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,5.58,NA,17,2.04,0.03,0.177763618986939,-1.72730059446064,-3.96983921597682,-1.02969231870229,swadesh.word
French,Verb,TO SPLIT,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,4.08,NA,31,5.58,0.04,0.129977699904428,-2.04039238243779,-4.28293100395397,2.51030768129771,swadesh.word
French,Verb,TO SQUEEZE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,13.25,NA,42,7.83,0.04,0.422108951895508,-0.862491818421631,-3.10503043993781,4.76030768129771,swadesh.word
French,Verb,TO STAB (OR STICK),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,0.41,NA,40,7.84,0.04,0.0130614845492195,-4.33808749013765,-6.58062611165382,4.77030768129771,swadesh.word
French,Verb,TO STAND,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,45.84,NA,16,2.02,0.03,1.46033768716152,0.378667701552622,-1.86387091996356,-1.04969231870229,swadesh.word
French,Noun,STAR,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,31.98,NA,7,0.72,0.04,1.01879579483912,0.0186213365519459,-2.22391728496423,-2.34969231870229,swadesh.word
French,Noun,STICK (OF WOOD),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,14.75,NA,38,8.02,0.04,0.469894870978018,-0.755246288068033,-2.99778490958421,4.95030768129771,swadesh.word
French,Noun,STONE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,177.41,NA,21,2.73,0.03,5.65179993628544,1.7319740672187,-0.510564554297483,-0.33969231870229,swadesh.word
French,Adj.,STRAIGHT,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,263.46,NA,27,4.08,0.03,8.39311882765212,2.12741218294782,-0.115126438568359,1.01030768129771,swadesh.word
French,Verb,TO SUCK,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,2.45,NA,19,2.41,0.03,0.0780503345014336,-2.55040134629723,-4.79293996781341,-0.65969231870229,swadesh.word
French,Noun,SUN,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,224.02,NA,8,0.98,0.04,7.13666772857598,1.96524596272973,-0.277292658786447,-2.08969231870229,swadesh.word
French,Verb,TO SWELL,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,3.63,NA,29,4.54,0.03,0.115641924179675,-2.1572567225771,-4.39979534409328,1.47030768129771,swadesh.word
French,Verb,TO SWIM,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,5.51,NA,22,2.73,0.03,0.175533609429755,-1.73992474768904,-3.98246336920522,-0.33969231870229,swadesh.word
French,Noun,TAIL,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,31.38,NA,28,4.16,0.03,0.999681427206117,-3.18623548975725e-4,-2.24285724506515,1.09030768129771,swadesh.word
French,Adj.,THAT,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,544.03,NA,18,1.88,0.03,17.3313157056387,2.85251502154036,0.609976400024183,-1.18969231870229,swadesh.word
French,Adv.,THERE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,1190.89,NA,22,2.94,0.03,37.9385154507805,3.63596683487417,1.39342821335799,-0.12969231870229,swadesh.word
French,Pronoun,THEY,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,2070.85,NA,14,2.75,0.05,65.9716470213444,4.18922505914026,1.94668643762409,-0.31969231870229,swadesh.word
French,Adj.,THICK,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,25.01,NA,29,5.41,0.04,0.796750557502389,-0.227213625964334,-2.46975224748051,2.34030768129771,swadesh.word
French,Adj.,THIN,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,38.04,NA,25,2.99,0.03,1.21185090793246,0.192148866823327,-2.05038975469285,-0.07969231870229,swadesh.word
French,Verb,TO THINK,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,116.79,NA,36,5.34,0.03,3.72061165976426,1.31388807943661,-0.928650542079566,2.27030768129771,swadesh.word
French,Adj.,THIS,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,69.03,NA,15,2.18,0.04,2.19910799617713,0.788051821861522,-1.45448679965466,-0.88969231870229,swadesh.word
French,Pronoun,THOU,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,69.03,NA,6,0.64,0.04,2.19910799617713,0.788051821861522,-1.45448679965466,-2.42969231870229,swadesh.word
French,Number,THREE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,566.33,NA,1,0.09,0.09,18.0417330359987,2.89268757631745,0.650148954801275,-2.97969231870229,swadesh.word
French,Verb,TO THROW,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,38.29,NA,42,7.52,0.03,1.21981522777955,0.198699394635341,-2.04383922688084,4.45030768129771,swadesh.word
French,Verb,TO TIE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,7.45,NA,21,2.68,0.03,0.237336731443135,-1.43827533846239,-3.68081395997857,-0.38969231870229,swadesh.word
French,Noun,TONGUE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,104.11,NA,4,0.49,0.06,3.3166613571201,1.1989586616328,-1.04357995988338,-2.57969231870229,swadesh.word
French,Noun,TOOTH (FRONT),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,8.82,NA,7,1.18,0.05,0.280981204205161,-1.26946750083516,-3.51200612235134,-1.88969231870229,swadesh.word
French,Noun,TREE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,63.81,NA,26,3.58,0.03,2.03281299776999,0.709420547026393,-1.53311807448978,0.51030768129771,swadesh.word
French,Verb,TO TURN (VEER),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,45.78,NA,34,8.18,0.05,1.45842625039822,0.377357943670558,-1.86518067784562,5.11030768129771,swadesh.word
French,Number,TWO,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,1481.01,NA,1,0.09,0.09,47.1809493469258,3.8539901955856,1.61145157406943,-2.97969231870229,swadesh.word
French,Verb,TO VOMIT,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,5.93,NA,32,5.02,0.03,0.188913666772858,-1.66646515784423,-3.90900377936041,1.95030768129771,swadesh.word
French,Verb,TO WALK,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,47.28,NA,36,5.14,0.03,1.50621216948073,0.409598002243981,-1.8329406192722,2.07030768129771,swadesh.word
French,Adj.,WARM (WEATHER),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,60.75,NA,16,2.35,0.04,1.93532972284167,0.660277711366796,-1.58226091014938,-0.71969231870229,swadesh.word
French,Verb,TO WASH,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,17.43,NA,24,3,0.03,0.55527237973877,-0.588296511321933,-2.83083513283811,-0.0696923187022902,swadesh.word
French,Adj.,WATER,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,334.88,NA,8,0.86,0.04,10.6683657215674,2.36728288784383,0.124744266327649,-2.20969231870229,swadesh.word
French,Pronoun,WE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,3039.15,NA,2,0.37,0.12,96.8190506530742,4.57284377918641,2.33030515767023,-2.69969231870229,swadesh.word
French,Adj.,WET,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,12.71,NA,28,4.45,0.03,0.404906021025804,-0.904100285652499,-3.14663890716868,1.38030768129771,swadesh.word
French,Adv.,WHAT,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,365.79,NA,5,0.69,0.06,11.653074227461,2.45557002738642,0.213031405870243,-2.37969231870229,swadesh.word
French,Adv.,WHEN,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,978.81,NA,10,1.08,0.03,31.1822236381013,3.43984817725421,1.19730955573803,-1.98969231870229,swadesh.word
French,Adv.,WHERE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,1635.87,NA,7,0.7,0.04,52.1143676330041,3.95344068104886,1.71090205953268,-2.36969231870229,swadesh.word
French,Adj.,WHITE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,139.95,NA,17,2.22,0.03,4.45842625039822,1.4947958451076,-0.747742776408578,-0.84969231870229,swadesh.word
French,Pronoun,WHO,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,7033.32,NA,1,0.09,0.09,224.062440267601,5.41192476420579,3.16938614268961,-2.97969231870229,swadesh.word
French,Adj.,WIDE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,97.71,NA,20,2.89,0.03,3.11277476903472,1.13551453710239,-1.10702408441379,-0.17969231870229,swadesh.word
French,Noun,WIFE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,394.14,NA,31,4.12,0.03,12.5562280981204,2.53021680527857,0.287678183762396,1.05030768129771,swadesh.word
French,Noun,WIND (BREEZE),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,139.5,NA,16,1.78,0.03,4.44409047467346,1.49157523040756,-0.75096339110862,-1.28969231870229,swadesh.word
French,Noun,WING,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,16.31,NA,22,2.66,0.03,0.519592226823829,-0.65471095422094,-2.89724957573712,-0.40969231870229,swadesh.word
French,Verb,WIPE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,5.96,NA,39,6.92,0.03,0.189869385154508,-1.6614188897766,-3.90395751129278,3.85030768129771,swadesh.word
French,Prep.,WITH (ACCOMPANYING),"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,2982.06,NA,19,3.25,0.04,95.0003185727939,4.55388024499275,2.31134162347657,0.18030768129771,swadesh.word
French,Noun,WOMAN,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,394.14,NA,25,2.75,0.02,12.5562280981204,2.53021680527857,0.287678183762396,-0.31969231870229,swadesh.word
French,Noun,WOODS,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,394.14,NA,27,4.15,0.03,12.5562280981204,2.53021680527857,0.287678183762396,1.08030768129771,swadesh.word
French,Noun,WORM,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,4.11,NA,19,2.16,0.03,0.130933418286078,-2.03306634234572,-4.2756049638619,-0.90969231870229,swadesh.word
French,Pronoun,YE,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,69.03,NA,13,1.32,0.03,2.19910799617713,0.788051821861522,-1.45448679965466,-1.74969231870229,swadesh.word
French,Noun,YEAR,"Frantext, http://www.atilf.fr/frantext.htm",31390000,written,243.14,NA,21,2.78,0.03,7.74577891048104,2.04714803827379,-0.195390583242393,-0.28969231870229,swadesh.word
